EscCo.53258_1-483	0.000000	1.727189	0.026709	2.136122	1.499112	1.420691	1.501484	2.063202	2.063202	1.488071	1.752791	1.511847	0.250806	1.430772	2.049486	2.146974	0.233170	1.420691	2.049486	0.219196	2.154865	1.771812	2.032441	1.427165	0.009704	1.424444	2.146974	1.502481	0.218158	0.205123	1.775369	0.218158	0.019545	2.014405	2.032074	1.430772	2.146882	0.220122	0.247976	1.420691	0.218158	1.475086	1.424444	2.109353	2.146974
KlePn.2_04221_1-490_NEs	1.727189	0.000000	1.711816	2.384965	1.856327	1.897034	1.870706	2.136239	2.136239	1.843746	0.008228	1.937438	1.705465	1.826174	2.336401	2.244178	1.727068	1.897034	2.336401	1.803473	2.241870	2.339362	2.367154	1.967033	1.711709	1.912676	2.244178	1.860429	1.793297	1.890366	0.381065	1.793297	1.717106	2.263061	2.354431	1.830513	2.228555	1.793608	1.723602	1.897034	1.793297	1.819859	1.896231	2.364945	2.244178
EscCo.4_00435_1-484_NEs	0.026709	1.711816	0.000000	2.118869	1.484211	1.381391	1.479821	2.058659	2.058659	1.466552	1.732925	1.493148	0.234492	1.430162	1.997566	2.118775	0.230678	1.381391	1.997566	0.220741	2.126819	1.770070	1.984566	1.449727	0.020986	1.385107	2.118775	1.487593	0.219702	0.200964	1.746534	0.219702	0.025221	1.975267	1.984475	1.430162	2.118971	0.221667	0.231706	1.381391	0.219702	1.421014	1.385107	2.084965	2.118775
EntCo.1_05030_1-549_NEs	2.136122	2.384965	2.118869	0.000000	1.527813	1.499663	1.500609	0.158375	0.158375	1.496430	2.369616	1.535670	1.960509	1.393066	0.181214	0.184278	2.041680	1.499663	0.181214	2.354340	0.187187	2.408042	0.183409	1.787670	2.105438	1.500157	0.184278	1.531316	2.334691	2.054419	2.162915	2.334691	2.121122	0.158278	0.186252	1.396385	0.184155	2.342231	1.964827	1.499663	2.334691	1.421505	1.503542	0.180128	0.184278
EscCo.3_1084_1-502_NEs	1.499112	1.856327	1.484211	1.527813	0.000000	0.194759	0.018890	1.491079	1.491079	0.037558	1.846565	0.030982	1.530730	0.196517	1.471003	1.440839	1.477367	0.194759	1.471003	1.534857	1.440179	1.942346	1.466611	1.730711	1.509218	0.192178	1.440839	0.000665	1.542059	1.475797	1.765506	1.542059	1.523259	1.499397	1.483799	0.198212	1.431507	1.536379	1.541272	0.194759	1.542059	0.173314	0.192205	1.483542	1.440839
SalEn.4_11341_1-502_NEs	1.420691	1.897034	1.381391	1.499663	0.194759	0.000000	0.195956	1.518613	1.518613	0.192162	1.882524	0.204040	1.506619	0.206615	1.423636	1.386807	1.426397	0.000000	1.423636	1.535633	1.385976	2.043853	1.418786	1.675006	1.420188	0.009349	1.386807	0.193908	1.528189	1.400473	1.862545	1.528189	1.412887	1.433844	1.435309	0.208345	1.383790	1.549077	1.528675	0.000000	1.528189	0.183600	0.010021	1.420986	1.386807
EscCo.1_01077_1-502_NEs	1.501484	1.870706	1.479821	1.500609	0.018890	0.195956	0.000000	1.483715	1.483715	0.033353	1.860713	0.030961	1.523798	0.198416	1.460927	1.436780	1.494678	0.195956	1.460927	1.511580	1.439470	1.944575	1.459927	1.695195	1.504820	0.193367	1.436780	0.018209	1.518558	1.486068	1.807311	1.518558	1.518810	1.492490	1.467346	0.200116	1.427439	1.512870	1.534309	0.195956	1.518558	0.175976	0.193395	1.480057	1.436780
KlePn.2_00851_2-551_NEs	2.063202	2.136239	2.058659	0.158375	1.491079	1.518613	1.483715	0.000000	0.000000	1.505051	2.136769	1.519828	1.958770	1.350099	0.205608	0.204671	2.063129	1.518613	0.205608	2.090795	0.203818	2.492253	0.208620	1.676543	2.036484	1.532851	0.204671	1.494455	2.082227	1.964394	1.975480	2.082227	2.013597	0.179174	0.210140	1.353316	0.203855	2.087143	1.968341	1.518613	2.082227	1.388756	1.529433	0.208531	0.204671
KlePn.1_01951_2-551_NEs	2.063202	2.136239	2.058659	0.158375	1.491079	1.518613	1.483715	0.000000	0.000000	1.505051	2.136769	1.519828	1.958770	1.350099	0.205608	0.204671	2.063129	1.518613	0.205608	2.090795	0.203818	2.492253	0.208620	1.676543	2.036484	1.532851	0.204671	1.494455	2.082227	1.964394	1.975480	2.082227	2.013597	0.179174	0.210140	1.353316	0.203855	2.087143	1.968341	1.518613	2.082227	1.388756	1.529433	0.208531	0.204671
EscCo.4_02890_1-502_NEs	1.488071	1.843746	1.466552	1.496430	0.037558	0.192162	0.033353	1.505051	1.505051	0.000000	1.834035	0.036614	1.474655	0.195756	1.481456	1.471057	1.484923	0.192162	1.481456	1.492178	1.477096	1.964418	1.473646	1.724359	1.488507	0.191283	1.471057	0.036861	1.499062	1.510619	1.772293	1.499062	1.495039	1.502079	1.501421	0.197450	1.461520	1.507402	1.484788	0.192162	1.499062	0.178469	0.191310	1.511560	1.471057
