EscCo.50943_1-171	0.000000	1.549221	1.597311	1.582686	1.156777	1.483056	1.473331	1.613499	1.762172	1.442283	1.512862	1.658751	1.623364	1.640287	1.455480	1.641212	1.628650	1.473331	1.710786	0.000000	0.033780	1.772949	1.722121	2.001823	1.634746	1.442184	1.460583	1.445950	1.610649	1.526748	1.626622	1.650850	2.710470	1.948467	1.677094	1.417272	2.051625	1.663758	1.703159	2.538391	1.831217	2.051625	1.598507	1.640287	1.136319	1.995403	1.540773	1.540773	2.051625	1.678072	1.156777	1.180570	1.509949	1.684746	1.941048	1.544481	2.101309	1.156777	1.639324	1.977456	1.472465	1.407531	1.661939	1.664819	1.995796	1.969664	2.710470	1.710786	1.677094	1.407531	2.076272	1.549972	1.637873	1.710786	1.540773	1.639793	1.538530	1.473331	1.677094	1.420324	1.425454	2.038826	2.710470	2.187293	1.648305	1.156777	1.426278
EntCo.1_13860_1-176_NEs	1.549221	0.000000	1.557307	1.282626	1.287190	1.376308	1.338336	1.404431	1.173566	1.473533	1.292088	1.519857	1.333627	1.188645	1.199056	1.567980	1.820324	1.338336	1.967686	1.549221	1.557882	1.181086	0.977804	1.981693	1.602878	1.495168	1.261763	1.215003	1.276507	1.439166	1.462854	1.517709	1.561364	1.422296	1.131126	1.256837	1.388671	1.125577	2.008218	1.449955	1.170378	1.388671	1.695444	1.188645	1.441638	1.397914	1.044670	1.044670	1.388671	1.989131	1.287190	1.298907	0.804236	1.684445	1.710890	1.215506	1.289758	1.287190	1.414465	1.092553	1.472974	1.265058	1.590677	1.112346	1.330772	1.041271	1.561364	1.967686	1.131126	1.265058	1.099884	1.051895	1.434391	1.967686	1.044670	1.579364	1.344854	1.329841	1.131126	1.219380	1.279980	1.397587	1.561364	1.075318	1.433598	1.287190	1.192590
EscCo.1_04779_1-165_NEs	1.597311	1.557307	0.000000	1.498416	1.176667	1.576179	1.676975	1.429219	1.721928	0.390083	1.691357	0.327399	1.569190	1.291130	1.433577	1.381992	0.041190	1.676975	1.639931	1.597311	1.596759	1.721928	1.666069	1.871626	0.012244	0.382742	1.402955	1.443906	1.361135	1.385640	1.428168	1.384094	1.727075	1.033006	1.598112	1.523785	1.481866	1.610558	1.626641	1.615277	1.795290	1.481866	0.010179	1.291130	1.340745	1.470666	1.451641	1.451641	1.481866	1.639068	1.167922	1.211058	1.752462	1.391772	1.505292	1.425905	1.854828	1.167922	1.438661	1.783491	1.875004	1.504654	0.012229	1.613184	1.251568	1.452800	1.715360	1.639931	1.598112	1.504654	1.774974	1.442360	1.448195	1.639931	1.451641	1.383927	1.487667	1.688389	1.598112	1.871941	1.523655	1.461993	1.727075	1.525851	1.428028	1.167922	1.607940
EscCo.54314_3-182	1.582686	1.282626	1.498416	0.000000	1.539090	1.516669	1.196069	1.402166	1.447623	1.415468	1.191094	1.429983	0.526110	0.335506	1.453018	1.391534	1.730350	1.196069	1.694891	1.582686	1.633640	1.447623	1.141178	1.328671	1.469175	1.385909	0.072932	1.434378	0.089407	0.093756	1.408839	1.347119	1.624202	1.284142	0.861016	0.906785	1.686104	0.863782	1.688289	1.452330	0.878607	1.686104	1.611864	0.335506	1.520530	1.652215	1.226758	1.226758	1.686104	1.664201	1.528280	1.568410	1.484990	1.410553	1.913035	0.355555	1.815126	1.528280	1.377863	1.204107	1.532037	0.900943	1.468682	0.877903	1.761912	1.264289	1.624202	1.694891	0.852908	0.900943	1.166191	1.218850	1.409337	1.694891	1.226758	1.374966	0.026591	1.196069	0.861016	1.276096	0.909521	1.663868	1.624202	1.101190	1.426620	1.528280	1.262989
SalEn.10025_2-172_NEs	1.156777	1.287190	1.176667	1.539090	0.000000	1.675997	1.251899	1.316529	1.554515	1.432111	1.231663	1.389331	1.460104	1.511703	1.195303	1.564558	1.447210	1.251899	1.810933	1.156777	1.240294	1.564031	1.613464	1.894806	1.195800	1.400878	1.447539	1.204175	1.494961	1.427216	1.291185	1.612423	2.089430	1.609758	1.449506	1.368109	1.894980	1.449531	1.773607	1.864369	1.487640	1.894980	1.298658	1.511703	0.853476	1.953549	1.221946	1.221946	1.894980	1.811115	0.001957	0.023880	1.423503	1.687258	1.871821	1.525065	1.602714	0.001957	1.312491	1.549856	1.222178	1.358972	1.202079	1.381806	1.676740	1.419567	2.089430	1.810933	1.449506	1.358972	1.439433	1.221946	1.291870	1.810933	1.221946	1.595323	1.572390	1.251899	1.449506	1.293780	1.375383	1.894049	2.089430	1.572953	1.282838	0.001957	1.315005
EntCo.1_32840_1-186_BeL	1.483056	1.376308	1.576179	1.516669	1.675997	0.000000	1.560827	1.596484	1.331642	2.028974	1.551140	1.643445	1.595481	1.550976	1.553974	2.161702	1.674015	1.560827	2.068352	1.483056	1.500384	1.339636	1.682507	1.508750	1.633580	1.988001	1.384279	1.513950	1.504089	1.426608	1.553139	2.102026	2.098246	1.669766	1.248915	1.383569	1.655242	1.255625	2.077510	2.061928	1.334190	1.655242	1.654498	1.550976	1.474476	1.679831	1.113488	1.113488	1.655242	2.056531	1.675997	1.677932	1.849287	2.223942	1.806777	1.360238	1.915742	1.675997	1.532931	1.813376	1.643898	1.401932	1.600522	1.251637	1.876102	1.617252	2.098246	2.068352	1.248915	1.401932	2.012739	1.121036	1.533046	2.068352	1.113488	2.138422	1.486026	1.551140	1.248915	1.500500	1.419289	1.685460	2.098246	1.592660	1.522301	1.675997	1.594089
SalEn.2_MW01831_2-179_BeL	1.473331	1.338336	1.676975	1.196069	1.251899	1.560827	0.000000	1.718146	1.600884	1.766585	0.009438	1.662021	1.260050	1.134526	1.293876	1.554960	1.884534	0.000000	1.769962	1.473331	1.522499	1.590629	1.720448	1.408587	1.628515	1.752784	1.233370	1.310951	1.194355	1.252571	1.692271	1.543527	1.807690	1.714756	1.262961	1.331238	1.585677	1.279614	1.773687	1.755873	1.133657	1.585677	1.757363	1.134526	1.247423	1.565395	1.346190	1.346190	1.585677	1.770080	1.243235	1.273522	1.462384	1.604584	1.892561	1.197779	1.790067	1.243235	1.717283	1.284522	1.507402	1.313660	1.662242	1.230177	1.593606	1.685278	1.807690	1.769962	1.262961	1.313660	1.362736	1.346190	1.660405	1.769962	1.346190	1.555296	1.249095	0.001873	1.262961	1.401756	1.329506	1.594057	1.807690	1.521957	1.692100	1.243235	1.320032
EscCo.3_4630_1-176_NEs	1.613499	1.404431	1.429219	1.402166	1.316529	1.596484	1.718146	0.000000	1.487470	1.506761	1.744166	1.415390	1.439276	1.545433	0.465277	0.884917	1.602091	1.718146	1.596645	1.613499	1.559139	1.487470	1.478246	2.012645	1.488402	1.469286	1.410459	0.458338	1.419603	1.310806	0.028915	0.878922	1.813119	1.638798	1.309920	1.518331	1.467123	1.311165	1.576219	1.459892	1.411642	1.467123	1.406854	1.545433	1.395648	1.491602	1.407377	1.407377	1.467123	1.596908	1.316529	1.316561	1.379845	0.939236	1.686321	1.441730	1.763936	1.316529	0.019153	1.645376	1.306418	1.498971	1.448348	1.290416	1.388513	1.533679	1.801487	1.596645	1.309920	1.498971	1.918634	1.407377	0.021118	1.596645	1.407377	0.871501	1.455075	1.718146	1.309920	0.465665	1.518145	1.475315	1.813119	1.478784	0.028914	1.316529	1.741706
KlePn.2_36261_1-193_NEs	1.762172	1.173566	1.721928	1.447623	1.554515	1.331642	1.600884	1.487470	0.000000	1.468155	1.581410	1.657792	1.630235	1.273627	1.470332	1.936019	1.822446	1.600884	2.065511	1.762172	1.845614	0.001731	0.962536	1.623561	1.769407	1.450218	1.422692	1.460902	1.611988	1.430934	1.533163	1.904286	1.669866	1.415054	1.188864	1.451303	1.277022	1.190551	1.991335	1.372909	1.223590	1.277022	1.623180	1.281303	1.271077	1.266896	1.166579	1.166579	1.277022	2.032753	1.554515	1.535248	1.033992	2.052510	1.651903	1.195028	0.984910	1.554515	1.487381	1.316912	1.558473	1.442447	1.728486	1.181490	1.299502	1.204748	1.669866	2.065511	1.188864	1.442447	1.276558	1.159046	1.524025	2.065511	1.166579	1.920596	1.438372	1.591472	1.188864	1.423735	1.459005	1.301865	1.669866	1.189828	1.514390	1.554515	1.513697
KlePn.1_01376_3-178_NEs	1.442283	1.473533	0.390083	1.415468	1.432111	2.028974	1.766585	1.506761	1.468155	0.000000	1.732697	0.316413	1.655287	1.315335	1.333680	1.493201	0.488551	1.766585	1.280179	1.442283	1.494745	1.468155	1.841218	2.031105	0.394249	0.005764	1.337023	1.333680	1.365512	1.398555	1.536668	1.437162	1.753782	1.039004	1.603850	1.532068	1.586970	1.658153	1.247183	1.601329	1.553792	1.586970	0.422665	1.315335	1.545076	1.596736	1.404685	1.404685	1.586970	1.262283	1.432111	1.412341	1.617793	1.601920	1.288711	1.391000	1.803841	1.432111	1.509661	1.518663	1.811536	1.513039	0.396821	1.607063	1.425188	1.601594	1.753782	1.280179	1.603850	1.513039	1.641656	1.395727	1.517365	1.280179	1.404685	1.484800	1.425846	1.756490	1.603850	1.320899	1.532021	1.566314	1.753782	1.548465	1.517365	1.432111	1.622249
SalEn.10182_2-179_BeL	1.512862	1.292088	1.691357	1.191094	1.231663	1.551140	0.009438	1.744166	1.581410	1.732697	0.000000	1.654745	1.273906	1.099034	1.271357	1.535981	1.890663	0.009438	1.760242	1.512862	1.563740	1.571271	1.735498	1.408587	1.641769	1.719453	1.227944	1.288182	1.215518	1.275412	1.717586	1.525045	1.797301	1.717687	1.220222	1.357426	1.576623	1.228504	1.763844	1.743140	1.147107	1.576623	1.772225	1.099034	1.205876	1.556340	1.307569	1.307569	1.576623	1.760360	1.223180	1.252551	1.492037	1.584873	1.881931	1.185038	1.785207	1.223180	1.743286	1.283864	1.463775	1.339571	1.676073	1.181281	1.583802	1.707885	1.797301	1.760242	1.220222	1.339571	1.371954	1.307569	1.685297	1.760242	1.307569	1.536495	1.271588	0.007543	1.220222	1.385840	1.355874	1.585009	1.797301	1.532912	1.717411	1.223180	1.320032
CitRo.1_29131_1-179_NEs	1.658751	1.519857	0.327399	1.429983	1.389331	1.643445	1.662021	1.415390	1.657792	0.316413	1.654745	0.000000	1.704890	1.209860	1.477207	1.543458	0.410029	1.662021	1.505527	1.658751	1.759798	1.657792	1.697766	1.583004	0.331053	0.306628	1.403262	1.477207	1.403820	1.428362	1.432286	1.512562	1.787786	1.005405	1.701709	1.716320	1.447144	1.740559	1.475916	1.608923	1.640524	1.447144	0.351003	1.209860	1.238869	1.474640	1.530646	1.530646	1.447144	1.465794	1.398306	1.408245	1.804292	1.622921	1.235508	1.373475	1.983445	1.398306	1.398651	1.638300	1.527441	1.695989	0.327399	1.685116	1.529586	1.615930	1.798433	1.505527	1.701709	1.695989	1.562365	1.520560	1.432256	1.505527	1.530646	1.553624	1.421101	1.652478	1.701709	1.555625	1.718409	1.465938	1.787786	1.418522	1.422453	1.398306	1.509146
EscCo.4_02331_3-186_BeL	1.623364	1.333627	1.569190	0.526110	1.460104	1.595481	1.260050	1.439276	1.630235	1.655287	1.273906	1.704890	0.000000	0.584028	1.674142	1.529598	1.738600	1.260050	1.859898	1.623364	1.706791	1.638613	1.308098	1.364465	1.579157	1.613502	0.512682	1.695390	0.540388	0.518706	1.438929	1.471642	1.531284	1.322529	0.999837	0.887743	1.581758	0.984674	1.912416	1.403034	0.887984	1.581758	1.629517	0.584028	1.418678	1.619100	1.143351	1.143351	1.581758	1.883586	1.469161	1.469233	1.310964	1.629725	1.575419	0.564684	1.695437	1.469161	1.441325	1.124504	1.799750	0.887743	1.590344	0.988546	1.721179	1.197386	1.531284	1.859898	0.995997	0.887743	1.144693	1.143351	1.457351	1.859898	1.143351	1.530238	0.530970	1.260050	0.999837	1.344565	0.895890	1.580916	1.531284	1.168433	1.448134	1.469161	1.288433
KlePn.2_39191_3-182_NEs	1.640287	1.188645	1.291130	0.335506	1.511703	1.550976	1.134526	1.545433	1.273627	1.315335	1.099034	1.209860	0.584028	0.000000	1.228476	1.490575	1.354461	1.134526	1.910164	1.640287	1.690022	1.273627	1.235588	1.254327	1.271737	1.281895	0.323592	1.237269	0.339387	0.335497	1.556097	1.434558	1.350315	1.176552	0.759235	0.877019	1.413878	0.757853	1.860406	1.164572	0.687674	1.413878	1.337727	0.001862	1.313786	1.467011	1.080141	1.080141	1.413878	1.888343	1.521430	1.639058	1.337145	1.554932	1.719484	0.265290	1.786249	1.521430	1.557540	1.125597	1.386758	0.882378	1.269856	0.774551	1.444408	1.402307	1.350315	1.910164	0.752876	0.882378	1.201728	1.073226	1.576728	1.910164	1.080141	1.462788	0.334893	1.127370	0.759235	1.198524	0.890533	1.404439	1.350315	1.071697	1.576728	1.521430	1.102978
KlePn.2_39231_1-175_NEs	1.455480	1.199056	1.433577	1.453018	1.195303	1.553974	1.293876	0.465277	1.470332	1.333680	1.271357	1.477207	1.674142	1.228476	0.000000	0.938101	1.636285	1.293876	1.661893	1.455480	1.485047	1.460902	1.644842	2.122853	1.424343	1.326323	1.434895	0.011562	1.408638	1.390631	0.462705	0.931723	1.568538	1.464988	1.163588	1.310525	1.495862	1.165628	1.650836	1.411982	1.278474	1.495862	1.483472	1.236848	1.369662	1.512482	1.429979	1.429979	1.495862	1.662165	1.195303	1.198948	1.423020	0.966396	1.889596	1.284980	1.835598	1.195303	0.465371	1.485644	1.077111	1.294362	1.453829	1.138422	1.432804	1.650435	1.568538	1.661893	1.163588	1.294362	1.736813	1.429979	0.466315	1.661893	1.429979	0.929037	1.490537	1.285699	1.163588	0.363142	1.308790	1.486092	1.568538	1.442942	0.469745	1.195303	1.329080
