EscCo.52994_1-567	0.000000	0.840705	0.897134	0.016596	0.015997	0.777111	0.778618	0.777111	0.779979	0.900462	0.832154	0.167216	0.897134	0.905649	0.165741	0.897134	0.148354	0.169363	0.832346	0.833766	0.169363	0.169363	0.000587	0.829749
EscCo.4_02923_15-597_NEs	0.840705	0.000000	0.217652	0.834912	0.842781	0.513657	0.514733	0.513657	0.517978	0.216951	0.026246	0.865314	0.217652	0.216805	0.859478	0.217652	0.823919	0.868108	0.028001	0.026837	0.868108	0.868108	0.842316	0.026822
SalEn.2_MW17791_15-597_NEs	0.897134	0.217652	0.000000	0.890821	0.899268	0.521430	0.522515	0.521430	0.518438	0.006321	0.209356	0.930132	0.000000	0.012101	0.927525	0.000000	0.875202	0.929317	0.210098	0.210097	0.929317	0.929317	0.898857	0.207888
EscCo.4_00710_1-567_NEs	0.016596	0.834912	0.890821	0.000000	0.018410	0.771625	0.773125	0.771625	0.774481	0.895839	0.823032	0.161488	0.890821	0.899279	0.161465	0.890821	0.137817	0.165072	0.823220	0.824632	0.165072	0.165072	0.017194	0.820653
EscCo.1_03419_1-567_NEs	0.015997	0.842781	0.899268	0.018410	0.000000	0.783947	0.785462	0.783947	0.783638	0.904349	0.834176	0.163777	0.899268	0.907800	0.162306	0.899268	0.146258	0.165920	0.834370	0.835798	0.165920	0.165920	0.016594	0.831755
SalEn.4_15371_15-600_NEs	0.777111	0.513657	0.521430	0.771625	0.783947	0.000000	0.000567	0.000000	0.003981	0.525693	0.512047	0.799806	0.521430	0.525669	0.794591	0.521430	0.795601	0.805905	0.516438	0.512047	0.805905	0.805905	0.775447	0.513311
SalEn.3_1467_15-600_NEs	0.778618	0.514733	0.522515	0.773125	0.785462	0.000567	0.000000	0.000567	0.004551	0.526783	0.513123	0.801346	0.522515	0.526757	0.796125	0.522515	0.797137	0.807451	0.517517	0.513123	0.807451	0.807451	0.776953	0.514388
SalEn.2_MW15371_15-600_NEs	0.777111	0.513657	0.521430	0.771625	0.783947	0.000000	0.000567	0.000000	0.003981	0.525693	0.512047	0.799806	0.521430	0.525669	0.794591	0.521430	0.795601	0.805905	0.516438	0.512047	0.805905	0.805905	0.775447	0.513311
SalEn.11514_15-600_NEs	0.779979	0.517978	0.518438	0.774481	0.783638	0.003981	0.004551	0.003981	0.000000	0.522678	0.516367	0.802733	0.518438	0.522661	0.797507	0.518438	0.796984	0.808841	0.520773	0.516367	0.808841	0.808841	0.778312	0.517637
SalEn.11250_15-597_NEs	0.900462	0.216951	0.006321	0.895839	0.904349	0.525693	0.526783	0.525693	0.522678	0.000000	0.209399	0.937418	0.006321	0.011531	0.934787	0.006321	0.874614	0.936590	0.211646	0.210140	0.936590	0.936590	0.902191	0.207930
