EscCo.43925_1-336_BeL	0.000000	0.154692	0.159387	0.669049	0.159387	0.154301	0.673788	0.216606	0.000989	0.669049	0.222234	0.000000	0.215326	0.146767	0.687067	0.030197	0.159387
SalEn.53533_31-366_NEs	0.154692	0.000000	0.019107	0.660180	0.019107	0.015053	0.660944	0.194391	0.155884	0.660180	0.214879	0.154692	0.193130	0.136263	0.687578	0.160302	0.019107
SalEn.3_4034_1-336_NEs	0.159387	0.019107	0.000000	0.657874	0.000000	0.013020	0.663366	0.193875	0.160583	0.657874	0.213011	0.159387	0.192618	0.143389	0.682898	0.160138	0.000000
EscCo.2_3123_1-321_NEs	0.669049	0.660180	0.657874	0.000000	0.657874	0.656009	0.025273	0.664024	0.666498	0.000000	0.701405	0.669049	0.664024	0.697404	0.035032	0.667078	0.657874
SalEn.2_MW40501_1-336_NEs	0.159387	0.019107	0.000000	0.657874	0.000000	0.013020	0.663366	0.193875	0.160583	0.657874	0.213011	0.159387	0.192618	0.143389	0.682898	0.160138	0.000000
SalEn.13875_1-336_NEs	0.154301	0.015053	0.013020	0.656009	0.013020	0.000000	0.661505	0.191659	0.155490	0.656009	0.210774	0.154301	0.190403	0.140830	0.678390	0.162322	0.013020
EscCo.1_03294_1-322_NEs	0.673788	0.660944	0.663366	0.025273	0.663366	0.661505	0.000000	0.673376	0.671231	0.025273	0.698574	0.673788	0.673376	0.698877	0.028401	0.676643	0.663366
KlePn.1_00578_1-336_NEs	0.216606	0.194391	0.193875	0.664024	0.193875	0.191659	0.673376	0.000000	0.215266	0.664024	0.193380	0.216606	0.003000	0.177005	0.675131	0.214684	0.193875
EscCo.1_04381_1-336_NEs	0.000989	0.155884	0.160583	0.666498	0.160583	0.155490	0.671231	0.215266	0.000000	0.666498	0.220884	0.000989	0.213988	0.147945	0.684466	0.031217	0.160583
EscCo.42930_1-321_BeL	0.669049	0.660180	0.657874	0.000000	0.657874	0.656009	0.025273	0.664024	0.666498	0.000000	0.701405	0.669049	0.664024	0.697404	0.035032	0.667078	0.657874
EntCo.1_00850_1-336_NEs	0.222234	0.214879	0.213011	0.701405	0.213011	0.210774	0.698574	0.193380	0.220884	0.701405	0.000000	0.222234	0.193380	0.209555	0.700432	0.207303	0.213011
EscCo.2_4194_1-336_NEs	0.000000	0.154692	0.159387	0.669049	0.159387	0.154301	0.673788	0.216606	0.000989	0.669049	0.222234	0.000000	0.215326	0.146767	0.687067	0.030197	0.159387
KlePn.2_46431_1-336_NEs	0.215326	0.193130	0.192618	0.664024	0.192618	0.190403	0.673376	0.003000	0.213988	0.664024	0.193380	0.215326	0.000000	0.174490	0.675131	0.213410	0.192618
CitRo.1_38231_1-336_NEs	0.146767	0.136263	0.143389	0.697404	0.143389	0.140830	0.698877	0.177005	0.147945	0.697404	0.209555	0.146767	0.174490	0.000000	0.737230	0.148708	0.143389
EscCo.3_00821_1-322_NEs	0.687067	0.687578	0.682898	0.035032	0.682898	0.678390	0.028401	0.675131	0.684466	0.035032	0.700432	0.687067	0.675131	0.737230	0.000000	0.692259	0.682898
EscCo.3_04575_1-336_NEs	0.030197	0.160302	0.160138	0.667078	0.160138	0.162322	0.676643	0.214684	0.031217	0.667078	0.207303	0.030197	0.213410	0.148708	0.692259	0.000000	0.160138
SalEn.4_40501_1-336_NEs	0.159387	0.019107	0.000000	0.657874	0.000000	0.013020	0.663366	0.193875	0.160583	0.657874	0.213011	0.159387	0.192618	0.143389	0.682898	0.160138	0.000000
