CitRo.1_23051_1-237_NEs	0.000000	1.766959	1.766959	1.911489	0.280529	1.833867	0.276461	0.355860	1.744811	0.355486	0.276461	1.766959	0.276461	1.819321	1.819321	1.911489	1.861170	0.457900	0.355884	0.355486	1.844030	1.744811	0.280442	1.804299	0.461817
SalEn.4_09161_1-202_NEs	1.766959	0.000000	0.000000	0.355629	1.689305	0.319835	1.719749	1.741636	0.003314	1.681396	1.719749	0.000000	1.719749	0.320223	0.320223	0.358398	0.336470	1.573571	1.667884	1.681396	0.316197	0.003314	1.688719	0.418221	1.612848
SalEn.3_0841_1-202_NEs	1.766959	0.000000	0.000000	0.355629	1.689305	0.319835	1.719749	1.741636	0.003314	1.681396	1.719749	0.000000	1.719749	0.320223	0.320223	0.358398	0.336470	1.573571	1.667884	1.681396	0.316197	0.003314	1.688719	0.418221	1.612848
KlePn.1_03311_1-197_NEs	1.911489	0.355629	0.355629	0.000000	1.596200	0.375539	1.606187	1.767337	0.356184	1.735200	1.606187	0.355629	1.606187	0.370565	0.370565	0.005135	0.393352	1.541677	1.717336	1.735200	0.375309	0.356184	1.587287	0.383193	1.502347
SalEn.50642_3-239_NEs	0.280529	1.689305	1.689305	1.596200	0.000000	1.743190	0.011307	0.376228	1.667812	0.381467	0.011307	1.689305	0.011307	1.718984	1.718984	1.596200	1.836489	0.477688	0.378511	0.381467	1.788394	1.667812	0.004222	1.696437	0.470954
EscCo.1_00901_1-198_NEs	1.833867	0.319835	0.319835	0.375539	1.743190	0.000000	1.734279	1.801562	0.317622	1.834648	1.734279	0.319835	1.734279	0.010194	0.010194	0.375430	0.339941	1.618473	1.811100	1.834648	0.017064	0.317622	1.723726	0.423535	1.609031
SalEn.3_2190_3-239_NEs	0.276461	1.719749	1.719749	1.606187	0.011307	1.734279	0.000000	0.366350	1.697625	0.367073	0.000000	1.719749	0.000000	1.709852	1.709852	1.606187	1.860173	0.471426	0.364105	0.367073	1.779957	1.697625	0.007049	1.707641	0.464761
EscCo.4_01535_1-237_NEs	0.355860	1.741636	1.741636	1.767337	0.376228	1.801562	0.366350	0.000000	1.720967	0.019858	0.366350	1.741636	0.366350	1.805670	1.805670	1.767337	1.881955	0.513494	0.019873	0.019858	1.816992	1.720967	0.373802	1.974476	0.520567
SalEn.52031_1-202_NEs	1.744811	0.003314	0.003314	0.356184	1.667812	0.317622	1.697625	1.720967	0.000000	1.661550	1.697625	0.003314	1.697625	0.318007	0.318007	0.358958	0.330738	1.554423	1.648417	1.661550	0.313995	0.000000	1.667236	0.418893	1.592827
EscCo.52174_1-237	0.355486	1.681396	1.681396	1.735200	0.381467	1.834648	0.367073	0.019858	1.661550	0.000000	0.367073	1.681396	0.367073	1.838282	1.838282	1.735200	1.847182	0.514592	0.009857	0.000000	1.861833	1.661550	0.374501	1.970230	0.521689
