EscCo.2_47490_1-160_NEs	0.000000	0.187465	0.000000	0.198268	0.305074	0.190551	0.000000	0.008361	0.198268	0.299228	0.198268	0.186835	0.250136	0.008348
SalEn.52214_1-157_NEs	0.187465	0.000000	0.187465	0.019392	0.261757	0.019425	0.187465	0.190116	0.019392	0.262103	0.019392	0.173607	0.208329	0.187723
EscCo.3_0671_1-160_NEs	0.000000	0.187465	0.000000	0.198268	0.305074	0.190551	0.000000	0.008361	0.198268	0.299228	0.198268	0.186835	0.250136	0.008348
SalEn.2_MW07181_1-157_NEs	0.198268	0.019392	0.198268	0.000000	0.267888	0.012868	0.198268	0.200945	0.000000	0.268245	0.000000	0.186965	0.216579	0.204021
KlePn.1_03117_2-161_NEs	0.305074	0.261757	0.305074	0.267888	0.000000	0.271503	0.305074	0.303149	0.267888	0.006309	0.267888	0.279175	0.315440	0.305506
SalEn.10622_1-157_NEs	0.190551	0.019425	0.190551	0.012868	0.271503	0.000000	0.190551	0.193214	0.012868	0.271866	0.012868	0.178756	0.208012	0.196260
EscCo.50643_1-160	0.000000	0.187465	0.000000	0.198268	0.305074	0.190551	0.000000	0.008361	0.198268	0.299228	0.198268	0.186835	0.250136	0.008348
EscCo.4_03352_1-160_NEs	0.008361	0.190116	0.008361	0.200945	0.303149	0.193214	0.008361	0.000000	0.200945	0.297290	0.200945	0.186835	0.252965	0.012584
SalEn.3_0641_1-157_NEs	0.198268	0.019392	0.198268	0.000000	0.267888	0.012868	0.198268	0.200945	0.000000	0.268245	0.000000	0.186965	0.216579	0.204021
KlePn.2_12551_2-161_NEs	0.299228	0.262103	0.299228	0.268245	0.006309	0.271866	0.299228	0.297290	0.268245	0.000000	0.268245	0.272567	0.319172	0.299650
SalEn.4_07181_1-157_NEs	0.198268	0.019392	0.198268	0.000000	0.267888	0.012868	0.198268	0.200945	0.000000	0.268245	0.000000	0.186965	0.216579	0.204021
CitRo.1_06631_1-160_NEs	0.186835	0.173607	0.186835	0.186965	0.279175	0.178756	0.186835	0.186835	0.186965	0.272567	0.186965	0.000000	0.237438	0.189699
EntCo.1_20670_2-161_NEs	0.250136	0.208329	0.250136	0.216579	0.315440	0.208012	0.250136	0.252965	0.216579	0.319172	0.216579	0.237438	0.000000	0.249612
EscCo.1_00649_1-160_NEs	0.008348	0.187723	0.008348	0.204021	0.305506	0.196260	0.008348	0.012584	0.204021	0.299650	0.204021	0.189699	0.249612	0.000000
