KlePn.1_04552_3-333_NEs	0.000000	1.465343	1.290940	1.524914	1.465343	1.532887	1.545449	0.982578	1.548156	1.434060	1.553032	1.416638	1.340173	1.393472	1.574699	1.532833	1.311410	1.106499	1.524914	1.268145	1.561507	1.634116	1.508974	0.983450	1.607177	1.498979	1.490621	1.461720	1.319506	1.293608	1.544047	1.287824	1.306237	1.634952	1.555978	1.518805	1.291397	1.601299	1.566838	1.557967	1.306237	1.563646	1.258745	1.739906	1.452030	1.563093	1.464667	1.407168	1.436652	1.341063	1.538574	1.095079	1.564444	1.524914	1.187690	1.617546	1.452831	1.311889	1.306023	1.452030	1.532833	1.274629	1.634952	1.566708	1.634952	1.563646	1.550080	1.173187	1.557967	1.464667	1.489204	1.615194	0.014605	1.447883	1.460747	1.306237	1.563843	1.233772	1.525680
SalEn.4_13471_2-329_NEs	1.465343	0.000000	1.537071	1.298895	0.000000	1.310754	1.474536	1.132945	1.413445	1.485537	1.467513	1.468390	1.462770	0.329078	1.437894	1.393532	1.445876	1.297670	1.298895	1.194892	1.405918	1.677240	1.519159	1.143993	1.503239	1.308773	1.274962	0.000000	1.406814	1.366492	1.472775	1.214232	1.400174	1.677240	1.517100	1.342137	1.525967	1.459469	1.410541	1.527811	1.400174	1.446676	1.528238	1.615613	0.274045	1.514736	0.009237	0.329423	1.294991	1.470302	1.467096	1.408524	1.402314	1.298895	1.490280	1.494122	1.443328	1.407148	1.374480	0.274045	1.393532	1.426216	1.677240	1.412647	1.677240	1.446676	1.473697	1.476205	1.523394	0.006147	1.259973	1.668324	1.451743	0.271714	0.270128	1.400174	1.415853	0.286083	1.355384
KlePn.1_04575_5-350_NEs	1.290940	1.537071	0.000000	1.406783	1.537071	1.387330	1.347248	1.162761	0.542657	1.517601	1.340088	1.526418	1.814704	1.525002	1.367060	1.572058	1.120194	1.491673	1.406783	1.379383	1.610396	1.554822	1.557765	1.165394	1.449117	1.363931	1.291162	1.556090	1.449516	1.193057	1.337273	1.295555	1.461438	1.564361	1.420269	1.360135	0.007990	1.327233	1.349678	1.436089	1.461438	1.332683	1.226475	0.715780	1.713100	1.430118	1.532961	1.536602	1.239257	1.423620	1.342954	1.564490	1.533847	1.406783	1.312240	1.431323	1.500272	1.480621	1.202855	1.713100	1.572058	1.137691	1.564361	1.534814	1.564361	1.332683	1.346516	1.321486	1.432025	1.537791	1.309207	1.546682	1.265474	1.736715	1.736049	1.461438	1.521357	1.506136	1.364437
SalEn.4_06571_1-334_Ess	1.524914	1.298895	1.406783	0.000000	1.298895	0.015090	1.283926	1.316407	1.305711	1.217290	0.267419	1.457135	1.334811	1.330034	0.272448	1.149739	1.181433	1.385937	0.000000	1.325878	1.150287	1.257876	1.168530	1.302135	1.261988	0.016156	1.397168	1.305016	1.309993	0.321628	1.267910	1.306515	1.319168	1.242175	1.298857	1.300902	1.405374	1.300090	0.272169	1.301853	1.319168	0.259038	0.324611	1.541653	1.359601	1.299665	1.305242	1.331740	0.259317	1.347078	1.276643	1.423581	1.167573	0.000000	1.270625	1.263660	1.197247	1.325625	0.318186	1.359601	1.149739	1.154085	1.242175	1.146301	1.242175	0.259038	1.275966	1.271718	1.295192	1.309751	1.365219	1.238310	1.556049	1.377361	1.368935	1.319168	1.133441	1.215862	1.307590
SalEn.3_1274_1-326_NEs	1.465343	0.000000	1.537071	1.298895	0.000000	1.310754	1.474536	1.132945	1.413445	1.485537	1.464493	1.482923	1.462770	0.329078	1.437894	1.393532	1.445876	1.297670	1.298895	1.194892	1.405918	1.677240	1.519159	1.143993	1.503239	1.308773	1.274962	0.000000	1.395499	1.366492	1.472775	1.214232	1.388928	1.677240	1.517100	1.342137	1.525967	1.459469	1.410541	1.527811	1.388928	1.446676	1.525441	1.615613	0.274045	1.514736	0.009237	0.329423	1.294991	1.469547	1.467096	1.408524	1.402314	1.298895	1.490280	1.494122	1.443328	1.395955	1.374480	0.274045	1.393532	1.426216	1.677240	1.412647	1.677240	1.446676	1.473697	1.476205	1.523394	0.006147	1.259973	1.668324	1.451743	0.271714	0.270128	1.388928	1.415853	0.286083	1.355384
SalEn.52276_1-334_Ess	1.532887	1.310754	1.387330	0.015090	1.310754	0.000000	1.300501	1.329988	1.320039	1.233816	0.267514	1.445948	1.325924	1.327640	0.275480	1.134995	1.178296	1.374898	0.015090	1.343322	1.135672	1.260688	1.155888	1.315482	1.267703	0.019191	1.382956	1.316794	1.310911	0.324348	1.284316	1.312710	1.320053	1.244912	1.304785	1.304836	1.386032	1.298340	0.275182	1.307809	1.320053	0.262017	0.320912	1.547396	1.363411	1.305630	1.317083	1.329323	0.259409	1.332650	1.293123	1.412374	1.155580	0.015090	1.265935	1.265088	1.204170	1.326485	0.320899	1.363411	1.134995	1.151188	1.244912	1.131491	1.244912	0.262017	1.292437	1.267043	1.301100	1.321564	1.351283	1.241018	1.563967	1.381080	1.372684	1.320053	1.140905	1.216024	1.311567
EscCo.4_04151_1-319_NEs	1.545449	1.474536	1.347248	1.283926	1.474536	1.300501	0.000000	1.303218	1.279475	1.343823	1.355115	1.806239	1.570416	1.415655	1.319491	1.400519	1.298405	1.499368	1.283926	1.331338	1.417488	1.315863	1.318901	1.300350	1.507718	1.268665	1.378103	1.474536	1.647917	1.210978	0.003141	1.372722	1.635086	1.328717	1.553478	0.120945	1.337549	1.233768	1.291990	1.538582	1.635086	1.328930	1.180199	1.525935	1.371433	1.565100	1.484161	1.408077	1.187712	1.599540	0.001046	1.463198	1.389301	1.283926	1.526524	1.515158	1.327989	1.658149	1.226441	1.371433	1.400519	1.294691	1.328717	1.437922	1.328717	1.328930	0.003127	1.539531	1.534574	1.485000	1.398861	1.313831	1.548160	1.389391	1.390847	1.635086	1.352993	1.223684	0.121649
KlePn.1_01570_1-329_NEs	0.982578	1.132945	1.162761	1.316407	1.132945	1.329988	1.303218	0.000000	1.376428	1.129796	1.346655	1.421943	1.331779	1.096229	1.360040	1.380730	1.111238	1.138874	1.316407	0.442136	1.355784	1.446237	1.382392	0.009425	1.464813	1.283011	1.388715	1.137880	1.380735	1.124018	1.299078	0.692714	1.403156	1.420556	1.488155	1.218531	1.165241	1.527975	1.322813	1.496449	1.403156	1.337787	1.159369	1.580853	1.131523	1.494724	1.125867	1.105978	1.156138	1.241086	1.299078	1.172890	1.357350	1.316407	1.246614	1.445965	1.135465	1.406674	1.141622	1.131523	1.380730	1.121593	1.420556	1.348579	1.420556	1.337787	1.306655	1.240027	1.500724	1.125867	1.422557	1.414963	0.976732	1.136620	1.150623	1.403156	1.395530	1.124556	1.222603
EntCo.1_32680_4-346_NEs	1.548156	1.413445	0.542657	1.305711	1.413445	1.320039	1.279475	1.376428	0.000000	1.376667	1.369606	1.458551	1.631309	1.640790	1.377890	1.698476	1.218853	1.558900	1.305711	1.389148	1.691664	1.848259	1.569759	1.380544	1.711507	1.305504	1.348586	1.414197	1.470771	1.375842	1.265928	1.413853	1.488399	1.832166	1.697971	1.234736	0.538664	1.340215	1.368614	1.715763	1.488399	1.371183	1.326876	0.493455	1.471892	1.710768	1.408772	1.637743	1.224369	1.419088	1.275589	1.641164	1.620493	1.305711	1.317296	1.689720	1.342700	1.497611	1.373501	1.471892	1.698476	1.250503	1.832166	1.675799	1.832166	1.371183	1.278821	1.323584	1.715763	1.413445	1.354951	1.834299	1.510682	1.466568	1.493619	1.488399	1.458940	1.375470	1.234096
KlePn.2_11851_1-330_NEs	1.434060	1.485537	1.517601	1.217290	1.485537	1.233816	1.343823	1.129796	1.376667	0.000000	1.386800	1.726269	1.589310	1.328282	1.382701	0.306514	1.062566	1.499125	1.217290	1.481338	0.305762	0.302186	0.315469	1.141133	1.500442	1.190580	1.517065	1.483217	1.921007	1.144117	1.331257	1.522669	1.937865	0.295864	1.567161	1.286363	1.500565	1.435462	1.373053	1.564913	1.937865	1.368882	1.320208	1.966456	1.535566	1.565796	1.475277	1.342696	1.208171	1.753610	1.341089	1.574034	0.320625	1.217290	1.667386	1.491860	0.008284	1.959855	1.150936	1.535566	0.306514	1.055090	0.295864	0.303256	0.295864	1.368882	1.347316	1.652147	1.560769	1.480820	1.531302	0.297079	1.411119	1.538307	1.545569	1.937865	0.262002	1.306888	1.293541
