KlePn.1_04375_1-353_NEs	0.000000	1.537225	1.428961	0.969518	0.902682	3.030309	0.887710	0.892148	0.986890	0.909461	1.547119	0.927237	0.891765	0.910002	0.893173	0.862997	0.890636	0.905441	0.008627	0.297692	0.852355	0.848382	0.848730	1.599064	0.862997	0.881482	0.862997	0.869442	1.433327	1.659435	0.985055	0.982316	0.893422	0.910017	0.905441
KlePn.1_05063_1-423_NEs	1.537225	0.000000	2.027351	1.712385	1.644149	2.223225	1.718448	1.826780	1.715241	1.767804	0.014352	1.631203	1.656295	1.737648	1.748712	1.721424	1.798574	1.644149	1.534652	1.636689	1.734133	1.766914	1.748319	0.203005	1.709307	1.703666	1.721424	1.759428	1.935279	0.186154	1.725000	1.722074	1.647770	1.736684	1.644149
KlePn.1_02655_2-362_NEs	1.428961	2.027351	0.000000	1.487869	1.494849	3.537578	1.401277	1.466158	1.534616	1.464366	2.062370	1.438169	1.485410	1.438144	1.467551	1.521446	1.475895	1.489843	1.488959	1.397197	1.520078	1.438537	1.450619	2.125639	1.539762	1.519592	1.521446	1.431402	0.002864	1.939398	1.484839	1.502672	1.502898	1.402993	1.489843
EscCo.4_00244_28-396_NEs	0.969518	1.712385	1.487869	0.000000	0.198048	2.655478	0.350572	0.226229	0.032058	0.359935	1.690915	0.177640	0.197029	0.352038	0.184252	0.338206	0.226392	0.198048	0.960789	0.928473	0.341896	0.370662	0.371103	1.660406	0.337346	0.360915	0.338206	0.344547	1.470043	1.559665	0.025582	0.031155	0.196938	0.350666	0.198048
SalEn.3_3530_1-369_NEs	0.902682	1.644149	1.494849	0.198048	0.000000	2.652538	0.327269	0.213159	0.197786	0.336346	1.656225	0.171342	0.011790	0.337694	0.185722	0.330630	0.210915	0.000900	0.876623	0.927155	0.338646	0.365335	0.362880	1.786641	0.329829	0.359833	0.330630	0.344488	1.476740	1.627230	0.193348	0.191012	0.009048	0.332860	0.000900
KlePn.1_05591_1-367_NEs	3.030309	2.223225	3.537578	2.655478	2.652538	0.000000	2.631057	2.545974	2.673682	2.673592	2.206827	2.761278	2.644175	2.754035	2.438486	2.789118	2.577285	2.652538	3.011836	3.185287	2.744491	2.970622	2.970622	2.189201	2.789118	2.693971	2.789118	2.871317	3.549639	2.166740	2.672194	2.680790	2.625989	2.741317	2.652538
EscCo.1_03880_1-365_NEs	0.887710	1.718448	1.401277	0.350572	0.327269	2.631057	0.000000	0.333278	0.332522	0.041252	1.719543	0.319229	0.319489	0.027916	0.323000	0.172617	0.333661	0.325835	0.875461	0.875554	0.168876	0.171765	0.171803	1.743521	0.172617	0.166535	0.172617	0.171425	1.408075	1.564637	0.338507	0.336484	0.323898	0.025970	0.325835
KlePn.2_44551_1-369_NEs	0.892148	1.826780	1.466158	0.226229	0.213159	2.545974	0.333278	0.000000	0.222294	0.341941	1.841658	0.196343	0.210299	0.343213	0.190478	0.347810	0.002733	0.211946	0.887421	0.936583	0.351860	0.333935	0.328841	1.942240	0.346877	0.342960	0.347810	0.339139	1.446624	1.654327	0.226186	0.224669	0.214013	0.341253	0.211946
EscCo.3_3704_1-369_NEs	0.986890	1.715241	1.534616	0.032058	0.197786	2.673682	0.332522	0.222294	0.000000	0.347490	1.705567	0.172790	0.193299	0.339730	0.186588	0.346379	0.220028	0.197786	0.974162	0.924703	0.350726	0.363420	0.363896	1.669587	0.345466	0.366215	0.346379	0.345580	1.512816	1.584997	0.017243	0.011761	0.194352	0.338375	0.197786
EscCo.4_00240_1-367_NEs	0.909461	1.767804	1.464366	0.359935	0.336346	2.673592	0.041252	0.341941	0.347490	0.000000	1.763828	0.342072	0.324331	0.043013	0.332111	0.184076	0.342333	0.334913	0.899299	0.890473	0.179140	0.178919	0.176631	1.722232	0.184009	0.155228	0.184076	0.170855	1.455278	1.566734	0.350666	0.345746	0.331512	0.043005	0.334913
