EscCo.50177_1-810	0.000000	0.558873	0.165345	0.003708	0.013681	0.558270	0.192382	0.193042	0.167224	0.167224	0.167224	0.194052	0.167286	0.165595	0.003708
KlePn.2_00601_1-807_NEs	0.558873	0.000000	0.543434	0.558341	0.562998	0.004980	0.547147	0.543477	0.573643	0.573643	0.573643	0.563821	0.565155	0.570820	0.563677
CitRo.1_01801_1-809_Ess	0.165345	0.543434	0.000000	0.165857	0.163288	0.544518	0.172554	0.168862	0.148559	0.148559	0.148559	0.192540	0.150431	0.149666	0.166974
EscCo.3_0172_1-810_Ess	0.003708	0.558341	0.165857	0.000000	0.013264	0.557739	0.192791	0.194506	0.166091	0.166091	0.166091	0.193398	0.166153	0.164466	0.006606
EscCo.4_03799_1-810_Ess	0.013681	0.562998	0.163288	0.013264	0.000000	0.562395	0.194458	0.194597	0.168745	0.168745	0.168745	0.189746	0.164069	0.165567	0.014942
KlePn.1_01924_1-807_BeL	0.558270	0.004980	0.544518	0.557739	0.562395	0.000000	0.551077	0.546567	0.573348	0.573348	0.573348	0.565225	0.564867	0.570528	0.563072
KlePn.1_02532_1-809_Ess	0.192382	0.547147	0.172554	0.192791	0.194458	0.551077	0.000000	0.022618	0.201252	0.201252	0.201252	0.217443	0.200427	0.200184	0.192498
KlePn.2_06821_1-809_Ess	0.193042	0.543477	0.168862	0.194506	0.194597	0.546567	0.022618	0.000000	0.200608	0.200608	0.200608	0.211016	0.199782	0.199540	0.193159
SalEn.2_MW02301_1-804_Ess	0.167224	0.573643	0.148559	0.166091	0.168745	0.573348	0.201252	0.200608	0.000000	0.000000	0.000000	0.196814	0.016802	0.005410	0.167328
SalEn.3_0225_1-804_Ess	0.167224	0.573643	0.148559	0.166091	0.168745	0.573348	0.201252	0.200608	0.000000	0.000000	0.000000	0.196814	0.016802	0.005410	0.167328
SalEn.4_02301_1-804_Ess	0.167224	0.573643	0.148559	0.166091	0.168745	0.573348	0.201252	0.200608	0.000000	0.000000	0.000000	0.196814	0.016802	0.005410	0.167328
EntCo.1_47000_1-805_Ess	0.194052	0.563821	0.192540	0.193398	0.189746	0.565225	0.217443	0.211016	0.196814	0.196814	0.196814	0.000000	0.197297	0.196278	0.195243
SalEn.50225_1-803_Ess	0.167286	0.565155	0.150431	0.166153	0.164069	0.564867	0.200427	0.199782	0.016802	0.016802	0.016802	0.197297	0.000000	0.012982	0.167390
SalEn.10231_1-804_Ess	0.165595	0.570820	0.149666	0.164466	0.165567	0.570528	0.200184	0.199540	0.005410	0.005410	0.005410	0.196278	0.012982	0.000000	0.165699
EscCo.1_00187_1-810_Ess	0.003708	0.563677	0.166974	0.006606	0.014942	0.563072	0.192498	0.193159	0.167328	0.167328	0.167328	0.195243	0.167390	0.165699	0.000000
