EntCo.1_05440_1-330_BeL	0.000000	1.012777	0.511191	1.426039	1.444803	0.860348	0.513668	0.502318	0.936424	1.103322	0.257862	0.932871	0.927974	1.015433	0.502318	1.015433	0.928858	0.519835	0.928858	1.004184
SalEn.10620_1-317_NEs	1.012777	0.000000	1.052125	1.006397	1.099986	0.600610	1.040098	1.059927	0.607312	0.009124	0.956082	0.596883	0.598172	0.008441	1.059927	0.008441	0.601128	1.056733	0.601128	0.008438
EscCo.1_04365_1-328_NEs	0.511191	1.052125	0.000000	1.341842	1.462654	0.887966	0.013336	0.009224	0.936666	1.103453	0.433659	0.933483	0.946132	1.050840	0.009224	1.050840	0.933080	0.011255	0.933080	1.063063
KlePn.2_17371_1-339_NEs	1.426039	1.006397	1.341842	0.000000	0.179254	0.859392	1.325192	1.320244	0.927746	0.998712	1.262220	0.923251	0.925284	0.995283	1.320244	0.995283	0.926131	1.321673	0.926131	1.002169
CitRo.1_50561_1-338_NEs	1.444803	1.099986	1.462654	0.179254	0.000000	0.888711	1.426025	1.432788	0.936540	1.088796	1.315605	0.924438	0.930200	1.091942	1.432788	1.091942	0.931065	1.439275	0.931065	1.089597
CitRo.1_01271_1-317_NEs	0.860348	0.600610	0.887966	0.859392	0.888711	0.000000	0.881229	0.870964	0.195333	0.623280	0.859300	0.195375	0.195211	0.592170	0.870964	0.592170	0.195333	0.882396	0.195333	0.597014
EscCo.4_04590_1-328_NEs	0.513668	1.040098	0.013336	1.325192	1.426025	0.881229	0.000000	0.014395	0.958758	1.081593	0.438430	0.951507	0.964346	1.031640	0.014395	1.031640	0.951092	0.010216	0.951092	1.050870
EscCo.53909_1-327	0.502318	1.059927	0.009224	1.320244	1.432788	0.870964	0.014395	0.000000	0.932597	1.104094	0.435604	0.929421	0.942026	1.051191	0.000000	1.051191	0.929020	0.012307	0.929020	1.070981
SalEn.2_MW01671_1-318_NEs	0.936424	0.607312	0.936666	0.927746	0.936540	0.195333	0.958758	0.932597	0.000000	0.638140	0.931017	0.007428	0.006358	0.603331	0.932597	0.603331	0.000000	0.955779	0.000000	0.613011
SalEn.3_0639_1-294_NEs	1.103322	0.009124	1.103453	0.998712	1.088796	0.623280	1.081593	1.104094	0.638140	0.000000	1.020998	0.626439	0.627836	0.000000	1.104094	0.000000	0.631190	1.096262	0.631190	0.009122
CitRo.1_34801_1-332_NEs	0.257862	0.956082	0.433659	1.262220	1.315605	0.859300	0.438430	0.435604	0.931017	1.020998	0.000000	0.922511	0.927974	0.955650	0.435604	0.955650	0.925508	0.439543	0.925508	0.948705
SalEn.50166_1-317_NEs	0.932871	0.596883	0.933483	0.923251	0.924438	0.195375	0.951507	0.929421	0.007428	0.626439	0.922511	0.000000	0.009557	0.592962	0.929421	0.592962	0.007428	0.948593	0.007428	0.602518
SalEn.10166_1-317_NEs	0.927974	0.598172	0.946132	0.925284	0.930200	0.195211	0.964346	0.942026	0.006358	0.627836	0.927974	0.009557	0.000000	0.594249	0.942026	0.594249	0.006358	0.961315	0.006358	0.603807
SalEn.2_MW07161_1-317_NEs	1.015433	0.008441	1.050840	0.995283	1.091942	0.592170	1.031640	1.051191	0.603331	0.000000	0.955650	0.592962	0.594249	0.000000	1.051191	0.000000	0.597184	1.048049	0.597184	0.010572
EscCo.3_4179_1-327_NEs	0.502318	1.059927	0.009224	1.320244	1.432788	0.870964	0.014395	0.000000	0.932597	1.104094	0.435604	0.929421	0.942026	1.051191	0.000000	1.051191	0.929020	0.012307	0.929020	1.070981
SalEn.4_07161_1-317_NEs	1.015433	0.008441	1.050840	0.995283	1.091942	0.592170	1.031640	1.051191	0.603331	0.000000	0.955650	0.592962	0.594249	0.000000	1.051191	0.000000	0.597184	1.048049	0.597184	0.010572
SalEn.4_01671_1-317_NEs	0.928858	0.601128	0.933080	0.926131	0.931065	0.195333	0.951092	0.929020	0.000000	0.631190	0.925508	0.007428	0.006358	0.597184	0.929020	0.597184	0.000000	0.948183	0.000000	0.606787
EscCo.2_35330_1-330_NEs	0.519835	1.056733	0.011255	1.321673	1.439275	0.882396	0.010216	0.012307	0.955779	1.096262	0.439543	0.948593	0.961315	1.048049	0.012307	1.048049	0.948183	0.000000	0.948183	1.067733
SalEn.3_0162_1-317_NEs	0.928858	0.601128	0.933080	0.926131	0.931065	0.195333	0.951092	0.929020	0.000000	0.631190	0.925508	0.007428	0.006358	0.597184	0.929020	0.597184	0.000000	0.948183	0.000000	0.606787
SalEn.52216_1-317_NEs	1.004184	0.008438	1.063063	1.002169	1.089597	0.597014	1.050870	1.070981	0.613011	0.009122	0.948705	0.602518	0.603807	0.010572	1.070981	0.010572	0.606787	1.067733	0.606787	0.000000
