EscCo.2_49700_1-298_NEs	0.000000	1.185405	0.142601	1.204290	1.465785	1.268168	1.196887	1.556053	1.245768	1.241887	1.320498	1.532543	0.005592	1.166635	0.126276	1.081790	0.138307	1.103813	1.479613	1.268168	1.465343	1.233358	1.250104	1.460307	1.212541	1.495062	1.467333	1.268168	0.142672	1.206584	1.439944	1.246149	0.142672	1.206584	1.250104	1.460307	1.321584	1.548224	1.250104	1.460307	1.482023	1.288149	1.071429	1.308889	0.142672	1.223371	1.211462	1.492073	0.005592	1.166635	0.015760	1.170284	0.024922	1.182480	1.203499	1.470200	1.456396	1.246149	1.252987	1.247605	1.461594	1.278815	1.415780	1.223103	0.142672	1.206584	1.479613	1.268168	1.212541	1.495062	0.139426	1.098058	0.118058	1.164011	1.479067	1.233358	1.226270	1.452972	1.195432	1.504010	1.217407	1.466953
EscCo.2_49700_316-527_NEs	1.185405	0.000000	1.122823	0.164743	1.295563	1.145610	1.655760	0.952137	1.336785	1.111713	1.640127	1.119770	1.161070	0.015777	1.105673	0.167001	1.105411	0.166172	1.312307	1.145610	1.274254	1.065866	1.565528	1.016817	1.590370	1.127905	1.305698	1.151301	1.129760	0.162652	1.265884	1.077518	1.129760	0.164554	1.565528	1.016817	1.642173	1.121265	1.565528	1.016817	1.212335	1.076653	1.053687	1.054850	1.129760	0.164943	1.598997	1.124416	1.161070	0.015777	1.164933	0.017391	1.155278	0.023781	1.623264	0.995575	1.308133	1.077518	1.368087	1.111713	1.306846	1.131933	1.339720	1.081213	1.129760	0.162652	1.312307	1.145610	1.590370	1.127905	1.109727	0.162361	1.142247	0.140185	1.290764	1.065866	1.554676	1.011989	1.590196	1.127905	1.556020	1.030235
SalEn.52049_1-298_NEs	0.142601	1.122823	0.000000	1.162248	1.565543	1.314387	1.172978	1.470840	1.480265	1.296564	1.284111	1.499173	0.142750	1.123719	0.157021	1.127841	0.159971	1.094869	1.581039	1.314387	1.545174	1.312964	1.214451	1.451682	1.198294	1.573748	1.566711	1.314387	0.008952	1.152734	1.525843	1.312964	0.008952	1.152734	1.214451	1.451682	1.295722	1.524722	1.214451	1.451682	1.526302	1.337439	1.058460	1.358613	0.008952	1.180504	1.226604	1.537599	0.142750	1.123719	0.150679	1.126189	0.149089	1.125884	1.195143	1.534619	1.542924	1.312964	1.487592	1.302563	1.560393	1.325821	1.496010	1.326448	0.008952	1.152734	1.581039	1.314387	1.198294	1.573748	0.158363	1.089155	0.125479	1.154088	1.559761	1.312964	1.200945	1.444521	1.198294	1.583084	1.201182	1.481493
SalEn.52049_316-526_NEs	1.204290	0.164743	1.162248	0.000000	1.288795	1.150789	1.379989	1.057721	1.264172	1.111663	1.454468	1.182395	1.203018	0.170803	1.140370	0.168361	1.128705	0.176620	1.305344	1.150789	1.178316	1.136483	1.363919	1.034433	1.403941	1.097613	1.298856	1.156658	1.157502	0.006310	1.192026	1.110856	1.157502	0.007894	1.363919	1.034433	1.456263	1.183675	1.363919	1.034433	1.180733	1.122656	1.058689	1.007995	1.157502	0.007893	1.374710	1.105667	1.203018	0.170803	1.218559	0.172999	1.194256	0.168966	1.367307	1.055939	1.216343	1.110856	1.292665	1.111663	1.293105	1.136732	1.329197	1.121615	1.157502	0.006310	1.305344	1.150789	1.403941	1.097613	1.127322	0.176620	1.177791	0.164911	1.193359	1.136483	1.354231	1.018307	1.389593	1.097613	1.372529	1.030902
SalEn.2_MW45241_4-310_NEs	1.465785	1.295563	1.565543	1.288795	0.000000	1.373956	1.707244	1.456190	0.156577	1.330554	1.607895	1.413844	1.483511	1.272929	1.479177	1.201550	1.391931	1.110855	0.001090	1.373956	0.131588	1.395684	1.680806	1.460154	1.543062	1.565360	0.004371	1.365824	1.552915	1.294855	0.127537	1.381837	1.552915	1.294855	1.680806	1.460154	1.601381	1.470011	1.680806	1.460154	0.130523	1.396553	1.136161	1.574264	1.552915	1.286715	1.529470	1.532521	1.483511	1.272929	1.497615	1.297503	1.459266	1.287441	1.623796	1.358456	0.133719	1.381837	0.155087	1.338370	0.010971	1.378450	0.144261	1.334928	1.552915	1.294855	0.000000	1.373956	1.543062	1.565360	1.386340	1.117612	1.447315	1.254605	0.131588	1.395684	1.688178	1.435555	1.543282	1.565360	1.680058	1.388706
SalEn.2_MW45241_320-554_NEs	1.268168	1.145610	1.314387	1.150789	1.373956	0.000000	1.179774	1.075522	1.405158	0.099916	1.124635	1.126883	1.244079	1.160534	1.259567	1.023508	1.268975	1.049966	1.403200	0.000000	1.371415	0.111600	1.087568	1.162826	1.144068	1.160831	1.388034	0.005732	1.317202	1.146170	1.371462	0.105027	1.317202	1.146170	1.087568	1.162826	1.113973	1.126220	1.087568	1.162826	1.390740	0.107031	1.532217	1.124750	1.317202	1.155468	1.132696	1.147201	1.244079	1.160534	1.227269	1.138969	1.227723	1.143518	1.129740	1.012023	1.426623	0.105569	1.421018	0.098783	1.389596	0.014408	1.512521	0.103884	1.317202	1.146170	1.396501	0.000000	1.144068	1.160831	1.251742	1.056215	1.279481	1.192900	1.393584	0.112178	1.085221	1.149238	1.134406	1.155214	1.097261	1.149209
CitRo.1_44661_1-292_NEs	1.196887	1.655760	1.172978	1.379989	1.707244	1.179774	0.000000	1.421491	1.519901	1.146392	0.183424	1.299068	1.188883	1.629999	1.186951	1.393955	1.105406	1.361342	1.725339	1.171032	1.636215	1.166514	0.137249	1.353881	0.157926	1.531827	1.705763	1.188020	1.178324	1.365714	1.664831	1.166546	1.178324	1.365714	0.137249	1.353881	0.184908	1.336941	0.137249	1.353881	1.710438	1.187341	1.478361	1.307236	1.178324	1.378465	0.156318	1.480748	1.188883	1.629999	1.178364	1.640506	1.194281	1.618334	0.163877	1.377867	1.707659	1.160413	1.519743	1.140308	1.698608	1.169764	1.700415	1.133354	1.178324	1.365714	1.725339	1.171032	0.157926	1.531827	1.094985	1.354436	1.084767	1.464149	1.652471	1.160382	0.138479	1.353881	0.159347	1.531827	0.141336	1.357433
CitRo.1_44661_309-529_NEs	1.556053	0.952137	1.470840	1.057721	1.456190	1.075522	1.421491	0.000000	1.440007	1.109691	1.409721	0.177998	1.564503	0.964653	1.477592	1.009035	1.344300	0.972454	1.474486	1.075522	1.529826	1.165555	1.415481	0.187028	1.338510	0.185923	1.466099	1.086208	1.433395	1.056022	1.511442	1.141053	1.433395	1.056022	1.415481	0.187028	1.403512	0.185499	1.415481	0.187028	1.537210	1.120346	1.315712	1.221312	1.433395	1.044997	1.357770	0.182295	1.564503	0.964653	1.554375	0.946398	1.537779	0.951409	1.421446	0.152604	1.552973	1.141053	1.449805	1.104276	1.443962	1.082476	1.530184	1.069549	1.433395	1.056022	1.474486	1.075522	1.338510	0.185923	1.357484	0.972454	1.393003	1.073927	1.548824	1.165555	1.388826	0.181266	1.334085	0.184073	1.375402	0.178135
KlePn.1_02324_4-310_NEs	1.245768	1.336785	1.480265	1.264172	0.156577	1.405158	1.519901	1.440007	0.000000	1.335991	1.493905	1.452306	1.259988	1.329856	1.287549	1.194425	1.208632	1.167515	0.155215	1.405158	0.150339	1.367445	1.447471	1.576686	1.358766	1.379594	0.151091	1.405158	1.481759	1.245071	0.155684	1.354874	1.481759	1.245071	1.447471	1.576686	1.488064	1.508598	1.447471	1.576686	0.151656	1.404940	1.130457	1.697599	1.481759	1.262020	1.353803	1.368821	1.259988	1.329856	1.270890	1.322916	1.302165	1.328459	1.493376	1.329314	0.158282	1.354874	0.001093	1.350078	0.145838	1.417632	0.141606	1.272221	1.481759	1.245071	0.156577	1.405158	1.358766	1.379594	1.203650	1.167515	1.310587	1.294973	0.150339	1.367445	1.472244	1.576686	1.347683	1.379594	1.478891	1.532414
KlePn.1_02324_320-553_NEs	1.241887	1.111713	1.296564	1.111663	1.330554	0.099916	1.146392	1.109691	1.335991	0.000000	1.110202	1.107608	1.225574	1.119609	1.336871	1.008557	1.304743	1.099435	1.358292	0.099916	1.299977	0.126982	1.106002	1.151703	1.137774	1.213736	1.351910	0.096619	1.305276	1.119873	1.284839	0.120279	1.305276	1.119873	1.106002	1.151703	1.111264	1.142091	1.106002	1.151703	1.316495	0.119027	1.491502	1.170958	1.305276	1.128696	1.138347	1.210427	1.225574	1.119609	1.201786	1.111470	1.206467	1.114872	1.164573	1.028850	1.330024	0.119213	1.369646	0.002872	1.353391	0.093265	1.424635	0.105486	1.305276	1.119873	1.351851	0.099916	1.137774	1.213736	1.287587	1.093852	1.303062	1.174698	1.320525	0.125941	1.108958	1.145211	1.128168	1.208052	1.115017	1.138725
