EscCo.2_38420_1-133_BeL	0.000000	0.041480	0.017910	0.017910	0.250957	0.244065	0.240646	0.238534	0.015214	0.240646
EscCo.4_04269_1-133_BeL	0.041480	0.000000	0.044553	0.044553	0.260137	0.246162	0.242709	0.240559	0.046877	0.242709
EscCo.54184_1-132	0.017910	0.044553	0.000000	0.000000	0.246909	0.240060	0.236663	0.236663	0.023130	0.236663
EscCo.3_4530_1-132_NEs	0.017910	0.044553	0.000000	0.000000	0.246909	0.240060	0.236663	0.236663	0.023130	0.236663
SalEn.54425_1-132_BeL	0.250957	0.260137	0.246909	0.246909	0.000000	0.015257	0.012697	0.012697	0.261929	0.012697
SalEn.14140_1-132_BeL	0.244065	0.246162	0.240060	0.240060	0.015257	0.000000	0.007597	0.007597	0.254948	0.007597
SalEn.4_43181_1-132_BeL	0.240646	0.242709	0.236663	0.236663	0.012697	0.007597	0.000000	0.000000	0.251486	0.000000
SalEn.2_MW43181_1-133_BeL	0.238534	0.240559	0.236663	0.236663	0.012697	0.007597	0.000000	0.000000	0.249262	0.000000
EscCo.1_04663_1-133_NEs	0.015214	0.046877	0.023130	0.023130	0.261929	0.254948	0.251486	0.249262	0.000000	0.251486
SalEn.3_4307_1-132_NEs	0.240646	0.242709	0.236663	0.236663	0.012697	0.007597	0.000000	0.000000	0.251486	0.000000
