EntCo.1_12910_1-332_NEs	0.000000	0.253538	0.253538	0.260736	0.260736	0.256571	0.254985	0.258175	0.354962	0.246878	0.260736	0.357772	0.266324
EscCo.41623_1-333	0.253538	0.000000	0.000997	0.257208	0.257208	0.250284	0.000997	0.014096	0.352279	0.245273	0.257208	0.351940	0.253509
EscCo.2_1657_1-333_NEs	0.253538	0.000997	0.000000	0.258579	0.258579	0.251646	0.001995	0.015110	0.353841	0.243861	0.258579	0.353500	0.254871
SalEn.4_14661_1-333_NEs	0.260736	0.257208	0.258579	0.000000	0.000000	0.017187	0.258643	0.262749	0.361255	0.253677	0.000000	0.364742	0.009055
SalEn.2_MW14661_1-333_NEs	0.260736	0.257208	0.258579	0.000000	0.000000	0.017187	0.258643	0.262749	0.361255	0.253677	0.000000	0.364742	0.009055
SalEn.11584_1-333_NEs	0.256571	0.250284	0.251646	0.017187	0.017187	0.000000	0.251708	0.257216	0.367504	0.237731	0.017187	0.371028	0.018227
EscCo.1_01801_1-333_NEs	0.254985	0.000997	0.001995	0.258643	0.258643	0.251708	0.000000	0.015113	0.350726	0.243921	0.258643	0.350389	0.254934
EscCo.3_02258_1-333_NEs	0.258175	0.014096	0.015110	0.262749	0.262749	0.257216	0.015113	0.000000	0.348212	0.247032	0.262749	0.347878	0.259012
KlePn.2_25401_1-333_NEs	0.354962	0.352279	0.353841	0.361255	0.361255	0.367504	0.350726	0.348212	0.000000	0.335311	0.361255	0.005085	0.362946
CitRo.1_14461_1-333_NEs	0.246878	0.245273	0.243861	0.253677	0.253677	0.237731	0.243921	0.247032	0.335311	0.000000	0.253677	0.331233	0.253619
SalEn.3_1395_1-333_NEs	0.260736	0.257208	0.258579	0.000000	0.000000	0.017187	0.258643	0.262749	0.361255	0.253677	0.000000	0.364742	0.009055
KlePn.1_04715_1-333_NEs	0.357772	0.351940	0.353500	0.364742	0.364742	0.371028	0.350389	0.347878	0.005085	0.331233	0.364742	0.000000	0.367144
SalEn.51331_1-333_NEs	0.266324	0.253509	0.254871	0.009055	0.009055	0.018227	0.254934	0.259012	0.362946	0.253619	0.009055	0.367144	0.000000
