SalEn.12361_21-686_NEs	0.000000	0.357550	0.313919	0.017197	0.017197	0.014154	0.373762	0.373210	0.362282	0.364658	0.017197	0.362111
EscCo.4_01387_1-666_NEs	0.357550	0.000000	0.345474	0.352018	0.352018	0.358844	0.409797	0.405805	0.051084	0.052140	0.352018	0.050534
CitRo.1_27361_1-666_NEs	0.313919	0.345474	0.000000	0.313106	0.313106	0.311812	0.351733	0.347620	0.343404	0.344925	0.313106	0.342427
SalEn.4_24011_21-686_NEs	0.017197	0.352018	0.313106	0.000000	0.000000	0.014151	0.372068	0.369854	0.352760	0.355115	0.000000	0.352595
SalEn.3_2348_21-686_NEs	0.017197	0.352018	0.313106	0.000000	0.000000	0.014151	0.372068	0.369854	0.352760	0.355115	0.000000	0.352595
SalEn.50485_21-686_NEs	0.014154	0.358844	0.311812	0.014151	0.014151	0.000000	0.377329	0.375105	0.361161	0.363537	0.014151	0.360990
KlePn.2_33241_1-662_NEs	0.373762	0.409797	0.351733	0.372068	0.372068	0.377329	0.000000	0.007162	0.411427	0.412263	0.372068	0.411218
KlePn.1_03865_1-662_NEs	0.373210	0.405805	0.347620	0.369854	0.369854	0.375105	0.007162	0.000000	0.406580	0.407412	0.369854	0.406375
EscCo.3_2460_1-666_NEs	0.362282	0.051084	0.343404	0.352760	0.352760	0.361161	0.411427	0.406580	0.000000	0.001989	0.352760	0.000497
EscCo.1_02626_1-666_NEs	0.364658	0.052140	0.344925	0.355115	0.355115	0.363537	0.412263	0.407412	0.001989	0.000000	0.355115	0.001491
SalEn.2_MW24011_21-686_NEs	0.017197	0.352018	0.313106	0.000000	0.000000	0.014151	0.372068	0.369854	0.352760	0.355115	0.000000	0.352595
EscCo.52324_1-666	0.362111	0.050534	0.342427	0.352595	0.352595	0.360990	0.411218	0.406375	0.000497	0.001491	0.352595	0.000000
