CitRo.1_49321_1-477_Ess	0.000000	0.667566	1.322526	0.962634	0.800176	0.165469	0.470547	1.429431	0.616559	1.298236	1.293807	0.165469	0.800568	0.481830	1.064283	0.165469	0.650762	0.638421	1.063959	0.169739	0.591466	0.620280	1.426614	0.154575	1.315724	1.358967	1.293807	1.257872	0.151885	0.797526	0.616996	0.153731	1.076926	0.470671	0.618725	0.165658	1.082344	0.798676	0.151885	1.214564	0.152021	0.170145	0.665241	1.305899	0.665241	1.293231	0.148368
EscCo.1_03034_1-474_NEs	0.667566	0.000000	1.473976	1.028592	0.706031	0.679367	0.676662	1.688095	0.236333	1.280957	1.283397	0.680786	0.698365	0.688310	1.156054	0.679367	0.199671	0.214064	1.148723	0.682524	0.730780	0.618623	1.693434	0.654499	1.466586	1.444520	1.283397	1.196087	0.676740	0.692317	0.621730	0.653084	1.003115	0.679625	0.234551	0.672865	0.991832	0.696044	0.676740	1.159136	0.683611	0.657069	0.017751	1.285133	0.017751	1.276150	0.678979
KlePn.1_01417_3-466_NEs	1.322526	1.473976	0.000000	1.344961	1.530204	1.295343	1.294628	1.006030	1.365478	0.986285	0.986285	1.295343	1.503976	1.218884	1.293346	1.295343	1.363138	1.428884	1.278674	1.304471	1.436031	1.266236	1.010287	1.297181	0.004345	0.243487	0.986285	0.968057	1.280317	1.499573	1.254053	1.300584	1.367738	1.303939	1.343722	1.303840	1.352017	1.503523	1.280317	0.950836	1.304641	1.289094	1.499733	0.972263	1.499733	0.975954	1.284204
EntCo.1_19000_1-441_NEs	0.962634	1.028592	1.344961	0.000000	1.193354	1.070186	1.093224	1.414300	0.948351	1.291984	1.284721	1.070186	1.182257	1.024351	1.174271	1.070186	1.005238	0.914252	1.171998	1.066087	1.217679	0.989967	1.403956	0.945275	1.341529	1.225705	1.284721	1.261145	1.001012	1.177016	0.992805	0.937613	0.291483	1.087121	0.949516	1.062224	0.290280	1.186812	1.001012	1.178873	1.004160	0.968967	1.041679	1.269841	1.041679	1.278551	1.002984
EscCo.4_04796_1-463_BeL	0.800176	0.706031	1.530204	1.193354	0.000000	0.799773	0.757196	1.508622	0.787746	1.465188	1.468654	0.799169	0.021822	0.800751	1.198683	0.799773	0.740136	0.785157	1.193943	0.805054	0.788641	0.422986	1.494768	0.815605	1.526529	1.548933	1.468654	1.387294	0.782344	0.021829	0.423559	0.810601	1.150839	0.757638	0.790501	0.796129	1.149651	0.018883	0.782344	1.360376	0.784146	0.793685	0.705315	1.475579	0.705315	1.479849	0.769474
SalEn.4_30111_1-477_NEs	0.165469	0.679367	1.295343	1.070186	0.799773	0.000000	0.506951	1.519593	0.655882	1.341403	1.334333	0.000000	0.802321	0.515964	1.102682	0.000000	0.678138	0.665879	1.102444	0.010512	0.585121	0.628011	1.512192	0.182636	1.288791	1.341735	1.334333	1.321557	0.131549	0.797460	0.624365	0.180879	1.116453	0.505017	0.656468	0.005593	1.123967	0.803955	0.131549	1.205274	0.133189	0.177465	0.685393	1.334602	0.685393	1.331751	0.143835
KlePn.2_34811_1-477_NEs	0.470547	0.676662	1.294628	1.093224	0.757196	0.506951	0.000000	1.440134	0.672433	1.439421	1.434810	0.508374	0.738599	0.195311	1.099305	0.506951	0.699938	0.669160	1.101767	0.514853	0.350823	0.587349	1.429617	0.458305	1.294628	1.317862	1.434810	1.309855	0.490505	0.741244	0.590304	0.463270	1.072317	0.003510	0.674766	0.510521	1.084613	0.747392	0.490505	1.263534	0.501284	0.499374	0.696265	1.430583	0.696265	1.441637	0.490102
KlePn.1_01591_1-464_NEs	1.429431	1.688095	1.006030	1.414300	1.508622	1.519593	1.440134	0.000000	1.552234	0.785159	0.780809	1.519593	1.512419	1.434892	1.178343	1.519593	1.579445	1.503325	1.177995	1.538091	1.631256	1.324118	0.005055	1.495702	1.015212	1.022557	0.780809	0.744795	1.444931	1.512207	1.333362	1.500216	1.403235	1.440274	1.536214	1.520370	1.416374	1.483259	1.444931	0.733585	1.475419	1.591135	1.642332	0.769959	1.642332	0.776579	1.463117
KlePn.2_36851_1-474_NEs	0.616559	0.236333	1.365478	0.948351	0.787746	0.655882	0.672433	1.552234	0.000000	1.242423	1.235844	0.657906	0.779470	0.677295	1.088743	0.655882	0.212271	0.210634	1.076656	0.658959	0.760769	0.568995	1.552781	0.609569	1.365478	1.361793	1.235844	1.202453	0.652004	0.776507	0.566511	0.606062	0.971289	0.673836	0.007099	0.658785	0.971157	0.773616	0.652004	1.156892	0.665320	0.631317	0.233979	1.236048	0.233979	1.234917	0.662023
SalEn.2_MW37641_1-461_NEs	1.298236	1.280957	0.986285	1.291984	1.465188	1.341403	1.439421	0.785159	1.242423	0.000000	0.000000	1.341403	1.454898	1.364118	1.079002	1.341403	1.398239	1.234757	1.075546	1.366809	1.470166	1.261197	0.785879	1.261987	0.987630	0.997467	0.000000	0.285966	1.215141	1.461954	1.260893	1.258673	1.279563	1.439822	1.232263	1.344915	1.279225	1.435725	1.215141	0.209331	1.204626	1.245617	1.289308	0.011680	1.289308	0.007280	1.198723
