EntCo.1_28180_1-160_NEs	0.000000	0.212651	0.206931	0.204169	0.201832	0.212413	0.210319	0.221011	0.210319	0.221011	0.223730	0.223730	0.223730
EscCo.4_01122_1-160_NEs	0.212651	0.000000	0.010495	0.016850	0.167498	0.025465	0.238982	0.213596	0.238982	0.216338	0.216338	0.216338	0.216338
EscCo.1_02960_1-160_NEs	0.206931	0.010495	0.000000	0.006279	0.164725	0.021155	0.241559	0.205130	0.241559	0.207846	0.207846	0.207846	0.207846
EscCo.52620_1-160	0.204169	0.016850	0.006279	0.000000	0.156919	0.014757	0.235850	0.207846	0.235850	0.210570	0.210570	0.210570	0.210570
CitRo.1_25691_1-160_NEs	0.201832	0.167498	0.164725	0.156919	0.000000	0.157401	0.192468	0.191298	0.192468	0.188643	0.188643	0.188643	0.188643
EscCo.3_2826_1-160_NEs	0.212413	0.025465	0.021155	0.014757	0.157401	0.000000	0.228071	0.212618	0.228071	0.215346	0.215346	0.215346	0.215346
KlePn.1_01701_1-160_NEs	0.210319	0.238982	0.241559	0.235850	0.192468	0.228071	0.000000	0.220128	0.000000	0.217335	0.214507	0.214507	0.214507
SalEn.12608_1-160_BeL	0.221011	0.213596	0.205130	0.207846	0.191298	0.212618	0.220128	0.000000	0.220128	0.002081	0.004166	0.004166	0.004166
KlePn.2_35961_1-160_NEs	0.210319	0.238982	0.241559	0.235850	0.192468	0.228071	0.000000	0.220128	0.000000	0.217335	0.214507	0.214507	0.214507
SalEn.52642_1-160_BeL	0.221011	0.216338	0.207846	0.210570	0.188643	0.215346	0.217335	0.002081	0.217335	0.000000	0.002080	0.002080	0.002080
SalEn.2_MW27021_1-160_NEs	0.223730	0.216338	0.207846	0.210570	0.188643	0.215346	0.214507	0.004166	0.214507	0.002080	0.000000	0.000000	0.000000
SalEn.3_2660_1-160_NEs	0.223730	0.216338	0.207846	0.210570	0.188643	0.215346	0.214507	0.004166	0.214507	0.002080	0.000000	0.000000	0.000000
SalEn.4_27021_1-160_NEs	0.223730	0.216338	0.207846	0.210570	0.188643	0.215346	0.214507	0.004166	0.214507	0.002080	0.000000	0.000000	0.000000
