KlePn.2_12141_1-494_NEs	0.000000	1.775504	1.748343	1.800295	2.220224	2.146418	1.711975	0.005533	2.146418	2.253373	1.935018	1.801547	1.883650	1.903163	1.664324	2.318907	2.289227	1.398710	2.146418	1.764616	1.398595	1.702426	2.300226	2.701995	1.602248	2.210223	1.428429	1.778307	2.253373	1.602248	1.550841	1.468213	1.595233	2.161074	2.804842	2.253373	1.462607	1.883650	1.718766	2.074343	1.602248	1.754843	1.472731	2.753697	1.814292	2.804842	2.142355	1.796288	2.255284	1.458055	2.117265	2.365246	1.462607	1.416693	1.415254	2.163731	2.228290	2.804842	1.280261	2.173630	1.800295	2.214586	1.462607	1.744734	1.553328	1.635484	1.653475
SalEn.12821_1-471_NEs	1.775504	0.000000	0.013599	0.296766	2.600060	2.539313	1.927914	1.815165	2.543038	2.765654	2.392700	2.312575	2.367071	2.378074	2.376268	2.445976	2.142483	1.883770	2.543038	2.368533	1.878944	1.984044	2.250232	2.219486	2.775400	2.596179	1.932531	0.015040	2.769131	2.775400	0.298331	2.130790	2.687399	2.699383	2.299239	2.769131	2.144567	2.367071	1.983131	2.110647	2.775400	0.012879	2.147092	2.309794	0.297764	2.299239	2.540527	0.300846	2.720432	2.411751	2.111136	2.372369	2.144567	1.959495	2.404416	2.554819	2.742442	2.299239	1.960465	2.398520	0.296766	2.391389	2.144567	0.012879	0.296045	0.304437	2.841663
SalEn.4_29401_1-471_NEs	1.748343	0.013599	0.000000	0.298704	2.614524	2.542707	1.918195	1.782986	2.546468	2.785137	2.353386	2.310138	2.334135	2.345029	2.362037	2.497186	2.144569	1.884271	2.546468	2.316722	1.879477	1.974595	2.242634	2.192934	2.735805	2.619688	1.905383	0.014315	2.788597	2.735805	0.298117	2.132756	2.651334	2.761257	2.271165	2.788597	2.146633	2.334135	1.982500	2.152646	2.735805	0.000709	2.149196	2.272336	0.299706	2.271165	2.543932	0.302736	2.734812	2.418823	2.153144	2.384195	2.146633	1.931426	2.412912	2.558427	2.761727	2.271165	1.950903	2.417305	0.298704	2.409729	2.146633	0.000709	0.297961	0.305017	2.790903
EscCo.52803_1-471	1.800295	0.296766	0.298704	0.000000	2.361712	2.329903	1.928141	1.840431	2.329903	2.450007	2.626300	2.071948	2.615117	2.592213	2.614602	2.413852	2.112773	1.936428	2.329903	2.142492	1.921503	1.953836	2.312572	2.276561	2.618561	2.359411	1.878330	0.303576	2.453567	2.618561	0.350949	1.961735	2.569563	2.430118	2.019290	2.453567	1.986865	2.615117	2.005763	2.119962	2.618561	0.298704	2.011025	2.028787	0.005602	2.019290	2.322238	0.021959	2.439983	2.112576	2.127999	2.253343	1.986865	1.880689	2.023407	2.316588	2.430951	2.019290	1.768712	2.210613	0.000000	2.203808	1.986865	0.298704	0.350388	0.327363	2.666723
KlePn.1_00568_1-502_NEs	2.220224	2.600060	2.614524	2.361712	0.000000	0.162232	2.125179	2.257046	0.163036	0.194502	1.888889	1.815111	1.926903	1.938174	2.020334	2.353311	1.023682	1.918343	0.163036	1.981563	1.918143	2.156575	0.996232	2.382372	1.886535	0.004010	1.803636	2.552995	0.195329	1.886535	2.016772	2.000088	1.887285	0.144619	2.440379	0.195329	1.988911	1.926903	2.144825	0.827809	1.886535	2.606812	1.982050	2.425253	2.390864	2.440379	0.160617	2.414930	0.192739	1.935508	0.826082	2.227473	1.988911	1.782969	1.819323	0.164345	0.194643	2.440379	1.956137	2.166064	2.361712	2.183471	1.988911	2.614524	2.024926	2.297739	1.956380
SalEn.3_4035_1-502_NEs	2.146418	2.539313	2.542707	2.329903	0.162232	0.000000	2.071021	2.177217	0.000662	0.164633	1.924747	1.924668	1.976882	1.962326	2.067105	2.213960	1.067843	2.022779	0.000662	2.096361	2.034769	2.099309	1.018471	2.461095	1.987788	0.162153	1.928704	2.483757	0.163803	1.987788	2.219746	2.063289	1.957402	0.157961	2.543096	0.163803	2.073059	1.976882	2.079036	0.883382	1.987788	2.544248	2.072459	2.596719	2.329694	2.543096	0.001325	2.343027	0.159756	1.836250	0.877351	2.285594	2.073059	1.948960	1.905148	0.007327	0.165539	2.543096	1.944911	2.395470	2.329903	2.414254	2.073059	2.542707	2.222288	2.417451	2.001069
EscCo.1_04009_1-484_NEs	1.711975	1.927914	1.918195	1.928141	2.125179	2.071021	0.000000	1.715544	2.074213	1.958840	1.858277	0.786922	1.884536	1.898655	1.807202	2.093562	1.892359	0.346032	2.074213	0.874729	0.343200	0.027937	1.983588	1.911224	1.743419	2.113571	0.811639	1.936658	1.954303	1.743419	1.799187	0.309836	1.731775	2.006169	1.996945	1.954303	0.314480	1.884536	0.018038	1.941141	1.743419	1.923203	0.310552	1.967126	1.932800	1.996945	2.075376	1.934476	1.985555	2.002557	1.931403	2.230745	0.313414	0.810808	0.356529	2.069210	1.965023	1.996945	0.282552	2.149063	1.928141	2.164254	0.313414	1.923203	1.802526	1.827154	1.749537
KlePn.1_03074_1-495_NEs	0.005533	1.815165	1.782986	1.840431	2.257046	2.177217	1.715544	0.000000	2.177217	2.274966	1.979621	1.804147	1.926917	1.946682	1.684312	2.313909	2.323605	1.416961	2.177217	1.800504	1.416772	1.705999	2.309597	2.745211	1.625028	2.246698	1.446665	1.814091	2.274966	1.625028	1.566591	1.467392	1.617850	2.192204	2.887914	2.274966	1.461837	1.926917	1.722353	2.087851	1.630055	1.789701	1.471877	2.833731	1.854689	2.887914	2.173153	1.836261	2.280614	1.463383	2.130646	2.394515	1.461837	1.434841	1.400213	2.194938	2.249575	2.887914	1.289319	2.148530	1.840431	2.188637	1.461837	1.779322	1.569094	1.673426	1.677298
SalEn.2_MW40511_1-502_NEs	2.146418	2.543038	2.546468	2.329903	0.163036	0.000662	2.074213	2.177217	0.000000	0.163803	1.924747	1.920059	1.976882	1.962326	2.062299	2.213960	1.065160	2.022779	0.000000	2.096361	2.034769	2.102492	1.015783	2.461095	1.987788	0.162957	1.932244	2.487513	0.162973	1.987788	2.219746	2.066747	1.957402	0.158762	2.543096	0.162973	2.076499	1.976882	2.082285	0.885289	1.987788	2.547983	2.075927	2.596719	2.329694	2.543096	0.001988	2.343027	0.160551	1.831941	0.879251	2.285594	2.076499	1.952534	1.905148	0.007995	0.164707	2.543096	1.948347	2.395470	2.329903	2.414254	2.076499	2.546468	2.222288	2.421253	2.001069
EscCo.1_04382_1-502_NEs	2.253373	2.765654	2.785137	2.450007	0.194502	0.164633	1.958840	2.274966	0.163803	0.000000	1.907928	1.943625	1.986545	1.954355	2.110075	2.309697	1.050347	2.041832	0.163803	2.268429	2.038106	1.989650	1.082053	2.396699	1.957039	0.191888	2.000052	2.705126	0.000659	1.957039	2.366402	2.043598	1.971973	0.170992	2.562540	0.000659	2.036560	1.986545	1.980253	0.922358	1.957039	2.776842	2.035648	2.583525	2.472971	2.562540	0.164658	2.523385	0.041281	1.911684	0.918203	2.387631	2.036560	2.015571	1.855819	0.165106	0.005951	2.562540	1.977101	2.400970	2.450007	2.391462	2.036560	2.785137	2.368747	2.467219	1.987619
