EscCo.4_01984_1-242_NEs	0.000000	1.222493	0.020679	1.053977	0.019288	1.040637	1.158279	0.249325	1.848039	0.019288	1.174407	0.989284	1.146179	0.251184	1.843098	1.130424	0.179421	1.188228
EscCo.1_04715_1-258_NEs	1.222493	0.000000	1.236804	1.266195	1.236804	1.326484	0.237626	1.224236	1.813659	1.236832	0.241320	1.147250	0.190457	1.224236	1.813175	1.084379	1.336535	0.034163
EscCo.51900_1-242	0.020679	1.236804	0.000000	1.047660	0.001364	1.044456	1.145246	0.245496	1.805037	0.009591	1.161064	1.003554	1.128290	0.247348	1.800644	1.134183	0.172483	1.208667
KlePn.1_01098_1-235_NEs	1.053977	1.266195	1.047660	0.000000	1.043019	0.061368	1.141697	0.931767	1.784792	1.053162	1.119962	0.310058	1.210284	0.931755	1.773714	1.191303	0.999139	1.281865
EscCo.3_1930_1-242_NEs	0.019288	1.236804	0.001364	1.043019	0.000000	1.039839	1.145246	0.245496	1.805037	0.008216	1.161064	0.998986	1.128290	0.247348	1.800644	1.129389	0.170789	1.208667
KlePn.2_41691_1-239_NEs	1.040637	1.326484	1.044456	0.061368	1.039839	0.000000	1.176049	0.926163	1.786994	1.045280	1.153870	0.316952	1.230654	0.926151	1.757121	1.161146	1.008546	1.341910
KlePn.1_02099_1-261_NEs	1.158279	0.237626	1.145246	1.141697	1.145246	1.176049	0.000000	1.182543	1.847989	1.145269	0.009080	1.259165	0.191288	1.182543	1.824357	1.097148	1.128111	0.223433
KlePn.1_04266_1-240_NEs	0.249325	1.224236	0.245496	0.931767	0.245496	0.926163	1.182543	0.000000	1.868717	0.251141	1.200089	0.876152	1.166457	0.004177	1.853343	1.155698	0.248062	1.216493
KlePn.1_04266_256-503_NEs	1.848039	1.813659	1.805037	1.784792	1.805037	1.786994	1.847989	1.868717	0.000000	1.805037	1.858522	2.029119	1.827282	1.868717	0.002722	1.805054	2.044884	1.852695
EscCo.1_02087_1-242_NEs	0.019288	1.236832	0.009591	1.053162	0.008216	1.045280	1.145269	0.251141	1.805037	0.000000	1.161089	1.008940	1.123360	0.253002	1.800644	1.108486	0.169047	1.208694
KlePn.2_02341_1-261_NEs	1.174407	0.241320	1.161064	1.119962	1.161064	1.153870	0.009080	1.200089	1.858522	1.161089	0.000000	1.245911	0.191760	1.200089	1.834497	1.089318	1.148938	0.227060
EntCo.1_33390_2-242_NEs	0.989284	1.147250	1.003554	0.310058	0.998986	0.316952	1.259165	0.876152	2.029119	1.008940	1.245911	0.000000	1.179350	0.876142	2.037689	1.236788	1.029016	1.152283
CitRo.1_32891_1-257_NEs	1.146179	0.190457	1.128290	1.210284	1.128290	1.230654	0.191288	1.166457	1.827282	1.123360	0.191760	1.179350	0.000000	1.166457	1.799719	1.149373	1.151887	0.183674
KlePn.2_29811_1-240_NEs	0.251184	1.224236	0.247348	0.931755	0.247348	0.926151	1.182543	0.004177	1.868717	0.253002	1.200089	0.876142	1.166457	0.000000	1.853343	1.149947	0.248062	1.216493
KlePn.2_29811_256-502_NEs	1.843098	1.813175	1.800644	1.773714	1.800644	1.757121	1.824357	1.853343	0.002722	1.800644	1.834497	2.037689	1.799719	1.853343	0.000000	1.789358	2.076405	1.852441
EscCo.1_02834_2-252_NEs	1.130424	1.084379	1.134183	1.191303	1.129389	1.161146	1.097148	1.155698	1.805054	1.108486	1.089318	1.236788	1.149373	1.149947	1.789358	0.000000	1.126397	1.123666
CitRo.1_19521_1-243_Ess	0.179421	1.336535	0.172483	0.999139	0.170789	1.008546	1.128111	0.248062	2.044884	0.169047	1.148938	1.029016	1.151887	0.248062	2.076405	1.126397	0.000000	1.330580
EscCo.4_04218_1-258_NEs	1.188228	0.034163	1.208667	1.281865	1.208667	1.341910	0.223433	1.216493	1.852695	1.208694	0.227060	1.152283	0.183674	1.216493	1.852441	1.123666	1.330580	0.000000
