SalEn.4_09401_1-243_NEs	0.000000	0.524004	1.916558	0.645124	1.487093	1.773881	1.041481	0.481573	1.352080	0.521233	1.041270	1.754368	1.774499	1.048899	0.001374	0.184788	1.774499	0.000000	1.200498	1.294537	0.005509	1.215692	1.391628	0.470135	0.148464	1.820664	1.224864	1.056357	1.056851	1.215161	0.997304	0.145364	0.644045	1.228311	1.035493	1.163846	1.245038	0.472385	1.018986	0.997107	1.652096	1.051720	0.987489	1.182990	1.048899	0.997304	1.083095	1.219610	0.959901	0.992212	1.246119	1.221788	1.035293	0.147027	1.228716	1.349017	1.944749	0.004128	1.814981	1.215161	1.018986	1.833402	1.215161	0.637824	0.463755	0.523863	0.458728	1.877457	0.160107	0.472348	1.924299	1.163154	1.820664	0.466044	1.213446	0.183008	1.166041	1.233662	1.155171	1.047796	1.774499	0.147027	1.228311	1.032542	1.977417	1.038720	0.997304	1.043025	1.246759	1.008653	1.036965	1.757954	1.038720	1.865490	0.123839	1.757954	1.199683	1.349017	1.241466	0.521233	0.492242	1.410080	1.191829	1.228311	1.259702	1.219610	1.353958	0.957098	0.177429	1.472744	1.247158	2.042240	1.094464	0.521233	1.175145	0.466044	1.722248	1.211368	1.364390	1.160126
SalEn.52009_1-243_NEs	0.524004	0.000000	1.608726	0.564579	1.597488	1.389731	1.044262	0.228222	1.361157	0.001371	1.115854	2.163297	1.650069	1.082675	0.526640	0.535947	1.650069	0.524004	1.199706	1.256241	0.529341	1.230872	1.272117	0.229860	0.540447	1.712619	1.283720	1.019514	1.070197	1.267552	0.926011	0.533486	0.563591	1.279706	1.016004	0.997254	1.352020	0.228310	1.090131	0.953380	1.519973	1.019514	0.964330	1.241975	1.078037	0.926011	1.065457	1.278441	0.741790	0.921332	1.256460	1.193539	1.038184	0.531949	1.246203	1.329535	1.981075	0.532031	1.705953	1.267552	1.090131	2.022920	1.267552	0.564814	0.245756	0.004120	0.219323	1.985099	0.547314	0.224642	1.622704	1.291021	1.712619	0.232922	1.261123	0.533053	1.224206	1.338970	0.995006	1.045686	1.650069	0.531949	1.279706	1.032974	1.975226	1.041537	0.926011	1.045631	1.246188	0.924068	1.028394	1.635637	1.041537	2.064240	0.522704	1.629081	1.267402	1.323342	1.246496	0.001371	0.170393	1.444079	1.302696	1.279706	1.241556	1.278441	1.361776	0.740412	0.539218	1.603712	1.246496	1.958039	1.010651	0.001371	1.305263	0.232922	1.609780	1.204305	1.368676	1.223533
KlePn.2_12611_1-303_NEs	1.916558	1.608726	0.000000	1.684790	2.748668	2.301824	2.226113	1.734006	2.314854	1.615278	2.096675	2.053687	0.221878	2.113647	1.916558	1.882663	0.221878	1.923605	1.642722	1.865974	1.907787	1.624982	1.831909	1.895594	2.172619	0.241228	1.533401	2.018327	2.119499	1.891568	1.985460	2.148918	1.676411	1.499883	1.987217	2.014253	2.064660	1.694345	2.197831	2.102442	0.199769	2.018327	2.249344	1.513592	2.120534	1.985460	2.107778	1.903039	1.566522	1.976403	1.981341	1.592069	2.257119	2.096611	2.021733	1.694344	2.098517	1.932117	0.229736	1.884508	2.197831	1.439333	1.891568	1.657819	1.915104	1.614542	1.793228	2.017025	2.124153	1.694976	0.003313	1.530465	0.239743	1.877027	1.521995	1.888791	1.652065	2.076808	2.010460	2.235643	0.221878	2.096611	1.503976	1.967717	2.102723	2.204644	1.985460	1.930863	1.967091	1.995943	1.974713	0.221664	2.204644	1.502260	1.914112	0.220196	1.479984	1.707053	1.950683	1.622794	1.682629	2.200406	2.019822	1.503976	1.984011	1.914048	1.943818	1.564467	1.903502	2.763771	1.950683	2.090799	2.069167	1.615278	1.453902	1.877027	0.188621	1.592350	2.307154	1.668233
SalEn.54403_1-239_NEs	0.645124	0.564579	1.684790	0.000000	1.527903	1.904106	1.184288	0.560855	1.210486	0.567371	1.214664	2.207151	1.739004	1.168422	0.648250	0.663866	1.739004	0.645124	1.439219	1.349818	0.657962	1.473007	1.299480	0.543653	0.675332	1.700195	1.399041	1.222610	1.143589	1.337581	1.170679	0.671006	0.009808	1.407304	1.259899	1.264669	1.453312	0.569962	1.197710	1.194123	1.542639	1.222610	1.149248	1.413557	1.163188	1.170679	1.143448	1.350205	0.541170	1.164419	1.280376	1.423633	1.183439	0.673512	1.278312	1.452059	2.299544	0.654659	1.691497	1.331434	1.197710	2.143371	1.337581	0.012631	0.558490	0.567371	0.553421	2.248400	0.684401	0.575697	1.684790	1.279349	1.700195	0.577301	1.399819	0.660381	1.228061	1.425613	1.254743	1.168941	1.739004	0.673512	1.407304	1.259351	2.397038	1.188291	1.170679	1.235209	1.271482	1.184999	1.265077	1.736892	1.188291	2.221143	0.652167	1.729740	1.413452	1.458136	1.275410	0.567371	0.561594	1.415900	1.315008	1.407304	1.288229	1.350205	1.550636	0.539093	0.671362	1.499393	1.275410	2.196357	1.145441	0.567371	1.285234	0.577301	1.717307	1.478214	1.257015	1.244875
KlePn.1_03008_1-265_BeL	1.487093	1.597488	2.748668	1.527903	0.000000	1.834354	1.930751	1.614363	1.551784	1.604607	1.862243	2.442384	2.691150	1.725282	1.487093	1.595548	2.691150	1.509359	1.579516	1.573459	1.494525	1.595582	1.682354	1.692291	1.501897	2.749986	1.538557	1.778745	1.704879	1.558253	1.821222	1.537597	1.515041	1.500360	1.875828	2.682810	1.599192	1.472327	1.968935	1.887262	2.950717	1.778745	1.800587	1.534638	1.732309	1.821222	1.691160	1.575309	1.577492	1.836299	1.552487	1.593333	1.935010	1.535717	1.534173	1.739044	2.653804	1.487093	2.706731	1.558253	1.968935	1.734573	1.558253	1.447598	1.666472	1.611729	1.677813	2.630949	1.535490	1.493995	2.748849	1.484078	2.749986	1.647313	1.526073	1.620184	1.508898	1.574615	2.640654	1.957651	2.691150	1.535717	1.500360	1.871461	2.657385	1.910896	1.821222	1.926915	1.522284	1.831640	1.879084	2.717619	1.910896	1.737500	1.501117	2.726566	1.539214	1.752987	1.544206	1.629749	1.499816	1.757141	1.910844	1.500360	1.559681	1.575309	2.016482	1.582828	1.599546	0.010139	1.544206	2.950933	1.660246	1.604607	1.521281	1.647313	2.726574	1.629346	1.559386	1.515956
KlePn.2_07561_7-258_NEs	1.773881	1.389731	2.301824	1.904106	1.834354	0.000000	1.723312	1.352044	2.191876	1.389731	1.503990	1.970755	2.211449	1.557436	1.782172	1.843294	2.211449	1.785942	1.529423	1.733451	1.791618	1.577072	0.900406	1.597114	1.760387	2.013692	1.648897	1.661010	1.557867	1.811106	1.576478	1.786650	1.852263	1.566563	1.762387	1.922576	1.706513	1.450418	1.681904	1.650715	2.189523	1.668303	1.593970	1.625324	1.564687	1.576478	1.581214	1.791597	1.524007	1.590411	1.712920	1.520871	1.709507	1.806128	1.677197	0.926330	2.132378	1.773881	2.007495	1.802851	1.681904	1.722775	1.811106	1.903135	1.546528	1.396349	1.630310	2.027643	1.840117	1.452306	2.301824	1.641409	2.013692	1.555079	1.635588	1.855674	1.844814	1.694327	1.893106	1.701117	2.211449	1.806128	1.566563	1.789630	2.084871	1.714220	1.576478	1.789612	1.697296	1.598360	1.781855	2.195097	1.714220	1.808604	1.778221	2.195042	1.611852	0.935098	1.694768	1.397901	1.449776	1.586860	2.048800	1.566563	1.694806	1.791597	1.010180	1.508919	1.831745	1.824979	1.694768	1.935203	1.544177	1.389731	1.603277	1.555079	1.977000	1.543996	2.160757	1.844806
SalEn.3_2324_1-260_NEs	1.041481	1.044262	2.226113	1.184288	1.930751	1.723312	0.000000	1.061481	1.872649	1.048668	0.258314	2.367197	1.838858	0.230709	1.041481	1.064381	1.838858	1.046954	1.490653	1.483065	1.036492	1.510041	1.555539	1.056716	1.124173	1.861278	1.361320	0.471462	0.232669	1.423847	0.435774	1.131345	1.186141	1.424351	0.447285	0.821257	1.520568	1.020744	0.288815	0.428186	2.059564	0.471462	0.443765	1.415395	0.229006	0.435774	0.217467	1.436703	1.276621	0.433354	1.334108	1.491468	0.010305	1.130650	1.470551	1.652360	2.209831	1.036570	1.864195	1.423847	0.288815	1.947043	1.423847	1.164796	1.073056	1.044185	1.047362	2.227483	1.138060	1.035439	2.233235	1.446074	1.861278	1.012269	1.373894	1.074425	1.407680	1.533009	0.822939	0.010312	1.838858	1.130650	1.416687	0.452433	2.321293	0.001282	0.435774	0.442131	1.334108	0.436317	0.454729	1.836133	0.001282	1.987248	1.069922	1.836133	1.505206	1.652360	1.328947	1.054061	1.032308	1.502643	0.927058	1.416687	1.335279	1.436703	1.648653	1.276196	1.065189	1.930773	1.323149	2.218419	0.214462	1.048668	1.463044	1.012269	2.060746	1.458352	1.941047	1.425666
EntCo.1_18450_1-243_NEs	0.481573	0.228222	1.734006	0.560855	1.614363	1.352044	1.061481	0.000000	1.266142	0.230031	1.018640	2.382677	1.709433	1.044206	0.484113	0.445956	1.709433	0.481573	1.211681	1.159268	0.481500	1.229871	1.164752	0.233282	0.465093	1.677068	1.287901	0.987808	1.031872	1.172436	0.924222	0.455873	0.562784	1.305397	1.007864	1.039279	1.140625	0.192340	1.052547	0.929935	1.523198	0.983392	0.898634	1.234127	1.039595	0.924222	1.027564	1.176528	0.768324	0.927917	1.217670	1.235403	1.074602	0.454675	1.142849	1.154275	2.214091	0.484079	1.744220	1.172436	1.052547	1.801343	1.172436	0.558590	0.217374	0.230009	0.226058	2.123581	0.465026	0.188806	1.718681	1.272628	1.677068	0.242948	1.276194	0.445844	1.086692	1.146853	1.036728	1.092530	1.709433	0.454675	1.305397	1.011028	2.167229	1.058581	0.924222	0.988367	1.200833	0.930569	1.015516	1.686361	1.058581	1.862516	0.472343	1.686361	1.157571	1.159466	1.207579	0.230031	0.175405	1.352120	1.173357	1.305397	1.202091	1.176528	1.389501	0.767060	0.459769	1.627721	1.207579	2.175271	1.002932	0.230031	1.287126	0.242948	1.725675	1.241977	1.267261	1.091530
KlePn.2_36141_9-264_NEs	1.352080	1.361157	2.314854	1.210486	1.551784	2.191876	1.872649	1.266142	0.000000	1.367356	1.743821	2.243209	2.026702	1.931006	1.352080	1.288599	2.026702	1.352080	1.365167	1.388312	1.370610	1.352813	1.427707	1.443941	1.374016	2.404874	1.316499	2.009133	1.935250	1.579219	1.863965	1.405178	1.189534	1.327504	1.750095	1.572909	1.369224	1.219973	1.775253	1.842583	1.967922	2.009133	1.912608	1.173529	1.931006	1.863965	1.912605	1.596179	1.503469	1.872102	1.530011	1.324317	1.846111	1.430302	1.405347	1.443482	2.313687	1.370686	2.339565	1.579219	1.775253	1.748223	1.579219	1.183877	1.428607	1.373724	1.396611	2.265298	1.443494	1.225757	2.314854	1.257062	2.404874	1.449677	1.309939	1.306885	1.413783	1.355933	1.589325	1.865712	2.026702	1.430302	1.327504	1.783681	2.312958	1.853577	1.863965	1.768450	1.509043	1.900543	1.791304	2.020530	1.853577	1.782789	1.296659	2.020530	1.278511	1.443482	1.515310	1.367356	1.329165	1.476564	1.781080	1.327504	1.501462	1.596179	1.641862	1.508778	1.382595	1.565875	1.515310	2.131392	1.671426	1.367356	1.249020	1.449677	2.070286	1.333222	0.025294	1.420320
SalEn.4_09371_1-243_NEs	0.521233	0.001371	1.615278	0.567371	1.604607	1.389731	1.048668	0.230031	1.367356	0.000000	1.120488	2.171825	1.656662	1.077705	0.523863	0.535947	1.656662	0.521233	1.199706	1.256241	0.526557	1.230872	1.266093	0.229860	0.543108	1.719095	1.283720	1.023812	1.065279	1.273062	0.926011	0.536138	0.566376	1.279706	1.020411	1.001591	1.358053	0.230120	1.090131	0.953380	1.519973	1.023812	0.964330	1.241975	1.073079	0.926011	1.060577	1.284000	0.745085	0.921332	1.261920	1.193539	1.042591	0.534589	1.246203	1.335078	1.972396	0.529240	1.712486	1.273062	1.090131	2.022920	1.273062	0.567525	0.247616	0.002744	0.221118	1.985099	0.549997	0.226445	1.629253	1.296336	1.719095	0.232922	1.261123	0.533053	1.229506	1.344944	0.999325	1.050126	1.656662	0.534589	1.279706	1.037438	1.975226	1.045924	0.926011	1.050095	1.251631	0.924068	1.032848	1.642191	1.045924	2.064240	0.525344	1.635637	1.272796	1.328878	1.251910	0.000000	0.172078	1.444079	1.308243	1.279706	1.246964	1.284000	1.367550	0.743721	0.539218	1.610830	1.251910	1.958039	1.010651	0.000000	1.310680	0.232922	1.609780	1.204305	1.374851	1.228830
