EntCo.1_21830_3-354_NEs	0.000000	1.340494	1.313850	1.462023	1.324119	1.476490	1.366807	1.412938	1.453036	1.473996	1.453199	1.400173	1.576419	1.462023	1.457959	1.321411	1.453199	1.578309	1.476490	1.255866	1.476490	1.321411	1.442867	1.412821	1.403298	1.484449	1.420862	1.342975	1.476490	1.460716	1.325568	1.465307	1.453036	1.723664	1.248877	1.321411	1.272474	1.453036	1.476054	1.454935	1.578309	1.332305	0.493785	1.410144	0.499429	1.371109	1.320413	1.446397	1.453694	1.411417	1.453199	1.375548	1.285757	1.371109
SalEn.50746_1-413_NEs	1.340494	0.000000	0.014702	1.817846	0.310689	1.637787	1.933654	1.833617	1.990099	1.565182	1.586104	1.804599	1.277242	1.817846	2.021077	0.016337	1.586104	1.283783	1.637787	0.384050	1.637787	0.016337	1.213080	1.853211	1.723501	1.564667	1.505991	0.313498	1.637787	1.735836	0.308526	1.729708	1.990099	1.693041	0.385917	0.016337	0.317401	1.990099	1.602079	1.836354	1.283783	1.866672	1.375114	1.815484	1.390249	1.922603	0.309606	1.838440	1.996841	1.717405	1.585914	1.946926	0.286552	1.922603
SalEn.12122_1-413_NEs	1.313850	0.014702	0.000000	1.830192	0.312036	1.695996	1.936733	1.807278	1.975162	1.593917	1.571030	1.798332	1.286972	1.830192	2.000007	0.008129	1.571030	1.293709	1.695996	0.383452	1.695996	0.008129	1.223988	1.826338	1.691182	1.588995	1.529404	0.314850	1.695996	1.761620	0.308705	1.733060	1.975162	1.680526	0.385320	0.008129	0.314779	1.975162	1.586578	1.829216	1.293709	1.879234	1.407988	1.809072	1.423355	1.925610	0.310951	1.821826	1.976230	1.685120	1.570843	1.950115	0.291005	1.925610
EscCo.2_3524_1-385_NEs	1.462023	1.817846	1.830192	0.000000	1.670622	0.287223	0.481276	0.500583	0.489542	1.121121	0.817746	0.780991	1.779466	0.000000	0.487039	1.819904	0.817746	1.775575	0.287223	1.532795	0.287223	1.819904	1.606059	0.502732	0.396440	1.114102	1.184886	1.617389	0.287223	0.377836	1.700111	0.265531	0.489542	0.836554	1.537392	1.819904	1.609706	0.489542	0.808115	0.011230	1.775575	0.480290	1.487167	0.779032	1.469526	0.473476	1.662211	0.012096	0.486422	0.397838	0.817746	0.472287	1.622305	0.473476
EscCo.2_2217_1-415_NEs	1.324119	0.310689	0.312036	1.670622	0.000000	1.711239	1.700629	1.604297	1.656664	1.554198	1.717156	1.638966	1.329755	1.670622	1.650199	0.309288	1.717156	1.355800	1.711239	0.345463	1.711239	0.309288	1.349352	1.603946	1.616654	1.550608	1.450142	0.026868	1.711239	1.835905	0.048021	1.737189	1.656664	1.711700	0.345743	0.309288	0.277117	1.656664	1.728757	1.689509	1.355800	1.697874	1.377549	1.641507	1.394069	1.697457	0.002404	1.678228	1.648479	1.610960	1.721991	1.717061	0.249951	1.697457
SalEn.4_33891_1-385_NEs	1.476490	1.637787	1.695996	0.287223	1.711239	0.000000	0.537272	0.521225	0.534768	1.195326	0.821270	0.809654	1.583534	0.287223	0.521723	1.677949	0.821270	1.579502	0.000000	1.571944	0.000000	1.677949	1.525582	0.513850	0.362342	1.187456	1.244938	1.711373	0.000000	0.381248	1.745255	0.238724	0.534768	0.872015	1.558367	1.677949	1.691865	0.534768	0.810740	0.291773	1.579502	0.521488	1.490567	0.810352	1.485937	0.532239	1.712214	0.295476	0.529818	0.362342	0.823448	0.535073	1.562053	0.532239
EscCo.3_03515_1-398_NEs	1.366807	1.933654	1.936733	0.481276	1.700629	0.537272	0.000000	0.269431	0.193866	1.267937	0.794965	0.815736	1.644157	0.481276	0.199529	1.912517	0.794965	1.636642	0.537272	1.691418	0.541345	1.912517	1.581860	0.265957	0.506591	1.273743	1.231807	1.700320	0.537272	0.511023	1.700176	0.501573	0.193866	0.847106	1.696299	1.912517	1.662516	0.193866	0.789672	0.477945	1.636642	0.195159	1.414206	0.817526	1.422407	0.009217	1.696644	0.481800	0.196087	0.504175	0.794254	0.010037	1.734421	0.009217
KlePn.2_09321_1-397_NEs	1.412938	1.833617	1.807278	0.500583	1.604297	0.521225	0.269431	0.000000	0.291523	1.304820	0.739342	0.780760	1.575625	0.500583	0.291936	1.806037	0.739342	1.564168	0.521225	1.620538	0.521149	1.806037	1.473578	0.006751	0.497295	1.333347	1.218470	1.613929	0.521225	0.508249	1.645523	0.510153	0.291523	0.817759	1.611626	1.806037	1.573392	0.291523	0.740295	0.502625	1.564168	0.260990	1.401902	0.782386	1.428631	0.268309	1.600293	0.503973	0.287944	0.495537	0.738799	0.268092	1.589378	0.268309
SalEn.2_MW05461_1-397_NEs	1.453036	1.990099	1.975162	0.489542	1.656664	0.534768	0.193866	0.291523	0.000000	1.327456	0.744013	0.824463	1.566517	0.489542	0.010951	1.985149	0.744013	1.563488	0.534768	1.594536	0.538854	1.985149	1.477568	0.292482	0.487908	1.329066	1.273900	1.633669	0.534768	0.521591	1.667503	0.516966	0.000000	0.844302	1.595008	1.985149	1.602218	0.000000	0.749534	0.497291	1.563488	0.194332	1.484117	0.821328	1.512568	0.192855	1.648479	0.494617	0.007561	0.487255	0.749945	0.194034	1.672595	0.192855
KlePn.2_36071_6-391_NEs	1.473996	1.565182	1.593917	1.121121	1.554198	1.195326	1.267937	1.304820	1.327456	0.000000	1.323281	1.291480	1.163934	1.121121	1.306774	1.591983	1.323281	1.182626	1.195326	1.538826	1.206209	1.591983	1.056346	1.308140	1.208606	0.007854	0.147642	1.531480	1.195326	1.229476	1.593175	1.189669	1.327456	1.359038	1.533693	1.591983	1.512218	1.327456	1.330601	1.129537	1.182626	1.196920	1.346157	1.301429	1.363013	1.265814	1.546461	1.121962	1.313386	1.190202	1.331888	1.260883	1.476090	1.265814
