KlePn.2_37181_4-569_NEs	0.000000	2.374029	1.958700	2.044193	1.944855	2.212327	1.808942	2.257305	2.658439	2.517068	2.423287	2.569190	2.070187	1.980220	1.898347	2.249059	1.915772	2.658439	1.826467	1.848649	2.096252	1.764224	2.153686	1.826467	2.094896	2.524750	2.185722	2.054987	2.044193	2.073371	2.128459	2.102307	2.270651	2.525784	2.144501	2.495439	2.252166	2.078228	2.212327	2.499135	2.036486	2.096422	2.161582	2.387455	1.897877	2.403086	1.971284	1.962483	2.423287	2.029829	1.837831	2.079010	2.096422	1.970811	2.259889	1.858808	2.265387	1.872033	1.995921	2.344292	2.151435	0.008394	1.775511	1.842167	1.826467	1.944855	1.899972	2.005571	1.900000	2.423287	2.520735	2.658439	1.784230	2.423477	1.882194	2.507720	2.212327	2.184417	1.904967	1.969624	2.495439	2.044193	1.952871	2.720648	1.872033	2.374029	2.374029	2.187007
SalEn.3_3762_1-562_NEs	2.374029	0.000000	1.609602	0.835472	1.613221	1.540875	0.988599	1.244536	1.688561	2.124054	1.258431	2.296146	0.844141	0.841707	1.047009	1.244498	0.837919	1.685285	0.985201	0.978237	1.592023	1.352709	1.759425	0.985201	1.581867	2.552967	0.199804	1.558648	0.835472	1.515748	0.198332	1.575519	1.248796	2.279937	1.782484	2.306591	1.252934	1.569975	1.540875	2.301613	1.670273	0.205083	0.262883	0.004161	1.035528	1.252607	0.843287	1.593684	1.258431	0.859695	0.853985	1.507598	0.205083	0.845154	1.259394	1.011865	0.174301	1.051008	1.497165	0.011347	0.203073	2.390686	1.355193	0.857815	0.985201	1.613221	1.017522	0.853540	0.995103	1.258431	2.119019	1.685285	0.939620	1.247860	0.999320	2.300065	1.540875	0.227376	0.836345	1.523818	2.306591	0.835472	1.610369	1.684064	1.051008	0.000000	0.000000	0.227981
SalEn.51998_1-572_NEs	1.958700	1.609602	0.000000	1.418426	0.011150	1.935277	1.481419	1.789267	1.840617	2.019500	1.662955	1.989668	1.431606	1.448939	1.712578	1.727974	1.412122	1.840617	1.660167	1.664666	0.207436	1.404951	1.964460	1.660167	0.210486	1.918644	1.491043	0.215688	1.418426	0.201744	1.491642	0.208857	1.780522	1.965076	1.935440	1.959343	1.792499	0.209514	1.935277	1.955474	2.002422	1.464777	1.439428	1.608801	1.731157	1.641947	1.472134	0.009375	1.662955	1.420280	1.407019	0.198693	1.464777	1.450614	1.742088	1.658619	1.582486	1.726801	0.170863	1.618642	1.484197	1.950348	1.424442	1.403800	1.660167	0.011150	1.685563	1.455400	1.583205	1.662955	2.014562	1.840617	1.592195	1.669759	1.588933	2.168270	1.935277	1.472233	1.432642	2.065207	1.955474	1.418426	0.012331	1.793647	1.726801	1.609602	1.613189	1.500278
SalEn.3_3861_1-548_NEs	2.044193	0.835472	1.418426	0.000000	1.432650	1.897688	0.878228	1.467602	2.071332	2.275903	1.486926	2.451580	0.010417	0.173927	0.947306	1.453273	0.201567	2.076599	0.955650	0.963584	1.414715	1.409508	2.060113	0.955650	1.413590	2.250476	0.819640	1.369201	0.000000	1.401936	0.812305	1.408381	1.456788	2.465345	2.027792	2.442509	1.467996	1.400850	1.897688	2.437116	1.632632	0.824542	0.900116	0.836467	0.908429	1.477525	0.176870	1.418426	1.486926	0.011042	0.235831	1.408308	0.824542	0.172457	1.446967	0.966630	0.827145	0.913732	1.415510	0.834321	0.810335	2.049149	1.411693	0.235867	0.955650	1.432650	0.919807	0.171772	0.905716	1.486926	2.265638	2.076599	0.933853	1.481221	0.897826	2.119561	1.897688	0.800875	0.175724	1.621224	2.442509	0.000000	1.429960	2.074986	0.913732	0.835472	0.834713	0.798363
SalEn.3_0874_1-572_NEs	1.944855	1.613221	0.011150	1.432650	0.000000	1.926095	1.491254	1.789151	1.823801	2.012189	1.651170	1.987520	1.440152	1.454333	1.702247	1.724286	1.423964	1.823801	1.659884	1.664364	0.212080	1.409862	1.941744	1.659884	0.218197	1.898933	1.490691	0.220373	1.432650	0.203915	1.491288	0.215027	1.780446	1.963097	1.909847	1.957427	1.792367	0.214164	1.926095	1.953582	1.999980	1.470194	1.465450	1.612404	1.713692	1.630493	1.483931	0.012339	1.651170	1.434560	1.420530	0.200859	1.470194	1.462070	1.742186	1.658349	1.578339	1.709348	0.172956	1.622304	1.483869	1.936534	1.435805	1.417275	1.659884	0.000000	1.668592	1.460906	1.601137	1.651170	2.007275	1.823801	1.593754	1.657896	1.606885	2.134119	1.926095	1.489950	1.441146	2.064279	1.953582	1.432650	0.001166	1.777302	1.709348	1.613221	1.616825	1.518471
SalEn.4_43741_1-629_NEs	2.212327	1.540875	1.935277	1.897688	1.926095	0.000000	1.758199	1.758766	1.977693	2.401150	1.769454	2.998401	1.899230	1.915845	1.785473	1.727798	1.787154	1.977693	1.837294	1.825052	2.021609	1.796981	0.428373	1.837294	1.999140	3.141038	1.573958	2.038927	1.897688	1.885154	1.597620	2.002998	1.742189	2.960045	0.427496	2.950707	1.748203	2.016312	0.000000	2.950707	2.453429	1.578606	1.529727	1.549866	1.801354	1.760234	1.922696	1.954612	1.769454	1.909216	1.775498	1.885262	1.578606	1.932053	1.757928	1.820258	1.650239	1.821276	1.937457	1.516219	1.566993	2.225703	1.778738	1.775498	1.837294	1.926095	1.782835	1.933657	1.789282	1.769454	2.409094	1.977693	1.634759	1.773335	1.773072	2.414951	0.000000	1.558248	1.925448	2.267056	2.947112	1.897688	1.922723	2.007098	1.821276	1.540875	1.550898	1.577713
CitRo.1_00841_1-574_NEs	1.808942	0.988599	1.481419	0.878228	1.491254	1.758199	0.000000	1.228909	1.789406	1.993546	1.270963	2.078145	0.893661	0.930866	0.218068	1.234716	0.925064	1.789406	0.217417	0.222979	1.511766	1.397677	1.853480	0.217417	1.530446	2.106597	1.010812	1.531621	0.878228	1.464361	0.995546	1.524370	1.222570	2.086798	1.844253	2.083255	1.247797	1.524196	1.758199	2.074607	1.741688	1.007914	1.016115	0.987518	0.218586	1.264202	0.939969	1.484672	1.270963	0.885701	0.931761	1.465233	1.007914	0.927895	1.255868	0.216838	0.948601	0.222548	1.526091	1.004362	0.999938	1.808146	1.395611	0.936009	0.217417	1.491254	0.227261	0.926846	0.228041	1.270963	1.992703	1.789406	0.235179	1.273494	0.228604	2.048231	1.758199	0.962799	0.928232	1.695783	2.079416	0.878228	1.491169	1.777146	0.222548	0.988599	0.987356	0.962052
EscCo.50507_1-573	2.257305	1.244536	1.789267	1.467602	1.789151	1.758766	1.228909	0.000000	1.986342	2.336125	0.180711	2.395548	1.463419	1.332700	1.255676	0.021115	1.398469	1.990970	1.299813	1.298745	1.797115	1.680499	1.722991	1.299813	1.800151	2.295562	1.329544	1.771813	1.467602	1.712070	1.309753	1.812566	0.007558	2.397974	1.712607	2.360977	0.011659	1.851631	1.758766	2.369020	1.875955	1.298055	1.222247	1.246464	1.277119	0.184819	1.339887	1.792955	0.180711	1.472789	1.382144	1.719605	1.298055	1.349821	0.045267	1.324971	1.300543	1.296536	1.640274	1.248675	1.346539	2.266556	1.676946	1.382627	1.299813	1.789151	1.273209	1.346790	1.192048	0.180711	2.335286	1.990970	1.330360	0.184351	1.192439	2.385377	1.758766	1.236620	1.373934	1.736442	2.365423	1.467602	1.792922	2.006831	1.296536	1.244536	1.248114	1.248382
EscCo.1_02662_1-556_NEs	2.658439	1.688561	1.840617	2.071332	1.823801	1.977693	1.789406	1.986342	0.000000	1.697640	1.978057	1.773148	2.052908	1.926801	1.733025	1.980707	2.058388	0.000589	1.586843	1.578982	1.788193	1.863463	2.170888	1.586843	1.696676	1.861782	1.745327	1.726997	2.071332	1.838136	1.704717	1.708988	1.975175	1.744161	2.166777	1.753484	2.008582	1.704520	1.977693	1.756945	2.009961	1.702734	1.761776	1.689763	1.722043	1.946096	1.932599	1.843972	1.978057	2.146645	2.055023	1.852495	1.702734	1.944344	1.957059	1.630263	1.758126	1.777058	1.767121	1.711320	1.729701	2.689597	1.889463	2.047288	1.586843	1.823801	1.786561	1.969872	1.778267	1.978057	1.689175	0.000589	1.791109	1.977242	1.776393	1.830929	1.977693	1.865537	1.918382	1.892353	1.753484	2.071332	1.827866	0.023947	1.777058	1.688561	1.702155	1.840031
KlePn.1_03839_1-552_NEs	2.517068	2.124054	2.019500	2.275903	2.012189	2.401150	1.993546	2.336125	1.697640	0.000000	2.443237	0.583463	2.254150	2.036926	1.951928	2.269799	2.126010	1.701973	1.920266	1.892508	1.934197	2.256371	2.291674	1.920266	1.927512	0.517125	1.888966	1.951372	2.275903	1.800313	1.926686	1.934632	2.342458	0.580191	2.301039	0.580879	2.285976	1.937776	2.401150	0.580852	2.360940	1.981638	2.141848	2.128535	1.962623	2.417894	2.008131	2.015993	2.443237	2.296482	2.102445	1.795962	1.981638	2.054844	2.320848	1.957878	2.059570	2.004803	1.997376	2.155863	1.957623	2.525559	2.291233	2.098229	1.920266	2.012189	1.958231	2.070843	1.880108	2.443237	0.001221	1.701973	1.828042	2.435592	1.904139	0.560201	2.401150	2.130811	2.084638	2.275631	0.579637	2.275903	2.008164	1.680724	2.004803	2.124054	2.113601	2.111091
