SalEn.12441_1-395_NEs	0.000000	1.191059	1.082942	1.107957	1.191059	1.294105	1.107957	0.018152	1.166598	0.262684	1.275691	1.272029	1.126593	1.122005	1.460277	1.117750	0.257133	1.084677	1.191059	1.180278	1.245454	1.616412	1.087295	1.107353	0.251424	0.262684	0.178825	0.024312	1.134671	1.113163	1.113163	0.261498	1.245454	0.019023	1.119006	1.076971	1.640385	0.018152	1.378862	1.107957	1.339249	1.471267	1.105776	1.381368	1.147793	0.245042	1.135242	1.151822	1.307566	1.113163	1.679443	1.947446	1.257008
SalEn.3_2028_1-370_NEs	1.191059	0.000000	1.158881	1.405638	0.000000	0.305910	1.405638	1.211587	0.051610	1.133422	1.276135	1.374210	1.325206	1.322962	1.513735	1.264039	1.118340	1.216722	0.000000	0.011843	1.378647	1.694605	1.358017	1.418808	1.135442	1.133422	1.163429	1.229245	1.319312	1.250452	1.250452	1.133361	1.378647	1.207005	1.328757	1.367469	1.707265	1.211587	1.432815	1.405638	0.280813	1.519136	1.378489	1.418955	1.145000	1.139844	1.274069	1.153449	0.303673	1.250452	1.786916	1.675010	1.369014
CitRo.1_38501_1-382_NEs	1.082942	1.158881	0.000000	0.961329	1.158881	1.306756	0.961329	1.084280	1.166420	1.008538	0.830016	0.844567	0.942192	0.945089	1.579481	0.177194	0.994179	0.161834	1.158881	1.141956	0.841430	1.459537	0.965500	0.960475	1.015713	1.008538	1.040212	1.073266	0.949076	0.176286	0.176286	1.007985	0.841430	1.080572	0.940700	0.959685	1.467580	1.084280	0.961043	0.961329	1.169167	1.584851	0.947212	0.958655	0.176498	1.014542	0.182840	0.179865	1.319155	0.176286	1.460147	1.503018	0.844784
SalEn.2_MW29361_1-383_NEs	1.107957	1.405638	0.961329	0.000000	1.405638	1.366456	0.000000	1.093917	1.393511	1.046801	0.962437	0.942360	0.237830	0.241244	1.605476	0.963898	1.022660	0.948180	1.405638	1.419964	0.962754	1.908062	0.281511	0.006960	1.170319	1.046801	1.153900	1.086776	0.242558	0.962178	0.958719	1.052546	0.962754	1.088301	0.242704	0.280191	1.938786	1.093917	0.998241	0.000000	1.439402	1.611074	0.008703	0.997077	0.973307	1.172054	0.970522	0.964664	1.375764	0.962178	1.698656	1.976617	0.949142
SalEn.4_20821_1-370_NEs	1.191059	0.000000	1.158881	1.405638	0.000000	0.305910	1.405638	1.211587	0.051610	1.133422	1.276135	1.374210	1.325206	1.322962	1.513735	1.264039	1.118340	1.216722	0.000000	0.011843	1.378647	1.694605	1.358017	1.418808	1.135442	1.133422	1.163429	1.229245	1.319312	1.250452	1.250452	1.133361	1.378647	1.207005	1.328757	1.367469	1.707265	1.211587	1.432815	1.405638	0.280813	1.519136	1.378489	1.418955	1.145000	1.139844	1.274069	1.153449	0.303673	1.250452	1.786916	1.675010	1.369014
KlePn.1_01451_1-371_NEs	1.294105	0.305910	1.306756	1.366456	0.305910	0.000000	1.375169	1.288144	0.312847	1.126556	1.301342	1.434413	1.379237	1.378247	1.489810	1.442401	1.108637	1.354014	0.305910	0.308486	1.436234	1.537029	1.246225	1.397463	1.157331	1.126556	1.217440	1.304609	1.374238	1.432890	1.419702	1.139948	1.436234	1.284142	1.358998	1.246396	1.531609	1.288144	1.389571	1.375169	0.337646	1.495229	1.373618	1.356456	1.285373	1.151689	1.453530	1.278980	0.007354	1.432890	1.877263	1.884962	1.431593
SalEn.3_2953_1-382_NEs	1.107957	1.405638	0.961329	0.000000	1.405638	1.375169	0.000000	1.093917	1.393511	1.046801	0.962437	0.948768	0.238700	0.241244	1.605579	0.963898	1.030304	0.948180	1.405638	1.419964	0.962754	1.909768	0.281511	0.006960	1.170319	1.046801	1.153900	1.086776	0.242558	0.962178	0.962178	1.060586	0.962754	1.096775	0.243595	0.279961	1.940636	1.093917	0.998241	0.000000	1.439402	1.611196	0.008703	1.000935	0.973307	1.181839	0.970522	0.968166	1.375764	0.962178	1.693350	1.962842	0.955642
SalEn.3_2424_1-395_NEs	0.018152	1.211587	1.084280	1.093917	1.211587	1.288144	1.093917	0.000000	1.185548	0.262992	1.262711	1.279122	1.143361	1.134750	1.472860	1.126546	0.258668	1.107091	1.211587	1.200426	1.255350	1.638846	1.093271	1.093279	0.245693	0.262992	0.179312	0.023430	1.147663	1.121963	1.121963	0.263048	1.255350	0.000852	1.131703	1.082894	1.663540	0.000000	1.414604	1.093917	1.356679	1.483845	1.091728	1.413391	1.133723	0.239351	1.144208	1.137674	1.301621	1.121963	1.675248	1.930447	1.267109
SalEn.50822_1-370_NEs	1.166598	0.051610	1.166420	1.393511	0.051610	0.312847	1.393511	1.185548	0.000000	1.129433	1.285463	1.381520	1.355601	1.337624	1.526237	1.263568	1.114612	1.240202	0.051610	0.044781	1.393137	1.690171	1.305052	1.402567	1.082262	1.129433	1.112755	1.198915	1.333885	1.250035	1.250035	1.122267	1.393137	1.181099	1.335115	1.313783	1.702725	1.185548	1.425894	1.393511	0.291645	1.531587	1.375618	1.412402	1.157984	1.086175	1.273560	1.166522	0.313382	1.250035	1.854110	1.607653	1.383565
EscCo.52453_1-395	0.262684	1.133422	1.008538	1.046801	1.133422	1.126556	1.046801	0.262992	1.129433	0.000000	1.140872	1.145025	1.112108	1.085015	1.509185	1.044493	0.018791	1.040288	1.133422	1.117838	1.129451	1.748048	1.117553	1.046065	0.286832	0.000000	0.256858	0.271854	1.097219	1.049890	1.049890	0.057101	1.129451	0.264144	1.087841	1.125298	1.788200	0.262992	1.322710	1.046801	1.241352	1.523115	1.035541	1.309116	1.078360	0.284352	1.063856	1.082041	1.128614	1.049890	1.668744	2.082405	1.159936
