EscCo.3_0861_2-233_NEs	0.000000	1.025983	0.222862	1.136726	0.220812	1.137716	0.219545	1.137716	0.029451	1.033749	0.225222	1.049927	0.021914	1.025026	0.222862	1.136726	1.694863	0.222862	1.136726	0.001440	1.025983	1.630160	0.017433	1.060022
EscCo.3_0861_312-573_NEs	1.025983	0.000000	0.990801	0.208740	0.972079	0.205331	0.977111	0.205261	1.030242	0.042991	1.034024	0.219140	1.020338	0.016623	0.990801	0.208740	1.874531	0.990801	0.208740	1.025983	0.000000	1.830976	1.024980	0.029654
SalEn.2_MW08691_2-243_NEs	0.222862	0.990801	0.000000	1.035108	0.015284	1.035933	0.013915	1.035933	0.223851	0.966617	0.252123	0.975513	0.218999	1.003525	0.000000	1.035108	1.679750	0.000000	1.035108	0.222862	0.990801	1.632811	0.219002	0.993433
SalEn.2_MW08691_311-564_NEs	1.136726	0.208740	1.035108	0.000000	1.038147	0.003933	1.059687	0.009200	1.112567	0.214623	1.125740	0.206778	1.119179	0.206580	1.035108	0.000000	1.794949	1.035108	0.000000	1.136726	0.208740	1.780120	1.141400	0.223966
SalEn.10763_2-243_NEs	0.220812	0.972079	0.015284	1.038147	0.000000	1.038973	0.012530	1.038973	0.217948	0.948321	0.250618	0.959183	0.209364	0.984554	0.015284	1.038147	1.662654	0.015284	1.038147	0.220812	0.972079	1.616190	0.216962	0.974703
SalEn.10763_311-564_NEs	1.137716	0.205331	1.035933	0.003933	1.038973	0.000000	1.060541	0.005247	1.113527	0.211208	1.136538	0.205058	1.120149	0.203185	1.035933	0.003933	1.794527	1.035933	0.003933	1.137716	0.205331	1.779715	1.142395	0.220506
SalEn.52071_2-243_NEs	0.219545	0.977111	0.013915	1.059687	0.012530	1.060541	0.000000	1.060541	0.214717	0.953234	0.248837	0.964371	0.209940	0.989655	0.013915	1.059687	1.643196	0.013915	1.059687	0.219545	0.977111	1.598135	0.219514	0.979737
SalEn.52071_311-564_NEs	1.137716	0.205261	1.035933	0.009200	1.038973	0.005247	1.060541	0.000000	1.113527	0.214543	1.136538	0.210290	1.120149	0.199744	1.035933	0.009200	1.810521	1.035933	0.009200	1.137716	0.205261	1.795184	1.142395	0.220431
EscCo.4_03200_2-233_NEs	0.029451	1.030242	0.223851	1.112567	0.217948	1.113527	0.214717	1.113527	0.000000	1.031983	0.217415	1.022135	0.020480	1.019515	0.223851	1.112567	1.605938	0.223851	1.112567	0.030945	1.030242	1.545596	0.038473	1.064491
EscCo.4_03200_312-573_NEs	1.033749	0.042991	0.966617	0.214623	0.948321	0.211208	0.953234	0.214543	1.031983	0.000000	1.066567	0.215167	1.033381	0.046985	0.966617	0.214623	1.835426	0.966617	0.214623	1.033749	0.042991	1.793428	1.032733	0.053686
