EscCo.3_4469_1-136_NEs	0.000000	1.900250	0.080941	1.529158	2.186651	1.896117	1.942135	1.878161	1.529158	2.093949	1.529158	2.112360	1.294849	1.943199	0.081229	0.083411	1.399277	0.111666	1.918368
CitRo.1_49841_1-129_NEs	1.900250	0.000000	1.817885	1.318870	0.181541	0.119484	0.189183	0.089134	1.318870	0.174203	1.318870	0.181200	1.350025	0.169040	1.676888	1.615098	1.430660	1.810017	0.154687
EscCo.4_04876_1-137_NEs	0.080941	1.817885	0.000000	1.525106	1.954869	1.743012	1.818580	1.841770	1.525106	1.882550	1.525106	1.899546	1.305503	1.777165	0.109018	0.097468	1.358206	0.121009	1.735187
EscCo.1_01146_1-139_NEs	1.529158	1.318870	1.525106	0.000000	1.333253	1.357535	1.439834	1.472965	0.000000	1.321396	0.000000	1.353892	0.068755	1.285731	1.579762	1.523677	0.068293	1.525089	1.328447
EscCo.1_01147_1-133_NEs	2.186651	0.181541	1.954869	1.333253	0.000000	0.118400	0.214646	0.181893	1.333253	0.005025	1.333253	0.015183	1.402077	0.137435	1.759769	1.753105	1.424394	2.087792	0.088863
EscCo.3_4468_1-127_NEs	1.896117	0.119484	1.743012	1.357535	0.118400	0.000000	0.117382	0.110201	1.357535	0.111849	1.357535	0.117736	1.475106	0.063465	1.624019	1.535973	1.486735	1.779365	0.075180
EscCo.4_04875_1-136_BeL	1.942135	0.189183	1.818580	1.439834	0.214646	0.117382	0.000000	0.200311	1.439834	0.210464	1.439834	0.210042	1.465712	0.155190	1.688379	1.623697	1.491851	1.888661	0.187478
EscCo.1_03351_1-127_NEs	1.878161	0.089134	1.841770	1.472965	0.181893	0.110201	0.200311	0.000000	1.472965	0.177841	1.472965	0.177482	1.590624	0.149427	1.655511	1.563572	1.604734	1.770868	0.150434
EscCo.4_04139_1-139_NEs	1.529158	1.318870	1.525106	0.000000	1.333253	1.357535	1.439834	1.472965	0.000000	1.321396	0.000000	1.353892	0.068755	1.285731	1.579762	1.523677	0.068293	1.525089	1.328447
EscCo.4_04138_1-133_BeL	2.093949	0.174203	1.882550	1.321396	0.005025	0.111849	0.210464	0.177841	1.321396	0.000000	1.321396	0.010062	1.389764	0.130665	1.699429	1.691529	1.411853	1.998236	0.082946
EscCo.3_3199_1-139_NEs	1.529158	1.318870	1.525106	0.000000	1.333253	1.357535	1.439834	1.472965	0.000000	1.321396	0.000000	1.353892	0.068755	1.285731	1.579762	1.523677	0.068293	1.525089	1.328447
EscCo.4_01744_1-133_NEs	2.112360	0.181200	1.899546	1.353892	0.015183	0.117736	0.210042	0.177482	1.353892	0.010062	1.353892	0.000000	1.424013	0.136650	1.732713	1.708209	1.446912	2.017341	0.088402
EscCo.3_2109_1-134_NEs	1.294849	1.350025	1.305503	0.068755	1.402077	1.475106	1.465712	1.590624	0.068755	1.389764	0.068755	1.424013	0.000000	1.331151	1.374521	1.317648	0.041291	1.294901	1.372792
EscCo.4_04960_1-128_NEs	1.943199	0.169040	1.777165	1.285731	0.137435	0.063465	0.155190	0.149427	1.285731	0.130665	1.285731	0.136650	1.331151	0.000000	1.636493	1.544468	1.379206	1.838022	0.125368
EscCo.4_04902_26-162_NEs	0.081229	1.676888	0.109018	1.579762	1.759769	1.624019	1.688379	1.655511	1.579762	1.699429	1.579762	1.732713	1.374521	1.636493	0.000000	0.063792	1.458610	0.117152	1.578831
EscCo.1_03350_1-137_NEs	0.083411	1.615098	0.097468	1.523677	1.753105	1.535973	1.623697	1.563572	1.523677	1.691529	1.523677	1.708209	1.317648	1.544468	0.063792	0.000000	1.383536	0.061259	1.553807
EscCo.4_01745_1-135_NEs	1.399277	1.430660	1.358206	0.068293	1.424394	1.486735	1.491851	1.604734	0.068293	1.411853	0.068293	1.446912	0.041291	1.379206	1.458610	1.383536	0.000000	1.312598	1.362164
CitRo.1_49851_1-137_NEs	0.111666	1.810017	0.121009	1.525089	2.087792	1.779365	1.888661	1.770868	1.525089	1.998236	1.525089	2.017341	1.294901	1.838022	0.117152	0.061259	1.312598	0.000000	1.800763
EscCo.3_3200_1-134_NEs	1.918368	0.154687	1.735187	1.328447	0.088863	0.075180	0.187478	0.150434	1.328447	0.082946	1.328447	0.088402	1.372792	0.125368	1.578831	1.553807	1.362164	1.800763	0.000000
