KlePn.2_04711_5-552_NEs	0.000000	0.130210	1.204199	0.001835	1.312567	1.314666	1.269336	1.260200	0.129476	1.142125	1.168748	1.429928	1.422187	0.135906	1.352726	1.336643	1.346719	1.422187	1.300012	1.342832	0.140054	0.121425	1.733693	0.125628	1.264457	1.314449	0.138625	1.156625	1.163026	1.340081	1.423165	1.756216	1.168748	1.352726	1.339967	1.309430	0.139344	1.340693	0.125781	1.423165	1.165868	1.243882	1.203526	1.341944	1.142125	1.164150	1.318368	1.340081	1.159876	1.205300	0.130210	1.594593	0.138631	1.144690	1.158824	1.314666	1.142125	1.352726
SalEn.2_MW45241_5-553_NEs	0.130210	0.000000	1.210407	0.131441	1.340700	1.347290	1.286274	1.264439	0.000610	1.257316	1.192467	1.433976	1.426101	0.118795	1.347430	1.346426	1.357897	1.426101	1.290621	1.327613	0.119962	0.012296	1.660032	0.126365	1.268721	1.322318	0.121625	1.266145	1.219283	1.321941	1.422412	1.689434	1.192467	1.347430	1.361455	1.290239	0.122058	1.329220	0.004896	1.427083	1.222287	1.243549	1.247481	1.301842	1.257316	1.189875	1.354801	1.321941	1.180178	1.224937	0.000000	1.605595	0.116291	1.249498	1.182070	1.347290	1.257316	1.347430
CitRo.1_44661_1-627_NEs	1.204199	1.210407	0.000000	1.198174	1.195317	1.182448	1.231758	1.160776	1.209304	0.166871	0.163996	1.214315	1.214172	1.207590	1.409902	1.184209	1.389880	1.214172	1.317547	1.358397	1.225803	1.196962	1.529409	1.187175	1.169812	1.164378	1.218171	0.164108	0.181869	1.352822	1.207927	1.543694	0.163996	1.409902	1.391893	1.299871	1.215476	1.382278	1.203105	1.220784	0.185296	1.279384	1.151222	1.354050	0.166871	0.160625	1.182449	1.352822	0.173024	1.158729	1.209304	1.577413	1.202526	0.164050	0.164017	1.182448	0.166871	1.409902
KlePn.1_02324_5-554_NEs	0.001835	0.131441	1.198174	0.000000	1.320078	1.322237	1.276468	1.263198	0.130268	1.134538	1.163824	1.438655	1.430824	0.137596	1.355443	1.344368	1.349468	1.430824	1.296768	1.348315	0.141581	0.122206	1.723306	0.126414	1.267477	1.314304	0.140148	1.148891	1.157436	1.345548	1.431786	1.745432	1.163824	1.355443	1.342729	1.306124	0.141027	1.346167	0.126568	1.431786	1.160259	1.241468	1.203859	1.347451	1.134538	1.159263	1.325968	1.345548	1.159248	1.205627	0.131003	1.599980	0.140316	1.137076	1.153981	1.322237	1.134538	1.355443
EscCo.2_49700_1-531_NEs	1.312567	1.340700	1.195317	1.320078	0.000000	0.010073	0.143093	0.148785	1.340700	1.244150	1.284151	0.147284	0.147149	1.400470	1.085974	0.024736	1.081988	0.146408	1.052265	1.047157	1.376132	1.343879	1.708687	1.403745	0.147579	0.127651	1.360745	1.246135	1.321115	1.060613	0.150737	1.704785	1.284151	1.085974	1.094911	1.054380	1.356378	1.060177	1.344706	0.146075	1.331167	1.017635	1.580504	1.047729	1.244150	1.282782	0.016410	1.060613	1.209781	1.564879	1.340700	1.604960	1.362403	1.241526	1.280715	0.010073	1.244150	1.085974
EscCo.3_0887_1-530_NEs	1.314666	1.347290	1.182448	1.322237	0.010073	0.000000	0.139464	0.144144	1.347290	1.233220	1.270213	0.148188	0.148052	1.407852	1.081806	0.019635	1.077810	0.147310	1.044225	1.035374	1.383122	1.350468	1.700888	1.414169	0.143285	0.124622	1.367625	1.231859	1.311706	1.048755	0.150325	1.696977	1.270213	1.081806	1.090751	1.046338	1.363217	1.050515	1.351305	0.147310	1.321600	1.012713	1.580935	1.033446	1.233220	1.268694	0.015156	1.048755	1.207011	1.565195	1.347290	1.613262	1.369278	1.224835	1.266824	0.000000	1.233220	1.081806
EntCo.1_18960_1-523_NEs	1.269336	1.286274	1.231758	1.276468	0.143093	0.139464	0.000000	0.105734	1.286274	1.222555	1.283500	0.158472	0.158344	1.390513	1.041766	0.148325	1.035464	0.157579	0.983145	1.009184	1.355979	1.285471	1.764871	1.297423	0.105532	0.131640	1.359469	1.243314	1.293972	1.018053	0.161102	1.739486	1.283500	1.041766	1.043266	0.979999	1.355140	1.018012	1.286245	0.159717	1.300420	0.956139	1.568048	1.004710	1.222555	1.307281	0.147748	1.018053	1.210201	1.555402	1.286274	1.611334	1.345861	1.230218	1.280621	0.139464	1.222555	1.041766
KlePn.2_14161_1-530_NEs	1.260200	1.264439	1.160776	1.263198	0.148785	0.144144	0.105734	0.000000	1.264439	1.165104	1.228342	0.161749	0.163293	1.367762	1.052158	0.154080	1.040566	0.162533	1.004104	1.005012	1.345124	1.267811	1.724426	1.333427	0.003792	0.127001	1.322061	1.163297	1.239631	1.018054	0.165472	1.688561	1.228342	1.052158	1.050706	1.000822	1.317784	1.018044	1.268581	0.162533	1.249076	0.957202	1.545781	1.004937	1.165104	1.252515	0.150352	1.018054	1.163983	1.538118	1.264439	1.680159	1.334994	1.148296	1.225632	0.144144	1.165104	1.052158
SalEn.3_4508_5-552_NEs	0.129476	0.000610	1.209304	0.130268	1.340700	1.347290	1.286274	1.264439	0.000000	1.256300	1.191357	1.433976	1.426101	0.118339	1.340074	1.346426	1.350482	1.426101	1.286179	1.327031	0.119242	0.011676	1.660032	0.125636	1.268721	1.322318	0.120902	1.265150	1.218200	1.321347	1.422412	1.689434	1.191357	1.340074	1.354054	1.285784	0.121608	1.328644	0.004282	1.427083	1.221210	1.239065	1.234172	1.301198	1.256300	1.188762	1.354801	1.321347	1.179021	1.211906	0.000610	1.605595	0.115832	1.248467	1.180945	1.347290	1.256300	1.340074
SalEn.4_34511_1-628_BeL	1.142125	1.257316	0.166871	1.134538	1.244150	1.233220	1.222555	1.165104	1.256300	0.000000	0.175910	1.247462	1.247296	1.188642	1.467643	1.225351	1.459836	1.247296	1.328868	1.416622	1.214082	1.229711	1.700688	1.165902	1.165509	1.204212	1.200764	0.018305	0.194004	1.417088	1.250541	1.693545	0.175910	1.467643	1.462090	1.322577	1.203398	1.428071	1.249758	1.253941	0.196777	1.306000	1.179211	1.400852	0.000000	0.173923	1.227787	1.417088	0.199914	1.186760	1.256300	1.643586	1.202765	0.009098	0.177264	1.233220	0.000000	1.467643
EscCo.53352_1-627	1.168748	1.192467	0.163996	1.163824	1.284151	1.270213	1.283500	1.228342	1.191357	0.175910	0.000000	1.278888	1.278711	1.174457	1.433525	1.271902	1.435455	1.278711	1.341504	1.398414	1.168273	1.176034	1.779280	1.140634	1.234185	1.259837	1.158561	0.176479	0.195381	1.398163	1.263319	1.789582	0.000000	1.433525	1.446864	1.337919	1.156455	1.399328	1.182533	1.285379	0.197463	1.308419	1.276846	1.388524	0.175910	0.018828	1.273617	1.398163	0.207821	1.285924	1.191357	1.641795	1.149870	0.177891	0.002661	1.270213	0.175910	1.433525
SalEn.10783_1-530_NEs	1.429928	1.433976	1.214315	1.438655	0.147284	0.148188	0.158472	0.161749	1.433976	1.247462	1.278888	0.000000	0.005022	1.483042	1.076597	0.151054	1.075260	0.004393	1.043898	1.083279	1.495876	1.428627	1.671302	1.521842	0.160837	0.138961	1.497629	1.275939	1.331540	1.087383	0.009432	1.672523	1.278888	1.076597	1.080761	1.033104	1.492710	1.098604	1.438018	0.004393	1.348654	1.027302	1.697489	1.086197	1.247462	1.284435	0.153516	1.087383	1.214492	1.685090	1.433976	1.571463	1.476948	1.252588	1.286693	0.148188	1.247462	1.076597
SalEn.3_0813_1-530_NEs	1.422187	1.426101	1.214172	1.430824	0.147149	0.148052	0.158344	0.163293	1.426101	1.247296	1.278711	0.005022	0.000000	1.487255	1.068861	0.150915	1.069724	0.000626	1.036791	1.080835	1.500072	1.420825	1.691010	1.513315	0.162379	0.139698	1.505739	1.275761	1.319835	1.084934	0.009432	1.692266	1.278711	1.068861	1.072978	1.026072	1.500789	1.091382	1.430152	0.000626	1.336740	1.027100	1.679038	1.083742	1.247296	1.284255	0.153374	1.084934	1.207127	1.666612	1.426101	1.588607	1.481053	1.252420	1.286513	0.148052	1.247296	1.068861
