SalEn.3_4023_2-484_NEs	0.000000	0.410877	1.229220	1.319865	2.043741	2.047886	1.207347	1.234311	2.150743	0.410323	1.403524	0.005514	1.187644	1.201442	1.810174	1.189677	1.246785	2.272700	1.757649	2.123866	1.755389	1.217534	1.210325	2.007334	2.215960	0.650682	2.001897	1.214276	0.415314	2.013531	1.236053	1.203452	1.867031	1.226196	1.252927	1.181307	1.319718	1.183829	1.174321	1.407312	1.311177	1.761813	0.000000	1.274085	1.901198	0.675165	2.013531	1.323168	1.244434	1.224806	1.279207	2.061575	1.638270	1.257297	1.223025	1.783188	1.299836	1.382910	0.006207	1.306303	1.322404	1.229220	2.150743	1.316981	1.802401	1.231294	1.744932	1.315874	1.979102	1.222740	2.013531	1.208762	2.285284	2.070717	1.317245	1.299291	1.238763	1.618847	1.273522	1.222636	1.707501	1.810174	1.191610	1.208225	2.101435	1.233331	1.231582	1.274085	1.744932	1.365640	1.308458	1.305513	1.226487	1.229220	1.215167	1.807537	2.309646	1.154625	1.161737	1.979102	2.057278	1.175962	1.315874	1.280177	0.623390	2.220745	1.215311	2.061575	1.786097	1.317258	0.410690	1.220610	1.706723	1.304313	1.800795	1.842260	1.286551	1.248689	1.246711	1.281363	2.025339	1.165314	1.726683	2.272700	1.321005	1.312590	1.756505	1.392681	1.336025	2.190501	1.632498	1.192125	1.993008	1.996546	1.744932	2.272700	1.726683	1.634564	1.234311	2.161824	1.627373	2.171907	1.400989	1.241574	1.726683	0.000000	1.191350	1.804439	1.223647	1.305398	1.767100	1.822115	1.368666
EscCo.1_01677_1-488_NEs	0.410877	0.000000	1.162050	1.332552	1.871892	1.867154	1.206544	1.087206	2.095570	0.017940	1.327901	0.409471	1.191939	1.059708	1.981881	1.279553	1.125606	2.165815	1.769961	2.114953	1.750709	1.206565	1.175962	1.966481	2.160392	0.586782	1.900316	1.120862	0.015846	1.971962	1.096759	1.172004	1.746281	1.277550	1.229118	1.084830	1.461507	1.176557	1.215916	1.325770	1.210368	1.744214	0.410877	1.311365	1.891143	0.598909	1.971962	1.332552	1.186567	1.314417	1.308719	1.858060	1.693573	1.197225	1.203783	1.959505	1.271774	1.454456	0.409485	1.263418	1.322829	1.162050	2.095570	1.204161	1.796557	1.229236	1.744566	1.276565	1.902613	1.214780	1.971962	1.216431	2.180739	1.847775	1.452550	1.273883	1.167284	1.664120	1.280514	1.206005	1.729687	1.981881	1.191644	1.201266	2.107911	1.202906	1.173220	1.311365	1.744566	1.426206	1.351464	1.265754	1.241299	1.162050	1.220172	1.814056	2.169002	1.079194	1.077563	1.902613	1.831617	1.170212	1.276565	1.309735	0.574490	2.105190	1.186652	1.858060	1.720899	1.181446	0.010973	1.069211	1.732666	1.305294	1.718712	1.961400	1.214150	1.127353	1.141515	1.207089	1.976973	1.025408	1.749261	2.165815	1.316682	1.181985	1.915107	1.210279	1.314664	2.065518	1.669415	1.275909	1.937414	1.922866	1.744566	2.165815	1.749261	1.689836	1.087206	2.070308	1.681421	2.088331	1.322700	1.100337	1.749261	0.410877	1.112577	1.798457	1.218898	1.164471	1.738704	1.939654	1.325766
SalEn.4_38661_2-479_BeL	1.229220	1.162050	0.000000	0.892655	1.875787	1.880295	0.776447	0.179908	1.955428	1.170587	0.913078	1.234164	0.997424	0.165780	1.702776	0.868540	0.187483	2.070966	1.761153	1.943764	1.781432	0.917325	0.953080	2.007352	1.919021	1.029927	1.951459	0.149690	1.161016	2.033915	0.181568	0.955519	1.924973	0.906096	0.854485	0.883779	1.164450	0.841796	1.069283	0.916319	0.886772	1.639142	1.229220	0.860597	1.791314	1.046481	2.033915	0.892655	0.900712	1.163721	0.857521	1.796672	1.684686	0.883241	0.860674	1.722003	0.856284	1.103661	1.234707	0.839727	0.904485	0.000000	1.955428	0.887855	1.714572	0.976384	1.792209	0.850087	1.969584	0.920742	2.033915	0.997977	2.088767	1.794233	1.178039	0.858104	0.012631	1.694903	1.021124	0.855570	1.735573	1.702776	1.002603	0.775305	1.956083	1.034756	0.008395	0.860597	1.792209	1.103533	0.836907	0.838541	0.982676	0.000000	0.989972	1.825357	2.067042	0.896391	0.903938	1.969584	1.790380	0.981782	0.852151	0.857950	1.155190	1.982365	0.949154	1.796672	1.758587	1.063538	1.166904	0.185893	1.742379	0.865293	1.733551	1.728605	1.058602	0.187562	1.147281	1.066835	2.008954	0.897392	1.755319	2.070966	0.890844	1.073430	1.708350	1.080257	0.860644	1.816583	1.662155	0.861450	1.963308	1.975335	1.792209	2.070966	1.755319	1.681018	0.180776	1.811858	1.665064	1.965078	0.910161	0.183541	1.755319	1.229220	0.797271	1.749490	0.999085	1.068544	1.648121	1.653553	0.919274
EscCo.51900_1-482	1.319865	1.332552	0.892655	0.000000	2.177587	2.162747	0.861755	0.892582	2.092887	1.354182	1.063216	1.322517	1.087351	0.913541	1.983415	1.051619	0.927160	2.245676	2.020973	2.084744	2.032218	1.004261	1.055811	1.988738	2.253045	1.196501	2.034005	0.877950	1.359033	2.000184	0.893748	1.061396	2.002967	1.027517	1.200656	0.919390	1.236280	0.225563	1.093707	1.054563	1.160525	1.800505	1.319865	1.025584	2.405613	1.167367	2.000184	0.000689	1.231501	1.170123	1.021685	2.309480	1.942474	1.126200	0.271780	2.004552	1.058257	1.171113	1.313191	1.061116	0.023138	0.892655	2.092887	1.153316	2.078727	1.113053	2.029337	1.070322	2.004486	1.000800	2.000184	1.104642	2.238649	2.325586	1.244876	1.077400	0.883796	1.940760	1.056696	0.269695	2.018866	1.983415	1.079563	0.864800	2.119603	1.116586	0.886271	1.025584	2.029337	1.152809	1.092247	1.062278	1.107830	0.892655	1.101557	1.993652	2.266495	0.866830	0.867919	2.004486	2.313332	1.084433	1.072886	1.012769	1.204560	2.108577	1.070952	2.309480	1.930606	1.215346	1.335858	0.903901	2.047044	1.019331	1.908337	1.993310	1.269286	0.925920	1.197352	1.282910	2.008930	0.938544	2.040066	2.245676	0.013208	1.202456	1.951048	1.260030	1.046673	2.097284	1.897133	1.050873	2.033603	2.018976	2.029337	2.245676	2.040066	1.938455	0.892582	2.095467	1.935955	2.065841	1.062205	0.896235	2.040066	1.319865	0.924494	2.098729	1.093055	1.222156	1.814387	2.050726	1.075779
KlePn.1_02324_10-526_NEs	2.043741	1.871892	1.875787	2.177587	0.000000	0.001947	2.040709	1.854924	2.222041	1.854322	2.025062	2.036081	1.953820	1.888023	2.126289	1.774644	1.881042	2.343175	2.051291	2.246413	2.103334	1.956235	2.303773	1.056078	1.969051	1.728234	1.073688	1.864874	1.892016	1.060224	1.857539	2.293089	0.984533	2.066410	2.041509	1.821757	1.858412	2.075649	2.231666	2.058283	2.147322	2.000741	2.043741	2.233344	0.130894	1.755643	1.060224	2.177587	2.220698	1.881752	2.247336	0.144849	2.182449	2.116021	2.127529	2.103288	2.314277	2.120977	2.040948	2.158650	2.161921	1.875787	2.222041	2.120369	2.148293	2.127034	2.082697	2.375288	1.068966	1.963664	1.060224	2.117651	2.330205	0.145646	1.861070	2.373718	1.885109	2.151926	2.413230	2.137988	2.123450	2.120925	1.934979	2.053685	2.226959	2.010100	1.876300	2.233344	2.082697	2.103149	1.837929	2.172359	2.164879	1.875787	2.117571	2.101216	2.333868	1.639232	1.629361	1.068966	0.147175	2.227143	2.370919	2.216451	1.844828	2.187085	2.269723	0.144076	2.068791	2.282006	1.865305	1.882984	2.104521	2.184084	2.032705	2.247596	2.108266	1.897318	2.059254	2.098908	1.061798	1.716822	2.091438	2.343175	2.191621	2.293123	2.084390	2.406335	2.296395	1.778967	2.159031	1.788729	1.065571	1.067043	2.082697	2.343175	2.091438	2.178106	1.849807	1.778308	2.178332	2.239271	2.023862	1.872303	2.091438	2.043741	2.241804	2.108746	2.122741	2.272865	2.000741	2.226334	2.033520
KlePn.2_04711_10-526_NEs	2.047886	1.867154	1.880295	2.162747	0.001947	0.000000	2.036549	1.859285	2.216839	1.849561	2.007462	2.040210	1.945398	1.882696	2.145331	1.768057	1.885648	2.337976	2.055636	2.241231	2.108165	1.968048	2.308958	1.054521	1.973455	1.732371	1.074392	1.859462	1.887271	1.058657	1.861928	2.298150	0.980719	2.062000	2.054030	1.819482	1.855973	2.061862	2.219927	2.040248	2.160707	2.012748	2.047886	2.212793	0.130059	1.759758	1.058657	2.162747	2.230321	1.887593	2.226619	0.143222	2.172913	2.097246	2.112668	2.122165	2.298186	2.115783	2.045068	2.153435	2.147245	1.880295	2.216839	2.133469	2.138006	2.122239	2.087325	2.358514	1.069674	1.975587	1.058657	2.112874	2.325019	0.144018	1.858598	2.357120	1.889609	2.142766	2.432872	2.122963	2.119316	2.139970	1.926772	2.049400	2.221770	2.000676	1.880811	2.212793	2.087325	2.098183	1.826462	2.167002	2.159695	1.880295	2.112754	2.110750	2.328640	1.633535	1.623770	1.069674	0.145544	2.231674	2.354143	2.195863	1.849080	2.191843	2.274523	0.142452	2.077915	2.266061	1.860546	1.887402	2.123246	2.168950	2.041489	2.262300	2.112871	1.901938	2.045129	2.103537	1.060224	1.715293	2.110173	2.337976	2.176635	2.276838	2.103082	2.387148	2.273275	1.783278	2.149587	1.782034	1.066284	1.067756	2.087325	2.337976	2.110173	2.168588	1.854173	1.782620	2.168813	2.234022	2.006127	1.876678	2.110173	2.047886	2.230656	2.098849	2.117971	2.256767	2.012748	2.237418	2.015903
KlePn.1_02933_2-481_NEs	1.207347	1.206544	0.776447	0.861755	2.040709	2.036549	0.000000	0.781980	2.079718	1.194819	0.823394	1.202643	0.930698	0.744483	1.824542	0.788718	0.727252	2.018558	1.601450	2.084198	1.613094	0.927585	0.963019	1.832712	2.066769	1.085946	1.959500	0.736237	1.196762	1.829087	0.781123	0.960895	1.939646	0.917765	0.937943	0.797460	1.238231	0.818293	0.971692	0.817057	0.958784	1.533962	1.207347	0.801975	1.989477	1.081080	1.829087	0.859859	1.057282	1.263148	0.804620	2.030836	1.725780	0.917625	0.751934	1.829147	0.782137	0.991017	1.200042	0.759172	0.865187	0.776447	2.079718	0.956420	1.718785	0.990609	1.604571	0.791402	1.934268	0.926607	1.829087	0.985887	2.009690	2.023657	1.245445	0.780569	0.780226	1.721408	1.009102	0.744269	1.943712	1.824542	0.937619	0.002790	2.097697	0.967996	0.768925	0.801975	1.604571	0.997521	0.796302	0.759916	0.989640	0.776447	0.989591	1.832264	2.025789	0.796138	0.798890	1.934268	2.023713	0.936493	0.789624	0.793982	1.082006	2.077547	0.957891	2.030836	1.657343	1.073757	1.218435	0.779166	1.967160	0.783151	1.627783	1.723140	1.103126	0.727820	1.038247	1.095283	1.825160	0.890948	1.975884	2.018558	0.852960	1.075170	1.798578	1.082792	0.779370	1.928471	1.709422	0.787799	1.977528	1.898733	1.604571	2.018558	1.975884	1.721935	0.781980	1.910971	1.725848	2.088835	0.822300	0.779442	1.975884	1.207347	0.822657	1.759206	0.984568	1.088857	1.522066	1.723063	0.811528
EscCo.53749_1-479	1.234311	1.087206	0.179908	0.892582	1.854924	1.859285	0.781980	0.000000	1.902395	1.082514	0.906704	1.241995	1.041576	0.164179	1.790047	0.840387	0.208305	2.036401	1.701800	1.903208	1.730164	0.923117	0.942536	1.909798	1.794906	1.078255	1.946915	0.180410	1.092164	1.920274	0.006254	0.944910	1.909018	0.932059	0.879413	0.948987	1.231768	0.859246	1.093740	0.903411	0.897700	1.672171	1.234311	0.829508	1.788839	1.109149	1.920274	0.892582	0.943741	1.146374	0.826569	1.815283	1.634035	0.904160	0.856083	1.815384	0.872649	1.144100	1.242539	0.853086	0.906492	0.179908	1.902395	0.898797	1.815171	1.025117	1.732742	0.873555	1.959461	0.926473	1.920274	1.037954	2.043320	1.836006	1.243316	0.875845	0.184278	1.663062	1.029219	0.853210	1.751882	1.790047	1.044377	0.780852	1.942612	1.091876	0.179726	0.829508	1.732742	1.137521	0.800797	0.847912	1.056431	0.179908	1.034472	1.944185	2.019096	0.933204	0.932150	1.959461	1.827577	1.021481	0.875662	0.830781	1.142162	2.006553	0.941950	1.815283	1.823660	1.086689	1.103141	0.021062	1.750493	0.837125	1.805908	1.763977	1.126682	0.207495	1.212346	1.135642	1.921053	0.907042	1.771583	2.036401	0.893711	1.101768	1.784351	1.093402	0.868354	1.818859	1.656408	0.833552	2.002117	1.950371	1.732742	2.036401	1.771583	1.630498	0.000692	1.818928	1.643227	1.924120	0.901579	0.007656	1.771583	1.234311	0.810477	1.848506	1.040956	1.106516	1.663708	1.753200	0.910522
EscCo.3_0764_1-490_NEs	2.150743	2.095570	1.955428	2.092887	2.222041	2.216839	2.079718	1.902395	0.000000	2.072641	2.189764	2.166016	1.974970	1.811832	2.359215	2.065632	1.948707	0.278835	2.219859	0.005444	2.265339	2.070052	2.108709	2.184950	0.313609	1.920904	2.045266	1.861272	2.064703	2.170406	1.900091	2.108982	2.222934	1.994143	2.200217	2.226204	1.907415	1.999589	2.012703	2.204468	2.290598	2.198259	2.150743	2.341363	2.114998	1.925013	2.170406	2.092887	2.350695	1.845489	2.327233	2.107128	2.218322	1.918892	2.109684	2.363175	2.250360	2.152219	2.157991	2.250849	2.051130	1.955428	0.000000	2.299036	2.277501	1.859622	2.233926	2.279726	2.023133	2.058671	2.170406	1.846709	0.283419	2.102821	1.902740	2.250965	1.991572	2.225862	2.238002	2.122298	2.172609	2.359215	1.978782	2.078864	0.019924	2.044015	1.967023	2.341363	2.233926	2.176251	2.352316	2.250468	1.900984	1.955428	1.852020	2.518045	0.278543	2.323203	2.332577	2.023133	2.113718	2.055297	2.275874	2.350694	1.918263	0.297963	2.102062	2.107128	2.349152	1.978826	2.089452	1.931494	2.185066	2.255837	2.346832	2.267479	2.243420	1.959581	2.021963	2.248173	2.179627	2.120062	2.173896	0.278835	2.087943	1.988394	2.373779	2.137660	2.305324	0.314782	2.200697	2.079043	2.064569	2.045008	2.233926	0.278835	2.173896	2.218322	1.906081	0.314393	2.228009	0.023450	2.203209	1.906026	2.173896	2.150743	1.809558	2.291500	1.866097	1.990335	2.203141	2.360316	2.244580
EscCo.2_5080_1-488_NEs	0.410323	0.017940	1.170587	1.354182	1.854322	1.849561	1.194819	1.082514	2.072641	0.000000	1.342197	0.407779	1.184379	1.065210	1.954030	1.271580	1.137752	2.202636	1.788822	2.092119	1.769391	1.204487	1.166984	1.952858	2.160772	0.596780	1.930418	1.116590	0.020775	1.958275	1.092014	1.163106	1.762541	1.280798	1.219226	1.096053	1.454638	1.182527	1.199611	1.340002	1.210389	1.778015	0.410323	1.339139	1.895137	0.605991	1.958275	1.354182	1.205971	1.322316	1.336381	1.857885	1.720578	1.221262	1.212429	1.932319	1.279915	1.472655	0.408934	1.268484	1.334446	1.170587	2.072641	1.204165	1.812340	1.245760	1.763122	1.278822	1.932549	1.212671	1.958275	1.213119	2.217882	1.842809	1.445711	1.276132	1.175827	1.690238	1.269333	1.214694	1.749375	1.954030	1.184088	1.189631	2.089453	1.191418	1.181773	1.339139	1.763122	1.443828	1.370202	1.270842	1.237899	1.170587	1.216871	1.828688	2.202247	1.085723	1.084077	1.932549	1.826463	1.177213	1.278822	1.337424	0.579888	2.097671	1.172240	1.857885	1.721455	1.190015	0.019336	1.064629	1.752401	1.321979	1.719260	1.994861	1.225729	1.139535	1.166950	1.218538	1.963314	1.033672	1.769524	2.202636	1.334891	1.196027	1.880095	1.226881	1.328862	2.055075	1.695755	1.261810	1.968017	1.938220	1.763122	2.202636	1.769524	1.716778	1.082514	2.045271	1.716286	2.069845	1.330441	1.095556	1.769524	0.410323	1.126020	1.814345	1.209990	1.172837	1.772223	1.949534	1.339996
