EscCo.1_00012_1-135_NEs	0.000000	0.386935	0.311876	0.319175	0.304137	0.319175	0.022749	0.022795	0.038200	0.387047	0.316181
KlePn.2_04951_1-134_NEs	0.386935	0.000000	0.405505	0.388352	0.396514	0.388352	0.393542	0.398793	0.391142	0.007515	0.388352
SalEn.10010_1-134_NEs	0.311876	0.405505	0.000000	0.012513	0.009991	0.012513	0.314677	0.310559	0.323836	0.405299	0.012513
SalEn.3_0011_1-134_NEs	0.319175	0.388352	0.012513	0.000000	0.012504	0.000000	0.321974	0.317819	0.331230	0.388158	0.000000
SalEn.50011_1-134_NEs	0.304137	0.396514	0.009991	0.012504	0.000000	0.012504	0.306935	0.302862	0.315976	0.396315	0.012504
SalEn.4_00101_1-134_NEs	0.319175	0.388352	0.012513	0.000000	0.012504	0.000000	0.321974	0.317819	0.331230	0.388158	0.000000
EscCo.3_0012_1-134_NEs	0.022749	0.393542	0.314677	0.321974	0.306935	0.321974	0.000000	0.010012	0.035928	0.397592	0.321974
EscCo.50013_1-134	0.022795	0.398793	0.310559	0.317819	0.302862	0.317819	0.010012	0.000000	0.036002	0.402872	0.317819
EscCo.4_03980_1-135_NEs	0.038200	0.391142	0.323836	0.331230	0.315976	0.331230	0.035928	0.036002	0.000000	0.391219	0.328098
KlePn.1_02348_1-135_NEs	0.387047	0.007515	0.405299	0.388158	0.396315	0.388158	0.397592	0.402872	0.391219	0.000000	0.384209
SalEn.2_MW00101_1-135_NEs	0.316181	0.388352	0.012513	0.000000	0.012504	0.000000	0.321974	0.317819	0.328098	0.384209	0.000000
