SalEn.3_3096_23-538_NEs	0.000000	1.936760	1.456701	1.472863	0.000000	1.205175	1.199335	1.901951	1.246634	1.460818	1.199335	0.008437	1.953169	1.480762	0.351585	1.199335	1.468825	0.350382	1.202715	0.000000
EscCo.2_34130_63-523_NEs	1.936760	0.000000	1.370774	1.374154	1.936760	1.512533	1.517492	0.056501	1.606625	1.374337	1.517492	1.910598	0.024395	1.370571	1.741628	1.517492	1.370390	1.741712	1.512533	1.936760
EscCo.4_02340_55-557_NEs	1.456701	1.370774	0.000000	0.018171	1.456701	1.292800	1.296363	1.366168	1.198561	0.019492	1.296363	1.460776	1.379959	0.014759	1.676430	1.296363	0.017491	1.667368	1.292800	1.456701
EscCo.3_1568_55-556_NEs	1.472863	1.374154	0.018171	0.000000	1.472863	1.304161	1.307777	1.380790	1.219525	0.003999	1.307777	1.476914	1.379724	0.008690	1.666442	1.307777	0.000665	1.661850	1.304161	1.472863
SalEn.4_30821_23-538_NEs	0.000000	1.936760	1.456701	1.472863	0.000000	1.205175	1.199335	1.901951	1.246634	1.460818	1.199335	0.008437	1.953169	1.480762	0.351585	1.199335	1.468825	0.350382	1.202715	0.000000
SalEn.50037_28-491_NEs	1.205175	1.512533	1.292800	1.304161	1.205175	0.000000	0.002881	1.501705	0.269504	1.285730	0.002881	1.216074	1.517283	1.286514	1.210673	0.002881	1.300469	1.205799	0.001439	1.205175
SalEn.4_00361_28-491_NEs	1.199335	1.517492	1.296363	1.307777	1.199335	0.002881	0.000000	1.506649	0.270508	1.289286	0.000000	1.210127	1.522291	1.290102	1.208123	0.000000	1.304082	1.203261	0.002880	1.199335
EscCo.4_04721_83-542_NEs	1.901951	0.056501	1.366168	1.380790	1.901951	1.501705	1.506649	0.000000	1.569030	1.380976	1.506649	1.907434	0.062975	1.377206	1.685496	1.506649	1.377022	1.685582	1.501705	1.901951
EscCo.4_03974_28-492_BeL	1.246634	1.606625	1.198561	1.219525	1.246634	0.269504	0.270508	1.569030	0.000000	1.212958	0.270508	1.257922	1.659044	1.209710	1.348505	0.270508	1.215868	1.343754	0.270359	1.246634
EscCo.1_01662_55-557_Ess	1.460818	1.374337	0.019492	0.003999	1.460818	1.285730	1.289286	1.380976	1.212958	0.000000	1.289286	1.464863	1.379911	0.010034	1.677823	1.289286	0.003331	1.673179	1.285730	1.460818
SalEn.3_0036_28-491_NEs	1.199335	1.517492	1.296363	1.307777	1.199335	0.002881	0.000000	1.506649	0.270508	1.289286	0.000000	1.210127	1.522291	1.290102	1.208123	0.000000	1.304082	1.203261	0.002880	1.199335
SalEn.12965_23-538_NEs	0.008437	1.910598	1.460776	1.476914	0.008437	1.216074	1.210127	1.907434	1.257922	1.464863	1.210127	0.000000	1.947987	1.484869	0.356235	1.210127	1.472875	0.355022	1.213551	0.008437
EscCo.53801_83-541	1.953169	0.024395	1.379959	1.379724	1.953169	1.517283	1.522291	0.062975	1.659044	1.379911	1.522291	1.947987	0.000000	1.376104	1.753568	1.522291	1.375919	1.753651	1.517283	1.953169
EscCo.2_5000_34-535_NEs	1.480762	1.370571	0.014759	0.008690	1.480762	1.286514	1.290102	1.377206	1.209710	0.010034	1.290102	1.484869	1.376104	0.000000	1.672525	1.290102	0.008018	1.667904	1.286514	1.480762
KlePn.1_02954_23-544_NEs	0.351585	1.741628	1.676430	1.666442	0.351585	1.210673	1.208123	1.685496	1.348505	1.677823	1.208123	0.356235	1.753568	1.672525	0.000000	1.208123	1.661766	0.005140	1.204813	0.351585
SalEn.2_MW00361_28-491_NEs	1.199335	1.517492	1.296363	1.307777	1.199335	0.002881	0.000000	1.506649	0.270508	1.289286	0.000000	1.210127	1.522291	1.290102	1.208123	0.000000	1.304082	1.203261	0.002880	1.199335
EscCo.51498_55-556	1.468825	1.370390	0.017491	0.000665	1.468825	1.300469	1.304082	1.377022	1.215868	0.003331	1.304082	1.472875	1.375919	0.008018	1.661766	1.304082	0.000000	1.657173	1.300469	1.468825
KlePn.2_10931_23-543_NEs	0.350382	1.741712	1.667368	1.661850	0.350382	1.205799	1.203261	1.685582	1.343754	1.673179	1.203261	0.355022	1.753651	1.667904	0.005140	1.203261	1.657173	0.000000	1.199951	0.350382
SalEn.10035_28-491_NEs	1.202715	1.512533	1.292800	1.304161	1.202715	0.001439	0.002880	1.501705	0.270359	1.285730	0.002880	1.213551	1.517283	1.286514	1.204813	0.002880	1.300469	1.199951	0.000000	1.202715
SalEn.2_MW30821_23-538_NEs	0.000000	1.936760	1.456701	1.472863	0.000000	1.205175	1.199335	1.901951	1.246634	1.460818	1.199335	0.008437	1.953169	1.480762	0.351585	1.199335	1.468825	0.350382	1.202715	0.000000
