CitRo.1_47691_1-298_NEs	0.000000	2.121168	1.992841	1.618684	1.920237	1.284649	0.215733	1.205411	0.205632	1.805841	1.284649	1.568089	1.574223	2.317792	1.708195	1.260430	0.198384	0.205203	2.006159	1.716137	1.801669	1.613287	1.271317	0.218792	1.992984	0.201623	2.013976	2.137664	1.690456	1.261600	1.223108	1.301165	1.147550	1.132616	1.573048	1.716137	0.205203	2.007626	2.101837	1.720006	0.199598	1.289322	2.101837	1.624079	2.349331	1.213303	2.101837	1.613287	0.201623	0.207009	1.613287	2.007626	2.101837	1.694840	0.225381	1.785937	0.206664	1.875084	1.484793	1.140661	1.951245
SalEn.52346_1-307_NEs	2.121168	0.000000	0.306174	1.575652	1.283206	1.800967	2.274126	1.928140	2.131535	1.075830	1.800967	1.635075	1.629890	1.492172	1.574270	1.880702	2.235929	2.181633	0.304380	1.543283	1.113388	1.570492	1.793498	2.622744	2.111395	2.256293	0.302234	0.631555	1.778881	1.807423	1.970571	1.926485	1.915638	1.872797	1.725127	1.543283	2.181633	0.302339	0.008691	1.543112	2.186251	1.800967	0.005423	1.579333	2.325977	1.914259	0.005423	1.564407	2.256293	2.188350	1.564407	0.302339	0.005423	1.782238	2.272914	1.116090	2.182304	1.109991	1.659597	1.893813	2.107471
EscCo.1_00530_1-308_NEs	1.992841	0.306174	0.000000	1.444884	1.202446	1.504066	1.994672	1.653147	2.066828	1.092781	1.504066	1.492629	1.487949	1.477320	1.423893	1.664749	2.000784	2.121183	0.030802	1.405805	1.113873	1.440203	1.499334	2.166786	1.947786	2.019372	0.015229	0.663429	1.761746	1.504663	1.677075	1.551830	1.771002	1.692292	1.512456	1.405805	2.121183	0.013068	0.309045	1.405260	2.015317	1.504066	0.304268	1.443701	2.645162	1.689179	0.304268	1.434719	2.019372	2.113564	1.434719	0.014164	0.304268	1.755081	2.038906	1.116495	2.115755	1.125772	1.516640	1.732356	1.920447
SalEn.11618_1-309_NEs	1.618684	1.575652	1.444884	0.000000	1.347898	1.573960	1.886037	1.442945	1.786188	1.474734	1.573960	0.262938	0.259864	1.398842	0.238845	1.459345	1.770388	1.761556	1.447505	0.227580	1.454642	0.005436	1.590564	1.779199	2.179067	1.729555	1.427175	1.290710	1.709628	1.606772	1.460210	1.501210	1.579657	1.752608	0.252766	0.227580	1.761556	1.421729	1.565091	0.224896	1.765489	1.573960	1.559367	0.009803	2.317626	1.478470	1.559367	0.006526	1.729555	1.783300	0.006526	1.421729	1.559367	1.681306	1.896996	1.459644	1.768874	1.495902	0.272839	1.757399	2.119768
EntCo.1_29150_2-309_NEs	1.920237	1.283206	1.202446	1.347898	0.000000	1.439605	1.928096	1.450885	1.848932	0.271723	1.439605	1.390878	1.386009	1.472095	1.464968	1.415974	1.928733	1.868154	1.208305	1.481244	0.269169	1.334523	1.453537	2.152509	2.260540	1.933498	1.201096	1.123646	1.734169	1.462998	1.449421	1.591575	1.507162	1.633035	1.464784	1.481244	1.868154	1.201995	1.282160	1.482008	1.942514	1.444177	1.287893	1.343555	2.296981	1.448399	1.287893	1.334523	1.933498	1.868154	1.334523	1.201995	1.287893	1.756121	1.920834	0.269409	1.868576	0.273311	1.413018	1.613647	2.257572
SalEn.4_21001_1-304_NEs	1.284649	1.800967	1.504066	1.573960	1.439605	0.000000	1.483237	0.260477	1.309710	1.436282	0.000000	1.466619	1.466619	1.393140	1.559135	0.263190	1.383060	1.324106	1.536674	1.562039	1.510821	1.570284	0.007686	1.493037	1.621272	1.382909	1.540635	1.488227	0.592773	0.009900	0.260854	0.297550	0.327295	0.814330	1.509954	1.562039	1.324106	1.532143	1.781665	1.578238	1.363270	0.001093	1.776083	1.568382	1.692987	0.261375	1.776083	1.564385	1.382909	1.323606	1.564385	1.532143	1.776083	0.587158	1.453727	1.515813	1.324255	1.501629	1.520339	0.814260	1.635171
KlePn.1_01072_1-298_NEs	0.215733	2.274126	1.994672	1.886037	1.928096	1.483237	0.000000	1.275542	0.252550	1.718653	1.483237	1.759349	1.753054	2.138901	1.760880	1.363223	0.211878	0.254101	2.026986	1.748077	1.731880	1.893012	1.478264	0.237129	2.048043	0.221190	1.973147	2.133635	1.697754	1.478264	1.304528	1.349569	1.196641	1.132972	1.662949	1.748077	0.254101	1.990048	2.245371	1.763996	0.208996	1.488454	2.239488	1.886037	2.382339	1.326829	2.239488	1.893012	0.221190	0.256094	1.893012	1.990048	2.239488	1.690027	0.054791	1.717370	0.256148	1.773206	1.634327	1.149743	2.020146
EscCo.1_02247_1-309_NEs	1.205411	1.928140	1.653147	1.442945	1.450885	0.260477	1.275542	0.000000	1.201107	1.576403	0.260477	1.382698	1.382698	1.359525	1.582106	0.018483	1.206313	1.209035	1.685311	1.552405	1.621006	1.439523	0.260781	1.367633	1.785959	1.188327	1.703909	1.638995	0.620076	0.257458	0.009722	0.291956	0.331328	0.821528	1.520569	1.552405	1.209035	1.674696	1.937723	1.577854	1.206313	0.260477	1.937723	1.443229	2.162820	0.014092	1.937723	1.434157	1.188327	1.209035	1.434157	1.674696	1.937723	0.617072	1.244306	1.626818	1.214055	1.644928	1.496499	0.821469	1.802924
SalEn.13076_1-298_NEs	0.205632	2.131535	2.066828	1.786188	1.848932	1.309710	0.252550	1.201107	0.000000	1.767837	1.309710	1.651069	1.645373	2.130146	1.730763	1.256339	0.215045	0.006764	2.136009	1.753306	1.831947	1.787445	1.334126	0.250780	2.157310	0.216920	2.060764	2.114289	1.640475	1.334126	1.211224	1.228062	1.214606	1.116156	1.550748	1.753306	0.006764	2.076597	2.110693	1.763721	0.216998	1.314455	2.118698	1.804333	2.626278	1.210371	2.118698	1.787445	0.216920	0.009042	1.787445	2.076597	2.118698	1.633088	0.242347	1.815776	0.004505	1.848960	1.657619	1.119254	2.111801
EscCo.4_03645_2-311_NEs	1.805841	1.075830	1.092781	1.474734	0.271723	1.436282	1.718653	1.576403	1.767837	0.000000	1.436282	1.361392	1.356755	1.411506	1.371671	1.569587	1.661578	1.780714	1.122785	1.380663	0.047342	1.469790	1.432209	1.810416	2.046230	1.649944	1.113391	1.213796	1.787718	1.436309	1.577831	1.650677	1.499132	1.635895	1.425677	1.380663	1.780714	1.092101	1.070149	1.385607	1.633014	1.431295	1.074648	1.452717	2.185956	1.577938	1.074648	1.474333	1.649944	1.804547	1.474333	1.092101	1.074648	1.806216	1.730849	0.046177	1.781074	0.043793	1.444681	1.624194	2.042330
