KlePn.1_04342_1-231_Ess	0.000000	0.300063	0.302564	0.002925	0.260577	0.260577	0.275795	0.303603	0.256201	0.269635	0.265202	0.260577	0.297458
EscCo.41807_1-231_Ess	0.300063	0.000000	0.001430	0.302500	0.272980	0.272980	0.315560	0.032088	0.213491	0.264960	0.271355	0.272980	0.026227
EscCo.2_1839_1-231_Ess	0.302564	0.001430	0.000000	0.305013	0.275355	0.275355	0.318120	0.033602	0.215635	0.267309	0.273728	0.275355	0.027729
KlePn.2_29071_1-231_Ess	0.002925	0.302500	0.305013	0.000000	0.262892	0.262892	0.278181	0.306047	0.258500	0.271986	0.267536	0.262892	0.299884
SalEn.3_1749_1-231_Ess	0.260577	0.272980	0.275355	0.262892	0.000000	0.000000	0.290444	0.259141	0.226897	0.014623	0.010201	0.000000	0.271548
SalEn.4_18121_1-231_Ess	0.260577	0.272980	0.275355	0.262892	0.000000	0.000000	0.290444	0.259141	0.226897	0.014623	0.010201	0.000000	0.271548
EntCo.1_06900_1-231_Ess	0.275795	0.315560	0.318120	0.278181	0.290444	0.290444	0.000000	0.316195	0.273876	0.292733	0.293067	0.290444	0.319305
EscCo.3_02079_1-231_Ess	0.303603	0.032088	0.033602	0.306047	0.259141	0.259141	0.316195	0.000000	0.201647	0.253335	0.259614	0.259141	0.026223
CitRo.1_18461_1-231_Ess	0.256201	0.213491	0.215635	0.258500	0.226897	0.226897	0.273876	0.201647	0.000000	0.221597	0.223341	0.226897	0.204187
SalEn.11217_1-231_Ess	0.269635	0.264960	0.267309	0.271986	0.014623	0.014623	0.292733	0.253335	0.221597	0.000000	0.007279	0.014623	0.263578
SalEn.51057_1-231_Ess	0.265202	0.271355	0.273728	0.267536	0.010201	0.010201	0.293067	0.259614	0.223341	0.007279	0.000000	0.010201	0.269931
SalEn.2_MW18121_1-231_Ess	0.260577	0.272980	0.275355	0.262892	0.000000	0.000000	0.290444	0.259141	0.226897	0.014623	0.010201	0.000000	0.271548
EscCo.1_01993_1-231_Ess	0.297458	0.026227	0.027729	0.299884	0.271548	0.271548	0.319305	0.026223	0.204187	0.263578	0.269931	0.271548	0.000000
