EscCo.4_00057_1-340_BeL	0.000000	1.194568	1.158609	1.113009	0.717957	0.669525	1.142572	1.169851	0.678911	1.134249	1.141666	0.662223	0.029186	0.441730	0.676074	1.151256	1.169851	1.169851	1.127498	0.678911	1.202898	0.718923
EscCo.1_04072_3-338_BeL	1.194568	0.000000	1.034182	1.023961	1.317552	1.299747	1.000473	1.038842	1.298246	1.144361	0.994807	1.317366	1.204461	1.192860	1.296791	1.041813	1.038842	1.038842	1.034175	1.298246	0.007967	1.315377
SalEn.53802_1-336_BeL	1.158609	1.034182	0.000000	0.615081	1.176025	1.101452	0.868454	0.028492	1.092048	0.651149	0.870884	1.088738	1.184386	1.120697	1.091262	0.026447	0.028492	0.028492	0.593582	1.092048	1.018176	1.173685
EscCo.4_00058_1-338_BeL	1.113009	1.023961	0.615081	0.000000	1.248886	1.237442	0.900055	0.618054	1.220766	0.452343	0.895272	1.237329	1.147078	1.098491	1.219612	0.613588	0.618054	0.618054	0.033669	1.220766	1.031540	1.246636
EscCo.1_04075_1-339_NEs	0.717957	1.317552	1.176025	1.248886	0.000000	0.775977	1.158692	1.174109	0.776714	1.217563	1.171997	0.772428	0.716028	0.681075	0.775459	1.162446	1.174109	1.174109	1.276490	0.776714	1.314006	0.000000
SalEn.13540_1-337_BeL	0.669525	1.299747	1.101452	1.237442	0.775977	0.000000	1.100789	1.117196	0.010903	1.229688	1.116864	0.030155	0.658431	0.641879	0.010903	1.100113	1.117196	1.117196	1.229889	0.010903	1.324804	0.775977
EscCo.3_3869_1-331_BeL	1.142572	1.000473	0.868454	0.900055	1.158692	1.100789	0.000000	0.881890	1.091359	0.891728	0.001010	1.101155	1.155585	1.081918	1.091359	0.874855	0.881890	0.881890	0.899193	1.091359	0.997852	1.158692
SalEn.4_37061_1-336_BeL	1.169851	1.038842	0.028492	0.618054	1.174109	1.117196	0.881890	0.000000	1.115479	0.646614	0.884300	1.117056	1.212756	1.129032	1.114635	0.014096	0.000000	0.000000	0.592088	1.115479	1.037358	1.171778
SalEn.4_37071_1-337_BeL	0.678911	1.298246	1.092048	1.220766	0.776714	0.010903	1.091359	1.115479	0.000000	1.231222	1.107416	0.029206	0.667602	0.640487	0.000000	1.090822	1.115479	1.115479	1.221554	0.000000	1.323317	0.776714
CitRo.1_41911_1-338_BeL	1.134249	1.144361	0.651149	0.452343	1.217563	1.229688	0.891728	0.646614	1.231222	0.000000	0.887142	1.184985	1.160999	1.045357	1.230072	0.645576	0.646614	0.646614	0.443525	1.231222	1.148372	1.215330
EscCo.1_04074_1-332_NEs	1.141666	0.994807	0.870884	0.895272	1.171997	1.116864	0.001010	0.884300	1.107416	0.887142	0.000000	1.117408	1.154646	1.086839	1.107416	0.877275	0.884300	0.884300	0.894419	1.107416	0.992174	1.171997
SalEn.53801_1-337_BeL	0.662223	1.317366	1.088738	1.237329	0.772428	0.030155	1.101155	1.117056	0.029206	1.184985	1.117408	0.000000	0.651246	0.649336	0.029206	1.092253	1.117056	1.117056	1.237998	0.029206	1.343097	0.772428
EscCo.53627_1-339	0.029186	1.204461	1.184386	1.147078	0.716028	0.658431	1.155585	1.212756	0.667602	1.160999	1.154646	0.651246	0.000000	0.431105	0.667602	1.188327	1.212756	1.212756	1.162184	0.667602	1.212924	0.716028
CitRo.1_41901_1-340_NEs	0.441730	1.192860	1.120697	1.098491	0.681075	0.641879	1.081918	1.129032	0.640487	1.045357	1.086839	0.649336	0.431105	0.000000	0.642759	1.108374	1.129032	1.129032	1.128602	0.640487	1.188403	0.681432
SalEn.2_MW37071_1-338_BeL	0.676074	1.296791	1.091262	1.219612	0.775459	0.010903	1.091359	1.114635	0.000000	1.230072	1.107416	0.029206	0.667602	0.642759	0.000000	1.090048	1.114635	1.114635	1.220407	0.000000	1.321777	0.776714
SalEn.13539_1-337_BeL	1.151256	1.041813	0.026447	0.613588	1.162446	1.100113	0.874855	0.014096	1.090822	0.645576	0.877275	1.092253	1.188327	1.108374	1.090048	0.000000	0.014096	0.014096	0.592235	1.090822	1.025835	1.160110
SalEn.3_3683_1-336_NEs	1.169851	1.038842	0.028492	0.618054	1.174109	1.117196	0.881890	0.000000	1.115479	0.646614	0.884300	1.117056	1.212756	1.129032	1.114635	0.014096	0.000000	0.000000	0.592088	1.115479	1.037358	1.171778
SalEn.2_MW37061_1-336_BeL	1.169851	1.038842	0.028492	0.618054	1.174109	1.117196	0.881890	0.000000	1.115479	0.646614	0.884300	1.117056	1.212756	1.129032	1.114635	0.014096	0.000000	0.000000	0.592088	1.115479	1.037358	1.171778
EscCo.53626_1-338	1.127498	1.034175	0.593582	0.033669	1.276490	1.229889	0.899193	0.592088	1.221554	0.443525	0.894419	1.237998	1.162184	1.128602	1.220407	0.592235	0.592088	0.592088	0.000000	1.221554	1.041841	1.274283
SalEn.3_3684_1-337_NEs	0.678911	1.298246	1.092048	1.220766	0.776714	0.010903	1.091359	1.115479	0.000000	1.231222	1.107416	0.029206	0.667602	0.640487	0.000000	1.090822	1.115479	1.115479	1.221554	0.000000	1.323317	0.776714
EscCo.3_3867_3-338_BeL	1.202898	0.007967	1.018176	1.031540	1.314006	1.324804	0.997852	1.037358	1.323317	1.148372	0.992174	1.343097	1.212924	1.188403	1.321777	1.025835	1.037358	1.037358	1.041841	1.323317	0.000000	1.311821
EscCo.3_3870_1-338_BeL	0.718923	1.315377	1.173685	1.246636	0.000000	0.775977	1.158692	1.171778	0.776714	1.215330	1.171997	0.772428	0.716028	0.681432	0.776714	1.160110	1.171778	1.171778	1.274283	0.776714	1.311821	0.000000
