SalEn.2_MW14721_2-421_Ess	0.000000	1.989770	1.964231	1.970653	1.813013	1.812114	2.425593	0.005565	1.812114	1.761221	2.207291	2.231963	1.839081	1.725487	1.288907	2.160578	2.130990	1.812114	0.347733	1.335290	1.274760	0.013578	1.268559	0.290098	2.318882	1.839899	1.279135	2.041961	1.831335	2.301706	1.297314	2.129903	2.166709	1.818966	2.458152	1.296073	2.319220	1.833952	1.925922	2.301706	2.070207	1.848330	0.342940	1.263813	1.288907	1.760996	1.307080	2.088621	1.740494	2.347525	2.146354	1.835304	0.000000	2.416489	2.424865	2.307484	1.886901	1.958223	2.166709	2.249816	0.338534	1.760996	1.222174	2.154092	2.011879	1.813313	2.106691	2.301706	2.118156	0.342940	2.122570	2.166709	1.288907	1.961998	2.076988	1.964231	0.350446	1.833952	1.748294	1.851007	1.286815	2.068035	1.226245	0.000000	2.446196	2.239087	2.076865	1.833952	0.344103	1.846896
KlePn.2_03661_1-475_NEs	1.989770	0.000000	1.862218	1.863235	2.041539	1.820141	1.849336	1.968259	1.825407	1.770631	2.042123	0.641893	1.812602	1.603129	1.695163	1.852902	0.613081	1.825407	1.972391	1.687237	1.735825	1.975445	1.754865	1.969019	1.599858	0.437372	1.735825	1.823961	2.147911	1.648691	1.631787	1.829168	1.837331	2.236850	1.959928	1.695163	2.006755	2.267593	1.728229	1.648691	1.799884	0.442743	1.972109	1.754485	1.695163	1.752168	1.719845	2.286332	1.387064	0.621836	1.649738	0.443111	1.989770	1.254360	1.251018	1.654002	0.442578	2.050597	1.842317	2.308926	1.984713	1.752168	1.584626	1.864026	1.798356	1.812355	1.993268	1.648691	1.642285	1.972109	1.829426	1.842317	1.695163	2.069246	1.835501	1.862218	1.677596	2.267593	1.740768	0.447074	1.763309	0.025913	1.570404	1.989770	1.947401	2.263629	1.789524	2.267593	1.682811	2.267730
EscCo.3_2221_7-458_NEs	1.964231	1.862218	0.000000	0.002947	2.146617	1.834398	2.278509	1.975192	1.834398	1.941758	1.641211	2.046012	1.820689	1.793662	1.819773	0.257477	1.967150	1.834398	2.171633	1.716736	1.760631	1.972085	1.755736	2.139680	2.404594	1.726809	1.755654	0.105335	2.167619	2.399188	1.866683	2.356133	0.260414	2.408671	2.283035	1.831332	0.287125	2.376316	0.223450	2.399188	2.349225	1.717828	2.190551	1.769296	1.819773	1.910151	1.866006	1.794487	2.296029	2.047062	1.742193	1.711155	1.964231	2.147700	2.123877	2.436891	1.722901	2.407661	0.261423	1.625959	2.157542	1.910151	1.874717	0.258073	2.245038	1.821388	2.107969	2.399188	1.753693	2.190551	2.279611	0.261423	1.819773	0.353857	2.287173	0.000000	2.242257	2.376316	1.885033	1.713914	1.772994	1.800161	1.874717	1.964231	2.282053	1.620573	1.800704	2.376316	2.255331	2.410344
EscCo.1_02322_7-458_NEs	1.970653	1.863235	0.002947	0.000000	2.147694	1.839772	2.273687	1.981652	1.839772	1.942707	1.636736	2.052376	1.826079	1.789761	1.809288	0.256480	1.961835	1.839772	2.178804	1.711696	1.755668	1.978615	1.750766	2.146378	2.405715	1.732424	1.750685	0.103663	2.168716	2.400328	1.861519	2.362256	0.259415	2.399327	2.272839	1.820881	0.283962	2.366859	0.221516	2.400328	2.355345	1.723414	2.197745	1.764304	1.809288	1.911097	1.855490	1.795260	2.301864	2.053488	1.729821	1.716786	1.970653	2.152211	2.128365	2.438033	1.723658	2.394482	0.260423	1.621486	2.164668	1.911097	1.863646	0.257077	2.231573	1.826779	2.104102	2.400328	1.741245	2.197745	2.285644	0.260423	1.809288	0.355077	2.293319	0.002947	2.236775	2.366859	1.885955	1.719469	1.767929	1.801173	1.863646	1.970653	2.271854	1.616122	1.796577	2.366859	2.249827	2.401011
KlePn.2_23851_2-433_NEs	1.813013	2.041539	2.146617	2.147694	0.000000	1.860864	2.026017	1.844113	1.860864	2.097706	2.030359	2.141911	1.864265	1.760230	1.725328	2.002141	2.126798	1.860864	1.692629	1.895639	1.929167	1.810158	1.953088	1.458541	2.111942	2.200420	1.929167	2.338754	0.012676	2.092716	1.756945	2.193635	2.031516	2.091047	2.204786	1.732895	1.912620	2.113979	1.999648	2.092716	2.158262	2.105462	1.687195	1.926748	1.725328	2.097006	1.731799	1.911611	2.421249	2.179600	1.657625	2.113468	1.813013	2.402559	2.394386	2.102246	2.167175	0.555786	2.031516	2.026625	1.731177	2.097006	1.922179	1.999556	2.011084	1.847055	2.143068	2.092716	1.643879	1.687195	2.180148	2.031516	1.725328	1.981003	2.260665	2.146617	1.546431	2.113979	2.025136	2.107687	1.928776	2.097706	1.905838	1.813013	2.187119	2.001991	1.749563	2.113979	1.556775	2.099825
SalEn.3_3152_1-449_NEs	1.812114	1.820141	1.834398	1.839772	1.860864	0.000000	1.778808	1.808569	0.000743	0.328362	2.128927	2.152096	0.009723	0.323683	1.935499	1.738040	2.222680	0.000743	1.967284	2.023448	1.953824	1.820470	1.971886	1.987256	1.990515	2.040061	1.949275	1.787679	1.906946	2.020924	1.952920	2.007506	1.742775	1.753021	2.152903	1.949184	1.838741	1.722714	1.900987	2.020924	1.985590	1.984002	1.941625	1.961246	1.935499	0.330320	1.938072	1.368788	1.804876	2.193136	0.458151	1.984137	1.812114	1.935704	1.947433	1.982194	2.063454	2.258135	1.742775	1.943588	1.979991	0.330320	1.953089	1.730917	1.681347	0.008222	2.048443	2.020924	0.453751	1.941625	2.008981	1.742775	1.935499	1.715330	2.070986	1.834398	2.315749	1.722714	0.333736	1.946959	1.948059	1.849079	1.955494	1.812114	2.131249	1.912123	0.427697	1.722714	2.302713	1.766190
EntCo.1_39510_1-469_NEs	2.425593	1.849336	2.278509	2.273687	2.026017	1.778808	0.000000	2.378773	1.783489	1.809110	2.224731	1.993259	1.771872	1.816566	2.066496	2.154932	1.975032	1.783489	2.194834	2.149400	2.049269	2.428894	2.038951	2.616154	2.057266	1.984194	2.049269	2.238752	2.064382	2.114802	2.085538	2.435955	2.148278	0.342635	2.233983	2.062582	2.346537	0.344934	2.355026	2.114802	2.437652	2.029061	2.188939	2.040996	2.066496	1.830287	2.070078	2.264585	2.301679	2.012479	1.809767	2.043733	2.425593	2.006445	2.045881	2.122724	2.049773	2.070180	2.148278	2.045395	2.248868	1.830287	2.007825	2.143126	0.304172	1.778105	2.190206	2.114802	1.749448	2.188939	2.401993	2.148278	2.066496	2.503028	2.465755	2.278509	2.368026	0.344934	1.867703	2.002593	2.060747	1.881621	1.997631	2.425593	2.258172	2.078779	1.602923	0.344934	2.374229	0.344847
SalEn.11577_2-421_NEs	0.005565	1.968259	1.975192	1.981652	1.844113	1.808569	2.378773	0.000000	1.808569	1.776553	2.201030	2.207625	1.835761	1.721475	1.278556	2.204206	2.109521	1.808569	0.346270	1.328223	1.264682	0.016004	1.258609	0.291043	2.298835	1.865404	1.269010	2.054148	1.862433	2.281962	1.286833	2.105708	2.210438	1.837610	2.409923	1.285612	2.353663	1.852805	1.924337	2.281962	2.047208	1.862831	0.341486	1.253877	1.278556	1.771614	1.296429	2.110482	1.726509	2.328735	2.122753	1.854485	0.005565	2.471379	2.480562	2.287736	1.919055	1.948766	2.210438	2.261741	0.337092	1.771614	1.212765	2.197590	1.991296	1.815877	2.085773	2.281962	2.094916	0.341486	2.098780	2.210438	1.278556	1.960794	2.076143	1.975192	0.353186	1.852805	1.763274	1.870477	1.276615	2.068028	1.216795	0.005565	2.398049	2.250823	2.119075	1.852805	0.346822	1.865947
SalEn.4_31381_1-449_NEs	1.812114	1.825407	1.834398	1.839772	1.860864	0.000743	1.783489	1.808569	0.000000	0.328362	2.133830	2.152096	0.008971	0.322532	1.935499	1.738040	2.222680	0.000000	1.967284	2.023448	1.953824	1.820470	1.971886	1.987256	1.995427	2.040061	1.949275	1.787679	1.906946	2.025863	1.952920	2.002380	1.742775	1.753021	2.152903	1.949184	1.843082	1.722714	1.900987	2.025863	1.980557	1.984002	1.941625	1.961246	1.935499	0.330320	1.938072	1.368788	1.809713	2.193136	0.458151	1.984137	1.812114	1.940600	1.952310	1.987080	2.063454	2.258135	1.742775	1.937503	1.979991	0.330320	1.953089	1.730917	1.681347	0.007471	2.048443	2.025863	0.453751	1.941625	2.003958	1.742775	1.935499	1.715330	2.065911	1.834398	2.315749	1.722714	0.333736	1.946959	1.948059	1.842954	1.955494	1.812114	2.131249	1.906137	0.426359	1.722714	2.302713	1.766190
EscCo.1_03447_1-449_NEs	1.761221	1.770631	1.941758	1.942707	2.097706	0.328362	1.809110	1.776553	0.328362	0.000000	1.984709	1.972875	0.329495	0.345808	2.002609	1.892927	2.048869	0.328362	1.865596	1.925268	1.866040	1.793396	1.866124	1.948795	2.394822	1.855634	1.871696	1.911883	2.118411	2.452427	1.937780	1.847031	1.892090	1.882336	2.001855	1.993574	2.018281	1.871606	1.962623	2.452427	1.843244	1.872844	1.869010	1.878085	2.002609	0.009668	1.998284	1.452266	2.127487	1.971393	0.505192	1.834747	1.761221	2.246620	2.267372	2.386724	1.930691	2.228809	1.892090	1.789481	1.899101	0.009668	1.834828	1.884468	1.850391	0.328881	2.091899	2.452427	0.498718	1.869010	1.844885	1.892090	2.002609	1.845473	1.842724	1.941758	2.032583	1.871606	0.023315	1.833067	1.889943	1.746647	1.816786	1.761221	2.027595	1.796763	0.436693	1.871606	2.031686	1.887418
