CitRo.1_25341_1-828_NEs	0.000000	0.822920	0.826844	0.150884	0.768763	1.144466	1.141101	0.148777	0.162647	1.041939	0.816672	0.800358	1.106151	1.169704	0.128158	0.797177	1.128708	1.098341	0.819385	0.828177	1.170350	1.169275	0.129260	0.129379	0.721208	1.136336	1.170350	0.129845	0.150229	0.800358	0.164736	0.763425	1.171993	0.826038	0.129379	0.800358	0.797277	0.823268	0.148777
EscCo.4_03112_1-715_NEs	0.822920	0.000000	0.176160	0.814987	0.168014	1.227638	1.218370	0.816390	0.820397	1.234405	0.019230	0.166979	1.189811	1.211147	0.850365	0.166398	1.289681	1.304409	0.015923	0.013550	1.263455	1.287573	0.853303	0.864222	0.903576	1.224101	1.263455	0.862604	0.830757	0.166979	0.822203	0.152606	1.261160	0.014968	0.864222	0.166979	0.168054	0.174243	0.816390
KlePn.2_15311_1-716_NEs	0.826844	0.176160	0.000000	0.844235	0.161483	1.161805	1.146776	0.844038	0.821807	1.179731	0.172553	0.157159	1.176445	1.223036	0.863154	0.157155	1.261513	1.271630	0.168449	0.175539	1.161727	1.174426	0.866519	0.872793	0.848418	1.159556	1.161727	0.871147	0.851212	0.157159	0.820637	0.147659	1.159605	0.173304	0.872793	0.157159	0.157846	0.004678	0.844038
EscCo.1_02880_1-828_BeL	0.150884	0.814987	0.844235	0.000000	0.787326	1.152067	1.145517	0.006822	0.166783	1.043893	0.808007	0.794584	1.112076	1.151814	0.156372	0.790100	1.106631	1.085850	0.802973	0.814568	1.179395	1.184061	0.158069	0.157685	0.790642	1.139802	1.179395	0.157191	0.014516	0.794584	0.165986	0.806238	1.181054	0.819646	0.157685	0.794584	0.793662	0.840534	0.006822
EntCo.1_18030_1-716_NEs	0.768763	0.168014	0.161483	0.787326	0.000000	1.189524	1.143616	0.788503	0.773367	1.201237	0.165813	0.172206	1.112345	1.189261	0.815466	0.171614	1.271808	1.262929	0.161611	0.165793	1.211543	1.232338	0.814298	0.825907	0.807655	1.183455	1.211543	0.824338	0.796923	0.172206	0.776353	0.143026	1.213435	0.165156	0.825907	0.172206	0.173405	0.159492	0.788503
KlePn.1_05280_3-844_NEs	1.144466	1.227638	1.161805	1.152067	1.189524	0.000000	0.774584	1.145328	1.067026	0.238431	1.224734	1.226698	0.858499	0.869208	1.148767	1.210369	0.958061	0.390792	1.221668	1.228333	0.894986	0.902684	1.141256	1.146192	1.045913	0.020518	0.894986	1.147691	1.158933	1.226698	1.065390	1.176073	0.896188	1.229106	1.146192	1.226698	1.224998	1.156677	1.145328
CitRo.1_34231_1-835_NEs	1.141101	1.218370	1.146776	1.145517	1.143616	0.774584	0.000000	1.140237	1.118188	0.792747	1.220408	1.151110	0.831293	0.930613	1.110936	1.145534	0.941826	0.814622	1.218512	1.239726	0.863078	0.873324	1.097547	1.117672	1.063264	0.781768	0.863078	1.119194	1.148624	1.151110	1.118176	1.190878	0.864253	1.226171	1.117672	1.151110	1.158644	1.143539	1.140237
EscCo.3_2801_1-828_NEs	0.148777	0.816390	0.844038	0.006822	0.788503	1.145328	1.140237	0.000000	0.166128	1.040400	0.810960	0.792877	1.101661	1.152763	0.155320	0.788401	1.112479	1.078900	0.805932	0.817538	1.167341	1.172008	0.158392	0.156633	0.788174	1.133048	1.167341	0.156139	0.015738	0.792877	0.165332	0.808988	1.168982	0.822620	0.156633	0.792877	0.791959	0.840339	0.000000
KlePn.2_35691_1-828_NEs	0.162647	0.820397	0.821807	0.166783	0.773367	1.067026	1.118188	0.166128	0.000000	1.052497	0.810299	0.822511	1.060567	1.141034	0.151892	0.816900	1.089258	1.027681	0.809734	0.812798	1.167661	1.175259	0.149940	0.154187	0.726667	1.051352	1.167661	0.153692	0.167792	0.822511	0.006068	0.773230	1.169287	0.816277	0.154187	0.822511	0.820102	0.819637	0.166128
EntCo.1_08960_3-841_NEs	1.041939	1.234405	1.179731	1.043893	1.201237	0.238431	0.792747	1.040400	1.052497	0.000000	1.252062	1.231192	0.827327	0.824305	1.064663	1.225372	0.962120	0.353002	1.248125	1.245727	0.919370	0.931376	1.081874	1.066879	1.067486	0.249714	0.919370	1.068267	1.050023	1.231192	1.048103	1.195157	0.917969	1.246379	1.066879	1.231192	1.240454	1.183937	1.040400
EscCo.3_0951_1-715_NEs	0.816672	0.019230	0.172553	0.808007	0.165813	1.224734	1.220408	0.810960	0.810299	1.252062	0.000000	0.168045	1.184282	1.218006	0.854516	0.167350	1.270891	1.308437	0.011675	0.012139	1.243350	1.273074	0.853019	0.865525	0.900044	1.221112	1.243350	0.863909	0.822244	0.168045	0.812066	0.152946	1.241100	0.012613	0.865525	0.168045	0.167863	0.170649	0.810960
SalEn.2_MW09581_1-715_NEs	0.800358	0.166979	0.157159	0.794584	0.172206	1.226698	1.151110	0.792877	0.822511	1.231192	0.168045	0.000000	1.190292	1.177055	0.859864	0.006532	1.231978	1.321831	0.165093	0.169832	1.180929	1.197838	0.872274	0.864782	0.864998	1.229899	1.180929	0.863163	0.802676	0.000000	0.822759	0.131601	1.182740	0.169894	0.864782	0.000000	0.011699	0.156542	0.792877
EntCo.1_07370_8-843_NEs	1.106151	1.189811	1.176445	1.112076	1.112345	0.858499	0.831293	1.101661	1.060567	0.827327	1.184282	1.190292	0.000000	0.914463	1.141355	1.194935	0.634590	0.835441	1.195093	1.195166	0.632675	0.642019	1.120854	1.143836	1.062866	0.852517	0.632675	1.142042	1.115841	1.190292	1.063862	1.098149	0.633565	1.196748	1.143836	1.190292	1.200698	1.164118	1.101661
EscCo.2_42750_4-878_NEs	1.169704	1.211147	1.223036	1.151814	1.189261	0.869208	0.930613	1.152763	1.141034	0.824305	1.218006	1.177055	0.914463	0.000000	1.187956	1.167844	0.925984	0.788964	1.213598	1.220455	0.922332	0.942431	1.163325	1.188813	1.025218	0.867127	0.922332	1.186936	1.153816	1.177055	1.142180	1.194095	0.923525	1.222131	1.188813	1.177055	1.159621	1.212099	1.152763
SalEn.12583_1-828_NEs	0.128158	0.850365	0.863154	0.156372	0.815466	1.148767	1.110936	0.155320	0.151892	1.064663	0.854516	0.859864	1.141355	1.187956	0.000000	0.852322	1.108209	1.101254	0.851342	0.861939	1.173163	1.183339	0.031562	0.008055	0.757330	1.137441	1.173163	0.008460	0.156108	0.859864	0.153437	0.834783	1.171223	0.864181	0.008055	0.859864	0.864490	0.854910	0.155320
SalEn.10853_1-715_NEs	0.797177	0.166398	0.157155	0.790100	0.171614	1.210369	1.145534	0.788401	0.816900	1.225372	0.167350	0.006532	1.194935	1.167844	0.852322	0.000000	1.226081	1.313900	0.164515	0.169250	1.185650	1.202671	0.869027	0.860254	0.862237	1.213106	1.185650	0.858641	0.798165	0.006532	0.817135	0.133243	1.187470	0.169312	0.860254	0.006532	0.012163	0.155404	0.788401
CitRo.1_27811_7-859_NEs	1.128708	1.289681	1.261513	1.106631	1.271808	0.958061	0.941826	1.112479	1.089258	0.962120	1.270891	1.231978	0.634590	0.925984	1.108209	1.226081	0.000000	0.966543	1.268174	1.290052	0.571764	0.580875	1.103606	1.119663	1.098756	0.979293	0.571764	1.121082	1.107270	1.231978	1.087885	1.199823	0.570877	1.289876	1.119663	1.231978	1.229671	1.257706	1.112479
EscCo.4_00951_5-843_NEs	1.098341	1.304409	1.271630	1.085850	1.262929	0.390792	0.814622	1.078900	1.027681	0.353002	1.308437	1.321831	0.835441	0.788964	1.101254	1.313900	0.966543	0.000000	1.315020	1.318419	0.958930	0.963595	1.089620	1.104854	1.010988	0.408178	0.958930	1.106286	1.097390	1.321831	1.030796	1.256124	0.957479	1.318469	1.104854	1.321831	1.309319	1.265645	1.078900
EscCo.1_00943_1-715_NEs	0.819385	0.015923	0.168449	0.802973	0.161611	1.221668	1.218512	0.805932	0.809734	1.248125	0.011675	0.165093	1.195093	1.213598	0.851342	0.164515	1.268174	1.315020	0.000000	0.011672	1.242990	1.270899	0.851271	0.865226	0.906309	1.217964	1.242990	0.863605	0.817191	0.165093	0.811505	0.148468	1.240732	0.010267	0.865226	0.165093	0.165027	0.166557	0.805932
EscCo.2_50590_1-715_NEs	0.828177	0.013550	0.175539	0.814568	0.165793	1.228333	1.239726	0.817538	0.812798	1.245727	0.012139	0.169832	1.195166	1.220455	0.861939	0.169250	1.290052	1.318419	0.011672	0.000000	1.253028	1.281153	0.861845	0.873136	0.909265	1.224804	1.253028	0.871502	0.828956	0.169832	0.814579	0.152683	1.250753	0.007906	0.873136	0.169832	0.169763	0.173625	0.817538
SalEn.4_02711_5-844_NEs	1.170350	1.263455	1.161727	1.179395	1.211543	0.894986	0.863078	1.167341	1.167661	0.919370	1.243350	1.180929	0.632675	0.922332	1.173163	1.185650	0.571764	0.958930	1.242990	1.253028	0.000000	0.014913	1.165944	1.184562	1.011397	0.901660	0.000000	1.186149	1.183516	1.180929	1.163922	1.188563	0.000399	1.257022	1.184562	1.180929	1.188499	1.156413	1.167341
SalEn.52591_5-845_NEs	1.169275	1.287573	1.174426	1.184061	1.232338	0.902684	0.873324	1.172008	1.175259	0.931376	1.273074	1.197838	0.642019	0.942431	1.183339	1.202671	0.580875	0.963595	1.270899	1.281153	0.014913	0.000000	1.169139	1.194753	1.022132	0.910306	0.014913	1.196340	1.191798	1.197838	1.171528	1.204496	0.015319	1.285259	1.194753	1.197838	1.203430	1.169030	1.172008
SalEn.52616_1-828_NEs	0.129260	0.853303	0.866519	0.158069	0.814298	1.141256	1.097547	0.158392	0.149940	1.081874	0.853019	0.872274	1.120854	1.163325	0.031562	0.869027	1.103606	1.089620	0.851271	0.861845	1.165944	1.169139	0.000000	0.030717	0.753258	1.126471	1.165944	0.031133	0.159843	0.872274	0.151962	0.839260	1.167571	0.864083	0.030717	0.872274	0.875329	0.855231	0.158392
SalEn.2_MW26761_1-828_NEs	0.129379	0.864222	0.872793	0.157685	0.825907	1.146192	1.117672	0.156633	0.154187	1.066879	0.865525	0.864782	1.143836	1.188813	0.008055	0.860254	1.119663	1.104854	0.865226	0.873136	1.184562	1.194753	0.030717	0.000000	0.755903	1.134818	1.184562	0.000401	0.155953	0.864782	0.155736	0.844207	1.182608	0.875413	0.000000	0.864782	0.872516	0.864445	0.156633
KlePn.1_00173_105-878_NEs	0.721208	0.903576	0.848418	0.790642	0.807655	1.045913	1.063264	0.788174	0.726667	1.067486	0.900044	0.864998	1.062866	1.025218	0.757330	0.862237	1.098756	1.010988	0.906309	0.909265	1.011397	1.022132	0.753258	0.755903	0.000000	1.065568	1.011397	0.757009	0.794826	0.864998	0.731997	0.846244	1.012872	0.914531	0.755903	0.864998	0.873083	0.853423	0.788174
KlePn.2_19551_3-837_NEs	1.136336	1.224101	1.159556	1.139802	1.183455	0.020518	0.781768	1.133048	1.051352	0.249714	1.221112	1.229899	0.852517	0.867127	1.137441	1.213106	0.979293	0.408178	1.217964	1.224804	0.901660	0.910306	1.126471	1.134818	1.065568	0.000000	0.901660	1.136340	1.145200	1.229899	1.049679	1.174662	0.902900	1.227256	1.134818	1.229899	1.226259	1.152530	1.133048
SalEn.2_MW02711_5-844_NEs	1.170350	1.263455	1.161727	1.179395	1.211543	0.894986	0.863078	1.167341	1.167661	0.919370	1.243350	1.180929	0.632675	0.922332	1.173163	1.185650	0.571764	0.958930	1.242990	1.253028	0.000000	0.014913	1.165944	1.184562	1.011397	0.901660	0.000000	1.186149	1.183516	1.180929	1.163922	1.188563	0.000399	1.257022	1.184562	1.180929	1.188499	1.156413	1.167341
