KlePn.2_49541_1-251_Ess	0.000000	0.187686	0.241188	0.207169	2.140734	0.241188	0.207169	0.241188	2.087178	0.207169	0.207169	1.690261	0.239392	0.189906	0.212381	0.243281	0.003998
EntCo.1_01780_1-251_Ess	0.187686	0.000000	0.220080	0.200221	1.960089	0.220080	0.200221	0.220080	1.906933	0.200221	0.200221	1.581291	0.218319	0.178957	0.205397	0.220342	0.189200
SalEn.4_39411_1-251_Ess	0.241188	0.220080	0.000000	0.182227	2.127269	0.000000	0.182227	0.000000	2.091045	0.182227	0.182227	1.766982	0.003992	0.194369	0.185557	0.006669	0.243238
EscCo.1_04286_1-251_NEs	0.207169	0.200221	0.182227	0.000000	1.923629	0.182227	0.000000	0.182227	1.772562	0.000000	0.000000	1.588973	0.183907	0.163478	0.005325	0.182434	0.201767
EntCo.1_06230_43-245_NEs	2.140734	1.960089	2.127269	1.923629	0.000000	2.127269	1.923629	2.127269	0.208423	1.923629	1.923629	2.874787	2.151098	1.840753	1.934812	2.118431	2.091702
SalEn.3_3924_1-251_Ess	0.241188	0.220080	0.000000	0.182227	2.127269	0.000000	0.182227	0.000000	2.091045	0.182227	0.182227	1.766982	0.003992	0.194369	0.185557	0.006669	0.243238
EscCo.53833_1-251	0.207169	0.200221	0.182227	0.000000	1.923629	0.182227	0.000000	0.182227	1.772562	0.000000	0.000000	1.588973	0.183907	0.163478	0.005325	0.182434	0.201767
SalEn.2_MW39411_1-251_Ess	0.241188	0.220080	0.000000	0.182227	2.127269	0.000000	0.182227	0.000000	2.091045	0.182227	0.182227	1.766982	0.003992	0.194369	0.185557	0.006669	0.243238
CitRo.1_19161_40-243_NEs	2.087178	1.906933	2.091045	1.772562	0.208423	2.091045	1.772562	2.091045	0.000000	1.772562	1.772562	2.029346	2.103039	1.877380	1.794147	2.070438	2.042057
EscCo.2_34500_1-251_NEs	0.207169	0.200221	0.182227	0.000000	1.923629	0.182227	0.000000	0.182227	1.772562	0.000000	0.000000	1.588973	0.183907	0.163478	0.005325	0.182434	0.201767
EscCo.3_4110_1-251_Ess	0.207169	0.200221	0.182227	0.000000	1.923629	0.182227	0.000000	0.182227	1.772562	0.000000	0.000000	1.588973	0.183907	0.163478	0.005325	0.182434	0.201767
EscCo.4_03217_2-204_NEs	1.690261	1.581291	1.766982	1.588973	2.874787	1.766982	1.588973	1.766982	2.029346	1.588973	1.588973	0.000000	1.766982	1.694777	1.606987	1.744960	1.647955
SalEn.13765_1-251_Ess	0.239392	0.218319	0.003992	0.183907	2.151098	0.003992	0.183907	0.003992	2.103039	0.183907	0.183907	1.766982	0.000000	0.190979	0.187242	0.002662	0.245055
CitRo.1_39211_1-251_NEs	0.189906	0.178957	0.194369	0.163478	1.840753	0.194369	0.163478	0.194369	1.877380	0.163478	0.163478	1.694777	0.190979	0.000000	0.163466	0.192888	0.195238
EscCo.4_04666_1-251_Ess	0.212381	0.205397	0.185557	0.005325	1.934812	0.185557	0.005325	0.185557	1.794147	0.005325	0.005325	1.606987	0.187242	0.163466	0.000000	0.185768	0.206946
SalEn.53327_1-251_Ess	0.243281	0.220342	0.006669	0.182434	2.118431	0.006669	0.182434	0.006669	2.070438	0.182434	0.182434	1.744960	0.002662	0.192888	0.185768	0.000000	0.248977
KlePn.1_01801_1-251_Ess	0.003998	0.189200	0.243238	0.201767	2.091702	0.243238	0.201767	0.243238	2.042057	0.201767	0.201767	1.647955	0.245055	0.195238	0.206946	0.248977	0.000000
