EscCo.3_3297_3-449_NEs	0.000000	1.906534	1.900434	2.157362	1.880308	1.811855	2.174078	1.906534	1.500977	2.080593	0.503546	1.956995	1.682183	2.431637	0.332244	2.038545	1.868228	1.673807	0.332244	1.828637	2.050545	2.063658	0.333388	2.171735	2.171735	1.812995	0.000000	2.104695	2.239622	0.332244	1.945950	2.003374	2.171735	2.015209	1.900803	1.694171	2.015423	0.498421	1.906534	2.450926	1.873824	2.015209	0.332774	2.157362	1.925610	2.162602	2.078232	1.828141	1.859232	0.023406	1.978814	2.215848	2.029151	1.889414	2.169042	2.096004	1.682183	2.226586	2.018524	2.157362	1.961373	0.444548	1.881792	0.009710	1.828141	1.833674	1.682183	1.814510
SalEn.4_04681_31-420_NEs	1.906534	0.000000	0.225061	1.591341	0.231718	2.843181	1.608098	0.000000	1.798977	2.059283	1.667684	1.989391	2.868874	2.136761	1.626636	1.946604	0.237965	2.856198	1.626636	0.235605	2.050778	2.091622	1.593360	2.090968	2.090968	2.874078	1.906534	1.502624	1.902876	1.626636	2.009276	1.609152	2.090968	1.705695	0.002564	2.910554	1.720540	1.683012	0.000000	2.140966	0.234063	1.705695	1.610893	1.591341	2.207547	2.049163	1.701208	2.883034	2.484431	1.902395	1.944937	2.240193	1.720087	2.254437	1.596767	1.503741	2.868874	2.223991	1.708086	1.591341	2.013284	1.769561	0.010361	1.935651	2.883034	2.456990	2.868874	1.989533
CitRo.1_04441_35-420_NEs	1.900434	0.225061	0.000000	1.518506	0.237657	2.540915	1.528303	0.225061	1.838007	1.941599	1.676984	2.015669	2.833124	2.080170	1.634423	2.026107	0.233939	2.819995	1.639609	0.237748	1.645943	1.948595	1.594788	2.122079	2.122079	2.545380	1.900434	1.367197	1.878007	1.639609	2.022514	1.561767	2.122079	1.514642	0.223877	2.889810	1.509191	1.708141	0.225061	2.089974	0.237701	1.514642	1.629657	1.518506	2.034877	2.068994	1.571376	2.558363	2.623218	1.901097	1.986101	2.160518	1.524266	2.154683	1.523711	1.358988	2.833124	2.165373	1.519971	1.518506	2.014681	1.650518	0.227384	1.896838	2.558363	2.608642	2.833124	1.686204
SalEn.2_MW40231_3-451_NEs	2.157362	1.591341	1.518506	0.000000	1.451010	1.972492	0.005986	1.591341	2.219537	2.144084	2.090701	2.358075	2.200775	1.903040	2.162902	2.363629	1.471599	2.184377	2.162902	1.451398	2.265348	2.231407	2.123464	2.081325	2.081325	2.002350	2.157362	0.179119	2.171718	2.162902	2.352575	0.193902	2.081325	0.170139	1.591094	2.200069	0.170241	2.097555	1.591341	1.875886	1.452048	0.169231	2.124592	0.000000	2.447206	2.812392	0.129322	1.956116	2.012334	2.089308	2.365113	2.502617	0.168525	2.477115	0.002986	0.177283	2.200775	2.532069	0.171276	0.000000	2.332833	2.175166	1.627135	2.136124	1.956116	1.996638	2.200775	2.052384
EscCo.1_00430_33-420_NEs	1.880308	0.231718	0.237657	1.451010	0.000000	2.375640	1.450355	0.231718	1.889314	2.035818	1.777378	1.895924	2.685652	1.920720	1.702285	1.917552	0.024365	2.660549	1.702285	0.008616	1.976026	2.060179	1.661266	2.076108	2.076108	2.365539	1.880308	1.439953	1.867946	1.702285	1.936992	1.553096	2.076108	1.532767	0.230544	2.714491	1.531656	1.797355	0.231718	1.923428	0.005153	1.532767	1.693044	1.451010	2.323310	2.141235	1.537820	2.389046	2.518802	1.832107	1.848930	2.120134	1.542714	2.383397	1.455923	1.431563	2.685652	2.160613	1.548218	1.451010	1.884824	1.883256	0.229421	1.876181	2.389046	2.473225	2.685652	1.800372
EscCo.1_01787_3-422_NEs	1.811855	2.843181	2.540915	1.972492	2.375640	0.000000	1.993671	2.843181	2.165532	2.233235	2.078289	1.955358	0.347693	2.415853	1.831429	2.009423	2.347592	0.346225	1.831429	2.410508	2.429363	2.144912	1.807483	2.261109	2.261109	0.024023	1.811855	2.003735	2.125602	1.836188	1.924524	1.986765	2.261109	2.048449	2.830366	0.352560	2.048682	2.044176	2.843181	2.414445	2.363216	2.048449	1.818959	1.972492	1.870933	3.043467	1.945422	0.007920	0.385693	1.861061	1.975742	3.016061	2.033987	1.915594	1.986566	1.999557	0.347693	3.043078	2.037922	1.972492	1.945792	2.186155	2.770584	1.820244	0.007920	0.380386	0.347693	2.618132
SalEn.53561_3-451_NEs	2.174078	1.608098	1.528303	0.005986	1.450355	1.993671	0.000000	1.608098	2.252099	2.195147	2.123819	2.411615	2.240516	1.893144	2.162682	2.424208	1.471126	2.223500	2.162682	1.450750	2.328450	2.286177	2.122808	2.120418	2.120418	2.024274	2.174078	0.180880	2.224267	2.162682	2.412415	0.194955	2.120418	0.169302	1.607846	2.240251	0.169404	2.130785	1.608098	1.876985	1.451402	0.168395	2.123949	0.005986	2.506232	2.869555	0.129980	1.976790	2.046773	2.105133	2.418653	2.499594	0.167688	2.537070	0.005984	0.179043	2.240516	2.529061	0.170438	0.005986	2.385489	2.180287	1.644521	2.152608	1.976790	2.030514	2.240516	2.062119
SalEn.2_MW04681_28-420_NEs	1.906534	0.000000	0.225061	1.591341	0.231718	2.843181	1.608098	0.000000	1.798977	2.059283	1.667684	1.989391	2.868874	2.136761	1.626636	1.946604	0.237965	2.856198	1.626636	0.235605	2.050778	2.091622	1.593360	2.090968	2.090968	2.874078	1.906534	1.502624	1.902876	1.626636	2.009276	1.609152	2.090968	1.705695	0.002564	2.910554	1.720540	1.683012	0.000000	2.140966	0.234063	1.705695	1.610893	1.591341	2.207547	2.049163	1.701208	2.883034	2.484431	1.902395	1.944937	2.240193	1.720087	2.254437	1.596767	1.503741	2.868874	2.223991	1.708086	1.591341	2.013284	1.769561	0.010361	1.935651	2.883034	2.456990	2.868874	1.989533
EntCo.1_37670_2-440_NEs	1.500977	1.798977	1.838007	2.219537	1.889314	2.165532	2.252099	1.798977	0.000000	2.346163	1.370781	2.191974	2.063626	2.129665	1.337645	2.150528	1.957850	2.108567	1.337645	1.891914	2.175015	2.306582	1.332997	2.142034	2.136534	2.214952	1.500977	2.245806	2.337123	1.337645	2.175853	2.261081	2.142034	2.122380	1.798671	2.077907	2.116265	1.378068	1.798977	2.140260	1.901534	2.122380	1.341743	2.219537	2.454174	2.669740	2.228834	2.153487	2.299233	1.484066	2.145034	2.527805	2.111187	2.407969	2.213970	2.241788	2.063626	2.522398	2.111257	2.219537	2.164583	1.274720	1.820806	1.488089	2.153487	2.276632	2.063626	1.922486
KlePn.1_00222_6-478_BeL	2.080593	2.059283	1.941599	2.144084	2.035818	2.233235	2.195147	2.059283	2.346163	0.000000	2.611407	0.654086	2.445974	1.401540	2.367298	0.652318	2.078971	2.461549	2.367298	2.012678	2.419653	0.048553	2.366072	2.265141	2.265141	2.257020	2.080593	2.251863	0.092655	2.367298	0.665662	2.416987	2.265141	2.167172	2.059283	2.440500	2.174344	2.597785	2.059283	1.384962	2.055654	2.173729	2.374078	2.144084	0.623073	2.366042	2.115186	2.277573	2.093542	2.105886	0.663430	2.042289	2.186528	0.631407	2.161182	2.259992	2.445974	2.008407	2.169698	2.144084	0.674618	2.377438	2.082420	2.062789	2.277573	2.075993	2.445974	2.330959
