EscCo.40117_3-616	0.000000	0.082859	0.501612	0.517878	0.613463	0.038565	0.036179	0.615096	0.519099	0.521289
EscCo.3_03864_3-586_NEs	0.082859	0.000000	0.495687	0.522134	0.634873	0.074592	0.072168	0.633513	0.523484	0.529746
CitRo.1_01241_1-538_NEs	0.501612	0.495687	0.000000	0.332774	0.459857	0.498089	0.488782	0.458665	0.331304	0.335316
SalEn.3_0157_1-537	0.517878	0.522134	0.332774	0.000000	0.436600	0.518069	0.517050	0.439614	0.005601	0.029172
KlePn.2_06131_1-535_NEs	0.613463	0.634873	0.459857	0.436600	0.000000	0.612898	0.607565	0.006960	0.437902	0.447918
EscCo.1_00127_3-603_NEs	0.038565	0.074592	0.498089	0.518069	0.612898	0.000000	0.001166	0.613058	0.518036	0.522512
EscCo.2_0113_3-584_NEs	0.036179	0.072168	0.488782	0.517050	0.607565	0.001166	0.000000	0.609184	0.517023	0.519988
KlePn.1_02461_1-535_NEs	0.615096	0.633513	0.458665	0.439614	0.006960	0.613058	0.609184	0.000000	0.440904	0.452032
SalEn.10161_1-540_NEs	0.519099	0.523484	0.331304	0.005601	0.437902	0.518036	0.517023	0.440904	0.000000	0.031588
SalEn.50163_1-540_NEs	0.521289	0.529746	0.335316	0.029172	0.447918	0.522512	0.519988	0.452032	0.031588	0.000000
