EscCo.41546_1-191_BeL	0.000000	1.526818	1.163517	1.163517	1.584501	1.491487	0.488429	1.208622	1.327482	0.510599	0.510599	0.062004	1.208622	0.643336	0.488429	0.492672	0.001743	0.157187	1.875132	1.673888	1.612951	0.488429	1.553590	1.491487	1.691136	1.609019	0.584768	1.691136	1.537273
SalEn.53434_1-197_BeL	1.526818	0.000000	1.926296	1.926296	0.451160	0.025717	1.574302	1.907926	0.917181	1.629787	1.629787	1.625247	1.907926	1.397095	1.574302	1.596204	1.536766	1.493013	2.173737	1.915623	0.782125	1.574302	1.914738	0.025717	2.114085	0.424122	1.746699	2.114085	0.880518
EscCo.3_03088_12-176_NEs	1.163517	1.926296	0.000000	0.000000	1.959103	1.949655	1.328555	0.329537	1.869556	1.511129	1.511129	1.172452	0.329537	1.725672	1.328555	1.328555	1.154290	1.350661	0.360924	0.888099	2.258204	1.328555	0.723303	1.949655	0.432412	2.044134	1.086101	0.432412	2.248655
EscCo.3_05004_12-176_NEs	1.163517	1.926296	0.000000	0.000000	1.959103	1.949655	1.328555	0.329537	1.869556	1.511129	1.511129	1.172452	0.329537	1.725672	1.328555	1.328555	1.154290	1.350661	0.360924	0.888099	2.258204	1.328555	0.723303	1.949655	0.432412	2.044134	1.086101	0.432412	2.248655
EscCo.2_0309_1-200_NEs	1.584501	0.451160	1.959103	1.959103	0.000000	0.467039	1.453841	1.665382	0.638395	1.738955	1.738955	1.599521	1.665382	1.394016	1.453841	1.472226	1.594624	1.474067	2.448140	1.686858	0.638610	1.453841	1.888436	0.467039	2.124740	0.104679	1.479905	2.124740	0.646719
EscCo.2_4355_1-197_NEs	1.491487	0.025717	1.949655	1.949655	0.467039	0.000000	1.557385	1.942168	0.918099	1.630460	1.630460	1.597785	1.942168	1.409690	1.557385	1.578631	1.501189	1.478613	2.353679	1.830754	0.778395	1.557385	1.875985	0.000000	2.088474	0.439607	1.760672	2.088474	0.876412
SalEn.10913_1-192_NEs	0.488429	1.574302	1.328555	1.328555	1.453841	1.557385	0.000000	1.461034	1.334192	0.197002	0.197002	0.477680	1.461034	0.681249	0.000000	0.001739	0.485275	0.539659	1.964353	1.510602	1.670280	0.000000	1.569343	1.557385	1.553960	1.515729	0.579125	1.553960	1.473363
EscCo.3_05035_5-176_NEs	1.208622	1.907926	0.329537	0.329537	1.665382	1.942168	1.461034	0.000000	1.611694	1.484516	1.484516	1.311737	0.000000	1.754452	1.461034	1.461034	1.199089	1.181572	0.390541	0.900327	2.215965	1.461034	0.669526	1.942168	0.760509	1.716085	1.185778	0.760509	2.221500
CitRo.1_09031_1-199_NEs	1.327482	0.917181	1.869556	1.869556	0.638395	0.918099	1.334192	1.611694	0.000000	1.413432	1.413432	1.293854	1.611694	1.374797	1.334192	1.349713	1.335707	1.258562	2.191283	1.310228	0.678997	1.334192	1.527957	0.918099	1.279764	0.666455	1.237470	1.279764	0.851180
SalEn.3_2550_1-190_NEs	0.510599	1.629787	1.511129	1.511129	1.738955	1.630460	0.197002	1.484516	1.413432	0.000000	0.000000	0.526152	1.484516	0.703818	0.197002	0.197278	0.507332	0.600304	1.606855	1.764543	1.718915	0.197002	1.732519	1.630460	1.762259	1.708184	0.620131	1.762259	1.592156
