SalEn.2_MW08951_1-299_NEs	0.000000	0.209907	1.332909	1.296883	1.282620	1.291197	1.291197	0.317020	0.204679	1.338706	0.211339	1.282620	0.008963	1.317073	1.364993	1.282620	1.341110	0.010106	1.268428	1.324530	1.358414	2.298531	1.297622	0.334032	1.282620	0.339898	1.291197	2.111071	0.209907	0.000000	1.337264	1.365677	1.327569	2.078950	2.039808	2.047206	0.212575	2.250968	2.039808	2.039808	2.883038	1.341110	2.326993	0.000000	1.327314
EscCo.1_00884_1-299_NEs	0.209907	0.000000	1.396279	1.329493	1.374534	1.317183	1.317183	0.317350	0.221028	1.402139	0.001113	1.374534	0.210115	1.308606	1.409320	1.374534	1.361088	0.212720	1.350345	1.416698	1.409320	2.603613	1.323766	0.318770	1.374534	0.324496	1.317183	2.332851	0.000000	0.209907	1.356766	1.368141	1.407312	2.247897	2.207641	2.215573	0.038750	2.572015	2.207641	2.207641	3.417928	1.361088	2.596853	0.209907	1.408516
EscCo.1_04411_1-292_NEs	1.332909	1.396279	0.000000	1.443227	0.334816	1.448503	1.448503	1.468709	1.354274	0.030352	1.396279	0.334816	1.337378	1.484557	1.326582	0.334816	1.363061	1.348786	1.318612	0.023229	1.326582	2.034186	1.455239	1.256810	0.334816	1.262523	1.448503	1.986091	1.396279	1.332909	1.364393	1.364678	0.018514	1.994044	2.022263	2.029034	1.401125	2.061773	2.022263	2.022263	2.375795	1.363061	2.070745	1.332909	0.342836
SalEn.51964_5-265_NEs	1.296883	1.329493	1.443227	0.000000	1.560074	0.010214	0.010214	1.321465	1.405153	1.407568	1.329493	1.560074	1.308019	0.167617	0.148682	1.560074	0.166258	1.310364	0.144978	1.443109	0.150301	1.494707	0.008932	1.205239	1.560074	1.200220	0.010214	1.480633	1.329493	1.296883	0.166258	0.166367	1.420642	1.636877	1.654726	1.670107	1.333747	1.502745	1.654726	1.654726	1.681143	0.166258	1.489685	1.296883	1.528422
SalEn.3_4064_1-292_NEs	1.282620	1.374534	0.334816	1.560074	0.000000	1.565283	1.565283	1.318628	1.306577	0.323926	1.374534	0.000000	1.297830	1.502339	1.413256	0.000000	1.522501	1.289471	1.482778	0.334792	1.413256	1.787293	1.559604	1.258727	0.000000	1.259340	1.565283	1.912482	1.374534	1.282620	1.523196	1.503500	0.330410	1.859976	1.892374	1.898710	1.391167	1.787359	1.892374	1.892374	1.854235	1.522501	1.758969	1.282620	0.262387
SalEn.4_09811_13-274_NEs	1.291197	1.317183	1.448503	0.010214	1.565283	0.000000	0.000000	1.304553	1.384893	1.400515	1.317183	1.565283	1.302219	0.172443	0.146902	1.565283	0.176016	1.304573	0.149678	1.448383	0.148516	1.473583	0.001264	1.195175	1.565283	1.190248	0.000000	1.487641	1.317183	1.291197	0.176016	0.176132	1.425709	1.619227	1.636722	1.651955	1.321335	1.481382	1.636722	1.636722	1.644081	0.176016	1.468601	1.291197	1.521523
SalEn.3_0907_13-274_NEs	1.291197	1.317183	1.448503	0.010214	1.565283	0.000000	0.000000	1.304553	1.384893	1.400515	1.317183	1.565283	1.302219	0.172443	0.146902	1.565283	0.176016	1.304573	0.149678	1.448383	0.148516	1.473583	0.001264	1.195175	1.565283	1.190248	0.000000	1.487641	1.317183	1.291197	0.176016	0.176132	1.425709	1.619227	1.636722	1.651955	1.321335	1.481382	1.636722	1.636722	1.644081	0.176016	1.468601	1.291197	1.521523
EntCo.1_18890_1-299_NEs	0.317020	0.317350	1.468709	1.321465	1.318628	1.304553	1.304553	0.000000	0.307032	1.458573	0.319013	1.318628	0.319121	1.285186	1.250460	1.318628	1.273082	0.319783	1.243734	1.480881	1.256075	2.223097	1.310883	0.326716	1.318628	0.330756	1.304553	2.109168	0.317350	0.317020	1.270060	1.262661	1.481174	2.108668	2.071180	2.055832	0.331502	2.182912	2.071180	2.071180	2.765745	1.273082	2.247360	0.317020	1.358317
CitRo.1_08281_1-299_NEs	0.204679	0.221028	1.354274	1.405153	1.306577	1.384893	1.384893	0.307032	0.000000	1.350042	0.219519	1.306577	0.209202	1.424187	1.451462	1.306577	1.515571	0.211105	1.455402	1.367582	1.458328	2.281576	1.392085	0.318725	1.306577	0.322729	1.384893	2.174825	0.221028	0.204679	1.508830	1.515004	1.354665	2.085662	2.064929	2.085774	0.229654	2.233590	2.064929	2.064929	2.838928	1.515571	2.260383	0.204679	1.297024
EscCo.3_04547_1-292_NEs	1.338706	1.402139	0.030352	1.407568	0.323926	1.400515	1.400515	1.458573	1.350042	0.000000	1.402139	0.323926	1.343236	1.472273	1.309619	0.323926	1.359358	1.354760	1.290096	0.027982	1.309619	1.948042	1.407066	1.252233	0.323926	1.257989	1.400515	2.003430	1.402139	1.338706	1.360684	1.360985	0.027981	2.044213	2.073688	2.080578	1.407106	1.951027	2.073688	2.073688	2.217950	1.359358	1.958288	1.338706	0.334615
