SalEn.4_33841_1-290_NEs	0.000000	1.642716	1.775391	0.345918	0.004616	0.000000	0.293080	1.691851	2.097028	1.804177	1.825052	0.000000	0.345918	1.824091	1.507475	0.343453	0.344884	0.000000
CitRo.1_26111_1-350_NEs	1.642716	0.000000	0.356959	1.766113	1.657035	1.642716	1.735885	2.201259	1.789836	0.299004	0.363216	1.642716	1.766113	0.361197	2.180997	1.759894	1.758165	1.642716
EscCo.4_02556_1-350_NEs	1.775391	0.356959	0.000000	1.832893	1.782806	1.775391	1.669861	2.617960	1.709063	0.288361	0.127679	1.775391	1.832893	0.128082	1.940513	1.812366	1.813857	1.775391
EscCo.3_3521_1-289_NEs	0.345918	1.766113	1.832893	0.000000	0.347746	0.345918	0.339732	1.503437	1.820581	1.729893	1.862327	0.345918	0.000000	1.861480	1.425969	0.024641	0.024732	0.345918
SalEn.53301_1-290_NEs	0.004616	1.657035	1.782806	0.347746	0.000000	0.004616	0.294779	1.692148	2.117221	1.789044	1.817723	0.004616	0.347746	1.816728	1.492737	0.345274	0.346706	0.004616
SalEn.3_3359_1-290_NEs	0.000000	1.642716	1.775391	0.345918	0.004616	0.000000	0.293080	1.691851	2.097028	1.804177	1.825052	0.000000	0.345918	1.824091	1.507475	0.343453	0.344884	0.000000
CitRo.1_45521_1-291_NEs	0.293080	1.735885	1.669861	0.339732	0.294779	0.293080	0.000000	1.715427	1.897882	1.784680	1.705223	0.293080	0.339732	1.703697	1.499559	0.339034	0.345226	0.293080
CitRo.1_02631_1-246_NEs	1.691851	2.201259	2.617960	1.503437	1.692148	1.691851	1.715427	0.000000	1.613170	2.189552	2.558725	1.691851	1.503437	2.558725	0.657372	1.527994	1.495811	1.691851
CitRo.1_26281_1-243_NEs	2.097028	1.789836	1.709063	1.820581	2.117221	2.097028	1.897882	1.613170	0.000000	1.691452	1.930345	2.097028	1.820581	1.930345	1.745784	1.893531	1.832356	2.097028
EscCo.3_4698_1-350_NEs	1.804177	0.299004	0.288361	1.729893	1.789044	1.804177	1.784680	2.189552	1.691452	0.000000	0.289888	1.804177	1.729893	0.287891	2.207689	1.709507	1.705001	1.804177
EscCo.1_01287_1-350_NEs	1.825052	0.363216	0.127679	1.862327	1.817723	1.825052	1.705223	2.558725	1.930345	0.289888	0.000000	1.825052	1.862327	0.000000	1.972778	1.878862	1.878926	1.825052
SalEn.13220_1-290_NEs	0.000000	1.642716	1.775391	0.345918	0.004616	0.000000	0.293080	1.691851	2.097028	1.804177	1.825052	0.000000	0.345918	1.824091	1.507475	0.343453	0.344884	0.000000
EscCo.53262_1-289	0.345918	1.766113	1.832893	0.000000	0.347746	0.345918	0.339732	1.503437	1.820581	1.729893	1.862327	0.345918	0.000000	1.861480	1.425969	0.024641	0.024732	0.345918
EscCo.3_1210_1-349_NEs	1.824091	0.361197	0.128082	1.861480	1.816728	1.824091	1.703697	2.558725	1.930345	0.287891	0.000000	1.824091	1.861480	0.000000	1.989325	1.878093	1.878176	1.824091
EscCo.1_02885_10-265_NEs	1.507475	2.180997	1.940513	1.425969	1.492737	1.507475	1.499559	0.657372	1.745784	2.207689	1.972778	1.507475	1.425969	1.989325	0.000000	1.487532	1.480244	1.507475
EscCo.4_00431_1-289_NEs	0.343453	1.759894	1.812366	0.024641	0.345274	0.343453	0.339034	1.527994	1.893531	1.709507	1.878862	0.343453	0.024641	1.878093	1.487532	0.000000	0.039228	0.343453
EscCo.1_03697_1-289_NEs	0.344884	1.758165	1.813857	0.024732	0.346706	0.344884	0.345226	1.495811	1.832356	1.705001	1.878926	0.344884	0.024732	1.878176	1.480244	0.039228	0.000000	0.344884
SalEn.2_MW33841_1-290_NEs	0.000000	1.642716	1.775391	0.345918	0.004616	0.000000	0.293080	1.691851	2.097028	1.804177	1.825052	0.000000	0.345918	1.824091	1.507475	0.343453	0.344884	0.000000
