SalEn.3_1191_4-492_NEs	0.000000	1.997981	1.931186	2.069449	1.771964	1.877172	1.929704	1.915757	2.307353	1.813174	2.074992	1.948784	1.834481	1.738908	1.958653	2.220665	2.053534	2.021184	2.055869	2.108277	2.265000	1.927715	2.011010	1.929228	2.080373	1.774492	1.795582	1.355010	0.001362	1.935398	2.108277	1.749349	1.970937	1.909220	1.963328	1.933507	1.960770	1.860826	1.738908	2.078953	1.757936	2.317493	2.310513	1.809454	1.955609	1.577479	2.260656	2.021184	1.907617	2.080373	1.940991	1.925291	2.042416	2.050316	1.975275	2.319127	1.926454	2.024323	1.979507	1.677473	2.257732	1.824421	2.055503	1.935398	2.032671	1.649050	0.006842	1.928517	0.012345	2.107265	1.925291	1.795720	2.005998	1.788719	1.782229	2.274177	0.001362	2.134735	2.319127	1.859933	1.960322	2.244894	0.459049	2.233888	1.962990	2.218804	1.834481	2.112214	2.096418	1.940991	2.623573	2.260656	1.935398	2.055585	1.746369	1.360025	1.803189	2.296021	1.782928	1.795582	2.319127	2.080373
CitRo.1_43211_1-476_NEs	1.997981	0.000000	1.711013	1.869700	1.747506	1.922016	1.538689	1.674253	1.665172	1.700840	1.832104	1.909790	1.929250	1.711290	1.912133	1.780659	0.211328	0.217068	0.212275	1.845229	1.596562	1.946054	1.727276	1.669322	1.719076	1.752921	1.792914	1.750514	1.991903	1.916796	1.845229	1.736871	1.796241	1.703906	1.561708	1.658649	1.631880	1.542303	1.711290	1.795762	1.749826	1.921054	1.636998	1.726548	1.751831	1.667159	1.768480	0.217068	1.701022	1.723082	1.659197	1.725038	1.786808	1.679261	1.665880	1.662559	1.725038	1.704345	1.533007	1.604561	1.772022	1.923977	1.692760	1.916796	1.687915	1.625619	2.031492	1.651708	2.022886	1.720088	1.725038	1.786863	1.551629	1.813068	0.353259	1.909380	1.991903	1.865169	1.662559	1.535997	1.528641	1.565137	2.106489	1.526391	1.574056	1.852861	1.929250	1.888737	1.742599	1.659197	2.626913	1.768480	1.916796	1.539789	1.707607	1.729643	1.788604	1.673895	0.349210	1.792914	1.662559	1.715068
SalEn.51658_34-582_NEs	1.931186	1.711013	0.000000	2.307904	1.833678	1.897333	1.811798	1.721999	2.069421	1.860160	0.822697	0.827377	1.892314	1.889576	0.817195	1.983261	1.745671	1.772557	1.812560	0.823711	1.724007	1.830861	1.524072	1.713353	0.971053	1.903267	1.880634	1.846538	1.937475	0.822075	0.823711	1.883550	1.855209	0.011659	0.702975	1.812420	1.874644	1.876472	1.889576	0.823800	1.818894	2.132022	2.077821	1.841214	1.871191	1.529723	2.041564	1.772557	0.797015	0.971053	1.805445	0.009097	0.824825	0.295501	1.806353	2.058169	0.009197	0.299436	1.906860	1.505908	2.039691	1.900429	0.299238	0.822075	0.299992	1.505599	1.934504	0.226171	1.926756	0.950032	0.009097	1.879429	0.300223	1.867800	1.972906	2.132343	1.937475	0.831605	2.058169	1.832043	1.908807	2.176261	2.220698	2.177971	0.705886	1.802740	1.892314	2.301680	1.871339	1.805445	2.343888	2.041564	0.822075	0.302993	1.889576	1.873409	1.880634	2.058365	1.966369	1.880634	2.058169	0.971053
KlePn.2_24341_3-540_NEs	2.069449	1.869700	2.307904	0.000000	2.468531	1.913361	1.916005	1.958693	2.546889	1.923633	2.476796	2.417829	1.871935	1.986074	2.439374	2.585546	1.944884	1.965821	1.932637	2.491447	2.053419	2.458292	2.217847	1.952354	2.751585	2.047290	2.051137	1.133573	2.080731	2.372175	2.491447	1.978352	1.849333	2.301286	2.320493	2.119955	1.963443	2.108029	1.986074	2.219898	2.408284	2.926934	2.441224	1.919205	1.862435	1.988494	2.595237	1.965821	2.475243	2.746630	2.101758	2.322826	2.194727	2.323098	2.088494	2.517140	2.322826	2.309619	2.233270	2.104735	2.605156	1.883616	2.316806	2.372175	2.306256	2.130188	2.078487	2.364671	2.040911	2.706028	2.322826	2.037800	2.261718	2.069083	2.214598	2.904754	2.080731	2.431124	2.517140	1.887697	2.236773	2.495785	2.213079	2.506687	2.311057	2.701751	1.871935	0.004385	2.901128	2.101758	2.126815	2.595237	2.372175	2.244825	1.984585	1.114711	2.049329	2.513267	2.229762	2.051137	2.517140	2.751585
KlePn.2_11581_1-522_NEs	1.771964	1.747506	1.833678	2.468531	0.000000	1.825503	1.828203	1.605713	1.918860	1.786503	2.252274	2.301828	1.863336	1.682135	2.304771	1.835576	1.889115	1.864734	1.893909	2.204628	1.620845	0.302826	1.748583	1.609285	1.997803	1.685405	1.916554	2.200255	1.778286	2.309645	2.209367	1.665561	1.779986	1.831845	2.049748	1.654285	1.484908	1.665156	1.682135	1.990122	0.014311	1.291556	1.928915	1.795026	1.786441	1.283977	1.819294	1.864734	2.056353	1.997803	1.603167	1.821226	1.997166	1.895328	1.610159	1.907198	1.821226	1.903649	1.651252	1.333279	1.818807	1.848227	1.899636	2.309645	1.901593	1.362393	1.788765	1.893756	1.782824	1.951182	1.821226	1.900665	2.111292	1.901130	1.896649	1.280529	1.778286	2.228212	1.907198	1.599671	1.655748	1.805094	2.114488	1.806753	2.054117	1.299038	1.863336	2.516739	1.213374	1.603167	1.281034	1.819294	2.309645	2.069892	1.682135	2.161649	1.916554	1.923724	1.900310	1.916554	1.907198	1.994046
EscCo.3_03165_1-513_NEs	1.877172	1.922016	1.897333	1.913361	1.825503	0.000000	1.370444	1.564028	1.588051	0.217711	2.245725	2.234742	0.016450	1.500615	2.212658	1.553253	1.921186	1.939964	1.908005	2.275503	1.408875	1.906672	1.332445	1.559873	1.801666	1.523709	0.241043	1.783296	1.877172	2.230682	2.271662	1.511092	0.263338	1.906728	1.928437	1.515625	1.510999	1.418016	1.500615	2.198643	1.806552	1.969489	1.560456	0.236675	0.265124	1.603957	1.540491	1.939964	2.137679	1.801666	1.534369	1.913744	2.199041	1.750510	1.557055	1.589208	1.913744	1.763657	1.479539	1.613143	1.545953	0.019739	1.757576	2.230682	1.744653	1.647734	1.896085	1.749927	1.876972	1.775492	1.913744	0.237283	1.863801	0.239178	1.870270	1.946590	1.877172	2.302758	1.589208	1.480757	1.482677	1.506446	2.197668	1.486940	1.935712	1.858525	0.016450	1.922722	1.712924	1.534369	2.756135	1.540491	2.230682	1.870032	1.490678	1.767001	0.240448	1.581603	1.889818	0.241043	1.589208	1.797814
EntCo.1_09410_1-532_NEs	1.929704	1.538689	1.811798	1.916005	1.828203	1.370444	0.000000	0.622393	1.223400	1.295862	2.025817	1.950797	1.358600	0.631593	1.947710	1.232231	1.509185	1.496742	1.494969	2.025030	1.416139	1.910416	1.205294	0.623750	1.519030	0.649449	1.360406	1.487132	1.935271	1.972130	2.025030	0.633804	1.330619	1.819238	1.703252	0.627045	0.618053	0.614877	0.631593	1.940649	1.829609	1.698131	1.187826	1.393270	1.306666	1.413924	1.259734	1.496742	1.929048	1.522186	0.631989	1.821572	1.937020	1.810499	0.624931	1.225210	1.821572	1.780023	0.274489	1.546203	1.262438	1.370854	1.817097	1.972130	1.801379	1.556820	1.957708	1.801299	1.945248	1.549338	1.821572	1.363652	1.716073	1.357034	1.616780	1.676462	1.935271	2.042816	1.225210	0.628267	0.276122	1.167761	2.006626	1.166828	1.692832	1.677294	1.358600	1.947505	1.565948	0.631989	2.522008	1.259734	1.972130	1.730361	0.631593	1.488066	1.360406	1.219287	1.608406	1.360406	1.225210	1.515875
KlePn.2_45371_1-535_NEs	1.915757	1.674253	1.721999	1.958693	1.605713	1.564028	0.622393	0.000000	1.069512	1.416253	2.247445	2.170464	1.561997	0.173737	2.188811	1.089997	1.688822	1.701659	1.725684	2.222135	1.417544	1.830811	1.412755	0.002502	1.821804	0.164866	1.435841	1.548873	1.927976	2.179659	2.222135	0.172087	1.540095	1.729944	1.817691	0.184215	0.155642	0.142266	0.173737	2.021260	1.598741	1.798007	1.078039	1.464880	1.550505	1.257731	1.092354	1.701659	2.156777	1.825515	0.184233	1.730393	2.026334	1.808524	0.179300	1.057695	1.725333	1.832358	0.640013	1.418533	1.091771	1.549445	1.819375	2.179659	1.826036	1.421833	1.945926	1.709893	1.922062	1.815402	1.730393	1.442198	1.802685	1.457284	1.637744	1.772098	1.927976	2.224023	1.057695	0.429650	0.643853	0.987679	1.926209	0.988102	1.821319	1.716696	1.561997	1.962261	1.582476	0.184233	2.669856	1.092354	2.179659	1.814891	0.173737	1.571537	1.435841	1.060177	1.637435	1.435841	1.057695	1.818088
SalEn.51597_1-549_NEs	2.307353	1.665172	2.069421	2.546889	1.918860	1.588051	1.223400	1.069512	0.000000	1.450733	2.430251	2.252390	1.591486	1.045297	2.288516	0.259257	1.786008	1.772899	1.782671	2.402132	1.710661	2.201113	1.670602	1.067602	1.976642	1.050055	1.572138	1.738099	2.313176	2.269227	2.402132	1.049491	1.510829	2.049395	2.016982	1.026041	1.011957	1.079202	1.045297	2.135177	1.953261	2.083249	0.214392	1.546290	1.506950	1.722377	0.252757	1.772899	2.224434	1.976642	1.020412	2.078293	2.152893	2.270238	1.029559	0.015309	2.078293	2.302725	1.177994	1.661482	0.254395	1.568610	2.274046	2.269227	2.286861	1.679335	2.334030	2.146626	2.306509	1.951320	2.078293	1.568486	2.279651	1.567595	1.582487	2.084747	2.313176	2.451847	0.015309	1.012343	1.183606	0.297206	2.421003	0.293433	2.012927	2.072139	1.591486	2.544678	2.070395	1.020412	3.078194	0.252757	2.269227	2.250161	1.044221	1.766983	1.569289	0.020276	1.582739	1.572138	0.015309	1.973132
CitRo.1_08351_1-528_NEs	1.813174	1.700840	1.860160	1.923633	1.786503	0.217711	1.295862	1.416253	1.450733	0.000000	2.184324	2.239580	0.211995	1.486146	2.226696	1.435345	1.850275	1.871225	1.872342	2.204399	1.391812	2.058601	1.287247	1.422078	1.823046	1.497117	0.218026	1.713003	1.819267	2.243866	2.200696	1.489689	0.229998	1.852460	1.939947	1.436676	1.436620	1.357927	1.486146	2.050476	1.787729	1.778280	1.471062	0.226138	0.229073	1.547341	1.420407	1.871225	2.120436	1.823046	1.443124	1.875413	2.031490	1.771646	1.432539	1.442529	1.862155	1.791283	1.339061	1.657873	1.432332	0.209490	1.778658	2.243866	1.802269	1.675487	1.824354	1.646840	1.808506	1.787484	1.875413	0.216091	1.761249	0.218821	1.701396	1.779490	1.819267	2.238753	1.442529	1.407743	1.333441	1.328301	2.176922	1.314763	1.943532	1.702488	0.211995	1.962594	1.731423	1.443124	2.740319	1.420407	2.243866	1.759163	1.486146	1.704551	0.218026	1.445575	1.717554	0.218026	1.442529	1.819147
