KlePn.2_26411_1-232_NEs	0.000000	0.008783	0.846098	0.274894	0.840196	0.940993	1.040041	0.876120	1.038979	1.038979	1.010705
KlePn.1_04625_1-232_NEs	0.008783	0.000000	0.844244	0.275253	0.838398	0.954592	1.049116	0.883533	1.048094	1.048094	1.019470
KlePn.1_05145_1-229_NEs	0.846098	0.844244	0.000000	0.772207	0.007427	0.274726	0.843726	0.799783	0.832321	0.832321	0.823662
CitRo.1_15491_1-232_NEs	0.274894	0.275253	0.772207	0.000000	0.766782	0.947834	0.897910	0.855136	0.896305	0.896305	0.876352
KlePn.2_20951_1-228_NEs	0.840196	0.838398	0.007427	0.766782	0.000000	0.276581	0.850730	0.793764	0.839266	0.839266	0.839247
CitRo.1_16681_1-240_NEs	0.940993	0.954592	0.274726	0.947834	0.276581	0.000000	0.939913	0.821924	0.934848	0.934848	0.940976
EscCo.1_02472_1-221_NEs	1.040041	1.049116	0.843726	0.897910	0.850730	0.939913	0.000000	0.247089	0.001496	0.001496	0.008991
KlePn.2_32471_1-220_NEs	0.876120	0.883533	0.799783	0.855136	0.793764	0.821924	0.247089	0.000000	0.245066	0.245066	0.245192
EscCo.3_2355_1-220_NEs	1.038979	1.048094	0.832321	0.896305	0.839266	0.934848	0.001496	0.245066	0.000000	0.000000	0.007527
EscCo.52221_1-220	1.038979	1.048094	0.832321	0.896305	0.839266	0.934848	0.001496	0.245066	0.000000	0.000000	0.007527
EscCo.4_01486_1-221_NEs	1.010705	1.019470	0.823662	0.876352	0.839247	0.940976	0.008991	0.245192	0.007527	0.007527	0.000000
