CitRo.1_07271_1-522_NEs	0.000000	0.111806	1.216476	0.146800	1.194526	0.144496	1.201948	0.592932	0.589046	0.570962	0.595753	0.111806	0.110341	0.570962	0.121086	0.570962	1.275059	0.590347	0.111806	1.249277	1.216189	0.578012	0.121086	1.213712	1.157665	0.111806	0.124935	1.215055	1.194156	1.216476	1.290440	0.120257	0.141162
SalEn.4_07971_1-522_Ess	0.111806	0.000000	1.212975	0.159065	1.253507	0.158312	1.232325	0.576092	0.569707	0.588023	0.576249	0.000000	0.008955	0.588023	0.129053	0.588023	1.300987	0.570977	0.000000	1.248052	1.199417	0.592392	0.129053	1.210280	1.203240	0.002550	0.130558	1.204312	1.220535	1.212975	1.304291	0.128228	0.158751
SalEn.2_MW04301_1-466_NEs	1.216476	1.212975	0.000000	1.168350	0.321721	1.162728	0.322719	1.135801	1.123974	1.099607	1.132196	1.212975	1.212975	1.105835	1.152643	1.099607	0.351231	1.123974	1.212975	0.324485	0.007927	1.100144	1.152643	0.000718	0.210013	1.206962	1.163624	0.012300	0.318148	0.000000	0.347338	1.168557	1.095971
KlePn.2_13101_1-522_NEs	0.146800	0.159065	1.168350	0.000000	1.185593	0.003196	1.165454	0.583165	0.583525	0.604596	0.584581	0.159065	0.159849	0.604596	0.162765	0.604596	1.225360	0.584800	0.159065	1.262843	1.152210	0.606666	0.162765	1.165706	1.117100	0.160642	0.165931	1.159994	1.164183	1.168350	1.222535	0.163457	0.162982
EntCo.1_09300_2-464_NEs	1.194526	1.253507	0.321721	1.185593	0.000000	1.182868	0.283104	1.111397	1.117784	1.102525	1.130158	1.253507	1.241028	1.106792	1.201499	1.102525	0.354311	1.117784	1.253507	0.306634	0.321937	1.106620	1.201499	0.320659	0.306676	1.253507	1.205838	0.323287	0.280864	0.321721	0.354291	1.212896	1.105576
KlePn.1_03179_1-522_NEs	0.144496	0.158312	1.162728	0.003196	1.182868	0.000000	1.174957	0.583383	0.583744	0.606227	0.584800	0.158312	0.159095	0.606227	0.163591	0.606227	1.225652	0.585019	0.158312	1.263144	1.146637	0.608298	0.163591	1.160089	1.117355	0.159888	0.166760	1.154407	1.167456	1.162728	1.222826	0.164283	0.160647
KlePn.2_25091_2-465_NEs	1.201948	1.232325	0.322719	1.165454	0.283104	1.174957	0.000000	1.065504	1.056549	1.078061	1.068389	1.232325	1.232033	1.082340	1.194995	1.078061	0.366379	1.056549	1.232325	0.335754	0.322549	1.074839	1.194995	0.321649	0.300746	1.232325	1.191916	0.322483	0.007997	0.322719	0.361623	1.213766	1.128944
EscCo.4_02918_1-515_NEs	0.592932	0.576092	1.135801	0.583165	1.111397	0.583383	1.065504	0.000000	0.013717	0.238936	0.013027	0.576092	0.578731	0.238299	0.584904	0.238936	1.177493	0.014374	0.576092	1.249686	1.125943	0.240126	0.584904	1.133248	1.111607	0.575957	0.586370	1.142084	1.056650	1.135801	1.176329	0.574146	0.567879
EscCo.3_1047_1-514_NEs	0.589046	0.569707	1.123974	0.583525	1.117784	0.583744	1.056549	0.013717	0.000000	0.235038	0.003241	0.569707	0.572329	0.235038	0.578314	0.235038	1.159017	0.000647	0.569707	1.225026	1.114225	0.236217	0.578314	1.121442	1.087566	0.569575	0.581890	1.130121	1.047694	1.123974	1.152088	0.569708	0.574045
SalEn.4_17841_1-514_NEs	0.570962	0.588023	1.099607	0.604596	1.102525	0.606227	1.078061	0.238936	0.235038	0.000000	0.234984	0.588023	0.586660	0.000000	0.584684	0.000000	1.113462	0.235898	0.588023	1.201291	1.096198	0.010469	0.584684	1.097074	1.093913	0.587920	0.590250	1.099340	1.066351	1.099607	1.122177	0.583489	0.568089
EscCo.1_01041_1-515_NEs	0.595753	0.576249	1.132196	0.584581	1.130158	0.584800	1.068389	0.013027	0.003241	0.234984	0.000000	0.576249	0.578883	0.234360	0.584906	0.234984	1.165624	0.003890	0.576249	1.241403	1.116788	0.236162	0.584906	1.129657	1.101633	0.576115	0.586369	1.132719	1.059482	1.132196	1.158661	0.574172	0.575104
