SalEn.10477_1-264_NEs	0.000000	0.512028	0.379109	0.007606	0.512028	0.007606	0.007606	0.502875	0.387033	0.525304	0.016564	0.578992
EscCo.50482_1-264	0.512028	0.000000	0.463232	0.505527	0.000000	0.505527	0.505527	0.013936	0.460176	0.295201	0.510648	0.495765
KlePn.1_02815A_1-264_NEs	0.379109	0.463232	0.000000	0.379577	0.463232	0.379577	0.379577	0.469894	0.006419	0.463262	0.390341	0.455042
SalEn.3_0489_1-264_NEs	0.007606	0.505527	0.379577	0.000000	0.505527	0.000000	0.000000	0.496434	0.387514	0.517200	0.016581	0.565004
EscCo.3_0534_1-264_NEs	0.512028	0.000000	0.463232	0.505527	0.000000	0.505527	0.505527	0.013936	0.460176	0.295201	0.510648	0.495765
SalEn.2_MW05661_1-264_NEs	0.007606	0.505527	0.379577	0.000000	0.505527	0.000000	0.000000	0.496434	0.387514	0.517200	0.016581	0.565004
SalEn.4_05661_1-264_NEs	0.007606	0.505527	0.379577	0.000000	0.505527	0.000000	0.000000	0.496434	0.387514	0.517200	0.016581	0.565004
EscCo.2_45980_1-264_NEs	0.502875	0.013936	0.469894	0.496434	0.013936	0.496434	0.496434	0.000000	0.466812	0.297541	0.501492	0.485588
KlePn.2_09521_1-264_NEs	0.387033	0.460176	0.006419	0.387514	0.460176	0.387514	0.387514	0.466812	0.000000	0.459230	0.398350	0.454419
CitRo.1_05401_1-264_NEs	0.525304	0.295201	0.463262	0.517200	0.295201	0.517200	0.517200	0.297541	0.459230	0.000000	0.532421	0.494314
SalEn.52364_1-264_NEs	0.016564	0.510648	0.390341	0.016581	0.510648	0.016581	0.016581	0.501492	0.398350	0.532421	0.000000	0.576469
EntCo.1_22450_10-273_NEs	0.578992	0.495765	0.455042	0.565004	0.495765	0.565004	0.565004	0.485588	0.454419	0.494314	0.576469	0.000000
