EscCo.1_01771_1-231_NEs	0.000000	0.004312	0.227361	0.897971	0.899077	0.895037	0.896569	0.285925	0.903323	0.884899	0.004317	0.004312	0.283821	0.902384	0.934677	0.895037	0.889152	0.898983	0.198196	0.227361	0.897073	0.278083	0.236729	0.227361	0.884899	0.228997
EscCo.3_1627_1-231_NEs	0.004312	0.000000	0.227609	0.895655	0.896659	0.892614	0.898413	0.288291	0.900910	0.886698	0.008662	0.000000	0.286179	0.899979	0.941665	0.892614	0.886873	0.900822	0.196168	0.227609	0.898910	0.275718	0.236988	0.227609	0.886698	0.229246
SalEn.4_14891_1-231_NEs	0.227361	0.227609	0.000000	0.900602	0.927029	0.927029	0.924716	0.279911	0.931447	0.900545	0.226844	0.227609	0.279911	0.934564	0.926647	0.927029	0.905444	0.917420	0.189813	0.000000	0.906439	0.270653	0.015972	0.000000	0.900545	0.004320
KlePn.2_13651_1-235_NEs	0.897971	0.895655	0.900602	0.000000	0.398643	0.388592	0.493870	0.853538	0.401110	0.506615	0.897193	0.895655	0.848937	0.389059	0.412236	0.388592	0.007222	0.487385	0.835540	0.900602	0.485078	0.875717	0.912231	0.900602	0.506615	0.907004
SalEn.10742_1-228_NEs	0.899077	0.896659	0.927029	0.398643	0.000000	0.007370	0.408284	0.880524	0.001469	0.407932	0.903726	0.896659	0.875798	0.007370	0.402020	0.007370	0.398487	0.430928	0.916471	0.927029	0.408436	0.849913	0.934359	0.927029	0.407932	0.938197
SalEn.4_08491_1-228_NEs	0.895037	0.892614	0.927029	0.388592	0.007370	0.000000	0.408272	0.880524	0.008850	0.413042	0.899653	0.892614	0.875798	0.000000	0.397010	0.000000	0.388442	0.430915	0.907303	0.927029	0.408425	0.849913	0.934359	0.927029	0.413042	0.938197
EscCo.2_49260_1-226_NEs	0.896569	0.898413	0.924716	0.493870	0.408284	0.408272	0.000000	0.887573	0.405678	0.034657	0.910308	0.898413	0.882797	0.408272	0.384173	0.408272	0.489302	0.056704	0.878295	0.924716	0.034510	0.917569	0.918297	0.924716	0.034657	0.931382
KlePn.2_21321_1-231_NEs	0.285925	0.288291	0.279911	0.853538	0.880524	0.880524	0.887573	0.000000	0.884796	0.883850	0.283912	0.288291	0.001453	0.890391	0.877538	0.880524	0.870965	0.892284	0.242241	0.279911	0.897888	0.288626	0.282333	0.279911	0.883850	0.282247
SalEn.52090_1-228_NEs	0.903323	0.900910	0.931447	0.401110	0.001469	0.008850	0.405678	0.884796	0.000000	0.405316	0.908008	0.900910	0.880057	0.008850	0.404470	0.008850	0.400953	0.430928	0.920870	0.931447	0.405829	0.845439	0.938809	0.931447	0.405316	0.942655
EscCo.3_0843_1-225_NEs	0.884899	0.886698	0.900545	0.506615	0.407932	0.413042	0.034657	0.883850	0.405316	0.000000	0.898458	0.886698	0.879097	0.413042	0.385883	0.413042	0.501970	0.050451	0.868765	0.900545	0.020868	0.890443	0.903257	0.900545	0.000000	0.916093
EscCo.4_02290_1-231_NEs	0.004317	0.008662	0.226844	0.897193	0.903726	0.899653	0.910308	0.283912	0.908008	0.898458	0.000000	0.008662	0.281812	0.907045	0.944153	0.899653	0.888385	0.912652	0.200533	0.226844	0.910756	0.280205	0.236187	0.226844	0.898458	0.228476
EscCo.51593_1-231	0.004312	0.000000	0.227609	0.895655	0.896659	0.892614	0.898413	0.288291	0.900910	0.886698	0.008662	0.000000	0.286179	0.899979	0.941665	0.892614	0.886873	0.900822	0.196168	0.227609	0.898910	0.275718	0.236988	0.227609	0.886698	0.229246
KlePn.1_05109_1-231_NEs	0.283821	0.286179	0.279911	0.848937	0.875798	0.875798	0.882797	0.001453	0.880057	0.879097	0.281812	0.286179	0.000000	0.885638	0.877538	0.875798	0.866277	0.887517	0.244200	0.279911	0.893093	0.286482	0.282333	0.279911	0.879097	0.282247
SalEn.2_MW08491_1-229_NEs	0.902384	0.899979	0.934564	0.389059	0.007370	0.000000	0.408272	0.890391	0.008850	0.413042	0.907045	0.899979	0.885638	0.000000	0.397010	0.000000	0.388909	0.430915	0.914840	0.934564	0.408425	0.857116	0.941921	0.934564	0.413042	0.945756
CitRo.1_07791_1-228_NEs	0.934677	0.941665	0.926647	0.412236	0.402020	0.397010	0.384173	0.877538	0.404470	0.385883	0.944153	0.941665	0.877538	0.397010	0.000000	0.397010	0.410828	0.381655	0.878244	0.926647	0.389844	0.812614	0.915093	0.926647	0.385883	0.937905
SalEn.3_0774_1-228_NEs	0.895037	0.892614	0.927029	0.388592	0.007370	0.000000	0.408272	0.880524	0.008850	0.413042	0.899653	0.892614	0.875798	0.000000	0.397010	0.000000	0.388442	0.430915	0.907303	0.927029	0.408425	0.849913	0.934359	0.927029	0.413042	0.938197
KlePn.1_03237_1-235_NEs	0.889152	0.886873	0.905444	0.007222	0.398487	0.388442	0.489302	0.870965	0.400953	0.501970	0.888385	0.886873	0.866277	0.388909	0.410828	0.388442	0.000000	0.482898	0.831488	0.905444	0.480603	0.862644	0.917157	0.905444	0.501970	0.911881
EscCo.4_03216_1-226_NEs	0.898983	0.900822	0.917420	0.487385	0.430928	0.430915	0.056704	0.892284	0.430928	0.050451	0.912652	0.900822	0.887517	0.430915	0.381655	0.430915	0.482898	0.000000	0.864481	0.917420	0.047110	0.877837	0.916085	0.917420	0.050451	0.933213
CitRo.1_14721_1-231_NEs	0.198196	0.196168	0.189813	0.835540	0.916471	0.907303	0.878295	0.242241	0.920870	0.868765	0.200533	0.196168	0.244200	0.914840	0.878244	0.907303	0.831488	0.864481	0.000000	0.189813	0.878440	0.241768	0.197371	0.189813	0.868765	0.193662
SalEn.2_MW14891_1-231_NEs	0.227361	0.227609	0.000000	0.900602	0.927029	0.927029	0.924716	0.279911	0.931447	0.900545	0.226844	0.227609	0.279911	0.934564	0.926647	0.927029	0.905444	0.917420	0.189813	0.000000	0.906439	0.270653	0.015972	0.000000	0.900545	0.004320
EscCo.1_00837_1-226_NEs	0.897073	0.898910	0.906439	0.485078	0.408436	0.408425	0.034510	0.897888	0.405829	0.020868	0.910756	0.898910	0.893093	0.408425	0.389844	0.408425	0.480603	0.047110	0.878440	0.906439	0.000000	0.887379	0.909179	0.906439	0.020868	0.922053
EntCo.1_12310_1-231_NEs	0.278083	0.275718	0.270653	0.875717	0.849913	0.849913	0.917569	0.288626	0.845439	0.890443	0.280205	0.275718	0.286482	0.857116	0.812614	0.849913	0.862644	0.877837	0.241768	0.270653	0.887379	0.000000	0.272397	0.270653	0.890443	0.270250
SalEn.51410_1-231_NEs	0.236729	0.236988	0.015972	0.912231	0.934359	0.934359	0.918297	0.282333	0.938809	0.903257	0.236187	0.236988	0.282333	0.941921	0.915093	0.934359	0.917157	0.916085	0.197371	0.015972	0.909179	0.272397	0.000000	0.015972	0.903257	0.014519
SalEn.3_1419_1-231_NEs	0.227361	0.227609	0.000000	0.900602	0.927029	0.927029	0.924716	0.279911	0.931447	0.900545	0.226844	0.227609	0.279911	0.934564	0.926647	0.927029	0.905444	0.917420	0.189813	0.000000	0.906439	0.270653	0.015972	0.000000	0.900545	0.004320
EscCo.50778_1-225	0.884899	0.886698	0.900545	0.506615	0.407932	0.413042	0.034657	0.883850	0.405316	0.000000	0.898458	0.886698	0.879097	0.413042	0.385883	0.413042	0.501970	0.050451	0.868765	0.900545	0.020868	0.890443	0.903257	0.900545	0.000000	0.916093
SalEn.11561_1-231_NEs	0.228997	0.229246	0.004320	0.907004	0.938197	0.938197	0.931382	0.282247	0.942655	0.916093	0.228476	0.229246	0.282247	0.945756	0.937905	0.938197	0.911881	0.933213	0.193662	0.004320	0.922053	0.270250	0.014519	0.004320	0.916093	0.000000
