EscCo.3_0861_1-256_NEs	0.000000	1.138275	0.231728	1.291147	0.001301	1.138275	0.229870	1.278926	0.196752	1.109748	0.230467	1.278926	0.032038	1.136002	0.240151	1.181077	0.231728	1.283993	0.231658	1.181806	0.019784	1.130155	0.240047	1.198399	0.231728	1.283993	1.418229	1.443368	0.018390	1.162477
EscCo.3_0861_318-572_NEs	1.138275	0.000000	1.037178	0.212917	1.138275	0.000000	1.022742	0.209535	1.056665	0.183548	1.027804	0.209453	1.157887	0.044035	1.117776	0.265812	1.037178	0.212917	1.117518	0.222365	1.132869	0.015701	1.106702	0.264029	1.037178	0.212917	1.687350	1.681354	1.141537	0.030364
SalEn.2_MW08691_1-274_NEs	0.231728	1.037178	0.000000	1.177567	0.231728	1.037178	0.015910	1.167018	0.195365	1.034809	0.014706	1.167018	0.234815	1.022101	0.273902	1.022674	0.000000	1.171437	0.246079	1.110101	0.228257	1.048889	0.272689	1.037377	0.000000	1.171437	1.485019	1.520234	0.231620	1.044312
SalEn.2_MW08691_318-575_NEs	1.291147	0.212917	1.177567	0.000000	1.291147	0.212917	1.180633	0.003870	1.187980	0.176118	1.203971	0.009052	1.288168	0.217678	1.326496	0.221731	1.177567	0.000000	1.284866	0.197463	1.272830	0.211467	1.353782	0.222516	1.177567	0.000000	1.624340	1.608313	1.295966	0.226880
EscCo.50794_1-256	0.001301	1.138275	0.231728	1.291147	0.000000	1.138275	0.229870	1.278926	0.196752	1.109748	0.230467	1.278926	0.033393	1.136002	0.241882	1.181077	0.231728	1.283993	0.231658	1.181806	0.021115	1.130155	0.241778	1.198399	0.231728	1.283993	1.424395	1.449685	0.017062	1.162477
EscCo.50794_318-572	1.138275	0.000000	1.037178	0.212917	1.138275	0.000000	1.022742	0.209535	1.056665	0.183548	1.027804	0.209453	1.157887	0.044035	1.117776	0.265812	1.037178	0.212917	1.117518	0.222365	1.132869	0.015701	1.106702	0.264029	1.037178	0.212917	1.687350	1.681354	1.141537	0.030364
SalEn.10763_1-274_NEs	0.229870	1.022742	0.015910	1.180633	0.229870	1.022742	0.000000	1.170101	0.200121	1.018866	0.011021	1.170101	0.229456	1.007915	0.276058	1.024859	0.015910	1.174512	0.246431	1.093514	0.219467	1.034369	0.271236	1.039539	0.015910	1.174512	1.492494	1.528198	0.226279	1.029915
SalEn.10763_318-574_NEs	1.278926	0.209535	1.167018	0.003870	1.278926	0.209535	1.170101	0.000000	1.176872	0.177824	1.193251	0.005162	1.275911	0.214309	1.319111	0.227036	1.167018	0.003870	1.282677	0.195823	1.260741	0.208112	1.346315	0.227805	1.167018	0.003870	1.624340	1.608313	1.283727	0.223469
CitRo.1_07941_1-269_NEs	0.196752	1.056665	0.195365	1.187980	0.196752	1.056665	0.200121	1.176872	0.000000	0.985485	0.195711	1.181521	0.175713	1.068954	0.196988	1.073256	0.195365	1.181521	0.211741	1.071479	0.197103	1.045689	0.196817	1.079570	0.195365	1.181521	1.379434	1.402864	0.200037	1.050816
CitRo.1_07941_318-568_NEs	1.109748	0.183548	1.034809	0.176118	1.109748	0.183548	1.018866	0.177824	0.985485	0.000000	1.029022	0.184475	1.092745	0.185556	1.021512	0.210111	1.034809	0.176118	1.088209	0.156820	1.088644	0.181855	1.034463	0.208379	1.034809	0.176118	1.442657	1.433513	1.118644	0.194995
SalEn.52071_1-274_NEs	0.230467	1.027804	0.014706	1.203971	0.230467	1.027804	0.011021	1.193251	0.195711	1.029022	0.000000	1.193251	0.228259	1.012890	0.268999	1.044738	0.014706	1.197733	0.244881	1.098900	0.221722	1.039461	0.267753	1.059680	0.014706	1.197733	1.494898	1.530716	0.230359	1.034964
SalEn.52071_318-574_NEs	1.278926	0.209453	1.167018	0.009052	1.278926	0.209453	1.170101	0.005162	1.181521	0.184475	1.193251	0.000000	1.275911	0.217592	1.319111	0.232284	1.167018	0.009052	1.282677	0.200827	1.260741	0.204691	1.346315	0.233037	1.167018	0.009052	1.638508	1.632002	1.283727	0.223381
EscCo.4_03200_1-257_NEs	0.032038	1.157887	0.234815	1.288168	0.033393	1.157887	0.229456	1.275911	0.175713	1.092745	0.228259	1.275911	0.000000	1.152744	0.212623	1.183215	0.234815	1.280994	0.217931	1.161594	0.023889	1.139426	0.215977	1.200755	0.234815	1.280994	1.368961	1.392880	0.042960	1.182596
EscCo.4_03200_318-573_NEs	1.136002	0.044035	1.022101	0.217678	1.136002	0.044035	1.007915	0.214309	1.068954	0.185556	1.012890	0.217592	1.152744	0.000000	1.130388	0.256993	1.022101	0.217678	1.140533	0.217401	1.136033	0.046562	1.109441	0.255233	1.022101	0.217678	1.668244	1.652800	1.139258	0.054754
KlePn.2_13851_1-266_NEs	0.240151	1.117776	0.273902	1.326496	0.241882	1.117776	0.276058	1.319111	0.196988	1.021512	0.268999	1.319111	0.212623	1.130388	0.000000	1.115302	0.273902	1.319111	0.230627	1.154022	0.230888	1.114288	0.008984	1.121978	0.273902	1.319111	1.293070	1.308073	0.243597	1.132326
KlePn.2_13851_317-573_NEs	1.181077	0.265812	1.022674	0.221731	1.181077	0.265812	1.024859	0.227036	1.073256	0.210111	1.044738	0.232284	1.183215	0.256993	1.115302	0.000000	1.022674	0.221731	1.175755	0.211608	1.181548	0.257089	1.133637	0.005219	1.022674	0.221731	1.404803	1.395682	1.166028	0.259104
