SalEn.54181_1-652_NEs	0.000000	1.822821	1.918250	0.003074	1.905368	1.775174	1.889641	0.004102	2.001710	1.734098	1.122869	2.298608	1.074098	1.769619	0.206637	0.003587	0.195689	2.090216	1.802331	1.914568	1.726116	1.114762	2.244507	1.855109	0.162978	2.086727	0.157682	1.064582	2.233323	1.878219	2.001710	0.160063	1.119178	1.737236	1.912587	2.001710	1.930044	1.849307	1.746196	1.784485	1.884717	1.722606	1.839921	2.210957	1.854971	1.797255	1.739723	2.000908	1.769619	0.003074	1.064582	1.842041	1.854971	2.222330	2.049895	1.909629	0.162755	1.039102	1.791098	1.055995	1.717199	0.206660	1.797379	0.162073	1.737236	1.802243	1.775174	1.051964	2.093892	1.064582	1.737236
EscCo.2_0037_6-522_NEs	1.822821	0.000000	1.438830	1.823701	1.371020	1.306694	1.368877	1.812109	1.402203	1.427535	2.008055	1.230456	2.034931	1.469873	1.913944	1.823701	1.792515	1.312466	0.018109	1.371020	1.439276	2.010245	1.227963	0.270492	1.874493	1.342943	1.814891	2.045626	1.808194	0.273718	1.402203	1.783296	2.008055	1.428020	1.422728	1.402203	1.385534	0.267139	1.428020	0.010292	1.399301	1.439158	0.033981	1.811321	0.267139	1.300797	1.385895	1.406031	1.469873	1.823701	2.045626	0.267714	0.267139	1.820995	1.326288	1.374714	1.759836	2.014926	1.513230	1.986982	1.433355	1.904901	1.504447	1.750067	1.428020	1.302463	1.306694	2.050651	1.313983	2.045626	1.428416
KlePn.1_03597_5-540_NEs	1.918250	1.438830	0.000000	1.927858	1.875111	1.904448	1.876331	1.938726	1.786790	1.581504	2.184188	1.522447	2.171588	1.668936	1.742231	1.927858	1.821915	1.852173	1.466134	1.880527	1.460669	2.201187	1.529472	1.440476	1.788550	1.874347	1.917568	2.179491	1.811847	1.447596	1.786790	1.921329	2.193271	1.593602	0.003164	1.786790	1.882619	1.445213	1.593602	1.451451	1.799401	1.461241	1.471100	1.812782	1.448075	1.938432	1.806767	1.798097	1.668936	1.927858	2.179491	1.319343	1.448075	1.788718	1.869884	1.871439	1.923793	2.168185	1.675414	1.977088	1.531995	1.738715	1.668407	1.913365	1.593602	1.919898	1.904448	2.162743	1.866844	2.179491	1.594277
SalEn.4_42261_1-652_NEs	0.003074	1.823701	1.927858	0.000000	1.917188	1.779367	1.901431	0.003075	2.006501	1.727453	1.112999	2.290845	1.064578	1.756306	0.205357	0.000512	0.193111	2.086379	1.803195	1.926383	1.715277	1.104949	2.236774	1.859910	0.161113	2.082978	0.155836	1.059159	2.243089	1.883092	2.006501	0.158215	1.109342	1.730558	1.922184	2.006501	1.941894	1.854133	1.739511	1.785352	1.892618	1.711761	1.827239	2.229386	1.859806	1.801462	1.743911	1.997191	1.756306	0.000000	1.059159	1.842963	1.859806	2.232160	2.046141	1.921433	0.160900	1.033758	1.792028	1.050593	1.703211	0.205380	1.798306	0.160219	1.730558	1.806535	1.779367	1.046578	2.090064	1.059159	1.730558
SalEn.3_0584_1-535_NEs	1.905368	1.371020	1.875111	1.917188	0.000000	0.235942	0.013867	1.911362	1.315228	1.873509	1.748956	1.966377	1.783164	1.940881	1.903531	1.917188	1.870523	1.292784	1.387970	0.000000	1.861043	1.767326	1.951877	1.590879	1.738631	1.306739	1.843295	1.901905	0.969661	1.604397	1.315228	1.878297	1.757376	1.883893	1.876894	1.315228	0.008788	1.607888	1.883893	1.381881	0.323468	1.859283	1.414862	0.972407	1.612319	0.231542	0.240789	1.312834	1.940881	1.917188	1.901905	1.424267	1.612319	0.972103	1.288467	0.001249	1.858483	1.884239	0.305315	1.821793	1.838285	1.895852	0.303224	1.852820	1.883893	0.248261	0.235942	1.896263	1.335620	1.901905	1.885771
EscCo.2_0624_1-536_NEs	1.775174	1.306694	1.904448	1.779367	0.235942	0.000000	0.240053	1.777761	1.324131	1.813600	1.928757	1.909644	1.926122	1.874045	1.854580	1.779367	1.822368	1.298492	1.297026	0.237236	1.861995	1.946930	1.902516	1.492292	1.750164	1.308820	1.837357	2.103221	0.976322	1.537534	1.324131	1.863631	1.939397	1.812634	1.915238	1.324131	0.238448	1.500410	1.812634	1.308434	0.298231	1.855784	1.327222	0.983560	1.503874	0.012543	0.235298	1.312926	1.874045	1.779367	2.103221	1.367783	1.503874	0.978765	1.292479	0.237644	1.843650	2.080985	0.303806	1.900833	1.932455	1.858864	0.298637	1.849046	1.812634	0.046284	0.000000	2.116014	1.331337	2.103221	1.810591
SalEn.52272_1-536_NEs	1.889641	1.368877	1.876331	1.901431	0.013867	0.240053	0.000000	1.895708	1.326812	1.878670	1.739715	1.945281	1.774019	1.933395	1.876924	1.901431	1.878296	1.299689	1.385722	0.013867	1.874246	1.758139	1.930831	1.600116	1.736178	1.313652	1.835864	1.919016	0.978003	1.613754	1.326812	1.874555	1.748133	1.889047	1.878095	1.326812	0.015137	1.617103	1.889047	1.379680	0.322020	1.872418	1.412449	0.982890	1.621612	0.235634	0.237241	1.324418	1.933395	1.901431	1.919016	1.432243	1.621612	0.980467	1.295383	0.015138	1.854890	1.900762	0.304504	1.822596	1.836275	1.869240	0.302414	1.849284	1.889047	0.251583	0.240053	1.913008	1.342662	1.919016	1.890887
SalEn.14045_1-652_NEs	0.004102	1.812109	1.938726	0.003075	1.911362	1.777761	1.895708	0.000000	1.990916	1.722627	1.122555	2.279684	1.073709	1.751639	0.205399	0.003589	0.195129	2.069580	1.791883	1.920506	1.710526	1.110262	2.226195	1.852729	0.162423	2.066590	0.157747	1.055793	2.260605	1.875651	1.990916	0.160130	1.118858	1.725691	1.933000	1.990916	1.935909	1.846953	1.734595	1.774078	1.890284	1.707024	1.824201	2.246759	1.852575	1.799739	1.739060	1.981620	1.751639	0.003075	1.055793	1.835773	1.852575	2.249691	2.030034	1.915590	0.162823	1.030486	1.790327	1.049090	1.698570	0.205422	1.796579	0.162140	1.725691	1.804750	1.777761	1.043257	2.073274	1.055793	1.725691
SalEn.2_MW13571_1-546_NEs	2.001710	1.402203	1.786790	2.006501	1.315228	1.324131	1.326812	1.990916	0.000000	1.563981	2.207973	1.608689	2.169213	1.635861	2.001454	2.006501	1.932884	0.325359	1.405324	1.318649	1.620847	2.207710	1.607486	1.345048	2.018274	0.328857	2.049813	2.235073	1.526635	1.351193	0.000000	2.038971	2.221090	1.545164	1.787541	0.000000	1.323381	1.325152	1.556265	1.403325	1.356369	1.620976	1.385303	1.499461	1.327269	1.328659	1.355746	0.004872	1.635861	2.006501	2.235073	1.407145	1.327269	1.508087	0.327782	1.312752	2.040719	2.270006	1.491716	2.201231	1.689185	2.006380	1.505180	2.033040	1.545164	1.314648	1.324131	2.214890	0.332167	2.235073	1.541654
SalEn.11219_1-561_NEs	1.734098	1.427535	1.581504	1.727453	1.873509	1.813600	1.878670	1.722627	1.563981	0.000000	2.040134	1.707951	1.983617	0.209832	1.845216	1.723267	1.798529	1.506435	1.415175	1.882904	0.205118	2.040935	1.714326	1.513268	1.750459	1.523352	1.828240	2.013187	1.694151	1.520008	1.563981	1.839096	2.047289	0.004741	1.581394	1.563981	1.854240	1.543183	0.004741	1.416352	1.828921	0.206089	1.422119	1.713227	1.539186	1.799653	1.748051	1.557486	0.209832	1.727453	2.013187	1.500683	1.539186	1.688827	1.514386	1.870086	1.822172	2.023324	1.681788	1.948085	0.189208	1.845216	1.710582	1.816539	0.004741	1.880791	1.813600	2.021067	1.513343	2.013187	0.006529
EscCo.40335_1-628	1.122869	2.008055	2.184188	1.112999	1.748956	1.928757	1.739715	1.122555	2.207973	2.040134	0.000000	1.972487	0.040489	2.163178	1.096982	1.112999	1.087283	2.366439	1.983871	1.757541	2.140993	0.010726	1.998953	1.831005	1.079633	2.361057	1.104821	0.183798	2.108247	1.809953	2.207973	1.114218	0.000534	2.030480	2.168415	2.207973	1.758017	1.841172	2.040610	2.002933	1.991793	2.125761	2.024614	2.095939	1.830940	1.953141	1.835427	2.195530	2.163178	1.112999	0.183798	1.880545	1.830940	2.092384	2.353083	1.753092	1.117905	0.182979	2.016153	0.183076	1.974063	1.095031	2.000831	1.116461	2.030480	1.984210	1.928757	0.188043	2.331063	0.183798	2.030480
KlePn.1_04970_3-516_NEs	2.298608	1.230456	1.522447	2.290845	1.966377	1.909644	1.945281	2.279684	1.608689	1.707951	1.972487	0.000000	1.969689	1.773057	2.320054	2.290845	2.143351	1.570491	1.237060	1.976146	1.699430	2.003291	0.011178	1.171468	2.148771	1.590966	2.301284	2.040540	1.946162	1.183372	1.608689	2.346585	1.983522	1.707349	1.518138	1.608689	1.944849	1.183161	1.716667	1.229754	1.746288	1.681796	1.244491	1.945402	1.176696	1.893392	1.693327	1.601808	1.773057	2.290845	2.040540	1.120792	1.176696	1.941281	1.561064	1.962924	2.359261	2.026233	1.720889	2.034440	1.596708	2.320054	1.719606	2.344552	1.707349	1.884136	1.909644	2.069595	1.578480	2.040540	1.719560
EscCo.3_03629_1-628_NEs	1.074098	2.034931	2.171588	1.064578	1.783164	1.926122	1.774019	1.073709	2.169213	1.983617	0.040489	1.969689	0.000000	2.119844	1.077285	1.064578	1.055441	2.302525	1.992078	1.791849	2.107053	0.040457	1.991430	1.866461	1.064473	2.293823	1.108451	0.185931	2.088729	1.818895	2.169213	1.101324	0.039914	1.974236	2.159367	2.169213	1.792595	1.867837	1.984263	2.038860	1.991650	2.092323	2.048127	2.076686	1.857462	1.941904	1.829875	2.156933	2.119844	1.064578	0.185931	1.910307	1.857462	2.072995	2.285862	1.787316	1.104920	0.185109	2.025842	0.186240	1.944750	1.075360	2.018696	1.103511	1.974236	1.985988	1.926122	0.188796	2.263606	0.185931	1.982267
