SalEn.3_3468_1-411_BeL	0.000000	1.945460	2.545153	2.595445	2.622667	1.986914	2.800180	2.467060	2.242229	2.082032	1.727121	2.693608	0.000000	2.856922	2.597471	1.714560	1.649941	2.197868	1.714560	2.133107	1.692965	1.713018	0.207020	2.176497	2.090920	2.493966	2.429534	2.720170	1.794537	1.988730	1.831212	2.031996	2.322701	2.133638	2.117593	1.713018	2.557547	1.648406	2.701899	1.945460	1.725658	0.010659	2.174881	2.361745	2.076923	2.693608	2.480321	2.093073	2.118691	2.287403	3.230543	2.107317	2.311547	2.400351	2.128925	2.750300	2.593979	2.280641	2.311547	2.693608	2.593036	2.557020	2.544323	1.536043	1.687138	2.468573	3.107014	1.957488	2.196402	2.600083	2.311431	0.155597	2.096926	2.152914	2.545153	1.502390	2.527374	2.546798	2.468432	0.165411	2.026077	2.369934	2.168158	2.542559	2.443942	2.469115	2.565257	1.802262	1.942425	1.939448	2.629781	2.598920	2.308351	2.473354	2.569698	2.295831	3.028742	2.122833	2.216948	1.704254	2.167706	2.593979	2.168158	1.648406	1.453768	2.080003	2.369049	2.145675	1.654922	1.762175	0.003261	0.204600	2.545153	2.473354	2.330529	0.165411	2.361745	2.936126	2.231154	1.727410	1.714560	2.622667	1.648406	2.463074	1.502390	2.421097	2.295152	2.875890	2.421097	0.173139	0.165378	0.000000	1.453768	2.427349	1.453768	2.489386	2.895897	1.942909	1.803112	2.488176	1.930359	2.118685	1.719759	1.814281	2.421097	2.096926	1.814281	2.194057	2.421097	2.319992	1.961967	3.054835	2.546282	2.342664	2.622667	2.118691	1.521772	1.979211
EscCo.3_0452_1-431_NEs	1.945460	0.000000	2.578105	1.564621	2.148114	0.021109	1.942123	2.450127	2.134056	0.278194	1.869149	2.353195	1.945460	2.056649	2.123012	1.904504	1.694640	1.749670	1.904504	1.779882	1.604450	1.711993	2.060986	1.858869	1.651916	2.242441	2.065608	1.876411	1.829764	1.728432	1.658757	2.133217	2.114569	0.228643	0.228654	1.716190	1.809038	1.574130	2.400932	0.000771	1.719472	2.076571	1.870673	2.043905	1.976827	2.353195	2.052382	1.909611	0.229700	1.579348	2.148136	0.229700	2.152410	2.095542	2.029638	2.389806	1.559250	2.133167	2.152410	2.353195	1.705119	1.738250	2.195365	1.742656	1.588879	2.152781	2.153546	1.625587	1.944068	2.435238	1.965181	2.210539	1.665517	1.907831	2.578105	2.208816	2.387736	1.576738	1.512807	2.025977	2.162949	2.049594	2.065773	2.457310	2.110404	2.480283	2.204993	1.660593	0.008534	1.790653	2.697804	2.154594	1.522826	2.186105	1.563797	1.538885	1.734130	1.659963	2.035171	1.608599	2.154686	1.559250	2.065773	1.574130	2.209665	0.277065	1.514721	2.083344	1.584036	1.880800	1.937601	2.093818	2.578105	2.186105	1.961052	2.031531	2.043905	2.094691	1.547394	1.731537	1.904504	2.148114	1.574130	1.912839	2.208816	1.881445	1.524814	2.296316	1.881445	2.027909	2.025977	1.945460	2.209665	2.249197	2.209665	2.536238	2.290328	0.010876	1.673287	1.772567	1.707582	1.894153	1.712822	1.664295	1.881445	1.665517	1.664295	1.879849	1.892245	2.152410	0.241606	2.059799	2.352146	1.570447	2.148114	0.229700	1.732456	1.631444
SalEn.2_MW25811_1-480_NEs	2.545153	2.578105	0.000000	2.653840	1.886181	2.581490	2.310323	0.008000	2.351571	2.516804	2.142842	2.564163	2.545153	2.194889	1.875815	2.115650	1.827640	2.233757	2.115650	2.402034	1.702579	1.961816	2.736548	2.448603	2.759024	2.567692	2.380269	2.323987	1.864929	2.409059	1.891434	2.396265	2.630059	2.850534	2.826110	1.961816	2.398484	1.853614	2.552022	2.571247	1.940086	2.662651	2.426015	2.325349	2.356022	2.564163	1.749571	2.751008	2.850534	2.452998	2.450670	2.850534	2.288489	2.425573	2.335907	2.582168	2.659638	2.307052	2.288489	2.564163	2.222220	2.236031	2.562267	1.916901	1.875878	1.860468	2.445205	2.362317	2.424780	0.279449	2.720226	2.795503	2.762090	2.471504	0.000000	2.624582	0.281522	2.636578	2.441432	2.464018	2.381808	2.319755	2.367212	0.275523	2.459365	0.210327	2.606750	1.908424	2.604598	2.164042	0.316361	1.859761	2.079001	2.587309	2.679112	2.086475	2.377393	2.752380	2.340131	1.696517	2.415528	2.659638	2.372037	1.853614	2.520742	2.517064	2.096719	2.372452	1.865980	2.109170	2.552071	2.772926	0.000000	2.587309	2.705717	2.504810	2.325349	2.486835	2.150418	2.000619	2.115650	1.886181	1.853614	2.355855	2.624582	2.364480	2.092936	0.332056	2.364480	2.444405	2.464018	2.545153	2.520742	2.589394	2.520742	0.009784	0.337588	2.585183	1.843160	2.302741	2.440498	2.472660	1.933882	1.914157	2.364480	2.762090	1.914157	2.431333	2.370724	2.295279	2.530199	2.462121	0.281036	2.056534	1.886181	2.850534	1.891133	2.390375
SalEn.2_MW31381_1-450_NEs	2.595445	1.564621	2.653840	0.000000	2.140810	1.600110	2.351985	2.648627	2.024676	1.377380	1.557750	2.216895	2.595445	2.021020	2.164288	1.571252	1.860595	1.848229	1.571252	1.705110	1.862958	1.885401	2.638400	1.755033	0.332517	1.949817	1.890082	2.359632	1.754788	1.907831	1.792977	1.904681	1.941492	1.542050	1.559761	1.890103	1.799741	1.773529	2.250857	1.564621	1.895151	2.364671	1.752996	1.989813	1.908065	2.216895	2.103351	1.983610	1.546412	0.426185	2.199985	1.546412	2.001424	1.990297	1.863101	2.182323	0.000000	2.024638	2.001424	2.216895	2.151739	2.127162	1.841614	1.836835	1.785693	2.153683	2.227354	0.454954	1.862447	2.704048	2.375424	2.309796	0.330162	1.731446	2.653840	2.021763	2.698437	0.007468	1.372971	2.349854	1.904681	1.995761	1.875607	2.744677	2.071285	2.668108	1.882530	1.535369	1.574348	2.082789	2.641091	2.201270	1.917143	1.990834	0.008967	2.018703	2.204929	0.327174	1.874781	1.855516	2.051019	0.000743	1.875607	1.773529	2.364643	1.377380	1.920960	1.871212	1.786672	1.589308	2.610131	2.646620	2.653840	1.990834	2.370034	2.396245	1.989813	2.190855	2.242477	1.856548	1.571252	2.140810	1.773529	1.924408	2.007886	1.950026	1.930979	2.426297	1.950026	2.345588	2.342181	2.595445	2.364643	1.978101	2.364643	2.660565	2.430787	1.555688	1.568862	1.790810	0.322715	1.829215	1.910567	1.535957	1.950026	0.330162	1.535957	1.741420	1.948474	2.001424	1.416583	2.189613	2.729783	1.985033	2.140810	1.546412	1.816875	0.453326
SalEn.4_27511_1-470_NEs	2.622667	2.148114	1.886181	2.140810	0.000000	2.067364	1.961901	1.897053	2.251914	2.355097	2.099441	2.346431	2.622667	2.244270	0.010727	2.069582	2.147180	2.311976	2.069582	2.302902	2.135214	2.160020	2.457202	2.272507	1.990223	2.530103	2.447433	1.995100	2.481133	2.096983	2.005289	2.264508	2.051089	2.166169	2.151629	2.164603	2.070783	2.107932	2.355868	2.141052	2.151109	2.721661	2.234265	2.111910	2.351735	2.346431	0.344925	2.373432	2.160351	2.179948	2.476013	2.160351	2.234077	2.237800	2.249677	2.365721	2.140810	2.216890	2.234077	2.346431	2.549861	2.581076	2.549476	2.160472	2.122220	0.270456	2.459844	2.327812	2.250914	1.833598	2.150854	2.576360	2.072155	2.231993	1.886181	2.430374	1.822581	2.120142	2.283421	2.706090	2.259088	2.106532	2.328705	1.799417	2.361512	2.111582	2.489528	2.061002	2.176234	2.084828	1.867933	0.012889	2.294455	2.463894	2.126427	2.306642	1.923325	2.046404	2.318316	2.138815	1.986974	2.140810	2.328705	2.107932	2.381523	2.353554	2.308664	2.327817	2.098011	2.115848	2.620892	2.477861	1.886181	2.463894	2.113453	2.706090	2.111910	2.465237	2.888007	2.146940	2.069582	0.000000	2.107932	2.161929	2.435922	2.149785	2.303449	1.843398	2.149785	2.732320	2.706090	2.622667	2.381523	2.469210	2.381523	1.877689	1.828291	2.156145	2.079975	2.078037	1.946019	2.197887	2.176973	2.078890	2.149785	2.072155	2.078890	2.233873	2.154570	2.234077	2.494471	2.392274	1.852056	2.261694	0.000000	2.160351	2.189917	2.297720
EscCo.4_03579_1-432_NEs	1.986914	0.021109	2.581490	1.600110	2.067364	0.000000	1.963427	2.453395	2.145015	0.282532	1.888271	2.337438	1.986914	2.035694	2.043140	1.924267	1.713983	1.743991	1.924267	1.785412	1.624362	1.709076	2.076032	1.855665	1.677014	2.231618	2.055755	1.885211	1.857431	1.764702	1.672822	2.146524	2.181204	0.231925	0.231936	1.713303	1.851822	1.581181	2.384543	0.020317	1.716574	2.103510	1.867365	2.119714	2.020429	2.337438	2.053675	1.939065	0.232987	1.585982	2.136697	0.232280	2.180755	2.182283	2.019787	2.373448	1.594711	2.161301	2.180755	2.337438	1.689988	1.722735	2.171923	1.746656	1.596278	2.179525	2.167336	1.644812	1.913874	2.416214	1.965308	2.250957	1.701551	1.904217	2.581490	2.279275	2.375389	1.608815	1.493088	2.069187	2.176716	2.125363	2.067697	2.442915	2.079149	2.457163	2.181404	1.635634	0.023443	1.821059	2.668971	2.072846	1.558024	2.163214	1.599381	1.574478	1.773283	1.695688	2.048198	1.628527	2.183795	1.594711	2.067697	1.581181	2.148395	0.281643	1.559264	2.085451	1.591283	1.899885	1.979110	2.076508	2.581490	2.163214	1.961139	2.074728	2.119714	2.107853	1.529132	1.728691	1.924267	2.067364	1.581181	1.967414	2.279275	1.935299	1.559794	2.264836	1.935299	2.064184	2.069187	1.986914	2.148395	2.225804	2.148395	2.539576	2.258720	0.022654	1.652723	1.791775	1.730198	1.876263	1.709893	1.648467	1.935299	1.701551	1.648467	1.876452	1.940160	2.180755	0.240925	2.059702	2.334985	1.606930	2.067364	0.232987	1.736461	1.650711
EscCo.3_0217_6-482_NEs	2.800180	1.942123	2.310323	2.351985	1.961901	1.963427	0.000000	2.345751	2.016441	1.985487	1.885341	1.753225	2.800180	1.625253	1.928415	1.876914	2.110043	2.681810	1.876914	2.651157	2.079009	2.162091	2.670178	2.566772	2.243379	2.077022	2.063190	0.048141	1.909074	2.268974	2.202528	2.477375	2.348443	2.106454	2.103529	2.162091	0.646467	2.136611	1.714653	1.942123	2.142469	2.621646	2.532996	2.162125	2.249732	1.753225	1.919282	2.459164	2.106454	2.232075	1.779399	2.106454	2.013324	2.227945	1.990212	1.772650	2.337103	2.029156	2.013324	1.753225	2.015751	1.964603	2.103670	1.763471	2.162534	1.925464	1.797349	2.431724	2.402352	2.058370	1.718899	2.606476	2.217138	2.564049	2.310323	2.238482	2.091692	2.335308	2.282771	2.627944	2.472789	2.173122	2.004416	2.051643	1.947159	2.284885	2.107650	2.212854	1.956618	1.888154	2.395306	1.961652	0.653837	2.111285	2.355675	0.654943	0.106418	2.210755	1.985158	2.072939	2.351836	2.337103	2.004416	2.136611	2.257737	1.990901	0.660801	1.999179	2.116325	1.894075	2.794543	2.674108	2.310323	2.111285	1.715589	2.627944	2.162125	1.806690	2.229750	2.131265	1.876914	1.961901	2.136611	2.650910	2.233166	2.626116	0.676085	2.313817	2.626116	2.632342	2.621671	2.800180	2.257737	2.088231	2.257737	2.346601	2.327579	1.962038	2.226269	0.642082	2.413278	2.383303	2.174444	2.224704	2.626116	2.217138	2.224704	2.562036	2.643785	2.013324	1.991723	1.821522	2.162345	0.667036	1.961901	2.106454	1.755166	2.449517
SalEn.50292_1-461_NEs	2.467060	2.450127	0.008000	2.648627	1.897053	2.453395	2.345751	0.000000	2.355818	2.441026	2.111352	2.572267	2.467060	2.278883	1.886394	2.083837	1.784787	2.219268	2.083837	2.358985	1.635129	1.899997	2.691240	2.385741	2.759932	2.542648	2.355890	2.359602	1.789776	2.417988	1.854975	2.323082	2.613732	2.797035	2.768056	1.899997	2.469426	1.806573	2.559879	2.443239	1.893725	2.515834	2.363892	2.313126	2.295123	2.572267	1.763049	2.732261	2.797035	2.400750	2.441425	2.797035	2.322841	2.435252	2.294362	2.590576	2.654655	2.305858	2.322841	2.572267	2.224226	2.238141	2.609654	1.864455	1.829101	1.868310	2.429380	2.327365	2.269892	0.282571	2.638722	2.714962	2.769638	2.408992	0.008000	2.662113	0.281908	2.630611	2.411155	2.364209	2.309614	2.307521	2.325004	0.278495	2.433125	0.216242	2.654937	1.837925	2.474461	2.090642	0.316038	1.869718	2.105642	2.567268	2.674961	2.095503	2.427233	2.748129	2.298551	1.629043	2.413506	2.654655	2.329820	1.806573	2.486569	2.441289	2.112867	2.330230	1.818923	2.066374	2.473992	2.727654	0.008000	2.567268	2.624596	2.402925	2.313126	2.477652	2.174137	1.937939	2.083837	1.897053	1.806573	2.290464	2.662113	2.298516	2.108653	0.337465	2.298516	2.338176	2.364209	2.467060	2.486569	2.558084	2.486569	0.010914	0.336394	2.454911	1.774610	2.366766	2.432978	2.313972	1.872673	1.843694	2.298516	2.769638	1.843694	2.369299	2.305910	2.329620	2.393983	2.458333	0.281423	2.091944	1.897053	2.797035	1.839440	2.375697
SalEn.50742_1-467_NEs	2.242229	2.134056	2.351571	2.024676	2.251914	2.145015	2.016441	2.355818	0.000000	2.042248	1.884768	2.479046	2.242229	2.110327	2.275601	1.865965	1.540072	2.108667	1.865965	1.764747	1.568253	1.692987	2.072926	1.882532	2.214545	1.929989	1.936410	2.016111	1.842431	0.361647	1.518388	1.931957	0.309687	2.048426	2.033408	1.687055	1.848113	1.585407	2.469831	2.134056	1.683257	2.054374	1.819640	0.253183	1.886545	2.479046	2.219909	0.343040	2.053730	2.367610	2.503546	2.053730	0.018088	0.263346	2.035820	2.485123	2.020247	0.012981	0.018088	2.479046	2.159164	2.112538	1.810007	1.690649	1.617848	2.174223	2.412721	1.955933	2.183237	2.318717	1.782101	2.001352	2.258886	1.802719	2.351571	1.780956	2.319363	2.015062	1.686523	2.334455	1.956991	0.252225	1.994450	2.318693	1.824717	2.059277	1.831277	1.804270	2.151358	2.330821	2.313836	2.294472	1.809115	1.883777	2.017391	1.818490	1.943338	2.256389	1.978300	1.577717	0.215891	2.020247	1.994450	1.585407	2.238730	2.035748	1.839089	1.970119	1.591163	1.863131	2.233670	2.041206	2.351571	1.883777	1.792996	2.381284	0.253183	2.357990	1.829409	1.659398	1.865965	2.251914	1.585407	1.870445	1.775006	1.870741	1.845103	1.987893	1.870741	2.269895	2.334455	2.242229	2.238730	1.933287	2.238730	2.347702	1.985667	2.135644	1.843943	1.891974	1.931265	2.107037	1.693778	1.844305	1.870741	2.258886	1.844305	1.844979	1.843715	0.018820	2.086360	2.433222	2.268209	1.865434	2.251914	2.053730	1.704655	1.983113
KlePn.2_08291_1-431_NEs	2.082032	0.278194	2.516804	1.377380	2.355097	0.282532	1.985487	2.441026	2.042248	0.000000	1.865217	2.222957	2.082032	1.860404	2.343874	1.890632	1.609082	1.859325	1.890632	1.924980	1.513198	1.579320	2.118065	2.045180	1.651813	2.543975	2.158117	2.005001	1.851658	1.414806	1.620448	2.214072	2.053461	0.278561	0.273651	1.573953	1.869534	1.471032	2.257913	0.279292	1.573741	2.099124	2.026777	2.029346	1.988373	2.222957	2.065002	1.552457	0.276362	1.527402	2.462543	0.276362	2.049428	2.168352	2.284611	2.258591	1.371780	2.019986	2.049428	2.222957	1.724214	1.744636	1.973729	1.696027	1.494081	2.120663	2.545009	1.602171	1.806284	2.226721	2.043450	2.228094	1.655211	2.018298	2.516804	2.170362	2.190312	1.368489	1.554826	2.256344	2.247955	2.035378	2.378107	2.230206	2.447421	2.315207	1.983349	1.792908	0.277639	1.771568	2.420025	2.331662	1.618698	2.507119	1.379904	1.683916	1.873209	1.660963	2.370280	1.517465	1.789354	1.371780	2.378107	1.471032	2.228123	0.003118	1.636025	2.374371	1.471343	1.883064	2.089501	2.161087	2.516804	2.507119	2.012746	2.256344	2.029346	2.513979	1.498270	1.590345	1.890632	2.355097	1.471032	2.070256	2.170362	2.014703	1.670071	2.112024	2.014703	2.229451	2.256344	2.082032	2.228123	2.544994	2.228123	2.466346	2.124985	0.277640	1.791394	1.817813	1.482995	1.751478	1.580515	1.792283	2.014703	1.655211	1.792283	2.032917	2.021031	2.044047	0.280414	2.423762	2.231674	1.693125	2.355097	0.276362	1.693091	1.623092
