EscCo.1_03342_1-582_NEs	0.000000	2.997551	2.228803	1.996553	2.965398	2.172844	2.041160	2.965398	2.172844	2.033894	2.874254	2.172844	2.054256	0.029869	2.874254	2.214149	2.048836	1.020820	1.014378
EscCo.4_02934_77-192_NEs	2.997551	0.000000	1.993754	4.112951	0.032447	1.970592	3.934304	0.032447	1.970592	3.934304	0.032505	1.970592	3.934304	2.883676	0.032505	1.970592	3.934304	3.839254	2.982178
EscCo.4_02934_198-339_NEs	2.228803	1.993754	0.000000	2.985079	2.018503	0.016660	2.889825	2.018503	0.016660	2.889825	2.018503	0.016660	2.889825	2.189531	2.018503	0.014241	2.889825	2.178283	2.287507
EscCo.4_02934_379-674_NEs	1.996553	4.112951	2.985079	0.000000	4.434827	3.004945	0.019457	4.434827	3.004945	0.020615	4.210865	3.004945	0.024112	2.018367	4.210865	2.901240	0.022950	1.875874	1.855047
EscCo.50962_78-193	2.965398	0.032447	2.018503	4.434827	0.000000	1.995098	4.207295	0.000000	1.995098	4.207295	0.005776	1.995098	4.207295	2.851858	0.005776	1.995098	4.207295	3.971812	2.982464
EscCo.50962_198-339	2.172844	1.970592	0.016660	3.004945	1.995098	0.000000	2.910076	1.995098	0.000000	2.910076	1.995098	0.000000	2.910076	2.136174	1.995098	0.002354	2.910076	2.059917	2.304885
EscCo.50962_379-674	2.041160	3.934304	2.889825	0.019457	4.207295	2.910076	0.000000	4.207295	2.910076	0.001127	4.009272	2.910076	0.004519	2.056188	4.009272	2.811802	0.003387	1.942379	1.864089
EscCo.3_1032_78-193_NEs	2.965398	0.032447	2.018503	4.434827	0.000000	1.995098	4.207295	0.000000	1.995098	4.207295	0.005776	1.995098	4.207295	2.851858	0.005776	1.995098	4.207295	3.971812	2.982464
EscCo.3_1032_198-339_NEs	2.172844	1.970592	0.016660	3.004945	1.995098	0.000000	2.910076	1.995098	0.000000	2.910076	1.995098	0.000000	2.910076	2.136174	1.995098	0.002354	2.910076	2.059917	2.304885
EscCo.3_1032_379-674_NEs	2.033894	3.934304	2.889825	0.020615	4.207295	2.910076	0.001127	4.207295	2.910076	0.000000	4.009272	2.910076	0.005652	2.048965	4.009272	2.811802	0.004519	1.942379	1.857305
EscCo.1_01025_78-193_NEs	2.874254	0.032505	2.018503	4.210865	0.005776	1.995098	4.009272	0.005776	1.995098	4.009272	0.000000	1.995098	4.009272	2.769517	0.000000	1.995098	4.009272	3.825759	2.878784
EscCo.1_01025_198-339_NEs	2.172844	1.970592	0.016660	3.004945	1.995098	0.000000	2.910076	1.995098	0.000000	2.910076	1.995098	0.000000	2.910076	2.136174	1.995098	0.002354	2.910076	2.059917	2.304885
EscCo.1_01025_379-674_NEs	2.054256	3.934304	2.889825	0.024112	4.207295	2.910076	0.004519	4.207295	2.910076	0.005652	4.009272	2.910076	0.000000	2.069399	4.009272	2.811802	0.007928	1.960931	1.874363
CitRo.1_50011_1-604_NEs	0.029869	2.883676	2.189531	2.018367	2.851858	2.136174	2.056188	2.851858	2.136174	2.048965	2.769517	2.136174	2.069399	0.000000	2.769517	2.175304	2.063820	1.015796	1.028988
EscCo.2_51380_78-193_Ess	2.874254	0.032505	2.018503	4.210865	0.005776	1.995098	4.009272	0.005776	1.995098	4.009272	0.000000	1.995098	4.009272	2.769517	0.000000	1.995098	4.009272	3.825759	2.878784
EscCo.2_51380_198-339_NEs	2.214149	1.970592	0.014241	2.901240	1.995098	0.002354	2.811802	1.995098	0.002354	2.811802	1.995098	0.002354	2.811802	2.175304	1.995098	0.000000	2.811802	2.101317	2.273728
EscCo.2_51380_379-674_Ess	2.048836	3.934304	2.889825	0.022950	4.207295	2.910076	0.003387	4.207295	2.910076	0.004519	4.009272	2.910076	0.007928	2.063820	4.009272	2.811802	0.000000	1.949798	1.871252
CitRo.1_48331_1-608_NEs	1.020820	3.839254	2.178283	1.875874	3.971812	2.059917	1.942379	3.971812	2.059917	1.942379	3.825759	2.059917	1.960931	1.015796	3.825759	2.101317	1.949798	0.000000	0.386313
SalEn.14292_1-607_BeL	1.014378	2.982178	2.287507	1.855047	2.982464	2.304885	1.864089	2.982464	2.304885	1.857305	2.878784	2.304885	1.874363	1.028988	2.878784	2.273728	1.871252	0.386313	0.000000
