EscCo.41439_1-468_BeL	0.000000	0.007722	1.978349	0.300461	1.800081	0.279249	2.254841	2.002770	1.261536	2.230968	1.265463	1.969538	2.194933	0.353124	2.105159	2.007406	2.001635	2.021133	2.215027	1.257710	0.303732	2.091191	2.095981	2.021939	2.186274	0.335051	2.078499	1.904291	2.194933	0.300461	2.002770	1.989013	2.198856	1.539972	0.299462	0.332844	0.030675	1.260529	0.299462	1.623584	1.950447	2.008482	1.236336	1.969538	2.198042	0.002098	1.247497	1.536755	1.548810	2.027287	2.194263	2.105811	1.965373
EscCo.1_01590_1-469_NEs	0.007722	0.000000	1.958816	0.298167	1.814191	0.280461	2.266352	2.025342	1.250318	2.264635	1.260077	1.993634	2.219696	0.350520	2.083706	1.987346	2.033726	2.044608	2.248743	1.262519	0.301428	2.115566	2.095692	2.050302	2.210867	0.338380	2.078210	1.920905	2.219696	0.298167	2.025342	2.021113	2.223636	1.556631	0.297171	0.336171	0.027695	1.249280	0.297171	1.623366	1.973871	2.031770	1.225389	1.993634	2.193552	0.008430	1.236327	1.553458	1.548740	2.055643	2.218761	2.121473	1.989152
KlePn.2_11441_6-487_NEs	1.978349	1.958816	0.000000	1.919101	1.953003	1.893349	1.955173	2.190628	2.134038	2.328859	2.112964	1.866709	2.091349	1.952060	1.569838	0.005617	1.735754	1.526378	2.320424	2.165070	1.954539	1.756723	1.824891	1.574305	2.078696	1.922954	1.815379	1.663770	2.091349	1.919101	2.194758	1.731724	2.082545	1.759743	1.919101	1.899420	1.976019	2.104462	1.919101	1.618633	1.841339	1.507236	2.160770	1.866709	1.744147	1.986148	2.141556	1.748685	1.609875	1.574305	2.116420	1.744463	1.878171
SalEn.11457_1-474_NEs	0.300461	0.298167	1.919101	0.000000	1.928396	0.257248	2.388410	2.239509	1.242367	2.129001	1.343246	1.896407	2.010567	0.348920	2.148346	1.940082	1.828753	2.012421	2.121899	1.309713	0.006261	2.117656	2.373322	2.321044	2.008623	0.336723	2.357946	2.102456	2.010567	0.001386	2.244616	1.817117	2.008772	1.631122	0.000693	0.326785	0.297197	1.337229	0.000693	1.680871	1.915452	1.984821	1.249340	1.896407	2.408499	0.299571	1.256238	1.620667	1.460141	2.311774	2.039990	2.156518	1.908218
EntCo.1_22840_9-464_NEs	1.800081	1.814191	1.953003	1.928396	0.000000	1.842265	2.785748	0.460146	1.992469	2.327654	1.985578	2.352297	2.703178	1.752956	2.017329	1.975632	2.060130	1.889893	2.317199	2.323692	1.923338	2.096299	2.921593	2.065645	2.713843	1.753281	2.941028	2.252666	2.703178	1.932011	0.461460	2.053635	2.703023	2.195018	1.928396	1.743442	1.813466	1.980221	1.928396	1.965626	2.298803	1.900389	1.993994	2.352297	2.034485	1.813146	1.974692	2.201706	2.320574	2.078071	2.679192	2.052234	2.342611
CitRo.1_15951_1-469_NEs	0.279249	0.280461	1.893349	0.257248	1.842265	0.000000	2.183291	1.990015	1.305278	2.089256	1.291064	1.837449	2.115814	0.285320	1.893246	1.918116	1.665918	1.973782	2.076203	1.262674	0.261055	2.041682	2.079708	2.255779	2.103954	0.267974	2.088098	1.908917	2.115814	0.257248	1.993644	1.658344	2.106098	1.521596	0.256292	0.262925	0.283763	1.285671	0.256292	1.612845	1.807033	1.988872	1.277087	1.837449	2.179609	0.280395	1.302373	1.511676	1.397893	2.251884	2.111610	2.080144	1.834830
CitRo.1_23781_3-430_NEs	2.254841	2.266352	1.955173	2.388410	2.785748	2.183291	0.000000	2.447004	2.593784	2.219959	2.296813	2.335146	0.383189	2.371359	2.341970	1.986431	2.449639	2.152003	2.273029	2.128477	2.386675	2.601565	0.561756	2.271258	0.383189	2.166024	0.564589	2.411092	0.383189	2.393713	2.441620	2.441836	0.380877	2.766059	2.393713	2.185927	2.254686	2.290928	2.393713	2.450443	2.351185	2.118716	2.643426	2.335146	2.255269	2.268969	2.700723	2.765169	2.275216	2.245904	0.383911	2.655432	2.335146
KlePn.1_02774_9-465_NEs	2.002770	2.025342	2.190628	2.239509	0.460146	1.990015	2.447004	0.000000	2.203827	2.353982	2.098224	2.377502	2.397090	1.902973	1.999627	2.202171	2.395224	2.000096	2.405822	2.360838	2.224790	2.130257	2.241396	2.503833	2.411780	1.989756	2.236374	2.490055	2.397090	2.243087	0.002227	2.381404	2.401019	2.397592	2.239509	2.005556	2.074243	2.107138	2.239509	2.337938	2.305406	1.979774	2.169906	2.377502	2.200858	2.017350	2.264397	2.435925	2.500545	2.478499	2.386256	2.109503	2.393251
EscCo.44340_1-470_BeL	1.261536	1.250318	2.134038	1.242367	1.992469	1.305278	2.593784	2.203827	0.000000	1.763631	0.339312	2.249346	2.476462	1.292226	2.092113	2.163172	2.225623	2.013868	1.741194	0.380936	1.235981	2.170408	2.332579	2.247015	2.464468	1.302299	2.342497	2.120227	2.476462	1.239083	2.192892	2.223057	2.472447	1.590256	1.242367	1.286229	1.238622	0.338247	1.242367	1.442615	2.168849	2.037552	0.022806	2.249346	2.034485	1.260666	0.024302	1.608335	1.415795	2.243180	2.474212	2.132037	2.257869
KlePn.1_03006_1-442_NEs	2.230968	2.264635	2.328859	2.129001	2.327654	2.089256	2.219959	2.353982	1.763631	0.000000	1.776109	2.372921	2.410234	2.121656	2.302448	2.362688	2.373001	2.333462	0.009263	1.742794	2.155351	2.698649	2.766089	2.266334	2.400580	1.996760	2.775053	2.457509	2.410234	2.132925	2.347738	2.364957	2.412015	2.115100	2.129001	1.984429	2.291235	1.758101	2.129001	1.970660	2.390196	2.335122	1.773690	2.372921	2.286998	2.240699	1.766737	2.111687	1.648947	2.262402	2.371747	2.675285	2.363246
KlePn.2_03831_1-470_NEs	1.265463	1.260077	2.112964	1.343246	1.985578	1.291064	2.296813	2.098224	0.339312	1.776109	0.000000	2.373557	2.065642	1.235633	2.164325	2.149224	2.247893	2.088802	1.792920	0.307258	1.332758	2.111862	2.188462	2.089573	2.078528	1.203403	2.204752	2.229677	2.065642	1.343246	2.096578	2.243590	2.063090	1.575697	1.340444	1.188703	1.259372	0.006465	1.340444	1.472256	2.360306	2.087660	0.340755	2.373557	1.855092	1.270573	0.340778	1.580055	1.470206	2.085682	2.059727	2.089469	2.388729
SalEn.3_2787_1-444_NEs	1.969538	1.993634	1.866709	1.896407	2.352297	1.837449	2.335146	2.377502	2.249346	2.372921	2.373557	0.000000	2.445764	1.991288	1.301075	1.873981	0.473190	1.277477	2.401690	2.275776	1.898798	1.463832	2.462697	1.268997	2.428731	1.916006	2.457303	1.304753	2.445764	1.890933	2.371097	0.470104	2.455284	1.784091	1.896407	1.910164	1.979668	2.345585	1.896407	2.133693	0.015111	1.277545	2.299300	0.000000	1.108443	1.976092	2.237435	1.779293	1.876065	1.260646	2.464836	1.499014	0.000000
SalEn.4_24551_1-430_NEs	2.194933	2.219696	2.091349	2.010567	2.703178	2.115814	0.383189	2.397090	2.476462	2.410234	2.065642	2.445764	0.000000	2.299131	2.213138	2.128774	2.505818	2.086927	2.436964	2.073229	2.007486	2.293443	0.527078	2.215177	0.000000	2.056278	0.524952	2.461433	0.000000	2.015942	2.401180	2.494143	0.006214	2.358410	2.015942	2.087852	2.213171	2.070991	2.015942	2.286347	2.445152	2.076184	2.417412	2.445764	2.169735	2.213363	2.396186	2.363700	2.247962	2.186533	0.015638	2.350759	2.445764
EntCo.1_09320_1-474_NEs	0.353124	0.350520	1.952060	0.348920	1.752956	0.285320	2.371359	1.902973	1.292226	2.121656	1.235633	1.991288	2.299131	0.000000	2.166891	1.986926	1.770091	2.153409	2.114293	1.300993	0.347121	1.882322	2.405787	2.511805	2.289848	0.298234	2.384715	2.186813	2.299131	0.348920	1.906515	1.759103	2.302802	1.691725	0.347863	0.293932	0.358281	1.251776	0.347863	1.514496	1.979483	2.136208	1.280152	1.991288	2.421051	0.352189	1.294196	1.672054	1.526053	2.535410	2.283153	1.884082	2.003643
CitRo.1_43621_1-497_NEs	2.105159	2.083706	1.569838	2.148346	2.017329	1.893246	2.341970	1.999627	2.092113	2.302448	2.164325	1.301075	2.213138	2.166891	0.000000	1.574591	1.354618	0.283556	2.274077	2.175516	2.124600	1.345624	2.687596	1.159966	2.199669	1.819286	2.686643	1.164149	2.213138	2.144524	2.003185	1.349429	2.203282	1.957920	2.144524	1.808420	2.101081	2.143253	2.144524	1.863280	1.294950	0.281831	2.094256	1.301075	1.298266	2.113610	2.023958	1.962785	1.756366	1.170314	2.186500	1.352972	1.301613
KlePn.1_03007_6-487_NEs	2.007406	1.987346	0.005617	1.940082	1.975632	1.918116	1.986431	2.202171	2.163172	2.362688	2.149224	1.873981	2.128774	1.986926	1.574591	0.000000	1.726351	1.539706	2.353780	2.195973	1.976317	1.779710	1.864362	1.566234	2.115544	1.958320	1.854650	1.674953	2.128774	1.940082	2.206361	1.722314	2.119976	1.771946	1.940082	1.934157	2.004602	2.140734	1.940082	1.628983	1.848610	1.520362	2.180561	1.873981	1.775402	2.015467	2.170696	1.760790	1.620388	1.566234	2.155063	1.767200	1.885448
