SalEn.3_0864_44-222_NEs	0.000000	1.207019	0.231282	1.204311	1.187757	0.199676	0.013112	1.274990	1.673223	1.281970	1.184623	1.233707	1.281970	1.209907	1.286531	1.281970	1.209907	1.281350	1.311941	0.000000	0.013108	1.135777	0.163133	1.232043	1.180035	1.319344	1.460051	0.000000	1.409634	0.190751	0.243816	0.199676	1.281970	1.272824	1.319344	0.241332	0.200107	0.180804	1.184623	1.290783	1.319344	1.450508	1.673223	1.328344
EscCo.1_02555_47-227_NEs	1.207019	0.000000	1.198772	1.078955	1.150236	1.306674	1.224291	1.039984	1.094000	1.100450	0.005555	1.084702	1.100450	1.066176	1.071189	1.100450	1.066176	0.232908	0.206701	1.207019	1.216130	1.586362	1.334274	0.034045	1.151439	0.202200	0.244367	1.214979	0.209346	1.266820	1.349582	1.323129	1.100450	1.032637	0.202200	1.397845	1.341387	1.309468	0.005555	1.114718	0.202200	0.238680	1.094000	0.208959
EntCo.1_18440_5-222_NEs	0.231282	1.198772	0.000000	1.324998	1.225233	0.182889	0.231459	1.221959	1.480259	1.343219	1.177061	1.332210	1.343219	1.324224	1.214976	1.343219	1.324224	1.304996	1.414859	0.231282	0.226396	1.137041	0.165289	1.246706	1.216832	1.434020	1.344407	0.231282	1.388643	0.171010	0.201032	0.180447	1.351518	1.358958	1.434020	0.203418	0.183153	0.183068	1.177061	1.341970	1.434020	1.379928	1.480259	1.423104
EscCo.2_50200_43-239_NEs	1.204311	1.078955	1.324998	0.000000	0.212755	1.297330	1.189247	0.175702	1.596466	0.213911	1.078824	0.034809	0.213911	0.029640	0.173814	0.213911	0.029640	1.135869	1.169688	1.204311	1.181414	1.388626	1.208282	1.143212	0.213989	1.168003	1.116231	1.221787	1.018742	1.283519	1.359691	1.323046	0.216086	0.036488	1.168003	1.405151	1.305474	1.316207	1.078824	0.213837	1.168003	1.129711	1.622972	1.176293
KlePn.1_03381_43-238_NEs	1.187757	1.150236	1.225233	0.212755	0.000000	1.271494	1.173291	0.215142	1.402771	0.222558	1.143126	0.220778	0.222558	0.213712	0.189396	0.222558	0.213712	1.188076	1.140742	1.187757	1.180995	1.316567	1.072520	1.166454	0.001711	1.160016	1.140596	1.204513	1.124512	1.282731	1.271575	1.279423	0.222402	0.215513	1.160016	1.289476	1.248582	1.227428	1.143126	0.222480	1.160016	1.137418	1.402771	1.147162
EscCo.3_0928_44-222_NEs	0.199676	1.306674	0.182889	1.297330	1.271494	0.000000	0.207018	1.295471	1.806052	1.281897	1.281676	1.330568	1.281897	1.304828	1.286577	1.281897	1.304828	1.297187	1.443402	0.199676	0.202193	1.137020	0.168417	1.363903	1.279597	1.462034	1.348547	0.199676	1.394490	0.030408	0.200316	0.001861	1.271249	1.282371	1.462034	0.207693	0.015027	0.034236	1.281676	1.262496	1.462034	1.348547	1.817887	1.430086
SalEn.52008_44-222_NEs	0.013112	1.224291	0.231459	1.189247	1.173291	0.207018	0.000000	1.258290	1.677686	1.282932	1.201616	1.251997	1.282932	1.227853	1.277945	1.282932	1.227853	1.299715	1.342174	0.013112	0.003728	1.160331	0.158681	1.250004	1.165610	1.349936	1.481744	0.013112	1.421908	0.200335	0.249136	0.207018	1.282932	1.273726	1.349936	0.241534	0.207467	0.190253	1.201616	1.291751	1.349936	1.491558	1.677686	1.358727
CitRo.1_08721_43-237_NEs	1.274990	1.039984	1.221959	0.175702	0.215142	1.295471	1.258290	0.000000	1.581202	0.202537	1.033420	0.192030	0.202537	0.185203	0.172267	0.202537	0.185203	1.068825	1.069098	1.274990	1.249604	1.372963	1.226793	1.088378	0.217419	1.066968	1.001379	1.274990	1.042300	1.236437	1.397273	1.284934	0.202400	0.178398	1.066968	1.415511	1.278648	1.272798	1.033420	0.209134	1.066968	1.013867	1.581202	1.075205
KlePn.2_11471_13-218_NEs	1.673223	1.094000	1.480259	1.596466	1.402771	1.806052	1.677686	1.581202	0.000000	1.542110	1.111942	1.701025	1.542110	1.690496	1.531445	1.542110	1.690496	1.188778	1.124209	1.673223	1.676424	1.230539	1.724665	1.127131	1.390515	1.110400	1.135901	1.698841	1.214614	1.773729	1.602810	1.819200	1.528339	1.593177	1.110400	1.626202	1.763899	1.872191	1.111942	1.531056	1.110400	1.135901	0.004834	1.122335
SalEn.3_0865_43-238_NEs	1.281970	1.100450	1.343219	0.213911	0.222558	1.281897	1.282932	0.202537	1.542110	0.000000	1.077537	0.214727	0.000000	0.207691	0.191947	0.000000	0.207691	1.079686	1.129226	1.281970	1.274141	1.346461	1.234340	1.145305	0.223872	1.142002	1.152430	1.290597	1.057668	1.240184	1.287224	1.298056	0.003403	0.211164	1.142002	1.357327	1.272731	1.260905	1.077537	0.005111	1.142002	1.133924	1.542110	1.135684
