EscCo.1_02252_1-356_NEs	0.000000	0.202002	0.015023	1.786850	0.232977	1.651637	1.786850	1.672624	0.028494	0.194106	0.018837	0.265585	1.711793	1.775122	1.800788	0.198937	1.786850	0.262938	0.198937	0.196322	0.198937
CitRo.1_21591_1-359_NEs	0.202002	0.000000	0.202174	1.749974	0.219151	1.620666	1.749974	1.625439	0.194571	0.181606	0.199374	0.229023	1.715201	1.765148	1.768269	0.181611	1.749974	0.227818	0.181611	0.180277	0.181611
EscCo.3_2165_1-356_NEs	0.015023	0.202174	0.000000	1.776439	0.235705	1.658921	1.776439	1.680172	0.028519	0.195495	0.020760	0.267237	1.708182	1.764693	1.790431	0.200337	1.776439	0.264583	0.200337	0.200135	0.200337
SalEn.2_MW07091_1-364_NEs	1.786850	1.749974	1.776439	0.000000	1.635158	0.408114	0.000000	0.414431	1.748246	1.732897	1.753832	1.596393	0.372437	0.010126	0.005504	1.723562	0.000000	1.596282	1.723562	1.715708	1.723562
EntCo.1_41480_1-353_NEs	0.232977	0.219151	0.235705	1.635158	0.000000	1.554966	1.635158	1.570059	0.230065	0.250544	0.233035	0.250273	1.739791	1.636971	1.652844	0.245417	1.635158	0.247651	0.245417	0.245223	0.245417
KlePn.2_38541_1-358_NEs	1.651637	1.620666	1.658921	0.408114	1.554966	0.000000	0.408114	0.018174	1.611109	1.559387	1.637985	1.594388	0.364344	0.406949	0.406034	1.559171	0.408114	1.589169	1.559171	1.553205	1.559171
SalEn.4_07091_1-364_NEs	1.786850	1.749974	1.776439	0.000000	1.635158	0.408114	0.000000	0.414431	1.748246	1.732897	1.753832	1.596393	0.372437	0.010126	0.005504	1.723562	0.000000	1.596282	1.723562	1.715708	1.723562
KlePn.1_01444_1-359_NEs	1.672624	1.625439	1.680172	0.414431	1.570059	0.018174	0.414431	0.000000	1.631356	1.565170	1.658617	1.601195	0.372258	0.413241	0.412331	1.564985	0.414431	1.595904	1.564985	1.558908	1.564985
EscCo.4_01691_1-356_NEs	0.028494	0.194571	0.028519	1.748246	0.230065	1.611109	1.748246	1.631356	0.000000	0.190042	0.022692	0.265717	1.714373	1.736914	1.761815	0.193617	1.748246	0.265796	0.193617	0.193424	0.193617
SalEn.50800_1-359_NEs	0.194106	0.181606	0.195495	1.732897	0.250544	1.559387	1.732897	1.565170	0.190042	0.000000	0.193022	0.279488	1.604459	1.723514	1.746045	0.011174	1.732897	0.279572	0.011174	0.011165	0.011174
EscCo.52021_1-356	0.018837	0.199374	0.020760	1.753832	0.233035	1.637985	1.753832	1.658617	0.022692	0.193022	0.000000	0.270770	1.691443	1.742457	1.767437	0.197850	1.753832	0.268113	0.197850	0.197652	0.197850
KlePn.2_30801_1-353_NEs	0.265585	0.229023	0.267237	1.596393	0.250273	1.594388	1.596393	1.601195	0.265717	0.279488	0.270770	0.000000	1.564455	1.565210	1.583632	0.279729	1.596393	0.006726	0.279729	0.278073	0.279729
CitRo.1_06581_1-361_NEs	1.711793	1.715201	1.708182	0.372437	1.739791	0.364344	0.372437	0.372258	1.714373	1.604459	1.691443	1.564455	0.000000	0.378657	0.375654	1.594987	0.372437	1.559645	1.594987	1.588669	1.594987
SalEn.52223_1-364_NEs	1.775122	1.765148	1.764693	0.010126	1.636971	0.406949	0.010126	0.413241	1.736914	1.723514	1.742457	1.565210	0.378657	0.000000	0.010119	1.714174	0.010126	1.565101	1.714174	1.706454	1.714174
SalEn.10613_1-364_NEs	1.800788	1.768269	1.790431	0.005504	1.652844	0.406034	0.005504	0.412331	1.761815	1.746045	1.767437	1.583632	0.375654	0.010119	0.000000	1.736755	0.005504	1.583522	1.736755	1.728741	1.736755
SalEn.3_2050_1-359_NEs	0.198937	0.181611	0.200337	1.723562	0.245417	1.559171	1.723562	1.564985	0.193617	0.011174	0.197850	0.279729	1.594987	1.714174	1.736755	0.000000	1.723562	0.279813	0.000000	0.001851	0.000000
SalEn.3_0632_1-364_NEs	1.786850	1.749974	1.776439	0.000000	1.635158	0.408114	0.000000	0.414431	1.748246	1.732897	1.753832	1.596393	0.372437	0.010126	0.005504	1.723562	0.000000	1.596282	1.723562	1.715708	1.723562
KlePn.1_04103_1-353_NEs	0.262938	0.227818	0.264583	1.596282	0.247651	1.589169	1.596282	1.595904	0.265796	0.279572	0.268113	0.006726	1.559645	1.565101	1.583522	0.279813	1.596282	0.000000	0.279813	0.278157	0.279813
SalEn.4_21041_1-359_NEs	0.198937	0.181611	0.200337	1.723562	0.245417	1.559171	1.723562	1.564985	0.193617	0.011174	0.197850	0.279729	1.594987	1.714174	1.736755	0.000000	1.723562	0.279813	0.000000	0.001851	0.000000
SalEn.12072_1-359_NEs	0.196322	0.180277	0.200135	1.715708	0.245223	1.553205	1.715708	1.558908	0.193424	0.011165	0.197652	0.278073	1.588669	1.706454	1.728741	0.001851	1.715708	0.278157	0.001851	0.000000	0.001851
SalEn.2_MW21041_1-359_NEs	0.198937	0.181611	0.200337	1.723562	0.245417	1.559171	1.723562	1.564985	0.193617	0.011174	0.197850	0.279729	1.594987	1.714174	1.736755	0.000000	1.723562	0.279813	0.000000	0.001851	0.000000
