EntCo.1_18810_1-512_NEs	0.000000	1.524300	1.699670	1.904637	2.223448	0.238031	1.554765	1.513668	1.535871	1.776494	1.537809	1.538681	1.245875	1.801828	1.841163	1.878649	1.824386	1.824386	2.147263	1.662918	1.375592	1.539848	1.761187	1.538488	1.524300	1.531453	1.808052	1.842555	2.066779	0.255421	1.962624	1.438088	1.400089	1.691259	1.464743	1.736595	1.811987	2.223448	1.767692	2.957363	0.210380	1.771787	2.123122	1.824386	1.827293	1.546064	0.238031	1.811987	1.777010	0.240734	0.226130	1.708750	1.769390	2.191309	1.462005	1.747968	1.896355	1.513668	1.701329	1.879991	2.185571	1.554765	0.250954	1.513668	1.653720	1.520646	1.488071	1.325617	1.524300	0.248884	1.904637	1.984017	1.553807	1.541601	1.759418	1.578426	0.250954	2.125241	1.363319	1.397280	1.725699	0.236677	2.081281	2.213262	0.214028	1.538488	1.387018	2.120504	0.230053	0.250954	1.751911	2.143368	1.467794	2.120174	1.772771	2.000604	1.393187	2.077888	2.223448	1.707371	1.750380
SalEn.2_MW16871_1-549_Ess	1.524300	0.000000	1.844431	1.774007	2.308528	1.592581	1.007700	1.043139	0.206598	2.270046	0.250243	1.013181	1.684674	1.905710	2.058686	1.787075	2.067496	2.067496	2.422879	1.686197	0.293079	0.246365	1.574056	0.248610	0.000000	1.047322	1.972531	2.038597	2.340683	1.571711	2.063572	1.695210	1.182267	1.700589	1.057748	1.573860	1.976019	2.308528	2.282663	2.975068	1.495205	2.298271	2.451585	2.067496	1.951048	0.015310	1.592581	1.976019	1.955628	1.569858	1.442247	2.067168	2.266294	2.324228	1.007847	2.009105	1.783324	1.043139	2.128376	2.061728	2.473925	1.007700	1.560067	1.042087	1.679511	0.008536	1.019026	1.711043	0.000000	1.559275	1.774007	2.173758	1.052283	1.010172	2.005055	0.254234	1.562847	2.217591	0.291098	1.187888	1.662105	1.589149	2.342806	2.291444	1.491424	0.248610	1.066006	2.148581	1.594442	1.562847	2.208955	2.422879	1.055947	2.130902	2.290497	2.061962	1.225223	2.430386	2.308528	1.846330	2.237523
KlePn.1_04651_27-564_NEs	1.699670	1.844431	0.000000	1.956207	2.249936	1.820657	1.619715	1.600235	1.741298	2.022520	1.871060	1.647722	1.787078	1.873191	1.935488	1.938711	1.929156	1.929156	2.365134	1.960946	1.792832	1.860286	1.955555	1.879759	1.844431	1.588332	2.245344	1.955208	1.142653	1.721525	2.334955	1.941716	1.554016	1.994386	1.590004	2.003726	2.245344	2.249936	2.022446	2.738367	1.590751	2.022203	2.370611	1.929156	2.223742	1.869059	1.820657	2.245344	1.881942	1.818695	1.781015	2.107246	2.021688	2.231868	1.460867	1.943663	1.907689	1.600235	1.929198	2.379259	2.339647	1.619715	1.728861	1.605323	1.958625	1.841021	1.548971	1.669441	1.844431	1.733105	1.956207	2.092271	1.624637	1.655535	1.948167	1.852112	1.723291	2.169126	1.794499	1.549408	1.979763	1.802361	1.155863	2.217234	1.602992	1.879759	1.730472	2.076935	1.759857	1.723291	1.986606	2.365134	1.582380	2.041506	2.015461	2.369185	1.493898	2.399927	2.249936	0.012646	1.986117
EscCo.3_3722_1-524_NEs	1.904637	1.774007	1.956207	0.000000	2.020879	1.921565	1.590943	1.651809	1.792596	1.651439	1.847096	1.617968	1.830458	1.851886	1.773557	0.008968	1.795842	1.795842	1.860524	1.734869	1.721899	1.853261	0.396241	1.851697	1.774007	1.664377	1.804269	1.770936	1.872212	1.877299	2.187463	1.743084	1.615751	1.744926	1.701925	0.400421	1.811893	2.020879	1.647068	2.852937	1.905902	1.665410	1.832101	1.795842	1.812843	1.773178	1.921565	1.808083	1.865481	1.909987	1.871233	1.896335	1.639395	2.035645	1.569580	1.795373	0.032561	1.651809	1.806362	2.089619	1.875368	1.590943	1.866455	1.648561	1.752241	1.766953	1.535670	1.786500	1.774007	1.856672	0.000000	1.897909	1.671003	1.584041	1.799305	1.828992	1.870488	1.897207	1.719206	1.611328	0.217081	1.940180	1.880460	2.024394	1.843404	1.851697	1.521878	2.040763	1.959106	1.870488	1.714289	1.860524	1.693496	2.044512	1.655764	2.205552	1.497226	1.848201	2.020879	1.974141	1.730903
SalEn.4_16741_1-537_NEs	2.223448	2.308528	2.249936	2.020879	0.000000	2.202215	2.139779	2.155113	2.202540	0.830462	2.123779	2.153500	1.716823	2.280885	0.822392	2.010696	0.818674	0.818674	0.225570	1.559109	2.255686	2.104091	2.089637	2.128825	2.308528	2.173295	1.077914	0.817870	2.636827	2.268226	2.265672	1.598705	1.934056	1.563025	2.179775	2.119973	1.080070	0.000000	0.828823	2.739617	2.338648	0.833371	0.222419	0.818674	1.091189	2.269558	2.202215	1.077914	2.233565	2.202914	2.243628	2.116965	0.827960	0.008691	2.125201	0.950524	1.991007	2.155113	0.787871	2.207595	0.224940	2.139779	2.286859	2.155113	1.575449	2.288215	2.075003	2.135695	2.308528	2.273535	2.020879	2.342342	2.185554	2.126118	0.952496	2.080991	2.286859	0.227158	2.257329	1.936040	1.916843	2.230505	2.631983	0.011181	2.317610	2.128825	2.172090	0.290328	2.161371	2.286859	0.826236	0.224762	2.157687	0.293199	0.829979	2.267409	1.972434	0.229082	0.000000	2.237709	0.838298
EscCo.50830_1-512	0.238031	1.592581	1.820657	1.921565	2.202215	0.000000	1.502997	1.470266	1.547388	1.763524	1.510701	1.503875	1.331026	1.924485	1.892504	1.903184	1.908867	1.908867	2.311852	1.588919	1.488420	1.489921	1.891306	1.505308	1.592581	1.480408	1.812597	1.901988	1.948866	0.236402	1.981871	1.579742	1.459000	1.623038	1.562106	1.871762	1.808408	2.202215	1.750574	2.952368	0.264247	1.773235	2.281002	1.908867	1.793617	1.591539	0.000000	1.808408	1.898977	0.010457	0.212003	1.733131	1.756452	2.184680	1.480186	1.977476	1.909922	1.470266	1.745122	1.868488	2.339805	1.502997	0.240019	1.470266	1.610517	1.578333	1.478167	1.419213	1.592581	0.236265	1.921565	1.959438	1.493306	1.544863	1.984973	1.517635	0.240019	2.156815	1.469354	1.452937	1.928688	0.016452	1.958431	2.206583	0.262364	1.505308	1.400110	2.206011	0.009337	0.240019	1.853690	2.307962	1.568341	2.205643	1.751385	2.004975	1.358706	2.265382	2.202215	1.833282	1.851484
EscCo.3_3789_1-535_NEs	1.554765	1.007700	1.619715	1.590943	2.139779	1.502997	0.000000	0.171292	1.047173	1.795827	1.053728	0.022715	1.437673	1.603967	1.805986	1.600873	1.798384	1.793044	2.151937	1.473351	1.033341	1.047878	1.676896	1.060993	1.007700	0.168843	1.736611	1.794278	2.211131	1.483979	1.760466	1.366548	0.663807	1.483264	0.184267	1.673753	1.743809	2.139779	1.803780	2.889272	1.597163	1.798230	2.175750	1.798384	1.737424	1.020521	1.502997	1.740212	1.585058	1.497434	1.446848	1.598556	1.785187	2.161085	0.155066	1.970706	1.630019	0.171292	1.771889	1.707930	2.154514	0.000000	1.469498	0.171292	1.476275	1.009909	0.450475	1.376592	1.007700	1.479029	1.590943	1.793188	0.165163	0.022735	1.959072	1.050194	1.469498	2.086926	1.031941	0.667311	1.659003	1.534708	2.216177	2.135870	1.572035	1.060993	0.179954	2.017097	1.490274	1.469498	1.789796	2.151937	0.185029	2.012312	1.809061	1.776876	0.632107	2.122609	2.139779	1.628506	1.792273
SalEn.3_3596_1-518_NEs	1.513668	1.043139	1.600235	1.651809	2.155113	1.470266	0.171292	0.000000	1.056033	1.804062	1.052644	0.179982	1.377623	1.702068	1.890164	1.662923	1.890256	1.890256	2.146917	1.495437	0.980679	1.045041	1.625339	1.061615	1.043139	0.005806	1.816570	1.871342	2.256388	1.438519	1.798177	1.300700	0.652360	1.492279	0.173767	1.618870	1.820374	2.155113	1.805341	2.756715	1.538445	1.819471	2.171368	1.890256	1.799264	1.045381	1.470266	1.816570	1.685229	1.460841	1.486193	1.640950	1.793011	2.169268	0.159022	1.951396	1.705924	0.000000	1.788203	1.851030	2.149570	0.171292	1.436656	0.000000	1.505650	1.038906	0.402418	1.453539	1.043139	1.452321	1.651809	1.768300	0.013608	0.168720	1.955013	1.055611	1.436656	2.077058	0.980756	0.656327	1.710889	1.500941	2.266308	2.141574	1.514006	1.061615	0.169351	2.088775	1.477211	1.436656	1.800077	2.146917	0.175352	2.092327	1.802784	1.811027	0.631702	2.167878	2.155113	1.608927	1.791369
CitRo.1_17061_1-547_NEs	1.535871	0.206598	1.741298	1.792596	2.202540	1.547388	1.047173	1.056033	0.000000	2.329480	0.217924	1.061670	1.537068	1.916985	2.077876	1.795431	2.086952	2.086952	2.250597	1.794510	0.266063	0.216494	1.581750	0.215493	0.206598	1.062076	1.932939	2.048308	2.198350	1.539018	2.039035	1.737801	1.139941	1.795923	1.077922	1.585901	1.932939	2.202540	2.311077	2.749762	1.487552	2.317303	2.254468	2.086952	1.920614	0.214375	1.547388	1.932939	1.973047	1.552486	1.470390	2.097864	2.325694	2.221052	1.048692	1.896368	1.818523	1.056033	2.032993	2.081801	2.291272	1.047173	1.544355	1.062415	1.802537	0.204195	0.966206	1.721767	0.206598	1.533479	1.792596	2.164078	1.077164	1.062137	1.892326	0.219945	1.533341	2.031740	0.268493	1.134578	1.636029	1.560008	2.205496	2.186228	1.463586	0.215493	1.094049	1.990557	1.555282	1.533341	2.137817	2.250597	1.083494	1.991918	2.302713	2.045310	1.187543	2.236956	2.202540	1.706205	2.178528
EscCo.51243_1-543	1.776494	2.270046	2.022520	1.651439	0.830462	1.763524	1.795827	1.804062	2.329480	0.000000	2.244554	1.760325	1.503117	1.953595	0.299381	1.621008	0.295864	0.295864	0.804158	1.637505	2.315371	2.247816	1.973839	2.264533	2.270046	1.798783	0.951769	0.299580	2.298648	1.873496	1.877540	1.515516	1.852213	1.631358	1.819745	1.975322	0.953653	0.830462	0.003672	2.645346	1.869172	0.017905	0.801642	0.295864	0.945231	2.274605	1.763524	0.953653	1.953817	1.756567	1.778963	1.774548	0.002446	0.825362	1.714025	0.730708	1.645330	1.804062	0.278567	1.772541	0.810255	1.795827	1.862858	1.804062	1.603572	2.257694	1.804494	1.767255	2.270046	1.884238	1.651439	1.859299	1.820700	1.767356	0.730781	2.240237	1.862858	0.835058	2.325613	1.857737	1.693335	1.757923	2.294071	0.837390	1.871449	2.264533	1.715706	0.815211	1.776717	1.862858	0.299730	0.804158	1.818691	0.819297	0.009831	1.908408	1.817896	0.792940	0.830462	2.004268	0.296399
