EscCo.1_02473_1-210_NEs	0.000000	0.779042	1.157746	0.001573	0.813892	0.000000	1.146636	1.113961	0.012642	0.231926
KlePn.1_04624_1-214_NEs	0.779042	0.000000	0.743726	0.785728	0.000000	0.779042	0.741978	0.792737	0.787290	0.660045
KlePn.2_20961_1-218_NEs	1.157746	0.743726	0.000000	1.162261	0.755420	1.157746	0.004652	0.198057	1.132293	0.986055
EscCo.3_2356_1-210_NEs	0.001573	0.785728	1.162261	0.000000	0.821185	0.001573	1.151049	1.124920	0.014252	0.229540
KlePn.2_26421_1-207_NEs	0.813892	0.000000	0.755420	0.821185	0.000000	0.813892	0.753553	0.818222	0.822754	0.686414
EscCo.52222_1-210	0.000000	0.779042	1.157746	0.001573	0.813892	0.000000	1.146636	1.113961	0.012642	0.231926
KlePn.1_05144_1-218_NEs	1.146636	0.741978	0.004652	1.151049	0.753553	1.146636	0.000000	0.202290	1.121518	0.988004
CitRo.1_16671_1-218_NEs	1.113961	0.792737	0.198057	1.124920	0.818222	1.113961	0.202290	0.000000	1.094973	1.056550
EscCo.4_01485_1-210_NEs	0.012642	0.787290	1.132293	0.014252	0.822754	0.012642	1.121518	1.094973	0.000000	0.227594
KlePn.2_32481_1-210_NEs	0.231926	0.660045	0.986055	0.229540	0.686414	0.231926	0.988004	1.056550	0.227594	0.000000
