EscCo.1_00375_1-628_NEs	0.000000	2.198586	2.385911	2.117092	2.170432	2.159819	2.356007	2.159819	0.010187	2.198267	1.050077	2.304729	2.249023	2.151689	1.053276	2.407523	2.186958	2.464825	2.513504	2.270857	2.505184	2.249023	2.500471	1.017078	1.023423	2.306396	1.047548	2.357753	1.014417	1.015217	2.609798	2.381765	2.271954	2.111398	2.219560	2.151266	2.305497	2.377487	2.487784	2.174049	2.378056	0.010730	2.124566	1.048209	2.265423	2.167573	2.485386	2.151972	2.314869	1.048209	2.240777	2.186958	2.387448	2.523476	2.523476	2.385911	1.039324	2.097878	2.260850	2.511164	2.565380	1.044445	2.107097	2.341111	2.523476	0.019430	1.048209	2.673797	0.040471	1.046275	1.057772	2.268718
SalEn.2_MW00731_1-518_BeL	2.198586	0.000000	1.911098	1.634181	1.938251	1.938251	0.263602	1.938251	2.200252	0.027391	2.011241	2.003249	1.581547	0.034051	1.979954	0.266958	0.000000	1.778576	1.432449	1.861349	1.344065	1.581547	1.379483	1.813728	1.829873	2.041876	2.010251	0.271224	1.919988	1.813728	1.764607	1.581127	0.261291	1.638185	1.829416	1.296211	2.016686	0.267606	1.372675	1.939264	0.268430	2.213724	1.667371	1.964105	1.861349	1.928052	1.364493	1.318802	1.591905	1.964105	1.511829	0.000000	1.597020	1.401381	1.401381	1.911098	1.977707	1.654025	1.567790	1.401409	1.445417	1.997364	1.634181	1.528455	1.401381	2.225612	1.964105	1.762319	2.236582	1.998373	1.972118	1.542444
EscCo.51805_1-561	2.385911	1.911098	0.000000	2.249052	0.208532	0.208532	1.826215	0.208532	2.399320	1.896317	1.906390	1.851996	2.119887	1.846710	1.972897	1.808570	1.905504	1.786843	1.869071	0.210700	1.562948	2.119887	1.572367	1.980905	1.897386	1.869953	1.901895	1.816076	1.845414	1.976602	1.839126	1.936103	1.648142	2.242553	0.196992	1.797722	1.864253	1.816326	1.616074	0.210142	1.812252	2.413537	2.216146	1.975614	0.209746	0.209409	1.560358	1.812685	2.184463	1.975614	2.005412	1.905504	1.937190	1.594131	1.594131	0.000000	1.885951	2.221496	2.079493	1.597841	1.856064	1.907455	2.238039	2.139968	1.594131	2.416528	1.975614	1.819438	2.357896	1.895849	1.986584	2.106712
SalEn.2_MW06611_1-536_NEs	2.117092	1.634181	2.249052	0.000000	2.172683	2.172683	1.463871	2.172683	2.102397	1.625918	1.951407	0.973575	0.237410	1.656265	2.014373	1.491941	1.638455	1.922206	1.818108	2.075565	1.294460	0.237410	1.311472	1.953677	2.000313	0.973943	1.935748	1.461303	1.801255	1.945793	1.978883	0.304803	1.583215	0.001250	2.066285	1.883004	0.971154	1.454706	1.337376	2.160493	1.449143	2.091434	0.008794	2.011755	2.067727	2.172609	1.290231	1.893142	0.325061	2.011755	0.240857	1.638455	0.306891	1.316747	1.316747	2.249052	1.923962	0.013875	0.233001	1.314294	1.816744	1.966072	0.000000	0.249724	1.316747	2.114118	2.011755	2.000545	2.104313	1.929432	1.999712	0.242515
SalEn.2_MW18101_1-562_NEs	2.170432	1.938251	0.208532	2.172683	0.000000	0.000000	1.778202	0.000000	2.188126	1.914817	1.868806	1.775694	2.038352	1.876497	1.848672	1.732383	1.932631	1.917192	1.785688	0.206249	1.570731	2.038352	1.576293	1.977975	1.943614	1.793606	1.838473	1.771911	1.876927	1.977975	1.985937	1.968435	1.732288	2.166765	0.189516	1.820519	1.787502	1.762565	1.591051	0.004747	1.768315	2.200351	2.150818	1.854177	0.205277	0.002962	1.564516	1.847649	2.109743	1.854177	1.920859	1.932631	1.947528	1.581201	1.581201	0.208532	1.852293	2.132162	2.025111	1.572067	1.774009	1.865885	2.162447	2.072787	1.581201	2.171785	1.854177	1.962283	2.170829	1.832984	1.857553	2.072060
SalEn.3_1747_1-561_NEs	2.159819	1.938251	0.208532	2.172683	0.000000	0.000000	1.778202	0.000000	2.177540	1.914817	1.859657	1.775694	2.038352	1.876497	1.839486	1.732383	1.932631	1.906824	1.785688	0.206249	1.573506	2.038352	1.579078	1.968141	1.934102	1.793606	1.829423	1.771911	1.867919	1.968141	1.982615	1.968435	1.732288	2.166765	0.189516	1.810914	1.787502	1.762565	1.593897	0.004747	1.768315	2.189704	2.150818	1.844939	0.205277	0.002962	1.567253	1.837963	2.109743	1.844939	1.920859	1.932631	1.947528	1.570577	1.570577	0.208532	1.843245	2.132162	2.025111	1.561487	1.774009	1.856734	2.162447	2.072787	1.570577	2.161080	1.844939	1.958887	2.160050	1.823986	1.848316	2.072060
EscCo.50037_1-517	2.356007	0.263602	1.826215	1.463871	1.778202	1.778202	0.000000	1.778202	2.362610	0.266009	1.943131	2.064970	1.406337	0.270111	2.037214	0.042161	0.263602	1.703779	1.449792	1.751594	1.322476	1.406337	1.357778	2.017978	1.965474	2.102645	1.905002	0.024047	2.113116	2.009083	1.688647	1.582441	0.264386	1.460921	1.693887	1.382629	2.078249	0.018135	1.333751	1.779141	0.019449	2.373113	1.482446	2.026242	1.751729	1.777259	1.346132	1.385707	1.501383	2.026242	1.468505	0.263602	1.619403	1.455285	1.455285	1.826215	1.940435	1.470935	1.413353	1.448947	1.466168	1.913786	1.463871	1.402900	1.455285	2.404227	2.026242	1.698113	2.370496	1.894241	2.029201	1.401426
SalEn.4_18101_1-561_NEs	2.159819	1.938251	0.208532	2.172683	0.000000	0.000000	1.778202	0.000000	2.177540	1.914817	1.859657	1.775694	2.038352	1.876497	1.839486	1.732383	1.932631	1.906824	1.785688	0.206249	1.573506	2.038352	1.579078	1.968141	1.934102	1.793606	1.829423	1.771911	1.867919	1.968141	1.982615	1.968435	1.732288	2.166765	0.189516	1.810914	1.787502	1.762565	1.593897	0.004747	1.768315	2.189704	2.150818	1.844939	0.205277	0.002962	1.567253	1.837963	2.109743	1.844939	1.920859	1.932631	1.947528	1.570577	1.570577	0.208532	1.843245	2.132162	2.025111	1.561487	1.774009	1.856734	2.162447	2.072787	1.570577	2.161080	1.844939	1.958887	2.160050	1.823986	1.848316	2.072060
EscCo.3_0391_1-628_NEs	0.010187	2.200252	2.399320	2.102397	2.188126	2.177540	2.362610	2.177540	0.000000	2.199970	1.052482	2.299599	2.236729	2.162268	1.061583	2.405261	2.188625	2.486776	2.491808	2.289396	2.508499	2.236729	2.503753	1.019676	1.021832	2.301324	1.049946	2.364253	1.008958	1.017811	2.634045	2.358384	2.269765	2.096712	2.221639	2.132490	2.300368	2.383929	2.491145	2.191767	2.384536	0.000534	2.117707	1.052448	2.284020	2.185355	2.488686	2.133349	2.307396	1.052448	2.232780	2.188625	2.372217	2.528172	2.528172	2.399320	1.037721	2.083015	2.248593	2.515906	2.543998	1.046825	2.092379	2.328667	2.528172	0.016713	1.052448	2.705722	0.039927	1.048669	1.062034	2.256521
SalEn.50072_1-517_NEs	2.198267	0.027391	1.896317	1.625918	1.914817	1.914817	0.266009	1.914817	2.199970	0.000000	1.986419	2.012864	1.581300	0.026700	1.976159	0.270079	0.027391	1.794109	1.427634	1.862419	1.346367	1.581300	1.381912	1.816590	1.845869	2.051983	1.987770	0.275309	1.903990	1.816590	1.779394	1.597694	0.261929	1.629947	1.803380	1.292728	2.026498	0.270961	1.368924	1.915681	0.271562	2.213741	1.659262	1.960610	1.862419	1.904860	1.366888	1.309322	1.588350	1.960610	1.518993	0.027391	1.606588	1.429590	1.429590	1.896317	1.952378	1.645854	1.564157	1.426178	1.440691	1.979264	1.625918	1.506788	1.429590	2.225893	1.960610	1.772609	2.245631	1.980257	1.968486	1.535498
