KlePn.2_19661_1-583_NEs	0.000000	1.360674	1.537137	1.475709	1.471156	0.008645	0.202397	1.547411	1.471156	0.518369	0.522905	1.471156	1.492681	0.444218
EntCo.1_07350_1-623_NEs	1.360674	0.000000	1.513268	1.925505	0.799997	1.350872	1.456044	0.941873	0.799997	1.398264	1.385980	0.799997	0.807433	1.393788
CitRo.1_34211_1-573_NEs	1.537137	1.513268	0.000000	2.040699	1.502573	1.514252	1.654463	1.541931	1.502573	1.616008	1.612229	1.502573	1.508473	1.557149
EscCo.2_42810_3-615_NEs	1.475709	1.925505	2.040699	0.000000	1.641399	1.495924	1.490802	1.813354	1.641399	1.596103	1.593722	1.641399	1.646343	1.519197
SalEn.3_0262_1-627_NEs	1.471156	0.799997	1.502573	1.641399	0.000000	1.455027	1.502214	0.666213	0.000000	1.362135	1.350980	0.000000	0.011815	1.491418
KlePn.1_05266_1-583_NEs	0.008645	1.350872	1.514252	1.495924	1.455027	0.000000	0.199972	1.523919	1.455027	0.513612	0.517042	1.455027	1.463959	0.446499
EntCo.1_09060_1-583_NEs	0.202397	1.456044	1.654463	1.490802	1.502214	0.199972	0.000000	1.547245	1.502214	0.542528	0.549430	1.502214	1.523426	0.433953
CitRo.1_27821_1-626_NEs	1.547411	0.941873	1.541931	1.813354	0.666213	1.523919	1.547245	0.000000	0.666213	1.568169	1.564288	0.666213	0.656539	1.577073
SalEn.4_02661_1-627_NEs	1.471156	0.799997	1.502573	1.641399	0.000000	1.455027	1.502214	0.666213	0.000000	1.362135	1.350980	0.000000	0.011815	1.491418
KlePn.1_04418_1-586_NEs	0.518369	1.398264	1.616008	1.596103	1.362135	0.513612	0.542528	1.568169	1.362135	0.000000	0.005171	1.362135	1.371251	0.483390
KlePn.2_28441_1-585_NEs	0.522905	1.385980	1.612229	1.593722	1.350980	0.517042	0.549430	1.564288	1.350980	0.005171	0.000000	1.350980	1.354767	0.485223
SalEn.2_MW02661_1-627_NEs	1.471156	0.799997	1.502573	1.641399	0.000000	1.455027	1.502214	0.666213	0.000000	1.362135	1.350980	0.000000	0.011815	1.491418
SalEn.52597_1-627_NEs	1.492681	0.807433	1.508473	1.646343	0.011815	1.463959	1.523426	0.656539	0.011815	1.371251	1.354767	0.011815	0.000000	1.482736
EscCo.4_00933_1-585_NEs	0.444218	1.393788	1.557149	1.519197	1.491418	0.446499	0.433953	1.577073	1.491418	0.483390	0.485223	1.491418	1.482736	0.000000
