SalEn.10561_1-334_Ess	0.000000	0.249760	1.602626	1.268522	1.260198	1.206402	1.338587	1.393484	1.259190	1.283235	1.506583	1.268522	1.244507	1.520735	1.160412	0.016148	1.162650	1.527018	0.259433	1.503971	1.375786	1.436253	1.142633	1.499478	1.243848	1.653033	1.338587	1.268728	1.149380	1.277622	1.532392	1.385046	1.338587	1.295187	1.210877	1.510106	1.511418	1.655536	1.643433	1.375786	1.649055	1.524797	1.651714	0.019182	0.259433	1.240705	1.282929	0.308211	0.016148	1.651714	1.259190	1.318326	0.272875	1.402235	1.268522	1.259836	1.253371	1.330886	1.332855	1.443190	1.528886	0.016148	0.323570	1.214087	1.344460	1.334168	0.311604	1.443016	1.535753	1.270446	1.651714	1.279036	0.272580	1.214725	1.441373	1.256454
CitRo.1_05991_1-334_NEs	0.249760	0.000000	1.529812	1.268502	1.268778	1.146794	1.297498	1.405916	1.380861	1.286682	1.465522	1.268502	1.119177	1.328436	1.097716	0.259232	1.106687	1.333038	0.202266	1.523469	1.389531	1.336495	1.080612	1.467112	1.118037	1.548580	1.303157	1.211754	1.083788	1.237015	1.326266	1.400967	1.303157	1.235525	1.150980	1.330185	1.319431	1.556437	1.650177	1.389531	1.612149	1.329840	1.530363	0.259323	0.202266	1.176478	1.305882	0.259470	0.259232	1.530363	1.380861	1.242933	0.201454	1.333426	1.268502	1.384341	1.340505	1.306493	1.207165	1.359024	1.447705	0.259232	0.267940	1.153205	1.313865	1.293080	0.261155	1.418071	1.448417	1.256828	1.530363	1.249170	0.215224	1.153787	1.421377	1.204477
EscCo.3_01732_1-351_NEs	1.602626	1.529812	0.000000	1.811002	1.794545	1.570199	1.440092	1.435658	1.666974	1.813239	0.410285	1.811002	1.588670	1.646077	1.285849	1.629804	1.294324	1.653893	1.534874	1.393728	1.397005	1.169229	1.262796	0.406772	1.594999	0.385236	1.464480	1.766316	1.255076	1.379268	1.642886	1.434084	1.440092	1.429788	1.575930	1.606905	1.601369	0.389001	1.604007	1.397005	0.391032	1.647077	0.388098	1.610158	1.534874	1.768531	1.448355	1.519962	1.629804	0.388098	1.666974	1.638359	1.550996	1.192929	1.811002	1.645875	1.595882	1.789747	1.334780	1.453909	1.381800	1.629804	1.556385	1.581458	1.475861	1.435576	1.519033	1.513808	1.387523	1.543038	0.388098	1.378333	1.561695	1.582312	1.511400	1.474532
SalEn.3_0579_1-329_NEs	1.268522	1.268502	1.811002	0.000000	0.005057	1.316641	1.586277	1.572104	0.255453	0.011166	1.794384	0.000000	1.207404	1.557137	1.491792	1.285377	1.476262	1.555695	1.366366	1.728824	1.569559	1.559099	1.359114	1.823229	1.214360	1.868421	1.597145	0.295759	1.355619	1.597610	1.542376	1.577784	1.597145	1.362218	1.326157	1.508868	1.517584	1.860862	1.941104	1.569559	1.682276	1.554888	1.872471	1.305001	1.366366	0.289303	1.519336	1.241170	1.285377	1.872471	0.255453	1.305064	1.369648	1.569964	0.000000	0.260866	0.269617	0.251078	1.720771	1.528256	1.536560	1.285377	1.481100	1.328167	1.593805	1.585395	1.224139	1.565916	1.491659	0.223031	1.872471	1.616246	1.312878	1.328863	1.586868	1.331125
SalEn.52277_1-329_Ess	1.260198	1.268778	1.794545	0.005057	0.000000	1.301786	1.584255	1.564862	0.257021	0.012193	1.771092	0.005057	1.203385	1.568543	1.485547	1.276945	1.470190	1.567188	1.350800	1.749970	1.562281	1.535259	1.368752	1.799595	1.210315	1.885405	1.595033	0.296972	1.365331	1.583089	1.553642	1.570552	1.595033	1.367627	1.311232	1.519661	1.528466	1.877612	1.936087	1.562281	1.707322	1.566238	1.889470	1.296414	1.350800	0.290513	1.531368	1.237116	1.276945	1.889470	0.257021	1.314781	1.364029	1.545912	0.005057	0.262452	0.269327	0.254140	1.746736	1.527065	1.519541	1.276945	1.475212	1.313280	1.591736	1.583380	1.220232	1.549445	1.475368	0.218728	1.889470	1.601486	1.307733	1.313969	1.570165	1.326392
EscCo.2_3165_1-318_NEs	1.206402	1.146794	1.570199	1.316641	1.301786	0.000000	1.514385	1.375098	1.387883	1.303756	1.523777	1.316641	0.122112	1.316895	1.160119	1.224988	1.148974	1.321956	1.351512	1.576810	1.356708	1.308478	1.202033	1.510286	0.123357	1.567658	1.509445	1.331859	1.201072	1.427482	1.312879	1.382404	1.509445	1.385386	0.004187	1.293080	1.297928	1.585596	1.457471	1.356708	1.681080	1.309536	1.563518	1.225729	1.351512	1.316053	1.239482	1.236039	1.224988	1.563518	1.387883	1.158909	1.341991	1.326875	1.316641	1.413967	1.376931	1.307345	1.274658	1.291600	1.161690	1.224988	1.154566	0.004186	1.509445	1.513518	1.220401	1.359826	1.174797	1.335368	1.563518	1.419513	1.295891	0.003139	1.350475	1.195388
SalEn.11704_1-326_NEs	1.338587	1.297498	1.440092	1.586277	1.584255	1.514385	0.000000	0.275884	1.524308	1.574950	1.420133	1.586277	1.350253	1.511628	1.072626	1.339757	1.066427	1.501319	1.482503	1.444077	0.278238	1.363185	1.521742	1.434556	1.363739	1.423615	0.006143	1.579788	1.527614	0.333712	1.513770	0.274290	0.006143	1.308939	1.508577	1.461819	1.470266	1.414780	1.748546	0.278238	1.465549	1.501449	1.412135	1.341106	1.482503	1.540760	0.285868	1.423812	1.339757	1.412135	1.524308	1.541920	1.479880	1.389693	1.586277	1.559654	1.489053	1.612383	1.127297	1.620987	1.267505	1.339757	1.509161	1.510234	0.006143	0.003066	1.415432	1.680271	1.268464	1.476869	1.412135	0.334064	1.445488	1.516015	1.667137	1.104783
EscCo.1_01894_1-327_NEs	1.393484	1.405916	1.435658	1.572104	1.564862	1.375098	0.275884	0.000000	1.682279	1.561735	1.548922	1.572104	1.430990	1.454648	1.055211	1.365628	1.063116	1.460420	1.384281	1.376660	0.007103	1.486216	1.679673	1.547452	1.443575	1.475221	0.271555	1.579857	1.720451	0.357725	1.456810	0.011147	0.271555	1.268020	1.380989	1.446779	1.454601	1.461160	1.788024	0.007103	1.535639	1.452938	1.473899	1.358170	1.384281	1.540017	0.269765	1.511443	1.365628	1.473899	1.682279	1.495537	1.391198	1.516407	1.572104	1.670102	1.654552	1.555734	1.104612	1.692374	1.303285	1.365628	1.628472	1.382955	0.270424	0.277382	1.499154	1.899067	1.305789	1.497008	1.473899	0.357179	1.379234	1.388105	1.888497	1.046266
EscCo.40589_1-330_BeL	1.259190	1.380861	1.666974	0.255453	0.257021	1.387883	1.524308	1.682279	0.000000	0.260102	1.442499	0.255453	1.338819	1.457350	1.477939	1.297501	1.472155	1.463707	1.480879	1.774220	1.680568	1.560688	1.293628	1.446523	1.340832	1.580110	1.534162	0.306395	1.268737	1.447670	1.447381	1.699645	1.534162	1.443810	1.397921	1.424191	1.440489	1.555659	1.860956	1.680568	1.567958	1.455465	1.583981	1.286334	1.480879	0.306089	1.392306	1.290015	1.297501	1.583981	0.000000	1.287133	1.488463	1.571608	0.255453	0.018258	0.061956	0.287279	1.609536	1.497324	1.547105	1.297501	1.529091	1.404053	1.531563	1.510199	1.275658	1.529186	1.514594	0.219348	1.583981	1.463148	1.429208	1.400515	1.505441	1.281319
SalEn.10560_1-329_Ess	1.283235	1.286682	1.813239	0.011166	0.012193	1.303756	1.574950	1.561735	0.260102	0.000000	1.832059	0.011166	1.211370	1.540485	1.491792	1.300166	1.480627	1.538926	1.407432	1.709720	1.559153	1.572338	1.382996	1.861623	1.218317	1.881915	1.585647	0.302075	1.375478	1.603558	1.526001	1.567399	1.585647	1.353746	1.313237	1.493336	1.501881	1.874240	1.954813	1.559153	1.673132	1.538325	1.885939	1.319924	1.407432	0.295566	1.542981	1.261998	1.300166	1.885939	0.260102	1.331270	1.411008	1.583457	0.011166	0.265568	0.268031	0.253766	1.746098	1.530782	1.550037	1.300166	1.474714	1.315285	1.582445	1.574082	1.244448	1.584028	1.504819	0.225697	1.885939	1.622185	1.333262	1.315977	1.605385	1.341787
KlePn.1_02945_4-360_NEs	1.506583	1.465522	0.410285	1.794384	1.771092	1.523777	1.420133	1.548922	1.442499	1.832059	0.000000	1.794384	1.440279	1.684826	1.198021	1.539036	1.202807	1.693212	1.602320	1.327330	1.542528	1.027029	1.211712	0.006589	1.447068	0.459330	1.458449	1.526106	1.220229	1.345967	1.681355	1.574929	1.433489	1.501320	1.523777	1.671934	1.660315	0.465653	1.449142	1.542528	0.441938	1.685655	0.459135	1.534358	1.602320	1.523115	1.364888	1.366244	1.539036	0.459135	1.442499	1.697155	1.634364	1.036376	1.794384	1.411326	1.449165	1.424030	1.193779	1.363483	1.310793	1.539036	1.403848	1.529507	1.447170	1.419440	1.379913	1.360011	1.274751	1.483551	0.459135	1.358846	1.614046	1.530347	1.382002	1.378655
SalEn.4_06561_1-329_Ess	1.268522	1.268502	1.811002	0.000000	0.005057	1.316641	1.586277	1.572104	0.255453	0.011166	1.794384	0.000000	1.207404	1.557137	1.491792	1.285377	1.476262	1.555695	1.366366	1.728824	1.569559	1.559099	1.359114	1.823229	1.214360	1.868421	1.597145	0.295759	1.355619	1.597610	1.542376	1.577784	1.597145	1.362218	1.326157	1.508868	1.517584	1.860862	1.941104	1.569559	1.682276	1.554888	1.872471	1.305001	1.366366	0.289303	1.519336	1.241170	1.285377	1.872471	0.255453	1.305064	1.369648	1.569964	0.000000	0.260866	0.269617	0.251078	1.720771	1.528256	1.536560	1.285377	1.481100	1.328167	1.593805	1.585395	1.224139	1.565916	1.491659	0.223031	1.872471	1.616246	1.312878	1.328863	1.586868	1.331125
EntCo.1_36590_1-318_NEs	1.244507	1.119177	1.588670	1.207404	1.203385	0.122112	1.350253	1.430990	1.338819	1.211370	1.440279	1.207404	0.000000	1.315671	1.059225	1.261198	1.048872	1.320886	1.335431	1.565521	1.432964	1.334599	1.147802	1.456509	0.001051	1.527915	1.367172	1.287160	1.140863	1.434442	1.311527	1.446712	1.367172	1.386165	0.122082	1.278318	1.283209	1.544796	1.572625	1.432964	1.637388	1.308082	1.524700	1.261543	1.335431	1.271562	1.225829	1.192988	1.261198	1.524700	1.338819	1.110737	1.319621	1.353502	1.207404	1.357627	1.297921	1.202434	1.281400	1.303958	1.266561	1.261198	1.157483	0.122051	1.367172	1.349473	1.173417	1.384789	1.271535	1.251553	1.524700	1.450546	1.286715	0.120888	1.379300	1.135475
EscCo.44289_2-332_BeL	1.520735	1.328436	1.646077	1.557137	1.568543	1.316895	1.511628	1.454648	1.457350	1.540485	1.684826	1.557137	1.315671	0.000000	1.427998	1.520930	1.441894	0.003003	1.471242	1.509633	1.445082	1.620652	1.581420	1.663580	1.310821	1.641024	1.529705	1.522852	1.582157	1.347510	0.003001	1.462609	1.529705	1.632334	1.316895	0.029683	0.028625	1.636890	1.651650	1.445082	1.675167	0.004003	1.639561	1.528636	1.471242	1.518109	1.302525	1.368809	1.520930	1.639561	1.457350	1.825975	1.455561	1.644279	1.557137	1.477821	1.448141	1.384547	1.347613	1.498682	1.268858	1.520930	1.511775	1.316211	1.529705	1.511628	1.369077	1.426139	1.252440	1.468773	1.639561	1.352483	1.470796	1.316895	1.415660	1.292781
KlePn.2_37231_1-329_NEs	1.160412	1.097716	1.285849	1.491792	1.485547	1.160119	1.072626	1.055211	1.477939	1.491792	1.198021	1.491792	1.059225	1.427998	0.000000	1.189203	0.009424	1.433693	1.253733	1.306226	1.049904	0.963338	1.179263	1.204400	1.067727	1.350379	1.083652	1.291038	1.180161	1.006453	1.435550	1.065618	1.083652	1.109237	1.160119	1.379421	1.396081	1.376683	1.594036	1.049904	1.420274	1.443470	1.361508	1.207217	1.253733	1.316301	1.076419	1.142270	1.189203	1.361508	1.477939	1.507393	1.266428	0.971867	1.491792	1.460124	1.438504	1.412762	0.431704	1.494392	1.466261	1.189203	1.168363	1.167204	1.088622	1.072626	1.142059	1.149985	1.436183	1.411191	1.361508	1.015693	1.236702	1.163993	1.152576	0.689780
