EntCo.1_23410_1-304_NEs	0.000000	1.505617	1.315210	1.476112	1.299750	1.718317	1.535141	2.131200	1.440958	1.309946	1.443481	1.535444	1.426229	1.569711	1.072845	1.342986	1.426229	1.622329	1.581544	1.514948	1.329748	1.348964	0.249676	1.381990	0.671775	0.826169	1.340679	1.407081	0.833706	1.306835	1.600887	1.426888	1.505617	1.139850	1.538570	1.379533	0.249499	0.250516	1.631419	1.595597	1.306835	1.376035	0.250516	1.544985	0.921413	1.448287	1.685171	1.520668	1.123534	1.623596	1.473125	1.600893	1.581544	1.959146	1.616216	1.862088	0.250516	1.244393	1.139850	1.648951	1.306835	2.130038	0.248911	1.202220	1.534598	1.244393	1.329799	1.578910	1.470711	1.153317	1.375913	1.337434	1.544985	1.648951	1.656192	1.390273	1.201779	1.248922	1.368858	1.252115	1.118494	0.248873	1.329250	1.072845	1.227752	1.509922	1.475965	1.331157	1.235464	1.352059	1.581544	1.631636	1.569711	1.810255	1.426229	1.341094	1.405534	1.569711	1.657759	1.420178	0.282288	1.453475	1.240743	1.696695	0.264274	1.216521	2.131200	1.648951	2.131200	1.549020	1.390273	1.315559	0.267192	1.539402	0.242267
EscCo.1_01958_1-326_NEs	1.505617	0.000000	1.312617	0.022689	1.328255	1.693942	0.007147	1.619230	1.889562	1.673935	2.028761	1.636133	1.615428	1.587232	1.487016	1.350677	1.615428	1.920688	1.741628	1.709391	1.666759	0.282647	1.563276	1.996391	1.584565	1.735179	0.278831	1.637255	1.735179	1.820078	1.724800	1.373391	0.000000	1.602945	1.609692	1.689111	1.557616	1.467458	1.907248	1.724800	1.820078	1.566087	1.467458	1.616031	1.529371	1.881671	1.828867	1.699474	1.580420	1.990602	1.539968	1.782868	1.741628	1.630626	1.776586	2.579837	1.467458	2.001590	1.602945	1.920247	1.820078	1.619230	1.492874	1.845241	1.708513	2.001590	1.567512	1.628517	1.631965	1.602945	1.986723	1.345683	1.616031	1.920247	2.351485	1.990518	1.756298	2.007835	2.044941	1.644379	1.590978	1.492278	1.771041	1.459754	1.769482	0.280894	1.629307	1.525286	1.966795	2.024082	1.741628	1.976434	1.587232	1.771098	1.615428	1.540213	1.393099	1.587232	2.351485	1.629066	1.411123	1.613361	1.939275	1.815149	1.412809	1.983533	1.619230	1.920247	1.619230	1.675508	1.990518	1.548804	1.340668	1.837030	1.414568
EscCo.4_02099_1-284_NEs	1.315210	1.312617	0.000000	1.319691	0.029822	1.491063	1.341813	1.469256	1.609422	1.595900	1.835715	1.583936	0.409602	1.668291	1.586086	0.034679	0.409602	1.717319	1.572537	1.501768	1.602787	1.590431	1.373193	1.873665	1.658934	1.701606	1.705905	0.411396	1.667254	1.828906	1.558432	1.353359	1.312617	1.841194	1.546019	1.800338	1.374024	1.482838	1.409851	1.558432	1.828906	0.331870	1.482838	1.555019	1.560945	1.609422	1.670096	1.546841	1.838571	1.738949	1.419643	1.486735	1.559123	1.562840	1.499798	2.109216	1.482838	1.769759	1.841194	1.398772	1.828906	1.468516	1.453680	1.644204	1.627142	1.769759	0.513383	1.638741	1.507002	1.868928	1.888257	0.033464	1.555019	1.398772	1.539606	1.885493	1.815212	1.776171	1.916850	1.718428	1.830694	1.448767	1.792083	1.578087	1.842033	1.585562	1.664551	1.556684	1.737724	1.952042	1.559123	1.755327	1.668291	1.668719	0.409602	0.504670	1.359150	1.668291	1.540607	0.410067	1.398372	1.523862	1.747768	1.576436	1.347164	1.832197	1.469256	1.398772	1.469256	1.646296	1.885493	1.563101	1.379711	1.816906	1.454814
EscCo.4_02109_1-326_NEs	1.476112	0.022689	1.319691	0.000000	1.320301	1.680109	0.025852	1.618413	1.903585	1.669429	2.049108	1.643559	1.593739	1.594315	1.520882	1.359037	1.593739	1.923732	1.775699	1.731171	1.662276	0.291090	1.568392	1.928514	1.615167	1.738833	0.268713	1.615400	1.738833	1.765882	1.758586	1.394103	0.022689	1.637202	1.594354	1.652322	1.562729	1.446106	1.930711	1.758586	1.765882	1.553004	1.446106	1.600647	1.523402	1.895813	1.813832	1.721011	1.613657	2.002342	1.551112	1.764187	1.775699	1.613152	1.757874	2.625609	1.446106	1.982958	1.637202	1.943898	1.765882	1.618413	1.470855	1.813891	1.706240	1.982958	1.545174	1.635417	1.660281	1.637202	1.924124	1.353959	1.600647	1.943898	2.330880	1.928480	1.757728	1.989251	2.017268	1.608431	1.624575	1.470267	1.719549	1.498057	1.779583	0.281914	1.626507	1.514497	1.941013	1.997030	1.775699	1.988235	1.594315	1.795633	1.593739	1.531291	1.420230	1.594315	2.330880	1.607281	1.456557	1.629550	1.920861	1.794695	1.453494	1.987588	1.618413	1.943898	1.618413	1.682137	1.928480	1.538001	1.388685	1.833976	1.383084
EscCo.1_01968_1-284_NEs	1.299750	1.328255	0.029822	1.320301	0.000000	1.457049	1.357872	1.473089	1.582112	1.625076	1.786430	1.528387	0.413324	1.634092	1.527384	0.022566	0.413324	1.690779	1.582694	1.515634	1.632153	1.543840	1.380341	1.863148	1.634522	1.657523	1.689690	0.415160	1.636610	1.743950	1.568579	1.328638	1.328255	1.804857	1.506008	1.744081	1.369395	1.467826	1.420402	1.568579	1.743950	0.336693	1.467826	1.514140	1.588453	1.582112	1.659567	1.561296	1.788422	1.687477	1.416999	1.445573	1.569335	1.596008	1.458403	2.095246	1.467826	1.729032	1.804857	1.396327	1.743950	1.472347	1.444736	1.635789	1.618780	1.729032	0.512084	1.605492	1.485727	1.831416	1.877820	0.021366	1.514140	1.396327	1.586369	1.875127	1.737441	1.735306	1.870540	1.703025	1.794962	1.428005	1.728660	1.519758	1.801242	1.558218	1.582979	1.510650	1.698416	1.905329	1.569335	1.703074	1.634092	1.691143	0.413324	0.503374	1.334355	1.634092	1.587199	0.417799	1.382500	1.490824	1.708595	1.509688	1.317386	1.803818	1.473089	1.396327	1.473089	1.613433	1.875127	1.516901	1.350105	1.762940	1.469758
EntCo.1_32500_1-275_NEs	1.718317	1.693942	1.491063	1.680109	1.457049	0.000000	1.693117	0.243829	0.926108	1.534930	1.932562	0.998226	1.662516	0.904041	1.758451	1.430715	1.662516	1.890354	0.997705	1.625894	1.568176	1.616574	1.618734	1.792709	1.575987	1.810382	1.703346	1.631784	1.809748	1.581382	1.003700	1.648358	1.693942	1.923500	0.999180	1.600493	1.625399	1.750361	0.239974	0.996459	1.581382	1.455058	1.750361	0.996094	1.761257	0.926108	0.975572	1.647950	1.933712	1.834687	1.858987	0.216697	1.006614	0.979836	0.215095	2.018628	1.750361	1.535124	1.923500	0.234870	1.581382	0.243780	1.714439	1.822206	1.036624	1.535124	1.518314	0.916539	1.937680	1.923500	1.824127	1.430715	0.996094	0.234870	1.921757	1.831229	1.985607	1.541295	2.260150	1.599154	1.932460	1.699830	1.603894	1.765725	1.907520	1.594936	0.997888	1.938911	1.542462	2.252795	1.006614	1.823068	0.904041	0.913102	1.662516	1.480914	1.663540	0.904041	1.911973	1.646660	1.739590	1.965086	1.547218	0.152853	1.693939	1.772660	0.243829	0.234870	0.243829	0.921635	1.831229	1.937863	1.656360	2.000464	1.679109
EscCo.51771_1-326	1.535141	0.007147	1.341813	0.025852	1.357872	1.693117	0.000000	1.625498	1.897169	1.678818	2.043013	1.621351	1.620712	1.580551	1.519274	1.380702	1.620712	1.927955	1.739521	1.714305	1.671613	0.290977	1.594933	1.973082	1.603573	1.752437	0.285518	1.642606	1.752437	1.819293	1.722716	1.373391	0.007147	1.614408	1.594787	1.700368	1.589177	1.495285	1.913179	1.722716	1.819293	1.604767	1.495285	1.601133	1.528799	1.889295	1.826676	1.704318	1.591805	1.998160	1.544027	1.777209	1.739521	1.622015	1.771031	2.580913	1.495285	1.993036	1.614408	1.926223	1.819293	1.625498	1.521516	1.832313	1.707320	1.993036	1.592474	1.621709	1.643414	1.614408	1.969545	1.375628	1.601133	1.926223	2.422093	1.973460	1.739731	1.999299	2.028005	1.637013	1.602362	1.520912	1.770286	1.491353	1.782030	0.287584	1.643044	1.549570	1.958340	2.007570	1.739521	1.983919	1.580551	1.756095	1.620712	1.564390	1.393099	1.580551	2.422093	1.634389	1.431662	1.624738	1.930862	1.800694	1.433631	1.960257	1.625498	1.926223	1.625498	1.668591	1.973460	1.573441	1.370686	1.843936	1.445544
SalEn.3_3139_1-275_NEs	2.131200	1.619230	1.469256	1.618413	1.473089	0.243829	1.625498	0.000000	0.958869	1.412539	1.803220	0.977844	1.418703	0.936005	1.857956	1.465607	1.418703	1.932492	1.011361	1.647017	1.431423	1.577827	1.783572	1.901748	1.684842	1.757263	1.733936	1.399047	1.756823	1.566550	1.049777	1.755584	1.619230	1.628661	0.983621	1.511644	1.791031	1.883226	0.206428	1.037784	1.566550	1.425495	1.883226	0.988872	1.640191	0.958869	1.011137	1.675375	1.636286	1.906093	1.553050	0.284150	1.017836	0.968173	0.280696	1.886361	1.883226	1.565481	1.628661	0.208269	1.566550	0.004854	1.899785	1.895316	0.983062	1.565481	1.446583	0.953682	1.681308	1.628661	1.938537	1.465607	0.988872	0.208269	1.979111	1.929814	1.998164	1.571747	2.147780	1.473582	1.621726	1.870913	1.575328	1.894543	1.789413	1.641145	0.941172	1.849827	1.565621	2.157646	1.017836	1.884375	0.936005	0.977605	1.418703	1.394799	1.757027	0.936005	1.979111	1.406417	1.906677	1.710521	1.577753	0.226005	1.942311	1.860709	0.000000	0.208269	0.000000	0.966777	1.929814	1.840871	1.817779	2.127651	2.044574
KlePn.1_02561_1-267_NEs	1.440958	1.889562	1.609422	1.903585	1.582112	0.926108	1.897169	0.958869	0.000000	1.668650	1.640763	0.248606	1.481428	0.240251	1.449408	1.583794	1.481428	1.694150	1.415337	1.598627	1.684031	1.610553	1.307936	1.900213	1.539435	1.584392	1.813412	1.488196	1.583967	1.594147	1.420951	1.387601	1.889562	1.506640	0.251003	1.445934	1.331872	1.467738	1.001277	1.432446	1.594147	1.436211	1.467738	0.245484	1.410132	0.001252	1.364612	1.585306	1.546666	1.620797	1.441419	0.983061	1.415337	1.496016	0.983061	1.557651	1.467738	1.568619	1.506640	0.991180	1.594147	0.946096	1.463048	1.689033	0.268563	1.568619	1.429254	0.240307	1.564881	1.514001	1.884892	1.583794	0.245484	0.991180	1.654737	1.921394	1.659190	1.575321	1.626995	1.520610	1.526840	1.467738	1.589273	1.448472	1.659835	1.845301	0.236846	2.218659	1.591943	1.653399	1.415337	1.628639	0.240251	1.343835	1.481428	1.429089	1.398680	0.240251	1.665488	1.475783	1.569430	1.566240	1.567755	0.912185	1.493689	1.544675	0.958869	0.991180	0.958869	0.236442	1.921394	2.249890	1.492399	1.644407	1.489602
KlePn.2_38731_1-346_NEs	1.309946	1.673935	1.595900	1.669429	1.625076	1.534930	1.678818	1.412539	1.668650	0.000000	1.772663	1.976592	1.870834	1.874670	1.347172	1.604820	1.870834	1.855231	1.687461	1.869859	0.006831	1.605371	1.307341	1.591571	1.609844	1.633160	1.649695	1.860724	1.627246	0.245474	1.700068	1.802509	1.673935	1.413945	1.955175	0.224769	1.307341	1.367645	1.557044	1.701947	0.245474	1.480095	1.367645	1.982068	1.253879	1.661461	1.772250	1.839362	1.414335	1.840101	1.912183	1.485075	1.687461	2.071137	1.471465	1.994466	1.367645	0.271438	1.413945	1.558533	0.245474	1.411786	1.358011	1.579018	1.713985	0.271438	1.381272	1.866614	1.686043	1.420414	1.606973	1.598611	1.982068	1.558533	1.897868	1.594995	1.421144	0.272785	1.325500	0.208754	1.414335	1.372343	0.241564	1.318676	1.477976	1.794784	1.744596	1.477265	0.270097	1.326618	1.687461	1.843421	1.874670	1.473577	1.870834	1.344503	1.832997	1.874670	1.896240	1.873512	1.463398	1.689951	0.269830	1.441662	1.428542	1.468147	1.412539	1.558533	1.412539	1.883451	1.594995	1.467419	1.421763	1.919756	1.381010
