EscCo.1_01327_2-343_NEs	0.000000	1.243809	0.943021	1.448414	1.566162	1.183244	1.544823	1.228231	1.377909	1.544823	0.889590	0.890009	1.517899	1.632313	1.526423	1.720763	1.559906	1.204615	1.152446	0.880745	0.201842	1.534823	1.214014	1.203350	1.252121	1.183933	1.247207	1.444201	1.245740	0.945486	1.622044	1.206263	1.184732	1.517379	1.511596	0.198001	1.241962	1.177894	1.178766	1.628894	0.201842	1.183933	1.625882	1.119287	1.517379	0.184331	1.190159	1.152446	0.913971	1.239011	1.559906	1.287623	1.190159	1.644709	1.614703	0.254885	1.004278	1.389431	0.025713	1.256974	0.936836	1.605689	0.871981	0.201991	1.573151	1.259504	1.720763	1.248613	0.016705	0.015695	0.015695	1.160165	0.201842	1.250885	1.152446	1.411931	1.190159	1.183244	1.517379	0.253401
SalEn.3_1421_1-380_NEs	1.243809	0.000000	1.414220	1.234528	1.454946	1.039620	1.283667	0.885549	0.864236	1.283667	1.304204	1.293663	1.481219	1.890709	1.423333	1.771535	1.449615	0.910262	1.095267	1.469435	1.283027	1.498260	0.855327	1.018748	0.000877	1.015099	0.866548	1.363492	0.876554	1.317755	1.436021	0.919880	0.237848	1.499407	1.499348	1.282871	0.010572	1.047586	1.036264	1.441986	1.283027	1.015099	1.446588	1.032194	1.499407	1.200874	0.909004	1.095267	1.346509	0.008802	1.449615	0.210896	0.915878	1.426393	1.441986	1.042113	1.425193	1.423965	1.218787	0.001754	1.336285	1.421273	1.467517	1.286774	1.456347	0.855953	1.765724	0.863771	1.238262	1.258802	1.258802	1.098349	1.283027	0.871287	1.095267	1.419695	0.909004	1.039620	1.499407	1.050963
EntCo.1_28260_4-326_NEs	0.943021	1.414220	0.000000	1.423900	1.599666	1.250882	1.393573	1.277374	1.243570	1.387865	0.858054	0.850846	1.626697	1.781890	1.429951	1.518711	1.580378	1.347859	1.287183	0.930639	0.930486	1.553541	1.269609	1.383747	1.424223	1.237333	1.255814	1.592968	1.257046	0.960093	1.436847	1.367026	1.360418	1.547708	1.541085	0.927034	1.409045	1.260228	1.259917	1.436847	0.930486	1.241811	1.454689	1.237318	1.547708	0.872467	1.347878	1.287183	0.956837	1.408896	1.580378	1.453894	1.359540	1.437097	1.442890	0.862209	0.648136	1.594008	0.943857	1.419607	0.971826	1.427487	0.948317	0.928115	1.602946	1.261848	1.512688	1.271797	0.947200	0.948950	0.948950	1.295533	0.930486	1.264970	1.287183	1.600990	1.347878	1.250882	1.547708	0.855025
EntCo.1_13580_1-338_NEs	1.448414	1.234528	1.423900	0.000000	0.858641	1.168676	0.737516	1.153468	1.131192	0.734853	1.525890	1.526143	0.863382	1.543633	0.807592	1.493514	0.845335	1.139334	1.353310	1.424462	1.317303	0.754393	1.138138	1.212342	1.242566	1.205720	1.115048	0.284407	1.160599	1.635567	0.833769	1.138987	1.327116	0.764419	0.762153	1.307216	1.235420	1.192874	1.172778	0.830800	1.317303	1.205720	0.837509	1.158524	0.764419	1.249349	1.142914	1.353310	1.703932	1.241584	0.845335	1.407161	1.141570	0.828831	0.825455	1.154565	1.498804	0.862702	1.427391	1.247279	1.641144	0.802440	1.410267	1.307892	0.846079	1.112114	1.493514	1.097024	1.448595	1.458829	1.458829	1.357184	1.317303	1.117872	1.353310	0.867667	1.142914	1.168676	0.764419	1.159410
SalEn.10255_1-327_NEs	1.566162	1.454946	1.599666	0.858641	0.000000	1.249238	0.196888	1.294389	1.164113	0.198229	1.298523	1.294071	0.029060	1.362058	0.213173	1.282431	0.012288	1.202566	1.301330	1.528870	1.461290	0.810835	1.245207	1.300710	1.465457	1.307654	1.224659	0.777308	1.290909	1.408217	0.192041	1.212058	1.540582	0.806846	0.815890	1.450165	1.475543	1.253294	1.249238	0.190682	1.461290	1.312247	0.194893	1.241528	0.806846	1.492772	1.210920	1.301330	1.421142	1.465395	0.012288	1.430428	1.210920	0.194218	0.192778	1.262717	1.877673	1.056257	1.509326	1.471027	1.413197	0.195895	1.512942	1.465728	0.012288	1.219581	1.287774	1.221518	1.536912	1.553872	1.553872	1.314592	1.461290	1.228124	1.301330	1.053778	1.210920	1.249238	0.806846	1.253378
EscCo.3_2874_1-400_BeL	1.183244	1.039620	1.250882	1.168676	1.249238	0.000000	1.191846	1.039764	1.063725	1.191846	1.416347	1.422061	1.277748	1.640694	1.234914	1.537841	1.248232	1.160738	0.173434	1.231636	1.139552	1.186852	1.014341	0.167230	1.045491	0.209164	1.012674	1.294909	1.037265	1.326146	1.296034	1.177132	1.068623	1.204466	1.185215	1.122840	1.048096	0.024377	0.004149	1.291193	1.139552	0.210251	1.266291	0.162116	1.204466	1.210877	1.168783	0.173434	1.331373	1.040351	1.248232	1.037208	1.174794	1.271821	1.295863	1.105074	1.138694	1.461990	1.211210	1.049226	1.324808	1.217124	1.267882	1.137971	1.246533	1.003378	1.537841	1.042713	1.186985	1.182929	1.182929	0.172249	1.139552	1.018839	0.173434	1.461993	1.168783	0.000000	1.204466	1.097380
KlePn.2_07041_1-325_NEs	1.544823	1.283667	1.393573	0.737516	0.196888	1.191846	0.000000	1.202895	1.078292	0.001028	1.292407	1.287718	0.193398	1.458592	0.192964	1.395603	0.194083	1.186215	1.258278	1.343421	1.576519	0.723442	1.130549	1.286706	1.292673	1.154073	1.131996	0.753089	1.185004	1.477083	0.221596	1.207552	1.321036	0.730509	0.728203	1.588340	1.283897	1.187193	1.187059	0.220179	1.576519	1.158384	0.220668	1.206432	0.730509	1.457336	1.180873	1.258278	1.462397	1.297824	0.194083	1.282710	1.180873	0.221097	0.222472	1.211413	1.573231	0.974609	1.496166	1.297841	1.482311	0.180390	1.354808	1.575226	0.194083	1.134062	1.395603	1.141806	1.532066	1.550821	1.550821	1.281345	1.576519	1.134979	1.258278	0.972519	1.180873	1.191846	0.730509	1.201847
KlePn.1_04013_1-315_NEs	1.228231	0.885549	1.277374	1.153468	1.294389	1.039764	1.202895	0.000000	0.321748	1.202895	1.111423	1.111557	1.331060	1.616751	1.212064	1.570385	1.294560	0.367713	1.080768	1.043245	1.281450	1.135051	0.329829	1.103618	0.890585	1.090773	0.352927	1.202003	0.008674	1.418657	1.270598	0.369347	0.848422	1.133830	1.152882	1.295544	0.896544	1.056951	1.050964	1.270598	1.281450	1.090773	1.284165	1.067385	1.133830	1.209898	0.363012	1.080768	1.447378	0.893385	1.294560	0.864546	0.363151	1.285054	1.270598	1.127100	1.327245	1.249093	1.217329	0.893993	1.419346	1.248036	1.068056	1.289899	1.296528	0.354262	1.570385	0.345803	1.218712	1.230420	1.230420	1.107684	1.281450	0.352565	1.080768	1.250965	0.363012	1.039764	1.133830	1.127100
EntCo.1_40390_1-313_NEs	1.377909	0.864236	1.243570	1.131192	1.164113	1.063725	1.078292	0.321748	0.000000	1.074199	1.102636	1.111865	1.187655	1.766189	1.137214	1.735737	1.151766	0.292017	1.144569	1.177673	1.361609	1.094029	0.290134	1.134839	0.869015	1.046996	0.363081	1.172992	0.318375	1.275214	1.167732	0.297736	0.817652	1.088586	1.101927	1.372066	0.862549	1.065634	1.059927	1.167732	1.361609	1.046996	1.183912	1.086788	1.088586	1.262683	0.288619	1.144569	1.284460	0.868416	1.151766	0.836261	0.288619	1.172986	1.172075	1.142365	1.317020	1.304668	1.349179	0.869015	1.270427	1.144087	1.195404	1.356020	1.153944	0.349602	1.735737	0.363226	1.362748	1.379136	1.379136	1.160513	1.361609	0.362709	1.144569	1.300000	0.288619	1.063725	1.088586	1.142365
KlePn.1_02555_1-325_NEs	1.544823	1.283667	1.387865	0.734853	0.198229	1.191846	0.001028	1.202895	1.074199	0.000000	1.287548	1.282865	0.194737	1.464820	0.194300	1.390251	0.195419	1.191199	1.258278	1.337676	1.576519	0.720796	1.130549	1.291846	1.292673	1.154073	1.131996	0.753089	1.185004	1.477083	0.223047	1.212625	1.321036	0.727844	0.725550	1.588340	1.283897	1.187193	1.187059	0.221628	1.576519	1.158384	0.222121	1.206432	0.727844	1.457336	1.185864	1.258278	1.462397	1.297824	0.195419	1.282710	1.185864	0.222553	0.223930	1.211413	1.566217	0.978229	1.496166	1.297841	1.482311	0.181702	1.361250	1.575226	0.195419	1.134062	1.390251	1.141806	1.532066	1.550821	1.550821	1.281345	1.576519	1.134979	1.258278	0.976125	1.185864	1.191846	0.727844	1.201847
