KlePn.2_04711_3-306_NEs	0.000000	1.310476	0.155925	1.353535	0.001103	1.295353	1.108154	1.346649	1.102904	1.140715	1.095090	1.164371	0.151573	1.285664	1.188013	1.264370	1.306829	1.233930	1.546098	0.144973	1.367081	1.150004	1.309318	1.117097	1.317452	1.259682	1.321451	1.306829	1.241925	1.129624	1.236990	0.159733	1.294255	1.259682	1.330222	1.461738	1.753195	0.140105	1.282305	1.097277	1.164371	1.152227	1.254280	0.157064	1.294255	0.151573	1.285664	1.305534	1.261714	1.482037	1.730613	1.259682	1.330222	1.269882	1.327508	1.148645	1.283747	0.154541	1.353535	1.154127	1.290973	0.150338	1.353535	1.309970	1.241925	1.112940	1.271030	1.557260	1.186288	1.263453	1.306829	1.259865	1.122467	1.317700	1.191044	1.264987	1.259682	1.333350	1.191044	1.264987	0.152951	1.337905	0.155925	1.353535	1.117097	1.317452
KlePn.2_04711_320-533_NEs	1.310476	0.000000	1.319187	0.099429	1.316977	0.003128	1.416111	0.972989	1.479531	0.897903	1.549683	0.974368	1.234504	0.123032	1.399389	1.049793	1.504188	1.024445	1.241852	1.320908	0.094045	1.363190	0.985663	1.399454	0.983877	1.478676	1.043505	1.504188	1.024445	1.309424	1.053857	1.258702	0.117553	1.478676	1.056211	1.589981	1.410070	1.263667	0.108078	1.549683	0.968943	1.525747	1.047411	1.247262	0.117553	1.234504	0.123032	1.494027	1.022660	1.610253	1.457608	1.478676	1.056211	1.487163	1.044971	1.308228	1.029114	1.326362	0.099429	1.375121	1.057786	1.319654	0.095826	1.504188	1.024445	1.352610	0.979568	1.219296	1.426349	1.051288	1.504188	1.032487	1.363631	0.975316	1.408824	1.051234	1.478676	1.067083	1.408824	1.051234	1.265288	0.116170	1.319187	0.099429	1.399454	0.983877
SalEn.2_MW45241_3-303_NEs	0.155925	1.319187	0.000000	1.404063	0.157444	1.310771	1.271943	1.240783	1.259997	1.083357	1.269234	1.050770	0.135167	1.353457	1.209966	1.253930	1.356601	1.190479	1.542660	0.011201	1.410678	1.245636	1.191969	1.283006	1.198730	1.201692	1.272944	1.356601	1.198457	1.153380	1.257347	0.137362	1.361189	1.201692	1.267426	1.590253	1.778508	0.147043	1.337034	1.272022	1.057620	1.275584	1.102155	0.131003	1.361189	0.135167	1.353457	1.369846	1.218005	1.629308	1.792005	1.201692	1.267426	1.216575	1.262540	1.144192	1.262414	0.001113	1.404063	1.181755	1.295483	0.004462	1.394910	1.359781	1.198457	1.108961	1.182789	1.568559	1.193797	1.271962	1.356601	1.215876	1.296393	1.214776	1.208414	1.263117	1.201692	1.267426	1.208414	1.263117	0.134094	1.383919	0.000000	1.404063	1.283006	1.198730
SalEn.2_MW45241_320-532_NEs	1.353535	0.099429	1.404063	0.000000	1.360805	0.099429	1.479648	1.018963	1.419828	0.922775	1.578381	0.943100	1.282927	0.118010	1.362195	1.035935	1.480645	1.063406	1.307217	1.396204	0.014238	1.425224	1.026870	1.450991	1.037088	1.439764	1.053192	1.480645	1.063406	1.348388	1.041850	1.317547	0.112541	1.439764	1.065910	1.598113	1.422534	1.305150	0.112536	1.578381	0.949258	1.602401	1.039026	1.282637	0.112541	1.282927	0.118010	1.478944	1.061748	1.568114	1.423029	1.439764	1.065910	1.429645	1.067373	1.340099	1.008981	1.411817	0.000000	1.360948	1.039076	1.394804	0.006301	1.480645	1.063406	1.336594	0.938314	1.284113	1.392593	1.009406	1.480645	1.072181	1.423577	1.015324	1.362032	1.037451	1.439764	1.076841	1.362032	1.037451	1.297390	0.114782	1.404063	0.000000	1.450991	1.037088
KlePn.1_02324_3-306_NEs	0.001103	1.316977	0.157444	1.360805	0.000000	1.301719	1.112097	1.362923	1.107046	1.152949	1.099086	1.177222	0.151700	1.291948	1.191973	1.268927	1.312614	1.239784	1.532377	0.146464	1.374477	1.154261	1.324870	1.121113	1.333240	1.264237	1.326473	1.312614	1.247852	1.132774	1.241951	0.159869	1.300621	1.264237	1.335324	1.468473	1.737577	0.141576	1.288710	1.101291	1.177222	1.156656	1.260312	0.157196	1.300621	0.151700	1.291948	1.311303	1.267855	1.488989	1.715323	1.264237	1.335324	1.274501	1.332545	1.151914	1.288705	0.156057	1.360805	1.157896	1.295700	0.151843	1.360805	1.315756	1.247852	1.121956	1.276375	1.543418	1.190273	1.268026	1.312614	1.266029	1.126518	1.333367	1.195058	1.269525	1.264237	1.338520	1.195058	1.269525	0.153080	1.344810	0.157444	1.360805	1.121113	1.333240
KlePn.1_02324_320-533_NEs	1.295353	0.003128	1.310771	0.099429	1.301719	0.000000	1.407853	0.972989	1.470422	0.903038	1.540642	0.979931	1.226526	0.126694	1.391622	1.044769	1.495652	1.024445	1.233651	1.312543	0.094045	1.355189	0.985663	1.391300	0.983877	1.470200	1.043505	1.495652	1.024445	1.309424	1.048201	1.250546	0.121193	1.470200	1.056211	1.579092	1.410070	1.255533	0.108078	1.540642	0.974489	1.517031	1.034896	1.239189	0.121193	1.226526	0.126694	1.485506	1.022660	1.599221	1.457608	1.470200	1.056211	1.478676	1.044971	1.308228	1.023838	1.317926	0.099429	1.367402	1.052785	1.311298	0.095826	1.495652	1.024445	1.344974	0.979568	1.211229	1.418342	1.046254	1.495652	1.032487	1.355694	0.975316	1.400972	1.046228	1.470200	1.067083	1.400972	1.046228	1.257116	0.119818	1.310771	0.099429	1.391300	0.983877
EscCo.2_49700_1-248_NEs	1.108154	1.416111	1.271943	1.479648	1.112097	1.407853	0.000000	1.136449	0.128473	1.046362	0.141031	1.110127	1.283284	1.394328	0.996454	1.328356	0.150274	1.132613	1.268911	1.254511	1.460758	0.025927	1.163443	0.005385	1.128413	0.988266	1.447362	0.150274	1.132613	1.002648	1.411518	1.280969	1.392773	0.988266	1.444258	1.565146	1.649138	1.279856	1.342995	0.142517	1.103035	0.110740	1.098831	1.258189	1.392773	1.283284	1.394328	0.150202	1.139973	1.575516	1.639713	0.988266	1.444258	0.987641	1.446262	1.002390	1.411518	1.271943	1.479648	0.996940	1.341610	1.260537	1.479648	0.150274	1.132613	0.949074	1.273683	1.292656	0.990870	1.353422	0.150274	1.153114	0.017645	1.132319	0.999991	1.335285	0.988266	1.444258	0.999991	1.335285	1.298980	1.447882	1.271943	1.479648	0.005385	1.128413
EscCo.2_49700_316-529_NEs	1.346649	0.972989	1.240783	1.018963	1.362923	0.972989	1.136449	0.000000	1.059183	0.167633	1.140529	0.166390	1.261323	0.940043	1.147866	1.090848	1.130937	0.162270	1.470417	1.227712	1.012440	1.126359	0.023605	1.115125	0.015805	1.220906	1.085029	1.130937	0.162049	1.235695	0.985967	1.258618	0.946112	1.220906	1.110829	1.690573	1.508867	1.271892	0.961493	1.130520	0.162976	1.139969	0.140442	1.277260	0.946112	1.261323	0.940043	1.115541	0.164347	1.687792	1.483383	1.220906	1.110829	1.212485	1.097867	1.244619	1.016021	1.240783	1.018963	1.154045	1.107895	1.234743	1.024549	1.135435	0.160390	1.134812	0.968036	1.482954	1.172890	1.099364	1.130937	0.164343	1.119108	0.017259	1.162467	1.085044	1.220906	1.113552	1.162467	1.085044	1.254178	0.944703	1.240783	1.018963	1.115125	0.015805
EntCo.1_18960_1-240_NEs	1.102904	1.479531	1.259997	1.419828	1.107046	1.470422	0.128473	1.059183	0.000000	1.020105	0.100990	1.019857	1.222264	1.457898	0.923636	1.410115	0.152759	1.060889	1.280683	1.234838	1.429077	0.133423	1.086441	0.128629	1.066877	0.930675	1.487293	0.152759	1.060889	0.943376	1.340313	1.240259	1.435263	0.930675	1.502743	1.711388	1.646409	1.227512	1.439586	0.099316	1.012893	0.107626	1.030577	1.217462	1.435263	1.222264	1.457898	0.156040	1.068149	1.724831	1.636718	0.930675	1.502743	0.939312	1.504381	0.932845	1.340313	1.259997	1.419828	0.920464	1.408131	1.241035	1.419828	0.152759	1.060889	0.860810	1.261859	1.305401	0.923526	1.403600	0.152759	1.080657	0.136827	1.071027	0.926781	1.417205	0.930675	1.502743	0.926781	1.417205	1.244968	1.486553	1.259997	1.419828	0.128629	1.066877
EntCo.1_18960_308-521_NEs	1.140715	0.897903	1.083357	0.922775	1.152949	0.903038	1.046362	0.167633	1.020105	0.000000	1.141571	0.117687	1.082673	0.917073	1.073506	1.049996	1.117760	0.169788	1.374918	1.059730	0.916845	1.059853	0.165256	1.050694	0.159383	1.137681	1.021432	1.117760	0.167513	1.187524	0.932575	1.088511	0.923124	1.137681	1.034444	1.653481	1.493068	1.164792	0.877502	1.138885	0.114703	1.100305	0.157007	1.078500	0.923124	1.082673	0.917073	1.132409	0.169945	1.687693	1.444134	1.137681	1.034444	1.129942	1.023003	1.200108	0.941389	1.083357	0.922775	1.085794	1.071767	1.071912	0.927922	1.122411	0.167875	1.083553	0.937391	1.358482	1.081732	1.038852	1.117760	0.169808	1.047338	0.165733	1.079044	1.044628	1.137681	1.036679	1.079044	1.044628	1.064306	0.927550	1.083357	0.922775	1.050694	0.159383
