KlePn.1_01940_1-222_NEs	0.000000	0.318446	0.410698	0.410704	0.414480	0.410698	1.296494	0.410698	0.003029	0.382440
CitRo.1_34491_1-222_NEs	0.318446	0.000000	0.277564	0.272647	0.275454	0.277564	1.382615	0.277564	0.321278	0.344100
SalEn.4_42181_1-222_NEs	0.410698	0.277564	0.000000	0.013603	0.013604	0.000000	1.398923	0.000000	0.410068	0.378661
SalEn.54173_1-222_NEs	0.410704	0.272647	0.013603	0.000000	0.006010	0.013603	1.382222	0.013603	0.410074	0.379038
SalEn.14037_1-222_NEs	0.414480	0.275454	0.013604	0.006010	0.000000	0.013604	1.374752	0.013604	0.413840	0.381429
SalEn.2_MW42181_1-222_NEs	0.410698	0.277564	0.000000	0.013603	0.013604	0.000000	1.398923	0.000000	0.410068	0.378661
KlePn.2_14361_1-206_NEs	1.296494	1.382615	1.398923	1.382222	1.374752	1.398923	0.000000	1.398923	1.311553	1.388270
SalEn.3_4203_1-222_NEs	0.410698	0.277564	0.000000	0.013603	0.013604	0.000000	1.398923	0.000000	0.410068	0.378661
KlePn.2_00731_1-222_NEs	0.003029	0.321278	0.410068	0.410074	0.413840	0.410068	1.311553	0.410068	0.000000	0.385676
EntCo.1_04970_1-222_NEs	0.382440	0.344100	0.378661	0.379038	0.381429	0.378661	1.388270	0.378661	0.385676	0.000000
