SalEn.2_MW06441_1-122_NEs	0.000000	1.355241	0.474302	0.361988	0.486519	1.260277	1.428625	1.334464	1.416506	0.362714	1.260277	0.450922	0.000000	0.000000	0.013805	1.274847	1.343393	0.362714	1.331250	1.260277	0.362698	0.016590	1.342863	1.228657	0.417827	1.260277
EscCo.44057_1-117	1.355241	0.000000	1.580688	1.429125	1.479121	0.197242	0.263107	0.023107	0.267222	1.442779	0.197242	1.260406	1.355241	1.355241	1.356761	0.181930	0.002851	1.442779	0.020181	0.197242	1.442779	1.366209	0.305414	0.212847	1.356629	0.197242
KlePn.2_11251_1-122_NEs	0.474302	1.580688	0.000000	0.557035	0.019441	1.455387	1.345888	1.539536	1.333297	0.564367	1.455387	0.547139	0.474302	0.474302	0.479414	1.476404	1.596656	0.564367	1.608052	1.455387	0.575769	0.479383	1.409722	1.454291	0.415550	1.455387
EscCo.3_03428_1-122_NEs	0.361988	1.429125	0.557035	0.000000	0.590968	1.433365	1.614664	1.444618	1.601730	0.024943	1.433365	0.473710	0.361988	0.361988	0.357546	1.317550	1.442571	0.024943	1.490922	1.433365	0.030577	0.377394	1.361990	1.409219	0.393503	1.433365
KlePn.1_02992_1-122_NEs	0.486519	1.479121	0.019441	0.590968	0.000000	1.392418	1.318048	1.440983	1.305599	0.598621	1.392418	0.543273	0.486519	0.486519	0.491654	1.405351	1.494369	0.598621	1.506973	1.392418	0.610346	0.491621	1.395884	1.392915	0.429651	1.392418
SalEn.2_MW42011_1-117_NEs	1.260277	0.197242	1.455387	1.433365	1.392418	0.000000	0.269578	0.201402	0.273698	1.421202	0.000000	1.347712	1.260277	1.260277	1.273909	0.220138	0.193636	1.421202	0.205048	0.000000	1.432952	1.269458	0.314317	0.020253	1.558799	0.000000
KlePn.1_01916_1-118_NEs	1.428625	0.263107	1.345888	1.614664	1.318048	0.269578	0.000000	0.259785	0.002838	1.691940	0.269578	1.511613	1.428625	1.428625	1.453777	0.247941	0.259133	1.691940	0.262521	0.269578	1.691940	1.454486	0.266574	0.281647	1.626544	0.269578
EscCo.3_04415_1-117_NEs	1.334464	0.023107	1.539536	1.444618	1.440983	0.201402	0.259785	0.000000	0.263896	1.458380	0.201402	1.297296	1.334464	1.334464	1.336186	0.178767	0.020190	1.458380	0.031986	0.201402	1.446126	1.345042	0.306433	0.217128	1.397802	0.201402
KlePn.2_00511_1-118_NEs	1.416506	0.267222	1.333297	1.601730	1.305599	0.273698	0.002838	0.263896	0.000000	1.678414	0.273698	1.511613	1.416506	1.416506	1.441454	0.243956	0.263231	1.678414	0.266625	0.273698	1.678414	1.442164	0.271119	0.285817	1.611877	0.273698
EscCo.1_00583_1-122_NEs	0.362714	1.442779	0.564367	0.024943	0.598621	1.421202	1.691940	1.458380	1.678414	0.000000	1.421202	0.462378	0.362714	0.362714	0.358260	1.371415	1.456454	0.000000	1.505766	1.421202	0.005457	0.378166	1.412486	1.384375	0.403622	1.421202
