SalEn.3_4023_1-234_NEs	0.000000	1.508062	0.446872	1.599768	1.797333	1.325063	2.195385	1.568140	0.000000	1.508062	1.329121	1.817882	0.450643	1.591464	0.001421	1.516674	1.330038	1.859665	1.421950	1.683755	1.795570	1.544975	1.337041	1.857015	1.268652	1.853669	0.454402	1.568136	0.695360	1.874246	1.337418	1.960226	1.308035	1.960659	1.865549	1.787545	1.787156	1.342897	1.857015	1.323138	2.055952	0.451312	1.593656	1.359907	1.605994	1.630948	1.795570	1.331594	2.195385	1.270013	1.833649	1.795570	1.338240	2.256996	1.877302	0.004308	1.484199	1.544956	1.335898	2.234366	1.342291	1.992910	1.787545	1.568140	1.291872	1.888406	1.337418	2.014542	1.794558	1.360685	1.985397	1.787545	0.000000	1.508062
SalEn.3_4023_244-483_NEs	1.508062	0.000000	1.666902	0.370542	1.375437	1.690337	1.291778	1.143951	1.508062	0.000000	1.644653	0.951922	1.683533	0.366076	1.500287	0.009796	1.644653	0.949117	1.638672	0.976229	1.276646	1.202427	1.698209	1.080456	2.100022	1.266670	1.655570	0.367990	1.491727	0.582794	1.675411	0.941755	1.692658	1.034716	1.269602	1.251899	1.276646	1.688252	1.076817	1.744817	0.966855	1.655773	0.363445	1.702320	1.072154	1.301192	1.276646	1.681877	1.291778	2.061401	1.259695	1.276646	1.699874	1.263380	1.247572	1.492728	0.008391	1.198248	1.693413	1.281390	1.715580	0.963064	1.251899	1.143951	1.677674	0.947477	1.675411	0.924295	1.330236	1.724349	0.934032	1.252228	1.508062	0.000000
EscCo.1_01677_1-234_NEs	0.446872	1.666902	0.000000	1.701601	1.878459	1.287200	1.815318	1.572026	0.446872	1.666902	1.097797	1.416509	0.008600	1.692158	0.446872	1.656466	1.111490	1.423847	1.092176	1.434682	1.798805	1.500632	1.191268	1.530148	1.215139	1.885596	0.007218	1.723664	0.570630	1.863946	1.135823	1.521639	1.225293	1.678200	1.892941	1.727949	1.798805	1.191156	1.530148	1.144730	1.450541	0.007155	1.721230	1.275502	1.801363	1.680958	1.798805	1.287200	1.815318	1.211084	1.884990	1.798805	1.293047	1.880652	1.843604	0.449996	1.656020	1.508620	1.334222	1.829341	1.117934	1.473608	1.718766	1.572026	1.101878	1.543720	1.140985	1.513426	1.661363	1.131656	1.496458	1.759154	0.446872	1.666902
EscCo.1_01677_239-491_NEs	1.599768	0.370542	1.701601	0.000000	1.338511	1.982033	1.428123	1.265122	1.599768	0.370542	1.832665	1.158739	1.691865	0.026877	1.608300	0.367874	1.846195	1.154872	1.827263	1.220889	1.355250	1.327172	2.027914	1.199561	1.778205	1.227499	1.663327	0.022780	1.667394	0.616427	1.969369	1.215530	1.935886	1.088349	1.299907	1.340246	1.349051	2.027914	1.194817	1.954968	1.246207	1.672504	0.014628	2.082216	1.089160	1.365252	1.355250	1.982033	1.428123	1.727581	1.220941	1.355250	1.981722	1.376315	1.271772	1.608300	0.376592	1.322055	2.047906	1.382595	2.004411	1.251561	1.340246	1.265122	1.900390	1.219186	1.978680	1.194581	1.389062	1.964763	1.213106	1.312368	1.599768	0.370542
EntCo.1_05210_2-502_NEs	1.797333	1.375437	1.878459	1.338511	0.000000	1.503075	1.186833	1.007548	1.797333	1.375437	1.501387	1.084207	1.861771	1.309222	1.789592	1.352834	1.500593	1.104381	1.505394	1.222872	1.069552	1.016277	1.451012	1.145075	1.866442	1.297786	1.806842	1.350234	1.660314	1.416166	1.429321	1.212689	1.494019	1.119273	0.193958	1.027654	1.059040	1.451012	1.159014	1.449836	1.229420	1.849455	1.317015	1.730310	1.154368	1.001424	1.069552	1.503075	1.186833	1.881797	1.302228	1.067976	1.503489	1.198111	1.028810	1.750258	1.363872	1.008133	1.503285	1.179671	1.477286	1.191573	1.025212	1.013068	1.375619	1.126920	1.414977	1.220226	1.026840	1.428305	1.213470	1.020178	1.797333	1.375437
EscCo.51900_1-238	1.325063	1.690337	1.287200	1.982033	1.503075	0.000000	1.644055	1.394544	1.325063	1.690337	1.087801	1.962264	1.314831	1.996412	1.318900	1.728358	1.102785	1.947419	1.133816	2.075222	1.639445	1.494522	0.248886	1.455901	1.078434	1.830277	1.323111	1.958721	1.237153	2.135552	1.158552	2.091684	0.176729	1.618837	1.493873	1.772306	1.646764	0.250805	1.463329	1.156583	2.027166	1.303766	2.056469	1.172394	1.768418	1.621867	1.639445	0.001398	1.644055	1.087311	1.839642	1.639445	0.009834	1.609330	1.737567	1.320609	1.719090	1.502026	0.021214	1.658536	1.159807	2.011894	1.764272	1.394544	1.104999	2.051008	1.163900	2.053489	1.608860	1.143607	2.043098	1.808939	1.325063	1.690337
EscCo.51900_258-492	2.195385	1.291778	1.815318	1.428123	1.186833	1.644055	0.000000	0.826949	2.195385	1.291778	1.897020	0.960946	1.851588	1.456904	2.185229	1.303945	1.878776	0.958330	1.849549	0.971483	1.203257	1.173528	1.656881	0.297496	2.129203	1.381526	1.827506	1.451241	1.581400	1.145382	1.727808	0.939903	1.726059	0.277696	1.256636	1.213026	1.197805	1.665058	0.299929	1.765296	0.957352	1.827822	1.400505	2.081623	1.348456	1.219184	1.203257	1.636779	0.000000	2.100826	1.387946	1.203257	1.636779	0.015817	1.171692	2.192561	1.297036	1.169759	1.676267	0.024709	1.742290	0.964304	1.207020	0.826949	1.894314	0.934951	1.727808	0.941959	1.183906	1.724611	0.937444	1.213026	2.195385	1.291778
KlePn.1_02933_2-487_NEs	1.568140	1.143951	1.572026	1.265122	1.007548	1.394544	0.826949	0.000000	1.568140	1.143951	1.158268	0.953266	1.579737	1.259137	1.568140	1.129151	1.178371	0.946138	1.165024	0.932690	0.818866	0.774775	1.343009	0.736941	1.556780	1.096933	1.563506	1.257296	1.184192	1.135551	1.278005	0.942919	1.328142	0.814672	0.937126	0.806373	0.810602	1.343009	0.745545	1.285672	0.936376	1.571006	1.290091	1.559343	1.036891	0.798854	0.818866	1.388413	0.826949	1.525780	1.090403	0.821595	1.388413	0.823078	0.800921	1.561219	1.136513	0.773914	1.399858	0.838031	1.277897	0.948296	0.808204	0.002757	1.162094	0.953130	1.265279	0.931426	0.798011	1.279052	0.931239	0.797210	1.568140	1.143951
SalEn.4_40391_1-234_NEs	0.000000	1.508062	0.446872	1.599768	1.797333	1.325063	2.195385	1.568140	0.000000	1.508062	1.329121	1.817882	0.450643	1.591464	0.001421	1.516674	1.330038	1.859665	1.421950	1.683755	1.795570	1.544975	1.337041	1.857015	1.268652	1.853669	0.454402	1.568136	0.695360	1.874246	1.337418	1.960226	1.308035	1.960659	1.865549	1.787545	1.787156	1.342897	1.857015	1.323138	2.055952	0.451312	1.593656	1.359907	1.605994	1.630948	1.795570	1.331594	2.195385	1.270013	1.833649	1.795570	1.338240	2.256996	1.877302	0.004308	1.484199	1.544956	1.335898	2.234366	1.342291	1.992910	1.787545	1.568140	1.291872	1.888406	1.337418	2.014542	1.794558	1.360685	1.985397	1.787545	0.000000	1.508062
SalEn.4_40391_244-483_NEs	1.508062	0.000000	1.666902	0.370542	1.375437	1.690337	1.291778	1.143951	1.508062	0.000000	1.644653	0.951922	1.683533	0.366076	1.500287	0.009796	1.644653	0.949117	1.638672	0.976229	1.276646	1.202427	1.698209	1.080456	2.100022	1.266670	1.655570	0.367990	1.491727	0.582794	1.675411	0.941755	1.692658	1.034716	1.269602	1.251899	1.276646	1.688252	1.076817	1.744817	0.966855	1.655773	0.363445	1.702320	1.072154	1.301192	1.276646	1.681877	1.291778	2.061401	1.259695	1.276646	1.699874	1.263380	1.247572	1.492728	0.008391	1.198248	1.693413	1.281390	1.715580	0.963064	1.251899	1.143951	1.677674	0.947477	1.675411	0.924295	1.330236	1.724349	0.934032	1.252228	1.508062	0.000000
KlePn.1_02099_1-236_NEs	1.329121	1.644653	1.097797	1.832665	1.501387	1.087801	1.897020	1.158268	1.329121	1.644653	0.000000	1.590936	1.085990	1.839951	1.329121	1.655884	0.010022	1.620486	0.183355	1.568159	1.711091	1.540436	1.104865	1.612820	1.010795	1.468123	1.089167	1.820727	1.114159	1.925686	0.221772	1.694267	1.110240	1.591803	1.349412	1.648668	1.703258	1.104865	1.612820	0.215584	1.606767	1.089101	1.858714	1.168070	1.769375	1.700698	1.711091	1.087801	1.897020	1.024142	1.476146	1.711091	1.087891	1.924719	1.637282	1.325047	1.683361	1.541380	1.111158	1.900953	0.231001	1.615694	1.656052	1.158268	0.182964	1.557779	0.219870	1.673451	1.704387	0.219624	1.663326	1.648668	1.329121	1.644653
KlePn.1_02099_265-492_NEs	1.817882	0.951922	1.416509	1.158739	1.084207	1.962264	0.960946	0.953266	1.817882	0.951922	1.590936	0.000000	1.401441	1.162975	1.817882	0.944116	1.590399	0.007398	1.548347	0.223211	1.216499	1.082584	1.973277	0.826730	2.000198	1.245633	1.402052	1.128307	1.536538	0.922911	1.542485	0.238827	2.050553	0.810840	1.236040	1.337411	1.216499	1.993480	0.824332	1.542938	0.236550	1.394201	1.145430	1.639733	1.204771	1.191092	1.216499	1.953238	0.960946	1.928174	1.263911	1.216499	1.943826	0.965193	1.356554	1.809193	0.949190	1.079154	1.968263	0.967665	1.560069	0.240801	1.337411	0.953266	1.644603	0.226709	1.550963	0.231123	1.367300	1.560516	0.241038	1.336750	1.817882	0.951922
EscCo.2_5080_1-234_NEs	0.450643	1.683533	0.008600	1.691865	1.861771	1.314831	1.851588	1.579737	0.450643	1.683533	1.085990	1.401441	0.000000	1.682516	0.450643	1.672949	1.099456	1.408641	1.081995	1.434381	1.788918	1.492253	1.216421	1.529795	1.214974	1.863963	0.007218	1.713813	0.573603	1.854088	1.130737	1.521509	1.245855	1.659400	1.892350	1.727454	1.788918	1.216304	1.529795	1.133983	1.450436	0.007155	1.711555	1.297261	1.810777	1.680501	1.788918	1.314831	1.851588	1.210921	1.883963	1.788918	1.308454	1.919190	1.842994	0.453808	1.672504	1.500152	1.350312	1.865345	1.123044	1.489233	1.718277	1.579737	1.085086	1.551236	1.135888	1.513301	1.660866	1.116059	1.496337	1.758628	0.450643	1.683533
