CitRo.1_29171_1-166_NEs	0.000000	0.319500	0.319500	0.695625	0.348275	0.691045	0.691045	0.693222	0.351394	0.345607	0.348221
KlePn.2_39241_1-166_NEs	0.319500	0.000000	0.000000	0.727768	0.397337	0.719308	0.719308	0.716491	0.403976	0.401451	0.397363
KlePn.1_01372_1-166_NEs	0.319500	0.000000	0.000000	0.727768	0.397337	0.719308	0.719308	0.716491	0.403976	0.401451	0.397363
EscCo.4_02335_1-167_BeL	0.695625	0.727768	0.727768	0.000000	0.629541	0.020142	0.020142	0.016058	0.620316	0.644350	0.633922
EscCo.4_04075_1-167_NEs	0.348275	0.397337	0.397337	0.629541	0.000000	0.629811	0.629811	0.626997	0.008038	0.012100	0.010061
EscCo.3_1572_1-167_NEs	0.691045	0.719308	0.719308	0.020142	0.629811	0.000000	0.000000	0.003990	0.620581	0.644629	0.634195
EscCo.51503_1-167	0.691045	0.719308	0.719308	0.020142	0.629811	0.000000	0.000000	0.003990	0.620581	0.644629	0.634195
EscCo.1_01667_1-167_Ess	0.693222	0.716491	0.716491	0.016058	0.626997	0.003990	0.003990	0.000000	0.617766	0.641814	0.631382
EscCo.3_4631_1-167_NEs	0.351394	0.403976	0.403976	0.620316	0.008038	0.620581	0.620581	0.617766	0.000000	0.012065	0.014113
EscCo.54319_1-167	0.345607	0.401451	0.401451	0.644350	0.012100	0.644629	0.644629	0.641814	0.012065	0.000000	0.006014
EscCo.1_04783_1-167_NEs	0.348221	0.397363	0.397363	0.633922	0.010061	0.634195	0.634195	0.631382	0.014113	0.006014	0.000000
