EscCo.1_01677_1-246_NEs	0.000000	0.454774	1.236168	1.390504	0.454774	1.136695	0.008181	0.454774	1.150218	1.106703	1.247286	1.368101	1.199506	1.261093	1.236168	1.144112	1.200626	0.010922	1.235795	0.587163	1.188681	1.299556	1.193722	1.300693	1.369820	0.573713	1.342926	1.260981	1.292439	1.289855	1.147652	1.121978	1.122217	1.328206	1.193722	1.368101	1.149109	0.609610	1.186460	1.390504	1.329128	1.350385	1.381988	1.155565	1.396540	1.048281	1.229391	1.068178	1.353887	1.414595	0.454774	1.342926	1.427325	1.236168	1.297117	1.137271	0.006806	1.137271	1.300693	1.125011	1.147791	1.307174	1.409214	1.289855	1.140035	1.033634	1.327411	0.454774	1.024694
SalEn.3_4023_1-243_NEs	0.454774	0.000000	1.474332	1.332073	0.000000	1.433309	0.458409	0.001369	1.433604	1.524165	1.473837	1.273811	1.500551	1.350614	1.474332	1.439594	1.493248	0.466990	1.453202	0.697239	1.445362	1.330843	1.199456	1.348164	1.278827	0.649716	1.358860	1.356285	1.432358	1.202828	1.417779	1.443348	1.412698	1.279535	1.199456	1.273811	1.439594	0.726146	1.213119	1.338371	1.337662	1.115379	1.269205	1.454601	1.344748	1.088099	1.236073	1.124620	1.340532	1.444965	0.004114	1.365133	1.337144	1.474332	1.454761	1.447934	0.459066	1.447934	1.348164	1.406812	1.447141	1.435914	1.426233	1.202828	1.464042	1.107153	1.332296	0.000000	1.100731
SalEn.4_38661_1-249_BeL	1.236168	1.474332	0.000000	0.783622	1.474332	1.003280	1.235928	1.467771	0.996465	1.052991	0.002679	0.810739	0.178478	0.772661	0.000000	1.010878	0.180343	1.227537	0.006711	1.208011	0.135120	0.740911	1.000760	0.772228	0.805581	1.272328	0.804656	0.776315	0.864702	1.166099	1.007069	0.984075	0.178766	0.792635	1.000760	0.810739	1.019847	1.164361	1.298527	0.783622	0.900658	1.251590	0.805392	0.172660	0.794564	1.223105	0.845095	0.758210	0.780186	1.115769	1.461374	0.801171	0.790296	0.000000	0.896598	0.163997	1.231763	0.163997	0.772228	1.055532	0.165647	0.896656	1.111031	1.182110	1.012913	1.219649	0.775649	1.474332	1.239957
EscCo.51900_1-248	1.390504	1.332073	0.783622	0.000000	1.332073	1.114628	1.396220	1.326143	1.134323	1.154060	0.783622	0.911693	0.845046	0.247816	0.783622	1.174600	0.848735	1.402445	0.783622	1.230335	0.792913	0.172117	0.961542	1.001832	0.894105	1.214622	0.983277	0.249688	1.136594	1.214501	1.172242	1.175180	0.797696	0.902684	0.961542	0.911693	1.179738	1.193329	1.265545	0.001343	1.196580	1.144549	0.905533	0.796281	0.009441	1.204064	1.116079	0.863236	0.993870	1.085670	1.314087	0.979165	0.021752	0.783622	1.123421	0.785743	1.384497	0.785743	1.001832	1.164589	0.789467	1.128417	1.071520	1.219849	1.160139	1.248519	1.001832	1.332073	1.240759
SalEn.4_40391_1-243_NEs	0.454774	0.000000	1.474332	1.332073	0.000000	1.433309	0.458409	0.001369	1.433604	1.524165	1.473837	1.273811	1.500551	1.350614	1.474332	1.439594	1.493248	0.466990	1.453202	0.697239	1.445362	1.330843	1.199456	1.348164	1.278827	0.649716	1.358860	1.356285	1.432358	1.202828	1.417779	1.443348	1.412698	1.279535	1.199456	1.273811	1.439594	0.726146	1.213119	1.338371	1.337662	1.115379	1.269205	1.454601	1.344748	1.088099	1.236073	1.124620	1.340532	1.444965	0.004114	1.365133	1.337144	1.474332	1.454761	1.447934	0.459066	1.447934	1.348164	1.406812	1.447141	1.435914	1.426233	1.202828	1.464042	1.107153	1.332296	0.000000	1.100731
KlePn.1_02099_1-248_NEs	1.136695	1.433309	1.003280	1.114628	1.433309	0.000000	1.124870	1.433309	0.009532	0.179515	1.007651	1.199297	0.970541	1.129427	1.003280	0.219282	0.974673	1.124968	1.007651	1.210935	0.921922	1.112420	1.007403	1.167703	1.190252	1.305345	1.200075	1.129427	1.040857	1.109375	0.211678	0.226322	1.005315	1.157428	1.007403	1.199297	0.217472	1.169494	0.890408	1.114628	1.233240	1.138613	1.195170	0.986625	1.114710	1.251867	1.188138	1.019402	1.187278	1.003393	1.433309	1.194766	1.150594	1.003280	1.030853	0.972852	1.128039	0.972852	1.167703	0.185677	0.972793	1.046564	0.991624	1.109375	0.217240	1.248009	1.183361	1.433309	1.236526
EscCo.2_5080_1-246_NEs	0.008181	0.458409	1.235928	1.396220	0.458409	1.124870	0.000000	0.458409	1.138173	1.096803	1.247041	1.351953	1.199279	1.266471	1.235928	1.139195	1.200400	0.010922	1.235554	0.590058	1.188463	1.299404	1.193603	1.285767	1.353724	0.579585	1.336991	1.266358	1.302669	1.284356	1.137377	1.121963	1.122026	1.301370	1.193603	1.351953	1.144183	0.612565	1.202726	1.396220	1.352303	1.315184	1.365286	1.155359	1.389748	1.048197	1.255951	1.084440	1.337771	1.402781	0.458409	1.336991	1.420474	1.235928	1.313446	1.137073	0.006806	1.137073	1.285767	1.108545	1.147589	1.323849	1.397547	1.284356	1.124951	1.033554	1.311938	0.458409	1.024614
SalEn.13864_1-243_NEs	0.454774	0.001369	1.467771	1.326143	0.001369	1.433309	0.458409	0.000000	1.433604	1.524165	1.467278	1.279770	1.500551	1.344823	1.467771	1.439594	1.493248	0.466990	1.446668	0.697239	1.445362	1.324998	1.194270	1.354269	1.284829	0.649716	1.352954	1.350488	1.432358	1.202828	1.417779	1.443348	1.412698	1.285537	1.194270	1.279770	1.439594	0.726146	1.207747	1.332430	1.337662	1.115379	1.275125	1.454601	1.338794	1.088099	1.236073	1.124620	1.346653	1.451606	0.002741	1.359217	1.331206	1.467771	1.454761	1.447934	0.459066	1.447934	1.354269	1.406812	1.447141	1.435914	1.432894	1.202828	1.464042	1.107153	1.338311	0.001369	1.100731
KlePn.2_02341_1-248_NEs	1.150218	1.433604	0.996465	1.134323	1.433604	0.009532	1.138173	1.433604	0.000000	0.180028	1.000832	1.192350	0.977002	1.150321	0.996465	0.223101	0.981159	1.138274	1.000832	1.187266	0.915571	1.137453	1.013869	1.176577	1.183324	1.290352	1.220990	1.150321	1.038694	1.128618	0.215425	0.230144	0.994280	1.171909	1.013869	1.192350	0.221282	1.146828	0.888318	1.134323	1.245430	1.158241	1.188249	0.984423	1.134409	1.241910	1.186300	1.031238	1.196199	1.010665	1.433604	1.215607	1.171188	0.996465	1.038882	0.970644	1.141424	0.970644	1.176577	0.193159	0.970584	1.054882	0.998782	1.128618	0.221044	1.238183	1.192363	1.433604	1.226795
CitRo.1_32891_1-247_NEs	1.106703	1.524165	1.052991	1.154060	1.524165	0.179515	1.096803	1.524165	0.180028	0.000000	1.057606	1.154079	0.994630	1.179863	1.052991	0.186094	0.998900	1.081125	1.067149	1.221556	1.015586	1.165132	1.092077	1.167403	1.150748	1.211269	1.192297	1.179863	1.100996	1.208993	0.177637	0.184702	1.058795	1.165388	1.092077	1.154079	0.184373	1.234641	0.940372	1.154060	1.179328	1.226030	1.154079	1.043707	1.143653	1.252317	1.225172	1.041674	1.158164	1.120423	1.524165	1.197777	1.160192	1.052991	1.103616	1.028746	1.088624	1.028746	1.167403	0.160468	1.028678	1.120527	1.127133	1.208993	0.182469	1.237490	1.156994	1.524165	1.231783
SalEn.13696_1-249_NEs	1.247286	1.473837	0.002679	0.783622	1.473837	1.007651	1.247041	1.467278	1.000832	1.057606	0.000000	0.814232	0.181851	0.776153	0.002679	1.010878	0.183726	1.227169	0.006711	1.207640	0.138306	0.744334	0.996238	0.775614	0.809054	1.271916	0.808188	0.779817	0.860520	1.171341	1.011505	0.988452	0.182115	0.796082	0.996238	0.814232	1.019847	1.164019	1.285987	0.783622	0.904815	1.251214	0.808914	0.176000	0.794564	1.223105	0.841237	0.761830	0.783597	1.120797	1.460883	0.804694	0.790296	0.002679	0.892261	0.167302	1.242809	0.167302	0.775614	1.060139	0.168958	0.892318	1.116048	1.187389	1.012913	1.219649	0.779043	1.473837	1.239957
